"",BBFB1.M.N.DE.W1.S1.S1.T.L.FA._T.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA._T.F._Z._T._X.N_FLAGS
1999-09,33119.728,
1999-10,30191.104,
1999-11,50425.406,
1999-12,31039.747,
2000-01,38858.619,
2000-02,80319.858,
2000-03,61638.487,
2000-04,41671.618,
2000-05,57437.824,
2000-06,36765.103,
2000-07,3862.778,
2000-08,34905.937,
2000-09,48741.108,
2000-10,22550.453,
2000-11,30878.572,
2000-12,-15586.980,
2001-01,43169.266,
2001-02,51409.027,
2001-03,74833.664,
2001-04,30368.031,
2001-05,60008.617,
2001-06,-5609.777,
2001-07,-4906.444,
2001-08,31510.284,
2001-09,26607.821,
2001-10,30860.313,
2001-11,1984.859,
2001-12,-35463.375,
2002-01,27517.435,
2002-02,-9214.556,
2002-03,43059.443,
2002-04,44568.074,
2002-05,48406.937,
2002-06,-7368.691,
2002-07,24236.728,
2002-08,14462.867,
2002-09,44489.881,
2002-10,12068.821,
2002-11,39121.199,
2002-12,-57966.770,
2003-01,35152.370,
2003-02,25518.916,
2003-03,51326.121,
2003-04,25773.765,
2003-05,18779.959,
2003-06,7870.352,
2003-07,7261.816,
2003-08,-31756.369,
2003-09,34674.484,
2003-10,12929.589,
2003-11,3235.254,
2003-12,-10340.989,
2004-01,42304.267,
2004-02,3933.715,
2004-03,40955.384,
2004-04,-5964.227,
2004-05,-21305.656,
2004-06,-20327.201,
2004-07,19620.248,
2004-08,19186.659,
2004-09,38264.602,
2004-10,12206.463,
2004-11,43632.942,
2004-12,-34299.393,
2005-01,72106.467,
2005-02,48224.711,
2005-03,18974.834,
2005-04,56264.266,
2005-05,4293.165,
2005-06,-430.229,
2005-07,13793.533,
2005-08,-4009.080,
2005-09,49614.612,
2005-10,40953.584,
2005-11,44467.395,
2005-12,-53624.621,
2006-01,57913.648,
2006-02,35672.164,
2006-03,49981.226,
2006-04,-9785.623,
2006-05,19604.104,
2006-06,19150.689,
2006-07,-13777.267,
2006-08,22241.317,
2006-09,45394.965,
2006-10,25942.361,
2006-11,50377.244,
2006-12,6815.191,
2007-01,55226.259,
2007-02,58318.929,
2007-03,24742.901,
2007-04,45916.301,
2007-05,65902.798,
2007-06,46413.300,
2007-07,9892.472,
2007-08,48178.384,
2007-09,69465.799,
2007-10,53002.691,
2007-11,41911.548,
2007-12,-57325.189,
2008-01,83959.158,
2008-02,44866.135,
2008-03,30238.531,
2008-04,13527.907,
2008-05,4805.596,
2008-06,-2555.105,
2008-07,-7808.317,
2008-08,6356.144,
2008-09,63036.775,
2008-10,-69654.715,
2008-11,-39660.211,
2008-12,-82412.885,
2009-01,4261.233,
2009-02,-16057.813,
2009-03,-37806.932,
2009-04,25684.306,
2009-05,-3243.662,
2009-06,1491.200,
2009-07,-34905.566,
2009-08,7201.437,
2009-09,-13632.739,
2009-10,-1418.144,
2009-11,3225.001,
2009-12,-35978.461,
2010-01,20715.576,
2010-02,17870.257,
2010-03,26556.515,
2010-04,69401.869,
2010-05,114047.909,
2010-06,-85933.096,
2010-07,33583.647,
2010-08,46255.804,
2010-09,-5988.656,
2010-10,103646.647,
2010-11,32384.414,
2010-12,-66206.793,
2011-01,12606.233,
2011-02,38552.372,
2011-03,-57062.624,
2011-04,42788.435,
2011-05,34137.601,
2011-06,-44718.900,
2011-07,7088.774,
2011-08,91964.850,
2011-09,59225.458,
2011-10,-4166.964,
2011-11,25266.148,
2011-12,-103635.485,
2012-01,102752.545,
2012-02,50617.864,
2012-03,72204.472,
2012-04,18147.642,
2012-05,60909.351,
2012-06,-8206.817,
2012-07,28823.907,
2012-08,-661.331,
2012-09,-53836.686,
2012-10,30266.473,
2012-11,-4845.580,
2012-12,-121109.496,
2013-01,13720.012,
2013-02,12783.054,
2013-03,-38148.803,
2013-04,36015.879,
2013-05,-12096.477,
2013-06,-28521.626,
2013-07,-37565.319,
2013-08,-24765.326,
2013-09,-16895.474,
2013-10,10684.884,
2013-11,5684.257,
2013-12,-127908.691,
2014-01,48938.740,
2014-02,-3554.371,Provisional value
2014-03,-19618.265,Provisional value
2014-04,24163.866,Provisional value
2014-05,23467.553,Provisional value
2014-06,-2234.689,Provisional value
2014-07,8025.789,Provisional value
2014-08,-2064.707,Provisional value
2014-09,-10176.883,
2014-10,-4366.677,
2014-11,51480.765,
2014-12,-108235.103,Provisional value
