"",BBFN1.M.DE.N.1.A.W1.S1P.H2.T.N000.Z06.BGA.X001.D,BBFN1.M.DE.N.1.A.W1.S1P.H2.T.N000.Z06.BGA.X001.D_FLAGS
1995-04,4.761,
1995-05,4.823,
1995-06,4.760,
1995-07,4.842,
1995-08,5.011,
1995-09,4.956,
1995-10,5.020,
1995-11,5.106,
1995-12,5.172,
1996-01,5.178,
1996-02,5.360,
1996-03,5.533,
1996-04,5.675,
1996-05,5.756,
1996-06,5.576,
1996-07,5.578,
1996-08,5.517,
1996-09,5.486,
1996-10,5.561,
1996-11,5.513,
1996-12,5.855,
1997-01,6.026,
1997-02,6.114,
1997-03,6.039,
1997-04,6.263,
1997-05,6.305,
1997-06,6.059,
1997-07,6.094,
1997-08,5.949,
1997-09,6.039,
1997-10,5.947,
1997-11,5.715,
1997-12,5.454,
1998-01,5.636,
1998-02,5.669,
1998-03,5.337,
1998-04,5.375,
1998-05,5.477,
1998-06,5.418,
1998-07,5.546,
1998-08,5.578,
1998-09,5.597,
1998-10,5.624,
1998-11,5.623,
1998-12,5.493,
1999-01,4.557,
1999-02,4.579,
1999-03,4.267,
1999-04,4.506,
1999-05,4.365,
1999-06,4.255,
1999-07,4.486,
1999-08,4.329,
1999-09,4.403,
1999-10,4.424,
1999-11,4.550,
1999-12,4.243,
2000-01,4.376,
2000-02,4.382,
2000-03,4.538,
2000-04,4.512,
2000-05,4.664,
2000-06,4.038,
2000-07,4.027,
2000-08,4.072,
2000-09,4.032,
2000-10,4.009,
2000-11,3.823,
2000-12,3.615,
2001-01,3.536,
2001-02,3.661,
2001-03,3.706,
2001-04,3.602,
2001-05,3.444,
2001-06,3.625,
2001-07,3.829,
2001-08,4.570,
2001-09,4.478,
2001-10,4.686,
2001-11,4.888,
2001-12,4.724,
2002-01,4.115,
2002-02,4.472,
2002-03,4.493,
2002-04,4.634,
2002-05,4.244,
2002-06,4.238,
2002-07,4.548,
2002-08,4.353,
2002-09,4.178,
2002-10,4.506,
2002-11,3.910,
2002-12,3.419,
2003-01,3.458,
2003-02,3.617,
2003-03,3.777,
2003-04,3.950,
2003-05,3.894,
2003-06,3.785,
2003-07,4.255,
2003-08,4.177,
2003-09,4.175,
2003-10,4.226,
2003-11,3.514,
2003-12,3.091,
2004-01,3.069,
2004-02,3.062,
2004-03,2.968,
2004-04,3.009,
2004-05,2.977,
2004-06,2.845,
2004-07,2.891,
2004-08,2.884,
2004-09,2.728,
2004-10,2.679,
2004-11,2.645,
2004-12,2.534,
2005-01,2.652,
2005-02,2.659,
2005-03,2.660,
2005-04,2.749,
2005-05,2.796,
2005-06,2.623,
2005-07,2.599,
2005-08,2.512,
2005-09,2.540,
2005-10,2.436,
2005-11,2.391,
2005-12,2.262,
2006-01,2.314,
2006-02,2.344,
2006-03,2.348,
2006-04,2.372,
2006-05,2.380,
2006-06,2.351,
2006-07,2.432,
2006-08,2.494,
2006-09,2.403,
2006-10,2.531,
2006-11,2.598,
2006-12,3.078,
2007-01,3.263,
2007-02,3.289,
2007-03,3.308,
2007-04,3.359,
2007-05,3.492,
2007-06,3.565,
2007-07,3.703,
2007-08,3.846,
2007-09,3.847,
2007-10,3.624,
2007-11,3.831,
2007-12,3.993,
2008-01,4.167,
2008-02,4.235,
2008-03,4.136,
2008-04,4.175,
2008-05,4.204,
2008-06,4.660,
2008-07,4.613,
2008-08,4.876,
2008-09,4.662,
2008-10,4.777,
2008-11,4.821,
2008-12,4.578,
2009-01,4.775,
2009-02,4.798,
2009-03,4.570,
2009-04,4.655,
2009-05,4.623,
2009-06,4.714,
2009-07,4.654,
2009-08,4.541,
2009-09,4.397,
2009-10,4.379,
2009-11,4.336,
2009-12,4.540,
2010-01,4.371,
2010-02,4.406,
2010-03,4.356,
2010-04,4.156,
2010-05,4.264,
2010-06,3.757,
2010-07,4.437,
2010-08,4.360,
2010-09,4.374,
2010-10,4.288,
2010-11,4.530,
2010-12,4.577,
2011-01,5.400,
2011-02,5.354,
2011-03,5.267,
2011-04,5.175,
2011-05,5.429,
2011-06,5.316,
2011-07,5.217,
2011-08,5.363,
2011-09,5.268,
2011-10,5.517,
2011-11,5.561,
2011-12,5.209,
2012-01,5.199,
2012-02,5.159,
2012-03,5.075,
2012-04,4.986,
2012-05,5.024,
2012-06,4.819,
2012-07,4.832,
2012-08,4.253,
2012-09,4.858,
2012-10,4.789,
2012-11,4.773,
2012-12,3.936,
2013-01,3.987,
2013-02,4.002,
2013-03,3.942,
2013-04,4.024,
2013-05,4.072,
2013-06,4.476,
2013-07,3.542,
2013-08,3.370,
2013-09,3.741,
2013-10,3.706,
2013-11,3.725,
2013-12,3.603,
2014-01,3.902,
2014-02,3.943,
2014-03,3.779,
2014-04,3.751,
2014-05,3.739,
2014-06,3.699,
2014-07,3.797,
2014-08,3.799,
2014-09,3.832,
2014-10,3.929,
2014-11,3.899,
2014-12,3.874,
"","General: From January 1999, excluding national currencies of the euro-area member states.",
