"",BBDE1.M.DE.W.AEA1.P2XF10000.B2.V.I10.A,BBDE1.M.DE.W.AEA1.P2XF10000.B2.V.I10.A_FLAGS
2008-07,117.0,
2008-08,112.7,
2008-09,125.8,
2008-10,108.6,
2008-11,94.9,
2008-12,97.1,
2009-01,75.0,
2009-02,70.2,
2009-03,100.2,
2009-04,91.4,
2009-05,100.0,
2009-06,107.2,
2009-07,100.7,
2009-08,105.4,
2009-09,104.4,
2009-10,98.5,
2009-11,86.9,
2009-12,91.6,
2010-01,71.0,
2010-02,81.3,
2010-03,117.0,
2010-04,96.8,
2010-05,100.8,
2010-06,121.0,
2010-07,111.0,
2010-08,108.2,
2010-09,104.1,
2010-10,112.8,
2010-11,87.3,
2010-12,85.5,
2011-01,84.7,
2011-02,102.9,
2011-03,132.3,
2011-04,112.4,
2011-05,113.0,
2011-06,126.3,
2011-07,116.6,
2011-08,119.0,
2011-09,120.4,
2011-10,115.4,
2011-11,105.3,
2011-12,105.9,
2012-01,92.8,
2012-02,99.1,
2012-03,141.4,
2012-04,122.3,
2012-05,119.6,
2012-06,127.7,
2012-07,121.5,
2012-08,133.8,
2012-09,126.8,
2012-10,138.1,
2012-11,94.1,
2012-12,105.2,
2013-01,86.6,
2013-02,104.3,
2013-03,129.9,
2013-04,117.8,
2013-05,127.2,
2013-06,151.3,
2013-07,133.1,
2013-08,119.3,
2013-09,130.5,
2013-10,125.3,
2013-11,123.1,
2013-12,113.6,
2014-01,110.7,
2014-02,106.4,
2014-03,141.2,
2014-04,125.4,
2014-05,120.3,
2014-06,131.7,
2014-07,139.6,
2014-08,124.9,
2014-09,123.3,
2014-10,119.1,
2014-11,109.0,
2014-12,109.5,
