"",BBFB1.M.N.DE.W1.S1.S1.T.C.SC13._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.SC13._Z._Z._Z._T._X.N_FLAGS
2014-02,132.505,Provisional value
2014-03,152.996,Provisional value
2014-04,154.457,Provisional value
2014-05,155.457,Provisional value
2014-06,173.105,Provisional value
2014-07,182.131,Provisional value
2014-08,154.198,Provisional value
2014-09,182.820,
2014-10,177.086,
2014-11,166.385,
2014-12,147.068,Provisional value
