"",BBDE1.M.DE.W.AEA1.P2XF00000.B2.V.I10.A,BBDE1.M.DE.W.AEA1.P2XF00000.B2.V.I10.A_FLAGS
1999-02,115.5,
1999-03,149.7,
1999-04,141.2,
1999-05,148.6,
1999-06,162.4,
1999-07,150.9,
1999-08,140.6,
1999-09,153.3,
1999-10,135.2,
1999-11,109.7,
1999-12,117.5,
2000-01,92.8,
2000-02,101.6,
2000-03,147.0,
2000-04,132.2,
2000-05,134.9,
2000-06,145.8,
2000-07,133.4,
2000-08,120.5,
2000-09,139.7,
2000-10,120.6,
2000-11,104.9,
2000-12,114.7,
2001-01,84.2,
2001-02,94.5,
2001-03,130.9,
2001-04,124.8,
2001-05,132.1,
2001-06,150.5,
2001-07,123.2,
2001-08,122.8,
2001-09,130.4,
2001-10,113.2,
2001-11,101.6,
2001-12,99.3,
2002-01,77.3,
2002-02,91.8,
2002-03,139.5,
2002-04,117.4,
2002-05,114.7,
2002-06,132.7,
2002-07,116.0,
2002-08,109.6,
2002-09,126.6,
2002-10,103.9,
2002-11,93.8,
2002-12,98.8,
2003-01,70.3,
2003-02,79.7,
2003-03,110.5,
2003-04,102.3,
2003-05,102.4,
2003-06,118.3,
2003-07,112.1,
2003-08,101.0,
2003-09,112.9,
2003-10,98.4,
2003-11,86.5,
2003-12,86.0,
2004-01,66.2,
2004-02,82.2,
2004-03,100.8,
2004-04,95.6,
2004-05,94.2,
2004-06,111.4,
2004-07,97.9,
2004-08,96.1,
2004-09,106.4,
2004-10,92.5,
2004-11,76.5,
2004-12,85.6,
2005-01,57.9,
2005-02,64.7,
2005-03,98.3,
2005-04,87.6,
2005-05,96.7,
2005-06,109.3,
2005-07,101.2,
2005-08,102.3,
2005-09,110.4,
2005-10,92.5,
2005-11,83.7,
2005-12,92.3,
2006-01,62.1,
2006-02,73.4,
2006-03,101.7,
2006-04,100.3,
2006-05,106.1,
2006-06,116.1,
2006-07,108.7,
2006-08,104.3,
2006-09,112.8,
2006-10,94.8,
2006-11,87.4,
2006-12,87.2,
2007-01,73.8,
2007-02,79.5,
2007-03,115.5,
2007-04,109.0,
2007-05,110.8,
2007-06,119.2,
2007-07,116.0,
2007-08,104.0,
2007-09,116.5,
2007-10,119.1,
2007-11,95.7,
2007-12,93.6,
2008-01,84.7,
2008-02,81.1,
2008-03,118.6,
2008-04,109.6,
2008-05,109.1,
2008-06,124.1,
2008-07,121.7,
2008-08,106.5,
2008-09,119.9,
2008-10,99.9,
2008-11,84.8,
2008-12,85.8,
2009-01,68.8,
2009-02,70.5,
2009-03,103.7,
2009-04,103.9,
2009-05,106.3,
2009-06,119.0,
2009-07,113.1,
2009-08,108.7,
2009-09,112.7,
2009-10,99.8,
2009-11,82.9,
2009-12,90.5,
2010-01,65.4,
2010-02,83.2,
2010-03,115.8,
2010-04,104.5,
2010-05,106.4,
2010-06,117.1,
2010-07,113.0,
2010-08,107.8,
2010-09,112.6,
2010-10,104.4,
2010-11,84.2,
2010-12,82.2,
2011-01,70.5,
2011-02,86.1,
2011-03,122.7,
2011-04,112.8,
2011-05,116.2,
2011-06,125.1,
2011-07,125.8,
2011-08,112.9,
2011-09,116.9,
2011-10,103.6,
2011-11,97.2,
2011-12,96.3,
2012-01,81.8,
2012-02,96.2,
2012-03,135.7,
2012-04,124.3,
2012-05,118.9,
2012-06,130.6,
2012-07,124.5,
2012-08,125.2,
2012-09,120.1,
2012-10,132.1,
2012-11,91.4,
2012-12,93.4,
2013-01,82.1,
2013-02,98.3,
2013-03,131.2,
2013-04,123.5,
2013-05,125.5,
2013-06,145.9,
2013-07,142.4,
2013-08,123.8,
2013-09,125.9,
2013-10,117.5,
2013-11,106.6,
2013-12,106.2,
2014-01,93.0,
2014-02,102.2,
2014-03,138.9,
2014-04,134.0,
2014-05,127.7,
2014-06,132.2,
2014-07,136.5,
2014-08,121.5,
2014-09,121.8,
2014-10,113.6,
2014-11,99.4,
2014-12,101.7,
