"",BBFB1.M.N.DE.W1.S1.S1.T.B.SC1._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.B.SC1._Z._Z._Z._T._X.N_FLAGS
1998-04,-145.635,
1998-05,-92.489,
1998-06,-150.499,
1998-07,-111.386,
1998-08,-198.411,
1998-09,-84.065,
1998-10,-179.512,
1998-11,-143.980,
1998-12,-132.031,
1999-01,-123.695,
1999-02,-93.242,
1999-03,-178.263,
1999-04,-83.411,
1999-05,-98.530,
1999-06,-128.630,
1999-07,-128.712,
1999-08,-151.124,
1999-09,-152.764,
1999-10,-140.480,
1999-11,-149.064,
1999-12,-65.612,
2000-01,-156.576,
2000-02,-184.417,
2000-03,-91.734,
2000-04,-153.357,
2000-05,-121.757,
2000-06,-23.988,
2000-07,-86.261,
2000-08,-95.958,
2000-09,-120.507,
2000-10,-211.359,
2000-11,-145.544,
2000-12,-148.171,
2001-01,-115.693,
2001-02,-9.361,
2001-03,-60.363,
2001-04,-47.686,
2001-05,50.214,
2001-06,76.553,
2001-07,74.107,
2001-08,4.601,
2001-09,-62.683,
2001-10,-77.510,
2001-11,-128.817,
2001-12,-36.917,
2002-01,17.792,
2002-02,-17.928,
2002-03,-92.484,
2002-04,-88.313,
2002-05,-49.275,
2002-06,-106.328,
2002-07,-7.820,
2002-08,-53.952,
2002-09,-165.563,
2002-10,-108.859,
2002-11,-106.352,
2002-12,-37.639,
2003-01,-55.965,
2003-02,-68.867,
2003-03,-119.727,
2003-04,-31.606,
2003-05,-7.924,
2003-06,-43.002,
2003-07,31.628,
2003-08,25.184,
2003-09,45.439,
2003-10,1.953,
2003-11,-36.008,
2003-12,62.113,
2004-01,43.962,
2004-02,71.259,
2004-03,101.926,
2004-04,205.887,
2004-05,136.827,
2004-06,83.234,
2004-07,74.420,
2004-08,91.722,
2004-09,37.826,
2004-10,30.206,
2004-11,62.277,
2004-12,87.797,
2005-01,174.090,
2005-02,377.446,
2005-03,332.138,
2005-04,302.745,
2005-05,400.281,
2005-06,388.939,
2005-07,468.981,
2005-08,398.652,
2005-09,337.319,
2005-10,344.204,
2005-11,391.167,
2005-12,447.413,
2006-01,304.206,
2006-02,229.615,
2006-03,247.078,
2006-04,278.595,
2006-05,325.446,
2006-06,324.231,
2006-07,294.434,
2006-08,356.893,
2006-09,377.044,
2006-10,435.528,
2006-11,472.892,
2006-12,317.236,
2007-01,399.908,
2007-02,369.861,
2007-03,525.318,
2007-04,442.594,
2007-05,581.982,
2007-06,531.056,
2007-07,544.884,
2007-08,586.769,
2007-09,517.628,
2007-10,669.621,
2007-11,545.374,
2007-12,409.521,
2008-01,652.391,
2008-02,775.116,
2008-03,589.082,
2008-04,708.197,
2008-05,676.564,
2008-06,846.169,
2008-07,670.972,
2008-08,699.207,
2008-09,804.169,
2008-10,758.076,
2008-11,700.747,
2008-12,503.603,
2009-01,642.205,
2009-02,855.079,
2009-03,910.339,
2009-04,763.473,
2009-05,731.991,
2009-06,666.023,
2009-07,612.120,
2009-08,445.364,
2009-09,467.436,
2009-10,571.050,
2009-11,532.715,
2009-12,534.870,
2010-01,411.572,
2010-02,534.850,
2010-03,526.096,
2010-04,580.188,
2010-05,575.960,
2010-06,607.056,
2010-07,534.593,
2010-08,621.548,
2010-09,618.480,
2010-10,527.899,
2010-11,582.425,
2010-12,666.184,
2011-01,674.153,
2011-02,385.253,
2011-03,556.833,
2011-04,432.485,
2011-05,598.157,
2011-06,617.563,
2011-07,517.002,
2011-08,598.595,
2011-09,534.220,
2011-10,669.025,
2011-11,513.263,
2011-12,684.714,
2012-01,518.911,
2012-02,453.034,
2012-03,460.975,
2012-04,426.727,
2012-05,444.825,
2012-06,422.912,
2012-07,473.079,
2012-08,456.849,
2012-09,355.439,
2012-10,446.185,
2012-11,462.222,
2012-12,302.613,
2013-01,376.342,
2013-02,361.726,
2013-03,280.790,
2013-04,436.690,
2013-05,445.442,
2013-06,297.781,
2013-07,537.477,
2013-08,564.724,
2013-09,432.283,
2013-10,388.377,
2013-11,348.109,
2013-12,567.138,
2014-01,426.394,
2014-02,360.791,Provisional value
2014-03,333.870,Provisional value
2014-04,375.968,Provisional value
2014-05,412.725,Provisional value
2014-06,427.574,Provisional value
2014-07,482.424,Provisional value
2014-08,466.692,Provisional value
2014-09,550.942,
2014-10,489.547,
2014-11,475.359,
2014-12,646.250,Provisional value
