"",BBDE1.M.DE.Y.BAA1.N2C170000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C170000.G.C.I10.A_FLAGS
2005-11,94.0,
2005-12,91.5,
2006-01,91.3,
2006-02,91.9,
2006-03,91.9,
2006-04,92.4,
2006-05,94.3,
2006-06,94.7,
2006-07,94.1,
2006-08,96.8,
2006-09,95.7,
2006-10,97.9,
2006-11,98.4,
2006-12,98.1,
2007-01,98.5,
2007-02,99.0,
2007-03,98.2,
2007-04,97.6,
2007-05,100.4,
2007-06,100.0,
2007-07,100.2,
2007-08,101.9,
2007-09,99.9,
2007-10,101.5,
2007-11,100.9,
2007-12,101.9,
2008-01,102.1,
2008-02,101.4,
2008-03,98.9,
2008-04,100.8,
2008-05,98.9,
2008-06,98.7,
2008-07,100.1,
2008-08,101.5,
2008-09,101.4,
2008-10,100.8,
2008-11,97.3,
2008-12,95.4,
2009-01,90.8,
2009-02,90.6,
2009-03,87.1,
2009-04,90.2,
2009-05,89.1,
2009-06,91.6,
2009-07,91.7,
2009-08,93.3,
2009-09,96.0,
2009-10,94.8,
2009-11,95.8,
2009-12,97.0,
2010-01,97.2,
2010-02,97.2,
2010-03,98.4,
2010-04,99.9,
2010-05,100.2,
2010-06,101.2,
2010-07,100.7,
2010-08,100.4,
2010-09,100.5,
2010-10,99.0,
2010-11,99.1,
2010-12,99.3,
2011-01,99.7,
2011-02,99.9,
2011-03,101.0,
2011-04,100.4,
2011-05,101.0,
2011-06,99.6,
2011-07,100.9,
2011-08,100.9,
2011-09,100.2,
2011-10,99.7,
2011-11,100.0,
2011-12,97.9,
2012-01,96.9,
2012-02,98.8,
2012-03,99.4,
2012-04,98.2,
2012-05,99.9,
2012-06,98.9,
2012-07,98.8,
2012-08,99.9,
2012-09,97.6,
2012-10,98.4,
2012-11,99.0,
2012-12,98.4,
2013-01,99.0,
2013-02,97.6,
2013-03,95.0,
2013-04,97.8,
2013-05,97.9,
2013-06,96.2,
2013-07,98.4,
2013-08,97.4,
2013-09,96.9,
2013-10,98.1,
2013-11,97.7,
2013-12,97.4,
2014-01,99.0,
2014-02,98.4,
2014-03,97.5,
2014-04,99.9,
2014-05,97.6,
2014-06,98.3,
2014-07,97.4,
2014-08,96.7,
2014-09,94.5,
2014-10,93.7,Provisional value
2014-11,93.1,Provisional value
2014-12,94.9,Provisional value
