"",BBDE1.M.DE.Y.AEA1.P2XF11000.B2.V.I10.A,BBDE1.M.DE.Y.AEA1.P2XF11000.B2.V.I10.A_FLAGS
2008-10,110.4,
2008-11,109.2,
2008-12,105.0,
2009-01,103.8,
2009-02,83.1,
2009-03,96.5,
2009-04,91.7,
2009-05,96.9,
2009-06,85.0,
2009-07,96.5,
2009-08,103.4,
2009-09,98.3,
2009-10,96.0,
2009-11,96.6,
2009-12,97.7,
2010-01,91.1,
2010-02,98.1,
2010-03,103.4,
2010-04,97.5,
2010-05,94.5,
2010-06,103.1,
2010-07,104.9,
2010-08,110.6,
2010-09,94.9,
2010-10,105.0,
2010-11,96.6,
2010-12,93.5,
2011-01,112.7,
2011-02,127.0,
2011-03,109.4,
2011-04,105.5,
2011-05,116.4,
2011-06,111.3,
2011-07,103.6,
2011-08,113.8,
2011-09,117.3,
2011-10,120.3,
2011-11,117.3,
2011-12,111.5,
2012-01,115.1,
2012-02,118.5,
2012-03,141.3,
2012-04,131.1,
2012-05,116.9,
2012-06,111.5,
2012-07,119.7,
2012-08,139.5,
2012-09,124.7,
2012-10,135.6,
2012-11,108.7,
2012-12,122.7,
2013-01,116.4,
2013-02,122.1,
2013-03,116.4,
2013-04,125.8,
2013-05,136.6,
2013-06,136.3,
2013-07,134.1,
2013-08,112.4,
2013-09,126.5,
2013-10,132.3,
2013-11,145.8,
2013-12,131.7,
2014-01,141.8,
2014-02,133.7,
2014-03,131.4,
2014-04,122.1,
2014-05,119.4,
2014-06,114.9,
2014-07,139.0,
2014-08,121.2,
2014-09,122.9,
2014-10,126.7,
2014-11,128.5,
2014-12,124.9,
