"",BBDE1.M.DE.Y.AEB1.A2R260050.F.V.I10.A,BBDE1.M.DE.Y.AEB1.A2R260050.F.V.I10.A_FLAGS
1998-05,103.0,
1998-06,95.8,
1998-07,95.9,
1998-08,93.0,
1998-09,95.0,
1998-10,92.3,
1998-11,92.6,
1998-12,92.1,
1999-01,91.4,
1999-02,93.4,
1999-03,96.2,
1999-04,94.4,
1999-05,100.3,
1999-06,110.1,
1999-07,104.6,
1999-08,109.4,
1999-09,104.5,
1999-10,105.7,
1999-11,108.2,
1999-12,105.6,
2000-01,103.0,
2000-02,106.8,
2000-03,108.0,
2000-04,115.4,
2000-05,112.7,
2000-06,112.4,
2000-07,118.7,
2000-08,117.7,
2000-09,117.5,
2000-10,121.7,
2000-11,114.2,
2000-12,118.1,
2001-01,114.7,
2001-02,115.3,
2001-03,122.5,
2001-04,111.7,
2001-05,110.0,
2001-06,108.1,
2001-07,107.9,
2001-08,107.6,
2001-09,104.2,
2001-10,101.2,
2001-11,101.1,
2001-12,105.9,
2002-01,103.0,
2002-02,102.7,
2002-03,102.4,
2002-04,103.5,
2002-05,100.5,
2002-06,104.3,
2002-07,100.1,
2002-08,104.0,
2002-09,101.7,
2002-10,102.5,
2002-11,103.3,
2002-12,103.8,
2003-01,100.9,
2003-02,104.9,
2003-03,100.3,
2003-04,102.2,
2003-05,100.0,
2003-06,105.1,
2003-07,101.4,
2003-08,101.0,
2003-09,102.9,
2003-10,102.8,
2003-11,105.9,
2003-12,104.5,
2004-01,101.8,
2004-02,101.3,
2004-03,102.4,
2004-04,102.2,
2004-05,103.5,
2004-06,102.7,
2004-07,103.0,
2004-08,100.7,
2004-09,98.4,
2004-10,101.6,
2004-11,99.8,
2004-12,99.3,
2005-01,102.2,
2005-02,101.3,
2005-03,100.8,
2005-04,99.6,
2005-05,100.7,
2005-06,101.8,
2005-07,103.0,
2005-08,104.4,
2005-09,106.8,
2005-10,107.7,
2005-11,107.9,
2005-12,109.4,
2006-01,110.5,
2006-02,111.2,
2006-03,107.4,
2006-04,112.0,
2006-05,110.7,
2006-06,110.5,
2006-07,111.8,
2006-08,114.4,
2006-09,113.0,
2006-10,114.4,
2006-11,114.4,
2006-12,116.4,
2007-01,115.8,
2007-02,113.6,
2007-03,114.2,
2007-04,114.8,
2007-05,117.4,
2007-06,113.1,
2007-07,118.4,
2007-08,118.4,
2007-09,116.0,
2007-10,116.7,
2007-11,125.4,
2007-12,126.6,
2008-01,124.7,
2008-02,122.4,
2008-03,123.3,
2008-04,123.1,
2008-05,122.6,
2008-06,120.5,
2008-07,118.2,
2008-08,120.2,
2008-09,117.6,
2008-10,108.9,
2008-11,99.1,
2008-12,105.1,
2009-01,85.3,
2009-02,78.4,
2009-03,77.9,
2009-04,79.0,
2009-05,79.2,
2009-06,81.5,
2009-07,84.3,
2009-08,86.6,
2009-09,92.1,
2009-10,91.1,
2009-11,92.5,
2009-12,91.8,
2010-01,90.2,
2010-02,94.2,
2010-03,98.6,
2010-04,95.9,
2010-05,101.7,
2010-06,105.1,
2010-07,106.1,
2010-08,100.6,
2010-09,100.7,
2010-10,103.9,
2010-11,100.2,
2010-12,96.6,
2011-01,106.7,
2011-02,104.1,
2011-03,101.0,
2011-04,105.2,
2011-05,126.0,
2011-06,103.5,
2011-07,116.1,
2011-08,105.0,
2011-09,103.7,
2011-10,103.6,
2011-11,100.8,
2011-12,93.5,
2012-01,100.4,
2012-02,98.1,
2012-03,98.9,
2012-04,98.4,
2012-05,98.1,
2012-06,95.3,
2012-07,99.1,
2012-08,97.3,
2012-09,92.9,
2012-10,93.2,
2012-11,95.2,
2012-12,94.0,
2013-01,95.7,
2013-02,94.3,
2013-03,106.1,
2013-04,97.1,
2013-05,92.8,
2013-06,95.4,
2013-07,95.0,
2013-08,95.1,
2013-09,95.6,
2013-10,94.6,
2013-11,97.2,
2013-12,97.7,
2014-01,98.7,
2014-02,98.6,
2014-03,96.2,
2014-04,97.3,
2014-05,103.9,
2014-06,97.3,
2014-07,98.1,
2014-08,96.5,
2014-09,94.0,
2014-10,100.1,
2014-11,93.8,
2014-12,98.1,Provisional value
