"",BBDE1.M.DE.Y.BAA1.N2C330000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C330000.G.C.I10.A_FLAGS
2012-04,107.4,
2012-05,115.6,
2012-06,109.0,
2012-07,109.2,
2012-08,112.6,
2012-09,107.6,
2012-10,105.7,
2012-11,105.6,
2012-12,110.0,
2013-01,108.7,
2013-02,112.4,
2013-03,110.9,
2013-04,110.5,
2013-05,107.9,
2013-06,110.1,
2013-07,108.9,
2013-08,105.1,
2013-09,111.0,
2013-10,112.5,
2013-11,110.9,
2013-12,112.4,
2014-01,110.6,
2014-02,113.6,
2014-03,116.5,
2014-04,111.1,
2014-05,110.9,
2014-06,109.3,
2014-07,110.8,
2014-08,113.4,
2014-09,112.3,
2014-10,110.5,Provisional value
2014-11,111.6,Provisional value
2014-12,103.5,Provisional value
