"",BBDE1.M.DE.Y.BAA1.A2P330000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.A2P330000.G.C.I10.A_FLAGS
2005-01,103.0,
2005-02,103.2,
2005-03,103.1,
2005-04,104.5,
2005-05,100.0,
2005-06,104.9,
2005-07,105.4,
2005-08,101.8,
2005-09,101.6,
2005-10,105.1,
2005-11,104.9,
2005-12,105.8,
2006-01,108.0,
2006-02,106.1,
2006-03,105.2,
2006-04,112.0,
2006-05,112.2,
2006-06,109.5,
2006-07,113.1,
2006-08,115.1,
2006-09,112.5,
2006-10,112.3,
2006-11,113.6,
2006-12,119.3,
2007-01,112.3,
2007-02,114.6,
2007-03,113.4,
2007-04,109.2,
2007-05,112.4,
2007-06,112.0,
2007-07,113.5,
2007-08,114.5,
2007-09,114.0,
2007-10,112.5,
2007-11,111.3,
2007-12,111.7,
2008-01,111.3,
2008-02,112.3,
2008-03,112.8,
2008-04,113.2,
2008-05,106.0,
2008-06,112.5,
2008-07,106.5,
2008-08,110.2,
2008-09,107.6,
2008-10,105.2,
2008-11,103.1,
2008-12,95.9,
2009-01,92.7,
2009-02,89.2,
2009-03,89.4,
2009-04,88.5,
2009-05,90.7,
2009-06,89.0,
2009-07,89.8,
2009-08,90.2,
2009-09,92.4,
2009-10,91.5,
2009-11,94.8,
2009-12,94.3,
2010-01,98.3,
2010-02,96.1,
2010-03,94.8,
2010-04,96.1,
2010-05,101.1,
2010-06,100.4,
2010-07,99.7,
2010-08,101.4,
2010-09,99.5,
2010-10,103.3,
2010-11,101.2,
2010-12,101.5,
2011-01,103.3,
2011-02,103.8,
2011-03,104.7,
2011-04,105.6,
2011-05,105.8,
2011-06,98.9,
2011-07,111.3,
2011-08,102.3,
2011-09,102.8,
2011-10,106.5,
2011-11,103.6,
2011-12,102.0,
2012-01,103.3,
2012-02,100.8,
2012-03,100.9,
2012-04,100.3,
2012-05,103.8,
2012-06,100.9,
2012-07,103.2,
2012-08,102.8,
2012-09,100.3,
2012-10,97.7,
2012-11,95.8,
2012-12,97.4,
2013-01,98.5,
2013-02,99.3,
2013-03,100.9,
2013-04,99.9,
2013-05,96.3,
2013-06,105.0,
2013-07,102.1,
2013-08,99.5,
2013-09,101.5,
2013-10,97.5,
2013-11,100.1,
2013-12,100.5,
2014-01,99.0,
2014-02,101.8,
2014-03,102.7,
2014-04,100.5,
2014-05,99.4,
2014-06,101.6,
2014-07,101.4,
2014-08,97.9,
2014-09,98.0,
2014-10,98.3,Provisional value
2014-11,100.6,Provisional value
2014-12,106.4,Provisional value
