"",BBDE1.M.DE.Y.AEA1.N2C210000.F.V.I10.A,BBDE1.M.DE.Y.AEA1.N2C210000.F.V.I10.A_FLAGS
2000-04,67.8,
2000-05,66.7,
2000-06,68.5,
2000-07,69.2,
2000-08,69.2,
2000-09,75.4,
2000-10,72.0,
2000-11,71.4,
2000-12,77.4,
2001-01,75.9,
2001-02,71.3,
2001-03,72.9,
2001-04,74.5,
2001-05,73.4,
2001-06,77.6,
2001-07,76.6,
2001-08,76.0,
2001-09,71.5,
2001-10,75.9,
2001-11,73.0,
2001-12,74.7,
2002-01,82.3,
2002-02,74.3,
2002-03,82.5,
2002-04,80.0,
2002-05,75.3,
2002-06,75.5,
2002-07,79.9,
2002-08,78.4,
2002-09,81.6,
2002-10,74.4,
2002-11,82.3,
2002-12,74.2,
2003-01,76.3,
2003-02,78.4,
2003-03,74.8,
2003-04,75.6,
2003-05,79.2,
2003-06,76.0,
2003-07,77.2,
2003-08,78.2,
2003-09,75.3,
2003-10,83.3,
2003-11,75.4,
2003-12,81.8,
2004-01,76.2,
2004-02,78.2,
2004-03,77.3,
2004-04,83.4,
2004-05,81.0,
2004-06,76.2,
2004-07,83.5,
2004-08,80.4,
2004-09,79.5,
2004-10,81.9,
2004-11,83.8,
2004-12,83.7,
2005-01,89.8,
2005-02,91.6,
2005-03,91.7,
2005-04,88.7,
2005-05,91.2,
2005-06,91.6,
2005-07,94.1,
2005-08,94.6,
2005-09,95.4,
2005-10,96.4,
2005-11,93.3,
2005-12,96.2,
2006-01,95.3,
2006-02,94.7,
2006-03,93.9,
2006-04,98.7,
2006-05,95.2,
2006-06,92.9,
2006-07,101.3,
2006-08,97.7,
2006-09,100.5,
2006-10,101.5,
2006-11,105.3,
2006-12,99.7,
2007-01,100.1,
2007-02,106.1,
2007-03,104.4,
2007-04,103.7,
2007-05,107.1,
2007-06,109.3,
2007-07,104.1,
2007-08,110.8,
2007-09,111.8,
2007-10,109.0,
2007-11,110.2,
2007-12,106.9,
2008-01,107.2,
2008-02,107.8,
2008-03,106.4,
2008-04,103.5,
2008-05,103.1,
2008-06,104.7,
2008-07,102.3,
2008-08,111.1,
2008-09,109.2,
2008-10,107.9,
2008-11,103.9,
2008-12,103.9,
2009-01,99.6,
2009-02,99.8,
2009-03,96.1,
2009-04,95.7,
2009-05,99.3,
2009-06,95.8,
2009-07,95.2,
2009-08,96.2,
2009-09,99.1,
2009-10,99.8,
2009-11,102.4,
2009-12,96.7,
2010-01,103.4,
2010-02,94.4,
2010-03,101.0,
2010-04,96.6,
2010-05,100.7,
2010-06,102.7,
2010-07,99.2,
2010-08,102.3,
2010-09,101.5,
2010-10,98.6,
2010-11,96.5,
2010-12,98.0,
2011-01,97.6,
2011-02,104.7,
2011-03,100.2,
2011-04,101.5,
2011-05,99.5,
2011-06,98.0,
2011-07,104.4,
2011-08,99.4,
2011-09,103.5,
2011-10,100.1,
2011-11,102.9,
2011-12,105.0,
2012-01,100.0,
2012-02,98.0,
2012-03,108.9,
2012-04,95.6,
2012-05,103.1,
2012-06,105.6,
2012-07,108.5,
2012-08,108.7,
2012-09,107.9,
2012-10,108.0,
2012-11,106.8,
2012-12,108.3,
2013-01,99.8,
2013-02,104.7,
2013-03,104.5,
2013-04,109.7,
2013-05,106.9,
2013-06,103.9,
2013-07,108.3,
2013-08,106.7,
2013-09,118.8,
2013-10,112.5,
2013-11,119.4,
2013-12,109.8,
2014-01,121.8,
2014-02,121.0,
2014-03,108.4,
2014-04,111.9,
2014-05,117.8,
2014-06,114.9,
2014-07,115.1,
2014-08,119.7,
2014-09,121.2,
2014-10,115.9,
2014-11,122.8,
2014-12,112.5,Provisional value
