"",BBFN1.M.DE.N.1.A.W1.S1P.H0.T.N000.Z06.BGA.X001.D,BBFN1.M.DE.N.1.A.W1.S1P.H0.T.N000.Z06.BGA.X001.D_FLAGS
1985-03,19.194,
1985-04,19.354,
1985-05,19.404,
1985-06,19.053,
1985-07,18.539,
1985-08,17.859,
1985-09,18.086,
1985-10,18.661,
1985-11,18.742,
1985-12,18.579,
1986-01,18.100,
1986-02,18.093,
1986-03,18.289,
1986-04,18.324,
1986-05,18.463,
1986-06,18.374,
1986-07,17.870,
1986-08,17.240,
1986-09,17.300,
1986-10,17.649,
1986-11,17.948,
1986-12,17.544,
1987-01,16.871,
1987-02,16.911,
1987-03,17.582,
1987-04,17.916,
1987-05,18.220,
1987-06,18.399,
1987-07,18.027,
1987-08,17.637,
1987-09,18.171,
1987-10,18.325,
1987-11,18.531,
1987-12,17.816,
1988-01,18.043,
1988-02,18.243,
1988-03,18.788,
1988-04,19.512,
1988-05,19.821,
1988-06,20.283,
1988-07,20.542,
1988-08,20.434,
1988-09,20.842,
1988-10,21.044,
1988-11,21.460,
1988-12,21.803,
1989-01,21.938,
1989-02,22.322,
1989-03,22.735,
1989-04,22.937,
1989-05,23.244,
1989-06,23.318,
1989-07,22.892,
1989-08,22.562,
1989-09,22.929,
1989-10,23.056,
1989-11,23.073,
1989-12,22.112,
1990-01,21.633,
1990-02,22.151,
1990-03,22.358,
1990-04,22.686,
1990-05,22.784,
1990-06,22.962,
1990-07,24.399,
1990-08,24.337,
1990-09,24.787,
1990-10,25.211,
1990-11,25.071,
1990-12,24.372,
1991-01,24.278,
1991-02,24.221,
1991-03,24.602,
1991-04,25.085,
1991-05,24.767,
1991-06,24.869,
1991-07,24.804,
1991-08,24.376,
1991-09,24.997,
1991-10,25.135,
1991-11,25.419,
1991-12,24.345,
1992-01,24.149,
1992-02,24.654,
1992-03,25.339,
1992-04,25.463,
1992-05,25.392,
1992-06,25.238,
1992-07,24.982,
1992-08,24.128,
1992-09,24.197,
1992-10,24.593,
1992-11,24.605,
1992-12,24.371,
1993-01,23.592,
1993-02,24.433,
1993-03,25.188,
1993-04,25.384,
1993-05,25.206,
1993-06,25.586,
1993-07,25.234,
1993-08,25.010,
1993-09,25.360,
1993-10,25.492,
1993-11,25.780,
1993-12,25.731,
1994-01,26.116,
1994-02,27.245,
1994-03,27.537,
1994-04,28.168,
1994-05,28.498,
1994-06,28.474,
1994-07,28.871,
1994-08,29.164,
1994-09,30.056,
1994-10,28.512,
1994-11,29.079,
1994-12,29.291,
1995-01,30.369,
1995-02,30.746,
1995-03,32.031,
1995-04,31.632,
1995-05,32.104,
1995-06,32.316,
1995-07,32.050,
1995-08,31.525,
1995-09,31.618,
1995-10,31.387,
1995-11,31.751,
1995-12,31.382,
1996-01,31.031,
1996-02,32.021,
1996-03,32.778,
1996-04,33.443,
1996-05,33.638,
1996-06,33.791,
1996-07,33.473,
1996-08,32.528,
1996-09,33.860,
1996-10,33.974,
1996-11,34.851,
1996-12,34.779,
1997-01,35.317,
1997-02,35.949,
1997-03,37.239,
1997-04,38.070,
1997-05,38.185,
1997-06,38.768,
1997-07,38.601,
1997-08,37.548,
1997-09,38.925,
1997-10,39.855,
1997-11,40.224,
1997-12,39.051,
1998-01,39.446,
1998-02,41.198,
1998-03,41.556,
1998-04,42.470,
1998-05,42.244,
1998-06,41.559,
1998-07,41.529,
1998-08,39.909,
1998-09,41.302,
1998-10,41.787,
1998-11,41.342,
1998-12,39.571,
1999-01,34.378,
1999-02,32.758,
1999-03,33.060,
1999-04,32.140,
1999-05,33.093,
1999-06,33.167,
1999-07,33.632,
1999-08,34.003,
1999-09,34.594,
1999-10,35.359,
1999-11,36.471,
1999-12,35.940,
2000-01,36.496,
2000-02,37.377,
2000-03,39.662,
2000-04,40.601,
2000-05,39.882,
2000-06,39.550,
2000-07,39.722,
2000-08,40.068,
2000-09,41.661,
2000-10,42.054,
2000-11,42.391,
2000-12,39.463,
2001-01,38.848,
2001-02,38.465,
2001-03,38.767,
2001-04,39.094,
2001-05,39.172,
2001-06,41.216,
2001-07,39.673,
2001-08,39.759,
2001-09,40.780,
2001-10,41.053,
2001-11,40.259,
2001-12,39.238,
2002-01,36.816,
2002-02,36.245,
2002-03,36.683,
2002-04,37.770,
2002-05,37.399,
2002-06,37.501,
2002-07,37.958,
2002-08,36.945,
2002-09,37.728,
2002-10,38.102,
2002-11,37.766,
2002-12,35.824,
2003-01,35.829,
2003-02,35.487,
2003-03,35.707,
2003-04,36.214,
2003-05,34.511,
2003-06,35.241,
2003-07,35.746,
2003-08,35.185,
2003-09,35.236,
2003-10,35.387,
2003-11,34.187,
2003-12,33.504,
2004-01,32.567,
2004-02,32.608,
2004-03,34.274,
2004-04,34.394,
2004-05,34.184,
2004-06,34.988,
2004-07,34.838,
2004-08,34.122,
2004-09,35.406,
2004-10,36.262,
2004-11,36.300,
2004-12,33.676,
2005-01,33.253,
2005-02,33.529,
2005-03,35.124,
2005-04,35.179,
2005-05,35.447,
2005-06,37.241,
2005-07,38.080,
2005-08,37.949,
2005-09,40.166,
2005-10,40.455,
2005-11,40.331,
2005-12,40.344,
2006-01,40.879,
2006-02,40.277,
2006-03,41.512,
2006-04,40.784,
2006-05,40.027,
2006-06,41.239,
2006-07,40.709,
2006-08,39.789,
2006-09,41.187,
2006-10,41.661,
2006-11,42.133,
2006-12,41.498,
2007-01,41.391,
2007-02,41.425,
2007-03,42.938,
2007-04,41.638,
2007-05,41.552,
2007-06,42.591,
2007-07,41.785,
2007-08,41.448,
2007-09,43.498,
2007-10,43.339,
2007-11,43.246,
2007-12,41.566,
2008-01,40.678,
2008-02,41.289,
2008-03,42.673,
2008-04,42.807,
2008-05,43.300,
2008-06,45.091,
2008-07,45.162,
2008-08,44.249,
2008-09,43.811,
2008-10,44.625,
2008-11,44.434,
2008-12,41.345,
2009-01,39.922,
2009-02,38.993,
2009-03,38.792,
2009-04,37.431,
2009-05,37.665,
2009-06,38.620,
2009-07,38.763,
2009-08,37.830,
2009-09,38.206,
2009-10,38.666,
2009-11,39.101,
2009-12,38.473,
2010-01,37.721,
2010-02,39.447,
2010-03,42.093,
2010-04,42.456,
2010-05,44.234,
2010-06,45.090,
2010-07,44.857,
2010-08,43.482,
2010-09,45.291,
2010-10,45.429,
2010-11,46.086,
2010-12,45.253,
2011-01,45.817,
2011-02,47.392,
2011-03,48.127,
2011-04,48.009,
2011-05,48.356,
2011-06,48.857,
2011-07,49.118,
2011-08,47.830,
2011-09,49.999,
2011-10,52.568,
2011-11,52.027,
2011-12,51.133,
2012-01,51.605,
2012-02,52.843,
2012-03,54.524,
2012-04,54.277,
2012-05,54.974,
2012-06,57.169,
2012-07,57.367,
2012-08,55.818,
2012-09,56.057,
2012-10,56.099,
2012-11,57.204,
2012-12,50.175,
2013-01,48.974,
2013-02,50.047,
2013-03,51.726,
2013-04,51.087,
2013-05,49.528,
2013-06,51.636,
2013-07,46.714,
2013-08,46.721,
2013-09,48.417,
2013-10,48.375,
2013-11,52.942,
2013-12,51.465,
2014-01,52.030,
2014-02,52.083,
2014-03,53.503,
2014-04,53.045,
2014-05,52.482,
2014-06,54.730,
2014-07,55.069,
2014-08,54.097,
2014-09,57.622,
2014-10,58.537,
2014-11,57.990,
2014-12,58.426,
"","General: From January 1999, excluding national currencies of the euro-area member states.",
