"",BBDE1.M.DE.Y.AEB5.N2C200000.F.C.I10.A,BBDE1.M.DE.Y.AEB5.N2C200000.F.C.I10.A_FLAGS
2005-02,98.4,
2005-03,99.9,
2005-04,96.7,
2005-05,97.9,
2005-06,97.2,
2005-07,100.7,
2005-08,100.9,
2005-09,102.3,
2005-10,101.7,
2005-11,100.8,
2005-12,106.1,
2006-01,101.1,
2006-02,101.8,
2006-03,100.0,
2006-04,100.8,
2006-05,103.9,
2006-06,104.4,
2006-07,102.6,
2006-08,103.7,
2006-09,105.2,
2006-10,106.8,
2006-11,107.6,
2006-12,104.0,
2007-01,105.2,
2007-02,107.7,
2007-03,105.5,
2007-04,108.3,
2007-05,107.2,
2007-06,109.7,
2007-07,107.3,
2007-08,110.4,
2007-09,109.0,
2007-10,110.1,
2007-11,116.6,
2007-12,109.9,
2008-01,110.2,
2008-02,108.2,
2008-03,108.4,
2008-04,108.5,
2008-05,108.9,
2008-06,106.6,
2008-07,108.2,
2008-08,105.5,
2008-09,103.8,
2008-10,101.2,
2008-11,88.0,
2008-12,79.0,
2009-01,78.6,
2009-02,75.8,
2009-03,75.8,
2009-04,80.5,
2009-05,81.7,
2009-06,85.5,
2009-07,86.0,
2009-08,89.9,
2009-09,89.3,
2009-10,89.5,
2009-11,90.6,
2009-12,89.7,
2010-01,92.7,
2010-02,95.3,
2010-03,98.9,
2010-04,98.8,
2010-05,98.5,
2010-06,101.4,
2010-07,101.2,
2010-08,100.7,
2010-09,105.0,
2010-10,98.4,
2010-11,102.6,
2010-12,104.5,
2011-01,104.1,
2011-02,102.8,
2011-03,106.5,
2011-04,103.1,
2011-05,100.7,
2011-06,102.1,
2011-07,100.3,
2011-08,100.4,
2011-09,97.8,
2011-10,94.2,
2011-11,93.3,
2011-12,91.5,
2012-01,97.7,
2012-02,98.0,
2012-03,98.6,
2012-04,99.3,
2012-05,100.5,
2012-06,98.7,
2012-07,99.0,
2012-08,99.2,
2012-09,95.2,
2012-10,96.9,
2012-11,96.8,
2012-12,96.9,
2013-01,94.7,
2013-02,93.6,
2013-03,94.8,
2013-04,96.6,
2013-05,96.7,
2013-06,94.4,
2013-07,95.7,
2013-08,98.9,
2013-09,98.3,
2013-10,100.0,
2013-11,98.5,
2013-12,98.8,
2014-01,97.9,
2014-02,99.7,
2014-03,95.9,
2014-04,96.9,
2014-05,92.3,
2014-06,99.2,
2014-07,100.8,
2014-08,97.4,
2014-09,98.8,
2014-10,100.9,
2014-11,104.6,
2014-12,99.8,Provisional value
