"",BBK01.DU7517,BBK01.DU7517_FLAGS
2000-12,74.1,
2001-01,74.0,
2001-02,73.9,
2001-03,73.9,
2001-04,74.0,
2001-05,75.4,
2001-06,74.8,
2001-07,111.1,
2001-08,75.0,
2001-09,75.1,
2001-10,75.1,
2001-11,122.5,
2001-12,75.2,
2002-01,75.2,
2002-02,75.2,
2002-03,75.4,
2002-04,75.5,
2002-05,78.4,
2002-06,77.2,
2002-07,115.9,
2002-08,76.9,
2002-09,77.0,
2002-10,77.2,
2002-11,126.1,
2002-12,77.3,
2003-01,77.3,
2003-02,77.3,
2003-03,77.3,
2003-04,78.9,
2003-05,78.7,
2003-06,79.0,
2003-07,116.8,
2003-08,78.8,
2003-09,80.1,
2003-10,78.8,
2003-11,128.8,
2003-12,79.0,
2004-01,79.0,
2004-02,79.1,
2004-03,80.9,
2004-04,79.5,
2004-05,80.5,
2004-06,79.6,
2004-07,118.8,
2004-08,79.8,
2004-09,79.8,
2004-10,81.9,
2004-11,130.6,
2004-12,79.9,
2005-01,79.9,
2005-02,80.1,
2005-03,82.8,
2005-04,80.8,
2005-05,81.0,
2005-06,81.0,
2005-07,120.5,
2005-08,81.3,
2005-09,81.2,
2005-10,82.7,
2005-11,132.6,
2005-12,81.4,
2006-01,81.2,
2006-02,83.7,
2006-03,83.1,
2006-04,83.0,
2006-05,83.7,
2006-06,82.6,
2006-07,123.6,
2006-08,82.4,
2006-09,82.2,
2006-10,82.7,
2006-11,135.3,
2006-12,86.6,
2007-01,82.8,
2007-02,82.7,
2007-03,82.7,
2007-04,82.9,
2007-05,90.4,
2007-06,85.9,
2007-07,126.6,
2007-08,85.0,
2007-09,85.1,
2007-10,85.2,
2007-11,139.2,
2007-12,86.4,
2008-01,85.2,
2008-02,85.6,
2008-03,85.5,
2008-04,86.0,
2008-05,87.8,
2008-06,87.1,
2008-07,129.2,
2008-08,88.6,
2008-09,87.3,
2008-10,87.3,
2008-11,142.9,
2008-12,96.9,
2009-01,87.4,
2009-02,88.2,
2009-03,88.3,
2009-04,88.4,
2009-05,91.4,
2009-06,89.9,
2009-07,132.5,
2009-08,90.0,
2009-09,92.5,
2009-10,90.4,
2009-11,147.5,
2009-12,91.3,
2010-01,90.4,
2010-02,90.7,
2010-03,90.3,
2010-04,90.7,
2010-05,94.0,
2010-06,93.5,
2010-07,133.6,
2010-08,90.9,
2010-09,91.0,
2010-10,91.0,
2010-11,148.9,
2010-12,94.9,
2011-01,91.2,
2011-02,91.3,
2011-03,91.3,
2011-04,92.5,
2011-05,94.7,
2011-06,93.1,
2011-07,137.0,
2011-08,93.3,
2011-09,93.7,
2011-10,93.5,
2011-11,152.6,
2011-12,94.9,
2012-01,93.8,
2012-02,93.8,
2012-03,93.8,
2012-04,94.0,
2012-05,99.9,
2012-06,96.0,
2012-07,141.1,
2012-08,96.7,
2012-09,96.8,
2012-10,96.8,
2012-11,158.1,
2012-12,98.4,
2013-01,97.0,
2013-02,97.0,
2013-03,97.4,
2013-04,97.3,
2013-05,101.8,
2013-06,97.9,
2013-07,145.6,
2013-08,99.9,
2013-09,99.8,
2013-10,99.8,
2013-11,163.3,
2013-12,101.5,
2014-01,100.0,
2014-02,100.2,
2014-03,100.6,
2014-04,100.6,
2014-05,105.1,
2014-06,102.3,
2014-07,149.0,
2014-08,102.4,
2014-09,102.4,
2014-10,102.5,
2014-11,167.4,
2014-12,103.9,
