"",BBEX3.D.PHP.EUR.BB.AC.000,BBEX3.D.PHP.EUR.BB.AC.000_FLAGS
2005-03-05,.,No value available
2005-03-06,.,No value available
2005-03-07,72.092,
2005-03-08,72.394,
2005-03-09,72.632,
2005-03-10,72.748,
2005-03-11,72.614,
2005-03-12,.,No value available
2005-03-13,.,No value available
2005-03-14,72.141,
2005-03-15,72.468,
2005-03-16,72.053,
2005-03-17,72.353,
2005-03-18,72.157,
2005-03-19,.,No value available
2005-03-20,.,No value available
2005-03-21,71.480,
2005-03-22,71.313,
2005-03-23,70.690,
2005-03-24,70.368,
2005-03-25,.,No value available
2005-03-26,.,No value available
2005-03-27,.,No value available
2005-03-28,.,No value available
2005-03-29,70.617,
2005-03-30,70.899,
2005-03-31,71.199,
2005-04-01,70.944,
2005-04-02,.,No value available
2005-04-03,.,No value available
2005-04-04,70.631,
2005-04-05,70.231,
2005-04-06,70.376,
2005-04-07,70.398,
2005-04-08,69.985,
2005-04-09,.,No value available
2005-04-10,.,No value available
2005-04-11,70.400,
2005-04-12,70.346,
2005-04-13,69.876,
2005-04-14,69.773,
2005-04-15,70.291,
2005-04-16,.,No value available
2005-04-17,.,No value available
2005-04-18,70.897,
2005-04-19,70.731,
2005-04-20,70.954,
2005-04-21,71.238,
2005-04-22,70.845,
2005-04-23,.,No value available
2005-04-24,.,No value available
2005-04-25,70.114,
2005-04-26,70.519,
2005-04-27,70.253,
2005-04-28,70.197,
2005-04-29,70.130,
2005-04-30,.,No value available
2005-05-01,.,No value available
2005-05-02,69.557,
2005-05-03,69.712,
2005-05-04,70.043,
2005-05-05,69.880,
2005-05-06,69.946,
2005-05-07,.,No value available
2005-05-08,.,No value available
2005-05-09,69.346,
2005-05-10,69.637,
2005-05-11,69.800,
2005-05-12,69.187,
2005-05-13,68.513,
2005-05-14,.,No value available
2005-05-15,.,No value available
2005-05-16,68.776,
2005-05-17,68.658,
2005-05-18,68.879,
2005-05-19,69.057,
2005-05-20,68.803,
2005-05-21,.,No value available
2005-05-22,.,No value available
2005-05-23,68.650,
2005-05-24,68.794,
2005-05-25,68.392,
2005-05-26,68.282,
2005-05-27,68.246,
2005-05-28,.,No value available
2005-05-29,.,No value available
2005-05-30,67.866,
2005-05-31,67.229,
2005-06-01,66.710,
2005-06-02,66.901,
2005-06-03,67.006,
2005-06-04,.,No value available
2005-06-05,.,No value available
2005-06-06,66.910,
2005-06-07,66.953,
2005-06-08,67.418,
2005-06-09,67.315,
2005-06-10,67.412,
2005-06-11,.,No value available
2005-06-12,.,No value available
2005-06-13,66.552,
2005-06-14,66.938,
2005-06-15,66.699,
2005-06-16,67.026,
2005-06-17,67.552,
2005-06-18,.,No value available
2005-06-19,.,No value available
2005-06-20,68.040,
2005-06-21,67.298,
2005-06-22,67.355,
2005-06-23,67.280,
2005-06-24,67.242,
2005-06-25,.,No value available
2005-06-26,.,No value available
2005-06-27,67.601,
2005-06-28,67.339,
2005-06-29,67.472,
2005-06-30,67.685,
2005-07-01,67.482,
2005-07-02,.,No value available
2005-07-03,.,No value available
2005-07-04,66.815,
2005-07-05,66.872,
2005-07-06,66.915,
2005-07-07,67.127,
2005-07-08,66.752,
2005-07-09,.,No value available
2005-07-10,.,No value available
2005-07-11,67.510,
2005-07-12,68.190,
2005-07-13,68.413,
2005-07-14,67.467,
2005-07-15,67.428,
2005-07-16,.,No value available
2005-07-17,.,No value available
2005-07-18,66.990,
2005-07-19,66.777,
2005-07-20,67.312,
2005-07-21,67.955,
2005-07-22,67.788,
2005-07-23,.,No value available
2005-07-24,.,No value available
2005-07-25,67.262,
2005-07-26,67.175,
2005-07-27,67.294,
2005-07-28,67.899,
2005-07-29,67.848,
2005-07-30,.,No value available
2005-07-31,.,No value available
2005-08-01,68.579,
2005-08-02,68.409,
2005-08-03,69.017,
2005-08-04,68.900,
2005-08-05,69.207,
2005-08-06,.,No value available
2005-08-07,.,No value available
2005-08-08,69.179,
2005-08-09,69.101,
2005-08-10,69.095,
2005-08-11,69.096,
2005-08-12,69.292,
2005-08-13,.,No value available
2005-08-14,.,No value available
2005-08-15,69.016,
2005-08-16,68.713,
2005-08-17,68.704,
2005-08-18,68.301,
2005-08-19,68.255,
2005-08-20,.,No value available
2005-08-21,.,No value available
2005-08-22,68.341,
2005-08-23,68.413,
2005-08-24,68.412,
2005-08-25,68.785,
2005-08-26,68.833,
2005-08-27,.,No value available
2005-08-28,.,No value available
2005-08-29,68.972,
2005-08-30,68.427,
2005-08-31,68.608,
2005-09-01,69.503,
2005-09-02,70.361,
2005-09-03,.,No value available
2005-09-04,.,No value available
2005-09-05,70.470,
2005-09-06,70.248,
2005-09-07,69.881,
2005-09-08,69.634,
2005-09-09,69.617,
2005-09-10,.,No value available
2005-09-11,.,No value available
2005-09-12,68.953,
2005-09-13,68.654,
2005-09-14,68.804,
2005-09-15,68.357,
2005-09-16,68.775,
2005-09-17,.,No value available
2005-09-18,.,No value available
2005-09-19,68.337,
2005-09-20,68.336,
2005-09-21,68.796,
2005-09-22,68.668,
2005-09-23,68.109,
2005-09-24,.,No value available
2005-09-25,.,No value available
2005-09-26,67.692,
2005-09-27,67.576,
2005-09-28,67.497,
2005-09-29,67.462,
2005-09-30,67.465,
2005-10-01,.,No value available
2005-10-02,.,No value available
2005-10-03,66.780,
2005-10-04,66.859,
2005-10-05,66.575,
2005-10-06,67.331,
2005-10-07,67.672,
2005-10-08,.,No value available
2005-10-09,.,No value available
2005-10-10,67.240,
2005-10-11,67.083,
2005-10-12,67.035,
2005-10-13,66.932,
2005-10-14,66.954,
2005-10-15,.,No value available
2005-10-16,.,No value available
2005-10-17,67.107,
2005-10-18,66.567,
2005-10-19,66.603,
2005-10-20,66.590,
2005-10-21,66.583,
2005-10-22,.,No value available
2005-10-23,.,No value available
2005-10-24,66.229,
2005-10-25,66.406,
2005-10-26,66.300,
2005-10-27,66.812,
2005-10-28,66.668,
2005-10-29,.,No value available
2005-10-30,.,No value available
2005-10-31,66.000,
2005-11-01,65.984,
2005-11-02,65.620,
2005-11-03,65.744,
2005-11-04,65.787,
2005-11-05,.,No value available
2005-11-06,.,No value available
2005-11-07,64.654,
2005-11-08,64.176,
2005-11-09,64.242,
2005-11-10,64.315,
2005-11-11,63.638,
2005-11-12,.,No value available
2005-11-13,.,No value available
2005-11-14,63.965,
2005-11-15,63.789,
2005-11-16,63.721,
2005-11-17,63.581,
2005-11-18,63.721,
2005-11-19,.,No value available
2005-11-20,.,No value available
2005-11-21,64.642,
2005-11-22,63.630,
2005-11-23,63.967,
2005-11-24,63.973,
2005-11-25,63.567,
2005-11-26,.,No value available
2005-11-27,.,No value available
2005-11-28,63.660,
2005-11-29,63.614,
2005-11-30,63.682,
2005-12-01,63.728,
2005-12-02,63.269,
2005-12-03,.,No value available
2005-12-04,.,No value available
2005-12-05,63.495,
2005-12-06,63.534,
2005-12-07,63.222,
2005-12-08,63.108,
2005-12-09,62.985,
2005-12-10,.,No value available
2005-12-11,.,No value available
2005-12-12,63.936,
2005-12-13,63.984,
2005-12-14,64.181,
2005-12-15,63.853,
2005-12-16,64.019,
2005-12-17,.,No value available
2005-12-18,.,No value available
2005-12-19,63.975,
2005-12-20,64.001,
2005-12-21,63.343,
2005-12-22,63.088,
2005-12-23,63.131,
2005-12-24,.,No value available
2005-12-25,.,No value available
2005-12-26,.,No value available
2005-12-27,63.035,
2005-12-28,63.232,
2005-12-29,62.690,
2005-12-30,62.719,
2005-12-31,.,No value available
2006-01-01,.,No value available
2006-01-02,62.766,
2006-01-03,62.445,
2006-01-04,63.309,
2006-01-05,63.426,
2006-01-06,63.518,
2006-01-07,.,No value available
2006-01-08,.,No value available
2006-01-09,63.391,
2006-01-10,63.523,
2006-01-11,63.583,
2006-01-12,63.351,
2006-01-13,63.072,
2006-01-14,.,No value available
2006-01-15,.,No value available
2006-01-16,63.673,
2006-01-17,63.478,
2006-01-18,63.838,
2006-01-19,63.685,
2006-01-20,63.900,
2006-01-21,.,No value available
2006-01-22,.,No value available
2006-01-23,64.921,
2006-01-24,64.520,
2006-01-25,64.359,
2006-01-26,64.223,
2006-01-27,63.769,
2006-01-28,.,No value available
2006-01-29,.,No value available
2006-01-30,63.044,
2006-01-31,63.195,
2006-02-01,62.975,
2006-02-02,62.852,
2006-02-03,62.355,
2006-02-04,.,No value available
2006-02-05,.,No value available
2006-02-06,62.157,
2006-02-07,61.835,
2006-02-08,61.843,
2006-02-09,61.835,
2006-02-10,61.586,
2006-02-11,.,No value available
2006-02-12,.,No value available
2006-02-13,61.295,
2006-02-14,61.215,
2006-02-15,61.365,
2006-02-16,61.187,
2006-02-17,61.332,
2006-02-18,.,No value available
2006-02-19,.,No value available
2006-02-20,61.927,
2006-02-21,61.697,
2006-02-22,61.513,
2006-02-23,61.734,
2006-02-24,62.038,
2006-02-25,.,No value available
2006-02-26,.,No value available
2006-02-27,61.583,
2006-02-28,61.192,
2006-03-01,61.396,
2006-03-02,61.095,
2006-03-03,61.506,
2006-03-04,.,No value available
2006-03-05,.,No value available
2006-03-06,61.323,
2006-03-07,60.816,
2006-03-08,61.000,
2006-03-09,61.233,
2006-03-10,61.085,
2006-03-11,.,No value available
2006-03-12,.,No value available
2006-03-13,61.088,
2006-03-14,61.114,
2006-03-15,61.381,
2006-03-16,61.697,
2006-03-17,62.168,
2006-03-18,.,No value available
2006-03-19,.,No value available
2006-03-20,62.087,
2006-03-21,62.080,
2006-03-22,61.697,
2006-03-23,61.649,
2006-03-24,61.281,
2006-03-25,.,No value available
2006-03-26,.,No value available
2006-03-27,61.496,
2006-03-28,61.810,
2006-03-29,61.598,
2006-03-30,61.992,
2006-03-31,61.888,
2006-04-01,.,No value available
2006-04-02,.,No value available
2006-04-03,61.618,
2006-04-04,62.331,
2006-04-05,62.640,
2006-04-06,62.902,
2006-04-07,62.253,
2006-04-08,.,No value available
2006-04-09,.,No value available
2006-04-10,61.947,
2006-04-11,61.990,
2006-04-12,62.177,
2006-04-13,61.982,
2006-04-14,.,No value available
2006-04-15,.,No value available
2006-04-16,.,No value available
2006-04-17,.,No value available
2006-04-18,63.037,
2006-04-19,63.347,
2006-04-20,63.576,
2006-04-21,63.656,
2006-04-22,.,No value available
2006-04-23,.,No value available
2006-04-24,63.803,
2006-04-25,64.480,
2006-04-26,64.486,
2006-04-27,64.218,
2006-04-28,64.939,
2006-04-29,.,No value available
2006-04-30,.,No value available
2006-05-01,.,No value available
2006-05-02,65.238,
2006-05-03,64.776,
2006-05-04,64.861,
2006-05-05,65.508,
2006-05-06,.,No value available
2006-05-07,.,No value available
2006-05-08,65.451,
2006-05-09,65.263,
2006-05-10,65.774,
2006-05-11,65.665,
2006-05-12,66.740,
2006-05-13,.,No value available
2006-05-14,.,No value available
2006-05-15,67.003,
2006-05-16,67.110,
2006-05-17,67.070,
2006-05-18,67.157,
2006-05-19,67.205,
2006-05-20,.,No value available
2006-05-21,.,No value available
2006-05-22,67.113,
2006-05-23,67.749,
2006-05-24,67.956,
2006-05-25,67.570,
2006-05-26,67.549,
2006-05-27,.,No value available
2006-05-28,.,No value available
2006-05-29,67.337,
2006-05-30,67.514,
2006-05-31,68.072,
2006-06-01,67.348,
2006-06-02,67.714,
2006-06-03,.,No value available
2006-06-04,.,No value available
2006-06-05,68.328,
2006-06-06,67.877,
2006-06-07,67.679,
2006-06-08,67.782,
2006-06-09,67.257,
2006-06-10,.,No value available
2006-06-11,.,No value available
2006-06-12,66.720,
2006-06-13,67.029,
2006-06-14,66.873,
2006-06-15,67.003,
2006-06-16,67.208,
2006-06-17,.,No value available
2006-06-18,.,No value available
2006-06-19,67.085,
2006-06-20,66.807,
2006-06-21,67.202,
2006-06-22,66.949,
2006-06-23,66.586,
2006-06-24,.,No value available
2006-06-25,.,No value available
2006-06-26,67.076,
2006-06-27,67.202,
2006-06-28,67.350,
2006-06-29,67.093,
2006-06-30,67.519,
2006-07-01,.,No value available
2006-07-02,.,No value available
2006-07-03,67.774,
2006-07-04,67.357,
2006-07-05,67.591,
2006-07-06,67.101,
2006-07-07,66.867,
2006-07-08,.,No value available
2006-07-09,.,No value available
2006-07-10,66.483,
2006-07-11,66.552,
2006-07-12,66.371,
2006-07-13,66.398,
2006-07-14,66.307,
2006-07-15,.,No value available
2006-07-16,.,No value available
2006-07-17,66.154,
2006-07-18,65.995,
2006-07-19,65.824,
2006-07-20,66.129,
2006-07-21,66.063,
2006-07-22,.,No value available
2006-07-23,.,No value available
2006-07-24,65.875,
2006-07-25,65.549,
2006-07-26,65.138,
2006-07-27,65.596,
2006-07-28,65.270,
2006-07-29,.,No value available
2006-07-30,.,No value available
2006-07-31,65.725,
2006-08-01,65.671,
2006-08-02,66.063,
2006-08-03,66.020,
2006-08-04,65.904,
2006-08-05,.,No value available
2006-08-06,.,No value available
2006-08-07,66.068,
2006-08-08,65.928,
2006-08-09,66.134,
2006-08-10,65.892,
2006-08-11,65.408,
2006-08-12,.,No value available
2006-08-13,.,No value available
2006-08-14,65.243,
2006-08-15,65.489,
2006-08-16,65.500,
2006-08-17,65.799,
2006-08-18,65.444,
2006-08-19,.,No value available
2006-08-20,.,No value available
2006-08-21,66.055,
2006-08-22,65.738,
2006-08-23,65.751,
2006-08-24,66.182,
2006-08-25,65.581,
2006-08-26,.,No value available
2006-08-27,.,No value available
2006-08-28,65.555,
2006-08-29,65.366,
2006-08-30,65.308,
2006-08-31,65.283,
2006-09-01,64.995,
2006-09-02,.,No value available
2006-09-03,.,No value available
2006-09-04,64.838,
2006-09-05,64.498,
2006-09-06,64.310,
2006-09-07,63.986,
2006-09-08,64.137,
2006-09-09,.,No value available
2006-09-10,.,No value available
2006-09-11,64.252,
2006-09-12,64.091,
2006-09-13,63.816,
2006-09-14,64.060,
2006-09-15,63.654,
2006-09-16,.,No value available
2006-09-17,.,No value available
2006-09-18,63.604,
2006-09-19,63.390,
2006-09-20,63.570,
2006-09-21,63.789,
2006-09-22,64.482,
2006-09-23,.,No value available
2006-09-24,.,No value available
2006-09-25,64.280,
2006-09-26,63.869,
2006-09-27,63.693,
2006-09-28,63.807,
2006-09-29,63.490,
2006-09-30,.,No value available
2006-10-01,.,No value available
2006-10-02,63.450,
2006-10-03,63.526,
2006-10-04,63.420,
2006-10-05,63.605,
2006-10-06,63.320,
2006-10-07,.,No value available
2006-10-08,.,No value available
2006-10-09,63.198,
2006-10-10,62.753,
2006-10-11,62.740,
2006-10-12,62.686,
2006-10-13,62.719,
2006-10-14,.,No value available
2006-10-15,.,No value available
2006-10-16,62.588,
2006-10-17,62.545,
2006-10-18,62.602,
2006-10-19,62.824,
2006-10-20,63.216,
2006-10-21,.,No value available
2006-10-22,.,No value available
2006-10-23,62.837,
2006-10-24,62.774,
2006-10-25,62.837,
2006-10-26,63.101,
2006-10-27,63.149,
2006-10-28,.,No value available
2006-10-29,.,No value available
2006-10-30,63.324,
2006-10-31,63.277,
2006-11-01,63.581,
2006-11-02,63.375,
2006-11-03,63.379,
2006-11-04,.,No value available
2006-11-05,.,No value available
2006-11-06,63.440,
2006-11-07,63.590,
2006-11-08,63.739,
2006-11-09,63.910,
2006-11-10,64.159,
2006-11-11,.,No value available
2006-11-12,.,No value available
2006-11-13,63.829,
2006-11-14,63.979,
2006-11-15,64.082,
2006-11-16,64.180,
2006-11-17,63.851,
2006-11-18,.,No value available
2006-11-19,.,No value available
2006-11-20,64.000,
2006-11-21,63.833,
2006-11-22,64.095,
2006-11-23,64.396,
2006-11-24,65.011,
2006-11-25,.,No value available
2006-11-26,.,No value available
2006-11-27,65.111,
2006-11-28,65.623,
2006-11-29,65.430,
2006-11-30,65.498,
2006-12-01,65.604,
2006-12-02,.,No value available
2006-12-03,.,No value available
2006-12-04,66.246,
2006-12-05,66.095,
2006-12-06,65.713,
2006-12-07,65.727,
2006-12-08,65.882,
2006-12-09,.,No value available
2006-12-10,.,No value available
2006-12-11,65.341,
2006-12-12,65.545,
2006-12-13,65.536,
2006-12-14,65.136,
2006-12-15,64.698,
2006-12-16,.,No value available
2006-12-17,.,No value available
2006-12-18,64.604,
2006-12-19,65.001,
2006-12-20,65.196,
2006-12-21,64.928,
2006-12-22,65.037,
2006-12-23,.,No value available
2006-12-24,.,No value available
2006-12-25,.,No value available
2006-12-26,.,No value available
2006-12-27,64.690,
2006-12-28,64.679,
2006-12-29,64.546,
2006-12-30,.,No value available
2006-12-31,.,No value available
2007-01-01,.,No value available
2007-01-02,64.890,
2007-01-03,64.700,
2007-01-04,63.990,
2007-01-05,63.915,
2007-01-06,.,No value available
2007-01-07,.,No value available
2007-01-08,63.443,
2007-01-09,63.294,
2007-01-10,63.446,
2007-01-11,63.589,
2007-01-12,63.176,
2007-01-13,.,No value available
2007-01-14,.,No value available
2007-01-15,63.204,
2007-01-16,63.081,
2007-01-17,63.060,
2007-01-18,63.059,
2007-01-19,63.365,
2007-01-20,.,No value available
2007-01-21,.,No value available
2007-01-22,63.451,
2007-01-23,63.896,
2007-01-24,63.480,
2007-01-25,63.469,
2007-01-26,63.318,
2007-01-27,.,No value available
2007-01-28,.,No value available
2007-01-29,63.487,
2007-01-30,63.514,
2007-01-31,63.319,
2007-02-01,63.407,
2007-02-02,63.407,
2007-02-03,.,No value available
2007-02-04,.,No value available
2007-02-05,62.900,
2007-02-06,62.832,
2007-02-07,62.792,
2007-02-08,62.883,
2007-02-09,62.824,
2007-02-10,.,No value available
2007-02-11,.,No value available
2007-02-12,62.428,
2007-02-13,63.118,
2007-02-14,63.284,
2007-02-15,63.373,
2007-02-16,62.938,
2007-02-17,.,No value available
2007-02-18,.,No value available
2007-02-19,63.165,
2007-02-20,63.122,
2007-02-21,63.162,
2007-02-22,63.302,
2007-02-23,63.240,
2007-02-24,.,No value available
2007-02-25,.,No value available
2007-02-26,63.247,
2007-02-27,63.769,
2007-02-28,64.139,
2007-03-01,64.009,
2007-03-02,63.873,
2007-03-03,.,No value available
2007-03-04,.,No value available
2007-03-05,63.845,
2007-03-06,63.699,
2007-03-07,63.705,
2007-03-08,63.689,
2007-03-09,63.762,
2007-03-10,.,No value available
2007-03-11,.,No value available
2007-03-12,63.478,
2007-03-13,64.074,
2007-03-14,64.023,
2007-03-15,64.259,
2007-03-16,64.833,
2007-03-17,.,No value available
2007-03-18,.,No value available
2007-03-19,64.699,
2007-03-20,64.386,
2007-03-21,64.139,
2007-03-22,64.158,
2007-03-23,64.003,
2007-03-24,.,No value available
2007-03-25,.,No value available
2007-03-26,63.771,
2007-03-27,64.079,
2007-03-28,64.471,
2007-03-29,64.357,
2007-03-30,64.200,
2007-03-31,.,No value available
2007-04-01,.,No value available
2007-04-02,64.651,
2007-04-03,64.018,
2007-04-04,63.889,
2007-04-05,63.990,
2007-04-06,.,No value available
2007-04-07,.,No value available
2007-04-08,.,No value available
2007-04-09,.,No value available
2007-04-10,64.317,
2007-04-11,64.239,
2007-04-12,64.568,
2007-04-13,64.818,
2007-04-14,.,No value available
2007-04-15,.,No value available
2007-04-16,64.532,
2007-04-17,64.595,
2007-04-18,64.525,
2007-04-19,64.666,
2007-04-20,64.438,
2007-04-21,.,No value available
2007-04-22,.,No value available
2007-04-23,64.464,
2007-04-24,64.440,
2007-04-25,64.498,
2007-04-26,64.268,
2007-04-27,64.497,
2007-04-28,.,No value available
2007-04-29,.,No value available
2007-04-30,64.590,
2007-05-01,.,No value available
2007-05-02,64.788,
2007-05-03,64.730,
2007-05-04,64.320,
2007-05-05,.,No value available
2007-05-06,.,No value available
2007-05-07,64.331,
2007-05-08,63.824,
2007-05-09,63.980,
2007-05-10,63.780,
2007-05-11,63.613,
2007-05-12,.,No value available
2007-05-13,.,No value available
2007-05-14,63.863,
2007-05-15,63.696,
2007-05-16,63.730,
2007-05-17,63.160,
2007-05-18,62.621,
2007-05-19,.,No value available
2007-05-20,.,No value available
2007-05-21,62.165,
2007-05-22,61.720,
2007-05-23,62.108,
2007-05-24,62.143,
2007-05-25,61.963,
2007-05-26,.,No value available
2007-05-27,.,No value available
2007-05-28,61.843,
2007-05-29,62.276,
2007-05-30,62.108,
2007-05-31,62.220,
2007-06-01,62.007,
2007-06-02,.,No value available
2007-06-03,.,No value available
2007-06-04,61.491,
2007-06-05,61.922,
2007-06-06,62.092,
2007-06-07,61.969,
2007-06-08,62.126,
2007-06-09,.,No value available
2007-06-10,.,No value available
2007-06-11,62.101,
2007-06-12,61.614,
2007-06-13,62.050,
2007-06-14,62.090,
2007-06-15,61.710,
2007-06-16,.,No value available
2007-06-17,.,No value available
2007-06-18,61.484,
2007-06-19,61.614,
2007-06-20,61.630,
2007-06-21,61.827,
2007-06-22,61.855,
2007-06-23,.,No value available
2007-06-24,.,No value available
2007-06-25,61.988,
2007-06-26,62.320,
2007-06-27,62.554,
2007-06-28,62.420,
2007-06-29,62.461,
2007-06-30,.,No value available
2007-07-01,.,No value available
2007-07-02,62.437,
2007-07-03,62.293,
2007-07-04,62.711,
2007-07-05,62.935,
2007-07-06,62.542,
2007-07-07,.,No value available
2007-07-08,.,No value available
2007-07-09,62.616,
2007-07-10,62.727,
2007-07-11,63.470,
2007-07-12,63.328,
2007-07-13,62.915,
2007-07-14,.,No value available
2007-07-15,.,No value available
2007-07-16,62.635,
2007-07-17,62.217,
2007-07-18,62.350,
2007-07-19,61.983,
2007-07-20,61.837,
2007-07-21,.,No value available
2007-07-22,.,No value available
2007-07-23,61.780,
2007-07-24,61.972,
2007-07-25,61.912,
2007-07-26,62.174,
2007-07-27,62.249,
2007-07-28,.,No value available
2007-07-29,.,No value available
2007-07-30,62.012,
2007-07-31,62.093,
2007-08-01,62.508,
2007-08-02,62.649,
2007-08-03,62.102,
2007-08-04,.,No value available
2007-08-05,.,No value available
2007-08-06,62.734,
2007-08-07,62.666,
2007-08-08,62.280,
2007-08-09,62.192,
2007-08-10,62.312,
2007-08-11,.,No value available
2007-08-12,.,No value available
2007-08-13,62.249,
2007-08-14,62.247,
2007-08-15,62.259,
2007-08-16,62.199,
2007-08-17,63.039,
2007-08-18,.,No value available
2007-08-19,.,No value available
2007-08-20,63.000,
2007-08-21,63.217,
2007-08-22,62.635,
2007-08-23,63.119,
2007-08-24,63.596,
2007-08-25,.,No value available
2007-08-26,.,No value available
2007-08-27,63.715,
2007-08-28,63.845,
2007-08-29,63.793,
2007-08-30,63.695,
2007-08-31,63.783,
2007-09-01,.,No value available
2007-09-02,.,No value available
2007-09-03,63.484,
2007-09-04,63.351,
2007-09-05,63.381,
2007-09-06,63.629,
2007-09-07,63.734,
2007-09-08,.,No value available
2007-09-09,.,No value available
2007-09-10,64.278,
2007-09-11,65.056,
2007-09-12,64.912,
2007-09-13,64.357,
2007-09-14,63.978,
2007-09-15,.,No value available
2007-09-16,.,No value available
2007-09-17,64.195,
2007-09-18,63.941,
2007-09-19,63.726,
2007-09-20,63.556,
2007-09-21,63.600,
2007-09-22,.,No value available
2007-09-23,.,No value available
2007-09-24,63.692,
2007-09-25,63.724,
2007-09-26,63.875,
2007-09-27,63.916,
2007-09-28,63.841,
2007-09-29,.,No value available
2007-09-30,.,No value available
2007-10-01,63.781,
2007-10-02,63.544,
2007-10-03,63.948,
2007-10-04,63.349,
2007-10-05,63.202,
2007-10-06,.,No value available
2007-10-07,.,No value available
2007-10-08,62.273,
2007-10-09,62.184,
2007-10-10,62.242,
2007-10-11,62.490,
2007-10-12,61.865,
2007-10-13,.,No value available
2007-10-14,.,No value available
2007-10-15,62.452,
2007-10-16,62.755,
2007-10-17,62.764,
2007-10-18,62.844,
2007-10-19,63.010,
2007-10-20,.,No value available
2007-10-21,.,No value available
2007-10-22,62.472,
2007-10-23,62.860,
2007-10-24,62.790,
2007-10-25,63.031,
2007-10-26,63.372,
2007-10-27,.,No value available
2007-10-28,.,No value available
2007-10-29,63.069,
2007-10-30,63.167,
2007-10-31,63.104,
2007-11-01,62.452,
2007-11-02,62.694,
2007-11-03,.,No value available
2007-11-04,.,No value available
2007-11-05,63.313,
2007-11-06,63.432,
2007-11-07,63.709,
2007-11-08,63.284,
2007-11-09,62.961,
2007-11-10,.,No value available
2007-11-11,.,No value available
2007-11-12,62.602,
2007-11-13,62.788,
2007-11-14,62.887,
2007-11-15,63.240,
2007-11-16,63.732,
2007-11-17,.,No value available
2007-11-18,.,No value available
2007-11-19,63.305,
2007-11-20,63.746,
2007-11-21,64.100,
2007-11-22,64.061,
2007-11-23,63.457,
2007-11-24,.,No value available
2007-11-25,.,No value available
2007-11-26,63.358,
2007-11-27,63.512,
2007-11-28,63.184,
2007-11-29,63.020,
2007-11-30,63.133,
2007-12-01,.,No value available
2007-12-02,.,No value available
2007-12-03,62.045,
2007-12-04,62.015,
2007-12-05,61.861,
2007-12-06,60.981,
2007-12-07,61.086,
2007-12-08,.,No value available
2007-12-09,.,No value available
2007-12-10,61.109,
2007-12-11,60.683,
2007-12-12,60.344,
2007-12-13,60.215,
2007-12-14,59.777,
2007-12-15,.,No value available
2007-12-16,.,No value available
2007-12-17,59.630,
2007-12-18,60.547,
2007-12-19,59.856,
2007-12-20,59.728,
2007-12-21,59.619,
2007-12-22,.,No value available
2007-12-23,.,No value available
2007-12-24,59.507,
2007-12-25,.,No value available
2007-12-26,.,No value available
2007-12-27,60.205,
2007-12-28,60.641,
2007-12-29,.,No value available
2007-12-30,.,No value available
2007-12-31,60.724,
2008-01-01,.,No value available
2008-01-02,60.470,
2008-01-03,60.600,
2008-01-04,60.337,
2008-01-05,.,No value available
2008-01-06,.,No value available
2008-01-07,60.217,
2008-01-08,59.945,
2008-01-09,59.546,
2008-01-10,59.733,
2008-01-11,60.240,
2008-01-12,.,No value available
2008-01-13,.,No value available
2008-01-14,60.392,
2008-01-15,60.288,
2008-01-16,60.233,
2008-01-17,59.866,
2008-01-18,59.723,
2008-01-19,.,No value available
2008-01-20,.,No value available
2008-01-21,59.593,
2008-01-22,59.947,
2008-01-23,59.870,
2008-01-24,60.309,
2008-01-25,60.018,
2008-01-26,.,No value available
2008-01-27,.,No value available
2008-01-28,60.237,
2008-01-29,59.860,
2008-01-30,60.084,
2008-01-31,60.224,
2008-02-01,60.055,
2008-02-02,.,No value available
2008-02-03,.,No value available
2008-02-04,60.280,
2008-02-05,59.340,
2008-02-06,59.361,
2008-02-07,59.004,
2008-02-08,58.894,
2008-02-09,.,No value available
2008-02-10,.,No value available
2008-02-11,59.491,
2008-02-12,59.112,
2008-02-13,59.657,
2008-02-14,59.879,
2008-02-15,59.723,
2008-02-16,.,No value available
2008-02-17,.,No value available
2008-02-18,59.451,
2008-02-19,59.853,
2008-02-20,59.723,
2008-02-21,59.784,
2008-02-22,60.268,
2008-02-23,.,No value available
2008-02-24,.,No value available
2008-02-25,60.083,
2008-02-26,60.121,
2008-02-27,60.507,
2008-02-28,61.013,
2008-02-29,61.153,
2008-03-01,.,No value available
2008-03-02,.,No value available
2008-03-03,61.724,
2008-03-04,61.660,
2008-03-05,61.946,
2008-03-06,61.889,
2008-03-07,63.210,
2008-03-08,.,No value available
2008-03-09,.,No value available
2008-03-10,62.817,
2008-03-11,63.208,
2008-03-12,63.843,
2008-03-13,64.489,
2008-03-14,64.648,
2008-03-15,.,No value available
2008-03-16,.,No value available
2008-03-17,65.761,
2008-03-18,65.134,
2008-03-19,65.122,
2008-03-20,63.697,
2008-03-21,.,No value available
2008-03-22,.,No value available
2008-03-23,.,No value available
2008-03-24,.,No value available
2008-03-25,64.425,
2008-03-26,65.322,
2008-03-27,66.017,
2008-03-28,65.964,
2008-03-29,.,No value available
2008-03-30,.,No value available
2008-03-31,65.715,
2008-04-01,64.911,
2008-04-02,64.638,
2008-04-03,64.355,
2008-04-04,65.325,
2008-04-05,.,No value available
2008-04-06,.,No value available
2008-04-07,65.471,
2008-04-08,65.287,
2008-04-09,65.499,
2008-04-10,65.961,
