"",BBK01.TS1343S,BBK01.TS1343S_FLAGS
2003-03,90.38746,
2003-04,90.24352,
2003-05,90.09858,
2003-06,90.12924,
2003-07,89.86058,
2003-08,89.84092,
2003-09,89.79065,
2003-10,89.62531,
2003-11,89.75471,
2003-12,89.80430,
2004-01,89.53612,
2004-02,89.56647,
2004-03,89.56600,
2004-04,89.39684,
2004-05,89.47159,
2004-06,89.07774,
2004-07,88.83433,
2004-08,88.77736,
2004-09,88.48652,
2004-10,88.31279,
2004-11,88.44321,
2004-12,87.92370,
2005-01,87.78759,
2005-02,87.82798,
2005-03,87.74708,
2005-04,87.59710,
2005-05,87.64808,
2005-06,87.53987,
2005-07,87.69221,
2005-08,87.26735,
2005-09,87.86209,
2005-10,87.78952,
2005-11,87.26449,
2005-12,87.34484,
2006-01,87.67209,
2006-02,87.40541,
2006-03,87.51852,
2006-04,87.93829,
2006-05,87.85116,
2006-06,88.28911,
2006-07,88.81136,
2006-08,88.48436,
2006-09,88.87582,
2006-10,88.80668,
2006-11,88.90112,
2006-12,88.71363,
2007-01,89.11029,
2007-02,89.04361,
2007-03,89.14225,
2007-04,89.20343,
2007-05,89.61194,
2007-06,89.59022,
2007-07,90.04297,
2007-08,90.92149,
2007-09,91.42160,
2007-10,91.49856,
2007-11,92.03827,
2007-12,94.30372,
2008-01,94.51377,
2008-02,95.27360,
2008-03,95.87241,
2008-04,96.49336,
2008-05,96.89629,
2008-06,97.24923,
2008-07,97.50663,
2008-08,98.03400,
2008-09,98.24075,
2008-10,99.04106,
2008-11,99.16018,
2008-12,100.39001,
2009-01,100.41815,
2009-02,99.98557,
2009-03,99.91840,
2009-04,99.65402,
2009-05,99.62001,
2009-06,99.01167,
2009-07,98.61522,
2009-08,98.55319,
2009-09,98.19365,
2009-10,97.72448,
2009-11,97.29885,
2009-12,97.05002,
2010-01,97.09811,
2010-02,96.97073,
2010-03,96.61306,
2010-04,96.35809,
2010-05,96.77344,
2010-06,96.73906,
2010-07,96.58118,
2010-08,96.35888,
2010-09,96.38402,
2010-10,96.87561,
2010-11,97.02428,
2010-12,97.11210,
2011-01,97.21029,
2011-02,97.75795,
2011-03,97.99728,
2011-04,97.71676,
2011-05,97.73100,
2011-06,97.67185,
2011-07,97.88778,
2011-08,97.85596,
2011-09,98.03194,
2011-10,98.22997,
2011-11,98.24167,
2011-12,98.08003,
2012-01,98.51434,
2012-02,98.59288,
2012-03,98.72646,
2012-04,98.83560,
2012-05,99.00833,
2012-06,99.14874,
2012-07,99.58697,
2012-08,99.56503,
2012-09,99.76233,
2012-10,99.66058,
2012-11,99.70119,
2012-12,99.47908,
2013-01,99.41140,
2013-02,99.43903,
2013-03,99.61739,
2013-04,99.23414,
2013-05,99.13513,
2013-06,98.96479,
2013-07,98.79511,
2013-08,98.67129,
2013-09,98.34447,
2013-10,98.20301,
2013-11,98.07110,
2013-12,98.22828,
2014-01,98.09101,
2014-02,97.91082,
2014-03,97.83628,
2014-04,98.20989,
2014-05,98.34240,
2014-06,98.25721,
2014-07,97.96405,
2014-08,98.08533,
2014-09,97.86131,
2014-10,97.98002,
2014-11,98.24153,
2014-12,98.36371,Provisional value
2015-01,98.75627,
"",General: 1 Statistical changes have been eliminated.,
