"",BBDE1.M.DE.Y.AEA1.N2C260000.F.C.I10.A,BBDE1.M.DE.Y.AEA1.N2C260000.F.C.I10.A_FLAGS
1998-11,42.1,
1998-12,42.2,
1999-01,42.2,
1999-02,43.8,
1999-03,43.8,
1999-04,42.0,
1999-05,46.2,
1999-06,52.6,
1999-07,52.3,
1999-08,52.5,
1999-09,52.8,
1999-10,53.2,
1999-11,54.9,
1999-12,56.7,
2000-01,53.7,
2000-02,58.3,
2000-03,58.6,
2000-04,64.5,
2000-05,64.0,
2000-06,67.3,
2000-07,64.3,
2000-08,69.7,
2000-09,68.2,
2000-10,70.7,
2000-11,62.1,
2000-12,62.9,
2001-01,58.0,
2001-02,58.3,
2001-03,60.0,
2001-04,54.0,
2001-05,55.1,
2001-06,54.3,
2001-07,54.8,
2001-08,52.9,
2001-09,49.3,
2001-10,50.5,
2001-11,54.1,
2001-12,52.9,
2002-01,50.9,
2002-02,55.7,
2002-03,55.1,
2002-04,56.2,
2002-05,57.3,
2002-06,55.8,
2002-07,52.1,
2002-08,54.9,
2002-09,55.0,
2002-10,55.0,
2002-11,55.4,
2002-12,52.8,
2003-01,54.9,
2003-02,56.3,
2003-03,54.6,
2003-04,54.6,
2003-05,52.5,
2003-06,56.4,
2003-07,56.6,
2003-08,59.0,
2003-09,60.4,
2003-10,58.8,
2003-11,62.4,
2003-12,61.8,
2004-01,59.8,
2004-02,61.3,
2004-03,60.6,
2004-04,61.3,
2004-05,63.8,
2004-06,65.0,
2004-07,65.1,
2004-08,65.5,
2004-09,63.4,
2004-10,65.3,
2004-11,63.6,
2004-12,64.8,
2005-01,69.4,
2005-02,64.8,
2005-03,70.1,
2005-04,69.1,
2005-05,71.1,
2005-06,72.8,
2005-07,72.7,
2005-08,74.8,
2005-09,75.6,
2005-10,76.2,
2005-11,79.5,
2005-12,79.9,
2006-01,80.8,
2006-02,85.7,
2006-03,86.7,
2006-04,85.5,
2006-05,84.6,
2006-06,85.9,
2006-07,86.3,
2006-08,88.7,
2006-09,90.5,
2006-10,87.9,
2006-11,88.0,
2006-12,92.0,
2007-01,88.5,
2007-02,90.4,
2007-03,92.9,
2007-04,93.0,
2007-05,96.1,
2007-06,94.7,
2007-07,97.7,
2007-08,96.5,
2007-09,101.0,
2007-10,108.7,
2007-11,99.0,
2007-12,101.4,
2008-01,102.3,
2008-02,99.4,
2008-03,100.5,
2008-04,98.6,
2008-05,100.5,
2008-06,96.6,
2008-07,95.8,
2008-08,99.9,
2008-09,93.5,
2008-10,95.4,
2008-11,87.6,
2008-12,88.2,
2009-01,81.7,
2009-02,78.1,
2009-03,75.9,
2009-04,80.6,
2009-05,80.4,
2009-06,82.1,
2009-07,87.8,
2009-08,88.9,
2009-09,91.9,
2009-10,91.8,
2009-11,92.5,
2009-12,94.2,
2010-01,89.8,
2010-02,90.2,
2010-03,94.0,
2010-04,94.5,
2010-05,100.1,
2010-06,99.5,
2010-07,99.8,
2010-08,98.9,
2010-09,99.7,
2010-10,103.6,
2010-11,122.6,
2010-12,103.0,
2011-01,105.5,
2011-02,106.0,
2011-03,100.9,
2011-04,104.9,
2011-05,104.3,
2011-06,100.8,
2011-07,109.9,
2011-08,103.7,
2011-09,104.9,
2011-10,105.0,
2011-11,100.1,
2011-12,97.4,
2012-01,98.6,
2012-02,105.6,
2012-03,102.1,
2012-04,98.2,
2012-05,102.9,
2012-06,102.9,
2012-07,103.3,
2012-08,100.0,
2012-09,96.6,
2012-10,96.2,
2012-11,101.2,
2012-12,96.3,
2013-01,104.6,
2013-02,99.4,
2013-03,108.1,
2013-04,102.8,
2013-05,99.3,
2013-06,101.6,
2013-07,99.1,
2013-08,100.9,
2013-09,98.9,
2013-10,101.6,
2013-11,103.1,
2013-12,105.7,
2014-01,108.9,
2014-02,106.7,
2014-03,109.7,
2014-04,114.0,
2014-05,108.7,
2014-06,109.2,
2014-07,110.7,
2014-08,108.5,
2014-09,108.2,
2014-10,111.7,
2014-11,108.5,
2014-12,109.4,Provisional value
