"",BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F4.T._T.N.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F4.T._T.N.N_FLAGS
2007-10,11280.774,
2007-11,23720.816,
2007-12,-7214.712,
2008-01,18053.968,
2008-02,26310.635,
2008-03,17571.355,
2008-04,9886.455,
2008-05,14707.202,
2008-06,-6598.685,
2008-07,19297.073,
2008-08,15110.575,
2008-09,23117.309,
2008-10,6374.191,
2008-11,-3468.058,
2008-12,-21480.985,
2009-01,797.331,
2009-02,-14994.458,
2009-03,-1318.353,
2009-04,10122.111,
2009-05,104.967,
2009-06,17985.115,
2009-07,-10236.802,
2009-08,-9645.254,
2009-09,-10167.432,
2009-10,-7695.399,
2009-11,-7378.349,
2009-12,-14631.629,
2010-01,-2989.380,
2010-02,-1837.636,
2010-03,-5694.865,
2010-04,21852.544,
2010-05,22821.523,
2010-06,-33778.685,
2010-07,-22255.955,
2010-08,807.752,
2010-09,-16824.482,
2010-10,23875.140,
2010-11,8874.433,
2010-12,-29413.625,
2011-01,-4554.427,
2011-02,10418.333,
2011-03,-3232.236,
2011-04,18887.803,
2011-05,5440.116,
2011-06,-19210.053,
2011-07,8765.981,
2011-08,13680.887,
2011-09,-1088.347,
2011-10,-11261.309,
2011-11,-224.974,
2011-12,-8393.806,
2012-01,5423.427,
2012-02,-14783.399,
2012-03,21717.712,
2012-04,2794.445,
2012-05,-5671.745,
2012-06,-8070.628,
2012-07,-4376.808,
2012-08,3295.555,
2012-09,-95.738,
2012-10,10871.904,
2012-11,9602.065,
2012-12,-21826.303,
2013-01,3636.081,
2013-02,-2633.542,
2013-03,3578.409,
2013-04,3078.854,
2013-05,-4057.256,
2013-06,-9967.649,
2013-07,-1531.814,
2013-08,-1636.566,
2013-09,-8787.520,
2013-10,-5142.746,
2013-11,4113.595,
2013-12,-14002.975,
2014-01,9088.342,
2014-02,1423.752,Provisional value
2014-03,-3035.097,Provisional value
2014-04,9441.768,Provisional value
2014-05,-5863.523,Provisional value
2014-06,-901.567,Provisional value
2014-07,6308.279,Provisional value
2014-08,-2091.722,Provisional value
2014-09,-10133.082,
2014-10,-1312.406,
2014-11,1290.769,
2014-12,-22192.221,Provisional value
