"",BBK01.TYI306,BBK01.TYI306_FLAGS
1991-05,-1554,
1991-06,-1026,
1991-07,-1254,
1991-08,490,
1991-09,-156,
1991-10,891,
1991-11,721,
1991-12,11698,
1992-01,-746,
1992-02,-552,
1992-03,-906,
1992-04,-640,
1992-05,-276,
1992-06,-384,
1992-07,736,
1992-08,-465,
1992-09,-1576,
1992-10,-604,
1992-11,163,
1992-12,10371,
1993-01,3150,
1993-02,2965,
1993-03,1340,
1993-04,1100,
1993-05,1087,
1993-06,-911,
1993-07,315,
1993-08,584,
1993-09,1647,
1993-10,2439,
1993-11,3104,
1993-12,17176,
1994-01,4289,
1994-02,2875,
1994-03,1403,
1994-04,1291,
1994-05,1169,
1994-06,1709,
1994-07,1844,
1994-08,2032,
1994-09,1808,
1994-10,2082,
1994-11,2407,
1994-12,11517,
1995-01,4483,
1995-02,2796,
1995-03,868,
1995-04,1978,
1995-05,2103,
1995-06,2746,
1995-07,2207,
1995-08,3097,
1995-09,3835,
1995-10,5290,
1995-11,4831,
1995-12,16974,
1996-01,9540,
1996-02,7405,
1996-03,4598,
1996-04,4049,
1996-05,2518,
1996-06,2149,
1996-07,1936,
1996-08,2649,
1996-09,2310,
1996-10,3524,
1996-11,2694,
1996-12,16508,
1997-01,6715,
1997-02,3386,
1997-03,914,
1997-04,584,
1997-05,1349,
1997-06,-242,
1997-07,93,
1997-08,1463,
1997-09,574,
1997-10,732,
1997-11,1399,
1997-12,13990,
1998-01,3156,
1998-02,2160,
1998-03,-527,
1998-04,-787,
1998-05,195,
1998-06,-613,
1998-07,-450,
1998-08,197,
1998-09,-296,
1998-10,1683,
1998-11,1599,
1998-12,15273,
1999-01,2062,
1999-02,2795,
1999-03,-2157,
1999-04,1071,
1999-05,2161,
1999-06,-1031,
1999-07,-638,
1999-08,-1576,
1999-09,-1515,
1999-10,-1489,
1999-11,-3237,
1999-12,9660,
2000-01,-4262,
2000-02,-5001,
2000-03,-6377,
2000-04,-6115,
2000-05,-7191,
2000-06,-6909,
2000-07,-6298,
2000-08,-5534,
2000-09,-5009,
2000-10,-4445,
2000-11,-5067,
2000-12,8282,
2001-01,-4136,
2001-02,-2087,
2001-03,-1227,
2001-04,-880,
2001-05,-1674,
2001-06,-278,
2001-07,-1122,
2001-08,59,
2001-09,1011,
2001-10,2835,
2001-11,2793,
2001-12,16469,
2002-01,2383,
2002-02,-465,
2002-03,-62,
2002-04,-7348,
2002-05,-608,
2002-06,-1008,
2002-07,-1502,
2002-08,125,
2002-09,959,
2002-10,2194,
2002-11,3286,
2002-12,12821,
2003-01,4118,
2003-02,2975,
2003-03,1655,
2003-04,1063,
2003-05,686,
2003-06,972,
2003-07,2035,
2003-08,2727,
2003-09,871,
2003-10,939,
2003-11,620,
2003-12,8882,
2004-01,1296,
2004-02,1187,
2004-03,88,
2004-04,885,
2004-05,239,
2004-06,-301,
2004-07,519,
2004-08,687,
2004-09,110,
2004-10,473,
2004-11,-133,
2004-12,9171,
2005-01,875,
2005-02,313,
2005-03,-1013,
2005-04,50,
2005-05,-383,
2005-06,-1164,
2005-07,-93,
2005-08,-542,
2005-09,51,
2005-10,-1130,
2005-11,-1430,
2005-12,6642,
2006-01,-1281,
2006-02,-443,
2006-03,-2026,
2006-04,-1867,
2006-05,-3483,
2006-06,-2612,
2006-07,-4002,
2006-08,-4460,
2006-09,-3819,
2006-10,-4833,
2006-11,-6157,
2006-12,3110,
2007-01,-6176,
2007-02,-3855,
2007-03,-3264,
2007-04,-4143,
2007-05,-4248,
2007-06,-4100,
2007-07,-5759,
2007-08,-3920,
2007-09,-3578,
2007-10,-4757,
2007-11,-4055,
2007-12,6366,
2008-01,-4801,
2008-02,-2063,
2008-03,-1633,
2008-04,-2705,
2008-05,-2059,
2008-06,-2096,
2008-07,-5085,
2008-08,-3172,
2008-09,-3281,
2008-10,-1369,
2008-11,-1112,
2008-12,8130,
2009-01,3807,
2009-02,5344,
2009-03,2770,
2009-04,3105,
2009-05,2443,
2009-06,3653,
2009-07,4616,
2009-08,4533,
2009-09,3104,
2009-10,4196,
2009-11,2959,
2009-12,9971,
2010-01,4742,
2010-02,5919,
2010-03,1804,
2010-04,1999,
2010-05,2040,
2010-06,684,
2010-07,3664,
2010-08,1710,
2010-09,2620,
2010-10,2720,
2010-11,2060,
2010-12,8617,
2011-01,2674,
2011-02,2085,
2011-03,824,
2011-04,-1289,
2011-05,-2261,
2011-06,-1907,
2011-07,-1220,
2011-08,-1416,
2011-09,-1009,
2011-10,-211,
2011-11,-148,
2011-12,5494,
2012-01,2135,
2012-02,3878,
2012-03,434,
2012-04,-1183,
2012-05,93,
2012-06,77,
2012-07,756,
2012-08,879,
2012-09,347,
2012-10,169,
2012-11,539,
2012-12,6256,
2013-01,922,
2013-02,1357,
2013-03,-1370,
2013-04,-619,
2013-05,406,
2013-06,-211,
2013-07,-563,
2013-08,234,
2013-09,-327,
2013-10,32,
2013-11,-42,
2013-12,4096,
2014-01,-564,
2014-02,455,
2014-03,-1232,
2014-04,-1649,
2014-05,-561,
2014-06,-362,
2014-07,-858,
2014-08,568,
2014-09,93,
2014-10,-268,
2014-11,-376,
2014-12,2234,
2015-01,-1102,
