"",BBFB1.M.N.DE.W1.S1.S1.T.C.G1._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.G1._Z._Z._Z._T._X.N_FLAGS
1999-04,39221.976,
1999-05,37290.115,
1999-06,41875.964,
1999-07,41681.549,
1999-08,36440.333,
1999-09,40250.646,
1999-10,41756.553,
1999-11,45748.614,
1999-12,41625.877,
2000-01,39219.960,
2000-02,43284.802,
2000-03,48592.930,
2000-04,42173.439,
2000-05,48868.651,
2000-06,46188.353,
2000-07,46690.036,
2000-08,44007.399,
2000-09,46042.151,
2000-10,52793.755,
2000-11,53318.431,
2000-12,46970.290,
2001-01,48426.124,
2001-02,48636.303,
2001-03,52745.270,
2001-04,49711.091,
2001-05,51137.484,
2001-06,50041.498,
2001-07,51605.557,
2001-08,47706.627,
2001-09,46472.866,
2001-10,53349.631,
2001-11,50929.702,
2001-12,45147.629,
2002-01,46522.793,
2002-02,47611.762,
2002-03,50901.816,
2002-04,52319.483,
2002-05,48070.090,
2002-06,52707.455,
2002-07,52549.261,
2002-08,47616.381,
2002-09,51822.196,
2002-10,54717.321,
2002-11,55452.895,
2002-12,47592.135,
2003-01,49188.724,
2003-02,50111.697,
2003-03,51749.951,
2003-04,49890.547,
2003-05,50169.747,
2003-06,50551.043,
2003-07,53911.451,
2003-08,46434.636,
2003-09,54283.757,
2003-10,54525.144,
2003-11,54914.819,
2003-12,51153.212,
2004-01,51407.953,
2004-02,52549.498,
2004-03,60730.269,
2004-04,57070.343,
2004-05,56319.221,
2004-06,58848.431,
2004-07,57956.105,
2004-08,51984.422,
2004-09,57315.316,
2004-10,59843.835,
2004-11,61966.571,
2004-12,55572.660,
2005-01,56142.177,
2005-02,55995.471,
2005-03,60540.077,
2005-04,60100.614,
2005-05,59433.255,
2005-06,64050.138,
2005-07,60704.890,
2005-08,58717.872,
2005-09,64775.082,
2005-10,63939.180,
2005-11,67260.487,
2005-12,62521.046,
2006-01,64096.311,
2006-02,65427.493,
2006-03,71051.131,
2006-04,65196.731,
2006-05,67511.700,
2006-06,68510.595,
2006-07,67717.614,
2006-08,64504.873,
2006-09,74229.089,
2006-10,78284.450,
2006-11,78996.679,
2006-12,68146.089,
2007-01,73086.455,
2007-02,73264.783,
2007-03,79224.758,
2007-04,74734.395,
2007-05,74599.103,
2007-06,77560.793,
2007-07,77088.910,
2007-08,73595.906,
2007-09,78144.744,
2007-10,83799.451,
2007-11,83120.284,
2007-12,69613.094,
2008-01,78987.812,
2008-02,79061.424,
2008-03,78819.693,
2008-04,84182.914,
2008-05,76198.466,
2008-06,83665.758,
2008-07,82123.688,
2008-08,71652.620,
2008-09,82461.096,
2008-10,84687.348,
2008-11,71838.936,
2008-12,62732.588,
2009-01,60809.614,
2009-02,60879.789,
2009-03,65174.087,
2009-04,60800.505,
2009-05,56578.100,
2009-06,62562.468,
2009-07,66673.585,
2009-08,56396.417,
2009-09,67039.225,
2009-10,68509.297,
2009-11,68872.919,
2009-12,64126.132,
2010-01,59283.837,
2010-02,65734.491,
2010-03,80448.351,
2010-04,71217.313,
2010-05,71998.212,
2010-06,80241.790,
2010-07,76631.958,
2010-08,70692.531,
2010-09,81880.560,
2010-10,81524.421,
2010-11,83038.318,
2010-12,76412.980,
2011-01,75281.881,
2011-02,80487.263,
2011-03,93767.385,
2011-04,80846.620,
2011-05,87296.640,
2011-06,84475.952,
2011-07,81174.222,
2011-08,81002.666,
2011-09,89794.645,
2011-10,84783.636,
2011-11,89119.671,
2011-12,80896.838,
2012-01,82554.096,
2012-02,87748.630,
2012-03,95088.795,
2012-04,83696.069,
2012-05,88003.268,
2012-06,90043.568,
2012-07,89055.088,
2012-08,86828.059,
2012-09,87535.166,
2012-10,94350.950,
2012-11,89031.800,
2012-12,75145.778,
2013-01,85091.865,
2013-02,84576.788,
2013-03,91017.251,
2013-04,91006.110,
2013-05,85695.083,
2013-06,88224.874,
2013-07,89910.503,
2013-08,82295.412,
2013-09,91399.216,
2013-10,95177.733,
2013-11,91406.662,
2013-12,79542.546,
2014-01,87236.137,
2014-02,88981.462,
2014-03,92383.523,
2014-04,89985.403,
2014-05,88438.544,
2014-06,89986.632,
2014-07,96947.375,
2014-08,80977.852,
2014-09,98994.648,
2014-10,100342.094,
2014-11,92487.227,
2014-12,86969.042,Provisional value
