"",BBK01.TYI317,BBK01.TYI317_FLAGS
1989-04,3590,
1989-05,7288,
1989-06,1328,
1989-07,-2091,
1989-08,1586,
1989-09,2142,
1989-10,1910,
1989-11,166,
1989-12,231,
1990-01,1861,
1990-02,1915,
1990-03,754,
1990-04,1064,
1990-05,517,
1990-06,-6637,
1990-07,894,
1990-08,659,
1990-09,3616,
1990-10,-2021,
1990-11,-526,
1990-12,1392,
1991-01,603,
1991-02,-76,
1991-03,8808,
1991-04,-1614,
1991-05,-2321,
1991-06,1599,
1991-07,-2321,
1991-08,1028,
1991-09,-3373,
1991-10,2085,
1991-11,-1568,
1991-12,-2407,
1992-01,2607,
1992-02,2787,
1992-03,2371,
1992-04,1879,
1992-05,-2054,
1992-06,-964,
1992-07,-2232,
1992-08,1917,
1992-09,6819,
1992-10,254,
1992-11,2422,
1992-12,582,
1993-01,-1728,
1993-02,5637,
1993-03,400,
1993-04,-1002,
1993-05,1695,
1993-06,5239,
1993-07,1653,
1993-08,715,
1993-09,-2113,
1993-10,3952,
1993-11,2906,
1993-12,2567,
1994-01,6261,
1994-02,1059,
1994-03,80,
1994-04,2219,
1994-05,-495,
1994-06,-3827,
1994-07,1006,
1994-08,3574,
1994-09,-2271,
1994-10,-530,
1994-11,378,
1994-12,8349,
1995-01,-3621,
1995-02,7621,
1995-03,-1999,
1995-04,7424,
1995-05,5199,
1995-06,3369,
1995-07,-381,
1995-08,10809,
1995-09,2984,
1995-10,-1757,
1995-11,-329,
1995-12,-2080,
1996-01,2569,
1996-02,-1309,
1996-03,691,
1996-04,11670,
1996-05,-270,
1996-06,-1241,
1996-07,-9597,
1996-08,-1742,
1996-09,1190,
1996-10,-3117,
1996-11,12606,
1996-12,2084,
1997-01,14119,
1997-02,14244,
1997-03,8160,
1997-04,10668,
1997-05,899,
1997-06,7858,
1997-07,9630,
1997-08,-2031,
1997-09,-4131,
1997-10,19906,
1997-11,7372,
1997-12,724,
1998-01,4733,
1998-02,2475,
1998-03,11476,
1998-04,7423,
1998-05,13702,
1998-06,-2952,
1998-07,-4992,
1998-08,6956,
1998-09,-1586,
1998-10,20114,
1998-11,17136,
1998-12,4326,
1999-01,32211,
1999-02,-8159,
1999-03,5031,
1999-04,9296,
1999-05,6923,
1999-06,-3832,
1999-07,2204,
1999-08,13234,
1999-09,-4263,
1999-10,13647,
1999-11,27427,
1999-12,5967,
2000-01,15518,
2000-02,16752,
2000-03,33505,
2000-04,17238,
2000-05,14281,
2000-06,-28703,
2000-07,-622,
2000-08,13143,
2000-09,3787,
2000-10,17198,
2000-11,15244,
2000-12,-5011,
2001-01,28830,
2001-02,13664,
2001-03,66721,
2001-04,5439,
2001-05,2051,
2001-06,-24661,
2001-07,-20812,
2001-08,25341,
2001-09,-1610,
2001-10,-1931,
2001-11,-15239,
2001-12,-37137,
2002-01,16523,
2002-02,-2092,
2002-03,2855,
2002-04,16940,
2002-05,13291,
2002-06,-25797,
2002-07,11032,
2002-08,-4800,
2002-09,15560,
2002-10,-6051,
2002-11,12786,
2002-12,-43222,
2003-01,12122,
2003-02,9830,
2003-03,6456,
2003-04,10083,
2003-05,-4993,
2003-06,-13879,
2003-07,6020,
2003-08,-37178,
2003-09,11916,
2003-10,-6016,
2003-11,4626,
2003-12,1082,
2004-01,12044,
2004-02,21062,
2004-03,12454,
2004-04,6981,
2004-05,-15771,
2004-06,-29734,
2004-07,-5947,
2004-08,157,
2004-09,23637,
2004-10,-10670,
2004-11,37803,
2004-12,-36001,
2005-01,31213,
2005-02,12293,
2005-03,14320,
2005-04,40665,
2005-05,-2860,
2005-06,-56271,
2005-07,10581,
2005-08,-7024,
2005-09,16360,
2005-10,7102,
2005-11,9315,
2005-12,-55105,
2006-01,27747,
2006-02,14183,
2006-03,14702,
2006-04,444,
2006-05,10624,
2006-06,-18795,
2006-07,-13666,
2006-08,6013,
2006-09,17842,
2006-10,-427,
2006-11,458,
2006-12,-17608,
2007-01,29055,
2007-02,20944,
2007-03,5603,
2007-04,37452,
2007-05,13351,
2007-06,-34652,
2007-07,-4390,
2007-08,15674,
2007-09,23793,
2007-10,-8017,
2007-11,10542,
2007-12,-21904,
2008-01,29493,
2008-02,21488,
2008-03,28802,
2008-04,21043,
2008-05,-12475,
2008-06,-31361,
2008-07,-6979,
2008-08,5140,
2008-09,36950,
2008-10,-25379,
2008-11,-38453,
2008-12,-26292,
2009-01,5904,
2009-02,-23096,
2009-03,-4717,
2009-04,21096,
2009-05,-33804,
2009-06,3783,
2009-07,-6320,
2009-08,-15293,
2009-09,-21466,
2009-10,-10142,
2009-11,-819,
2009-12,-19742,
2010-01,22026,
2010-02,3869,
2010-03,16774,
2010-04,53555,
2010-05,49415,
2010-06,-44196,
2010-07,-7812,
2010-08,4976,
2010-09,-21160,
2010-10,-8496,
2010-11,12049,
2010-12,-30127,
2011-01,-3791,
2011-02,7626,
2011-03,-53247,
2011-04,30953,
2011-05,-3938,
2011-06,-58548,
2011-07,4542,
2011-08,55145,
2011-09,25732,
2011-10,15751,
2011-11,13642,
2011-12,-81952,
2012-01,108682,
2012-02,19742,
2012-03,56588,
2012-04,11897,
2012-05,16166,
2012-06,-1829,
2012-07,17632,
2012-08,20247,
2012-09,-45673,
2012-10,-9186,
2012-11,-30873,
2012-12,-73906,
2013-01,11566,
2013-02,-7570,
2013-03,-20057,
2013-04,1165,
2013-05,-23880,
2013-06,-7960,
2013-07,-5924,
2013-08,-14609,
2013-09,-39897,
2013-10,3522,
2013-11,1497,
2013-12,-66259,
2014-01,44652,
2014-02,-19670,
2014-03,-19565,
2014-04,7779,
2014-05,10201,
2014-06,-22316,
2014-07,1670,
2014-08,5504,
2014-09,2472,
2014-10,-5575,
2014-11,18107,
2014-12,-27691,
2015-01,110137,
