"",BBFB1.M.N.DE.W1.S1.S1.T.D.SC4._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.SC4._Z._Z._Z._T._X.N_FLAGS
2013-04,190.515,
2013-05,186.524,
2013-06,184.819,
2013-07,240.173,
2013-08,186.783,
2013-09,227.656,
2013-10,248.249,
2013-11,223.292,
2013-12,270.382,
2014-01,242.770,
2014-02,239.518,Provisional value
2014-03,235.802,Provisional value
2014-04,226.829,Provisional value
2014-05,248.652,Provisional value
2014-06,229.817,Provisional value
2014-07,253.111,Provisional value
2014-08,215.932,Provisional value
2014-09,245.962,
2014-10,117.499,
2014-11,110.353,
2014-12,108.532,Provisional value
