"",BBFB1.M.N.DE.W1.S1.S1.T.D.SC22._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.SC22._Z._Z._Z._T._X.N_FLAGS
2009-06,136.544,
2009-07,155.610,
2009-08,154.550,
2009-09,176.701,
2009-10,165.387,
2009-11,150.870,
2009-12,188.341,
2010-01,238.646,
2010-02,229.401,
2010-03,316.898,
2010-04,257.642,
2010-05,287.413,
2010-06,295.317,
2010-07,283.760,
2010-08,303.753,
2010-09,282.415,
2010-10,286.974,
2010-11,310.588,
2010-12,280.452,
2011-01,359.189,
2011-02,385.409,
2011-03,350.903,
2011-04,384.050,
2011-05,421.664,
2011-06,386.776,
2011-07,374.851,
2011-08,395.561,
2011-09,378.743,
2011-10,363.117,
2011-11,398.557,
2011-12,319.547,
2012-01,435.614,
2012-02,408.413,
2012-03,400.962,
2012-04,388.529,
2012-05,433.105,
2012-06,398.207,
2012-07,402.756,
2012-08,473.328,
2012-09,387.463,
2012-10,422.444,
2012-11,427.237,
2012-12,370.938,
2013-01,621.863,
2013-02,550.435,
2013-03,633.808,
2013-04,538.404,
2013-05,636.687,
2013-06,554.100,
2013-07,613.047,
2013-08,498.703,
2013-09,565.261,
2013-10,676.583,
2013-11,674.969,
2013-12,568.831,
2014-01,608.190,
2014-02,630.679,Provisional value
2014-03,623.174,Provisional value
2014-04,578.022,Provisional value
2014-05,581.069,Provisional value
2014-06,628.631,Provisional value
2014-07,642.335,Provisional value
2014-08,601.871,Provisional value
2014-09,622.928,
2014-10,651.857,
2014-11,568.933,
2014-12,569.911,Provisional value
