"",BBEX3.M.TZS.USD.CA.AC.A01,BBEX3.M.TZS.USD.CA.AC.A01_FLAGS
1992-02,247.46325,
1992-03,290.54385,
1992-04,300.56260,
1992-05,300.56260,
1992-06,300.56260,
1992-07,325.62205,
1992-08,325.62205,
1992-09,325.62205,
1992-10,325.62205,
1992-11,335.64120,
1992-12,335.64120,
1993-01,350.66995,
1993-02,350.66995,
1993-03,350.66995,
1993-04,365.69865,
1993-05,365.69865,
1993-06,395.75605,
1993-07,437.08795,
1993-08,455.88490,
1993-09,474.99555,
1993-10,454.43905,
1993-11,457.28405,
1993-12,479.87075,
1994-01,490.27710,
1994-02,499.97850,
1994-03,494.88015,
1994-04,500.24325,
1994-05,514.23330,
1994-06,519.49260,
1994-07,510.99840,
1994-08,515.32470,
1994-09,525.14550,
1994-10,526.15530,
1994-11,525.25440,
1994-12,523.45260,
1995-01,538.37190,
1995-02,544.66830,
1995-03,544.53960,
1995-04,550.64790,
1995-05,581.14980,
1995-06,602.91000,
1995-07,600.67260,
1995-08,615.92850,
1995-09,613.80000,
1995-10,610.33500,
1995-11,569.26980,
1995-12,550.36080,
1996-01,541.57950,
1996-02,541.53000,
1996-03,542.02500,
1996-04,550.37070,
1996-05,606.47400,
1996-06,620.18550,
1996-07,595.88100,
1996-08,590.74290,
1996-09,590.48550,
1996-10,597.09870,
1996-11,594.16830,
1996-12,595.64340,
1997-01,598.06890,
1997-02,599.97960,
1997-03,600.13800,
1997-04,603.60300,
1997-05,618.68070,
1997-06,624.69000,
1997-07,624.80880,
1997-08,618.90840,
1997-09,615.28500,
1997-10,615.28500,
1997-11,617.81940,
1997-12,624.57120,
1998-01,640.03500,
1998-02,665.00000,
1998-03,665.01000,
1998-04,664.43000,
1998-05,662.29375,
1998-06,665.49000,
1998-07,670.46000,
1998-08,668.50000,
1998-09,675.15000,
1998-10,675.14000,
1998-11,678.09000,
1998-12,681.00000,
1999-01,684.50000,
1999-02,690.29000,
1999-03,694.00000,
1999-04,707.69000,
1999-05,708.48000,
1999-06,737.00000,
1999-07,790.48000,
1999-08,796.36000,
1999-09,797.90000,
1999-10,797.26000,
1999-11,797.33000,
1999-12,797.33000,
2000-01,800.41000,
2000-02,800.75000,
2000-03,800.50000,
2000-04,799.50000,
2000-05,799.50000,
2000-06,799.54000,
2000-07,799.45000,
2000-08,799.35000,
2000-09,799.12000,
2000-10,803.20000,
2000-11,803.31000,
2000-12,803.26000,
2001-01,809.50000,
2001-02,822.00000,
2001-03,860.06000,
2001-04,889.49000,
2001-05,889.20000,
2001-06,888.03000,
2001-07,892.57000,
2001-08,892.47000,
2001-09,890.00000,
2001-10,904.02000,
2001-11,918.54000,
2001-12,916.30000,
2002-01,936.00000,
2002-02,970.50000,
2002-03,981.28000,
2002-04,966.40000,
2002-05,959.60000,
2002-06,946.93000,
2002-07,951.82000,
2002-08,965.30000,
2002-09,969.45000,
2002-10,980.49000,
2002-11,984.54000,
2002-12,976.30000,
2003-01,1020.36000,
2003-02,1027.48000,
2003-03,1030.15000,
2003-04,1040.29000,
2003-05,1047.17000,
2003-06,1047.39000,
2003-07,1045.06000,
2003-08,1047.22000,
2003-09,1044.65000,
2003-10,1049.81000,
2003-11,1047.69000,
2003-12,1063.62000,
2004-01,1109.00000,
2004-02,1109.96000,
2004-03,1108.41000,
2004-04,1119.50000,
2004-05,1116.50000,
2004-06,1107.32000,
2004-07,1097.41000,
2004-08,1083.23000,
2004-09,1060.45000,
2004-10,1060.52000,
2004-11,1060.98000,
2004-12,1042.96000,
2005-01,1102.03000,
2005-02,1117.57000,
2005-03,1104.29000,
2005-04,1105.00000,
2005-05,1123.80000,
2005-06,1126.30000,
2005-07,1135.67000,
2005-08,1133.63000,
2005-09,1136.25000,
2005-10,1141.55000,
2005-11,1195.12000,
2005-12,1165.51000,
2006-01,1184.71000,
2006-02,1186.00000,
2006-03,1223.82000,
2006-04,1225.70000,
2006-05,1257.00000,
2006-06,1253.08000,
2006-07,1287.87000,
2006-08,1320.00000,
2006-09,1272.70000,
2006-10,1287.14000,
2006-11,1290.34000,
2006-12,1261.21000,
2007-01,1301.44000,
2007-02,1263.38000,
2007-03,1241.96000,
2007-04,1278.31000,
2007-05,1258.47000,
2007-06,1269.47000,
2007-07,1281.02000,
2007-08,1275.93000,
2007-09,1229.89000,
2007-10,1167.00000,
2007-11,1170.71000,
2007-12,1132.09000,
2008-01,1171.90000,
2008-02,1173.24000,
2008-03,1236.82000,
2008-04,1201.15000,
2008-05,1197.17000,
2008-06,1180.90000,
2008-07,1164.08000,
2008-08,1164.73000,
2008-09,1168.94000,
2008-10,1277.94000,
2008-11,1258.71000,
2008-12,1280.30000,
2009-01,1287.00000,
2009-02,1302.46380,
2009-03,1313.73000,
2009-04,1320.38280,
2009-05,1309.97790,
2009-06,1299.38490,
2009-07,1313.34390,
2009-08,1301.84010,
2009-09,1302.72120,
2009-10,1307.55240,
2009-11,1314.72990,
2009-12,1313.29440,
2010-01,1323.62010,
2010-02,1326.03570,
2010-03,1330.21350,
2010-04,1343.50920,
2010-05,1375.95150,
2010-06,1379.37690,
2010-07,1382.25780,
2010-08,1470.58560,
2010-09,1483.82190,
2010-10,1482.04980,
2010-11,1470.51630,
2010-12,1453.53780,
2011-01,1483.27740,
2011-02,1498.02840,
2011-03,1490.75190,
2011-04,1497.05820,
2011-05,1518.32340,
2011-06,1579.68360,
2011-07,1569.65490,
2011-08,1604.83950,
2011-09,1631.20320,
2011-10,1646.35020,
2011-11,1655.94330,
2011-12,1566.65520,
2012-01,1575.69390,
2012-02,1573.60500,
2012-03,1575.02070,
2012-04,1568.37780,
2012-05,1570.78350,
2012-06,1568.91445,
2012-07,1574.79520,
2012-08,1567.20295,
2012-09,1569.26270,
2012-10,1571.98915,
2012-11,1571.38220,
2012-12,1571.62100,
2013-01,1584.15860,
2013-02,1587.52190,
2013-03,1590.51700,
2013-04,1591.04435,
2013-05,1599.37290,
2013-06,1602.65660,
2013-07,1613.44290,
2013-08,1611.39310,
2013-09,1604.74620,
2013-10,1601.51230,
2013-11,1607.64180,
2013-12,1574.00910,
2014-01,1614.42800,
2014-02,1619.49280,
2014-03,1630.69710,
2014-04,1633.21455,
2014-05,1644.41880,
2014-06,1649.67265,
2014-07,1654.81710,
2014-08,1660.56845,
2014-09,1665.06610,
2014-10,1683.39490,
2014-11,1727.89350,
2014-12,1725.78400,
2015-01,1760.77990,
2015-02,1781.45705,
"","Source: Calculated on the basis of the buying and selling rates of the Bank of Tanzania, Dar es Salaam.",
"","Comment on 1984-06: On 15 June 1984, the exchange rates were adjusted more sharply. We recorded the following exchange rates (buying/selling rate): 14 June 1984: USD 1 = TZS 12.5831 / 12.6629 16 June 1984: USD 1 = TZS 17.0197 / 17.1269 Calculated devaluation: 26.1%.",
"","Comment on 1986-04: From April to June 1986, the Tanzania shilling, which is pegged to a currency basket, was devalued in several stages.",
"","Comment on 1986-05: From April to June 1986, the Tanzania shilling, which is pegged to a currency basket, was devalued in several stages.",
"","Comment on 1986-06: From April to June 1986, the Tanzania shilling, which is pegged to a currency basket, was devalued in several stages.",
"","Comment on 1988-11: On 5 November 1988, the exchange rates were adjusted more sharply. We recorded the following exchange rates (buying/selling rate): 4 November 1988: USD 1 = TZS 98.6715 / 99.6637 7 November 1988: USD 1 = TZS 119.3997 / 120.6003 Calculated devaluation: 17.4%.",
"","Comment on 1989-12: On 3 December 1989, the exchange rates were adjusted more sharply. We recorded the following exchange rates (buying/selling rate): 2 December 1989: USD 1 = TZS 156.6547 / 158.2297 3 December 1989: USD 1 = TZS 189.0497 / 190.9503 Calculated devaluation: 17.1%.",
