"",BBDE1.M.DE.Y.AEB1.A2R240050.F.V.I10.A,BBDE1.M.DE.Y.AEB1.A2R240050.F.V.I10.A_FLAGS
1999-09,69.2,
1999-10,69.8,
1999-11,71.6,
1999-12,72.4,
2000-01,71.8,
2000-02,74.2,
2000-03,71.9,
2000-04,73.7,
2000-05,77.1,
2000-06,72.7,
2000-07,75.4,
2000-08,75.1,
2000-09,76.2,
2000-10,75.3,
2000-11,75.4,
2000-12,75.1,
2001-01,77.2,
2001-02,76.5,
2001-03,73.5,
2001-04,72.8,
2001-05,72.7,
2001-06,71.9,
2001-07,72.2,
2001-08,71.3,
2001-09,72.4,
2001-10,70.1,
2001-11,67.9,
2001-12,71.9,
2002-01,71.7,
2002-02,71.8,
2002-03,68.8,
2002-04,71.8,
2002-05,71.0,
2002-06,71.8,
2002-07,72.8,
2002-08,71.1,
2002-09,74.7,
2002-10,73.7,
2002-11,72.9,
2002-12,73.0,
2003-01,71.2,
2003-02,72.3,
2003-03,71.5,
2003-04,71.0,
2003-05,69.0,
2003-06,70.9,
2003-07,70.4,
2003-08,69.7,
2003-09,70.8,
2003-10,73.3,
2003-11,75.3,
2003-12,74.5,
2004-01,75.4,
2004-02,76.7,
2004-03,79.8,
2004-04,79.9,
2004-05,79.4,
2004-06,78.4,
2004-07,80.6,
2004-08,80.1,
2004-09,79.6,
2004-10,82.6,
2004-11,80.6,
2004-12,84.6,
2005-01,81.8,
2005-02,78.7,
2005-03,79.5,
2005-04,77.5,
2005-05,78.3,
2005-06,80.5,
2005-07,82.9,
2005-08,82.4,
2005-09,85.2,
2005-10,87.6,
2005-11,86.9,
2005-12,90.1,
2006-01,91.4,
2006-02,90.7,
2006-03,91.2,
2006-04,96.0,
2006-05,99.1,
2006-06,98.4,
2006-07,99.3,
2006-08,104.3,
2006-09,104.0,
2006-10,106.5,
2006-11,106.4,
2006-12,108.7,
2007-01,107.3,
2007-02,106.9,
2007-03,106.2,
2007-04,106.9,
2007-05,112.6,
2007-06,112.9,
2007-07,107.0,
2007-08,109.9,
2007-09,108.1,
2007-10,110.9,
2007-11,123.3,
2007-12,118.7,
2008-01,111.9,
2008-02,114.6,
2008-03,114.0,
2008-04,116.2,
2008-05,116.1,
2008-06,116.1,
2008-07,114.3,
2008-08,115.3,
2008-09,107.6,
2008-10,95.9,
2008-11,83.1,
2008-12,74.6,
2009-01,72.1,
2009-02,64.1,
2009-03,66.1,
2009-04,68.5,
2009-05,69.7,
2009-06,75.1,
2009-07,75.5,
2009-08,81.4,
2009-09,82.0,
2009-10,82.1,
2009-11,85.5,
2009-12,82.6,
2010-01,84.1,
2010-02,87.9,
2010-03,91.4,
2010-04,105.7,
2010-05,99.7,
2010-06,102.4,
2010-07,100.8,
2010-08,102.7,
2010-09,104.4,
2010-10,105.8,
2010-11,107.0,
2010-12,104.0,
2011-01,113.0,
2011-02,115.3,
2011-03,114.7,
2011-04,114.8,
2011-05,113.5,
2011-06,112.7,
2011-07,114.8,
2011-08,115.7,
2011-09,110.8,
2011-10,109.5,
2011-11,107.2,
2011-12,107.2,
2012-01,108.8,
2012-02,108.0,
2012-03,107.2,
2012-04,110.7,
2012-05,109.4,
2012-06,106.9,
2012-07,104.9,
2012-08,105.1,
2012-09,104.7,
2012-10,104.7,
2012-11,103.3,
2012-12,105.9,
2013-01,106.7,
2013-02,105.6,
2013-03,104.4,
2013-04,103.4,
2013-05,103.6,
2013-06,104.9,
2013-07,103.8,
2013-08,103.6,
2013-09,104.5,
2013-10,104.4,
2013-11,104.0,
2013-12,106.4,
2014-01,104.6,
2014-02,105.5,
2014-03,104.6,
2014-04,105.2,
2014-05,102.1,
2014-06,103.9,
2014-07,103.6,
2014-08,105.5,
2014-09,100.7,
2014-10,101.7,
2014-11,101.0,
2014-12,103.4,Provisional value
