"",BBK01.AY4971,BBK01.AY4971_FLAGS
2013-08,72.32906,
2013-09,72.61524,
2013-10,72.32315,
2013-11,72.17620,
2013-12,71.83868,
2014-01,70.89594,
2014-02,70.84920,
2014-03,70.53884,
2014-04,68.53796,
2014-05,70.19965,
2014-06,69.76202,
2014-07,69.82739,
2014-08,69.47115,
2014-09,68.71693,
2014-10,68.64576,
2014-11,68.84798,
2014-12,68.16651,Provisional value
2015-01,68.41700,
"",General: 1 Statistical changes have been eliminated.,
