"",BBK01.WZ3418,BBK01.WZ3418_FLAGS
2011-06,3.70,
2011-07,3.38,
2011-08,3.00,
2011-09,2.69,
2011-10,2.95,
2011-11,3.08,
2011-12,2.54,
2012-01,2.64,
2012-02,2.59,
2012-03,2.62,
2012-04,2.51,
2012-05,1.98,
2012-06,2.40,
2012-07,2.18,
2012-08,2.14,
2012-09,2.25,
2012-10,2.31,
2012-11,2.23,
2012-12,2.11,
2013-01,2.32,
2013-02,2.29,
2013-03,2.15,
2013-04,2.04,
2013-05,2.30,
2013-06,2.45,
2013-07,2.48,
2013-08,2.63,
2013-09,2.58,
2013-10,2.56,
2013-11,2.61,
2013-12,2.77,
2014-01,2.48,
2014-02,2.43,
2014-03,2.42,
2014-04,2.36,
2014-05,2.22,
2014-06,2.12,
2014-07,1.99,
2014-08,1.68,
2014-09,1.79,
2014-10,1.55,
2014-11,1.40,
2014-12,1.22,
2015-01,0.82,
