"",BBFB1.M.N.DE.W1.S1.S1.T.LI.FA.D.F5___ES._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.LI.FA.D.F5___ES._Z._T._X.N_FLAGS
2005-09,1845.407,
2005-10,5721.714,
2005-11,20447.175,
2005-12,25424.177,
2006-01,3117.982,
2006-02,671.804,
2006-03,2721.918,
2006-04,1093.307,
2006-05,2862.827,
2006-06,3124.969,
2006-07,1880.902,
2006-08,2865.249,
2006-09,2147.377,
2006-10,3363.113,
2006-11,2292.070,
2006-12,36358.667,
2007-01,1975.156,
2007-02,2383.794,
2007-03,7111.858,
2007-04,4565.740,
2007-05,4252.277,
2007-06,7884.952,
2007-07,4589.003,
2007-08,5006.820,
2007-09,10312.764,
2007-10,3638.730,
2007-11,5076.455,
2007-12,30784.629,
2008-01,6315.703,
2008-02,579.368,
2008-03,4342.585,
2008-04,1505.781,
2008-05,1562.390,
2008-06,8337.418,
2008-07,2643.889,
2008-08,4579.920,
2008-09,3760.842,
2008-10,2392.985,
2008-11,1261.616,
2008-12,13218.090,
2009-01,5575.889,
2009-02,996.727,
2009-03,2532.833,
2009-04,497.717,
2009-05,2736.103,
2009-06,1242.601,
2009-07,760.757,
2009-08,2100.934,
2009-09,597.722,
2009-10,486.091,
2009-11,2938.665,
2009-12,11439.550,
2010-01,1478.693,
2010-02,2739.850,
2010-03,1840.494,
2010-04,2359.088,
2010-05,4870.695,
2010-06,1223.573,
2010-07,7860.412,
2010-08,3044.350,
2010-09,1737.823,
2010-10,1967.617,
2010-11,1477.515,
2010-12,12976.073,
2011-01,2782.742,
2011-02,2766.632,
2011-03,4116.264,
2011-04,1592.942,
2011-05,3551.537,
2011-06,3392.932,
2011-07,1257.529,
2011-08,2260.035,
2011-09,6947.032,
2011-10,3031.596,
2011-11,2196.393,
2011-12,6388.570,
2012-01,816.156,
2012-02,837.912,
2012-03,994.786,
2012-04,684.640,
2012-05,171.865,
2012-06,565.496,
2012-07,1772.951,
2012-08,439.691,
2012-09,655.885,
2012-10,803.391,
2012-11,347.938,
2012-12,12609.411,
2013-01,536.907,
2013-02,221.920,
2013-03,873.894,
2013-04,415.379,
2013-05,288.327,
2013-06,692.820,
2013-07,381.620,
2013-08,551.147,
2013-09,307.022,
2013-10,444.487,
2013-11,879.434,
2013-12,5287.067,
2014-01,808.357,
2014-02,1634.456,Provisional value
2014-03,113.319,Provisional value
2014-04,403.832,Provisional value
2014-05,321.303,Provisional value
2014-06,172.618,Provisional value
2014-07,231.235,Provisional value
2014-08,100.725,Provisional value
2014-09,1950.118,
2014-10,1889.545,
2014-11,872.413,
2014-12,5031.400,Provisional value
