"",BBDE1.M.DE.Y.GUB1.A2P330000.F.V.I10.A,BBDE1.M.DE.Y.GUB1.A2P330000.F.V.I10.A_FLAGS
2009-03,95.1,
2009-04,95.8,
2009-05,97.3,
2009-06,96.7,
2009-07,94.3,
2009-08,97.8,
2009-09,97.0,
2009-10,96.5,
2009-11,97.8,
2009-12,96.1,
2010-01,96.8,
2010-02,95.3,
2010-03,94.2,
2010-04,95.6,
2010-05,98.2,
2010-06,98.4,
2010-07,99.6,
2010-08,99.4,
2010-09,102.5,
2010-10,103.9,
2010-11,103.5,
2010-12,104.0,
2011-01,99.7,
2011-02,102.5,
2011-03,104.4,
2011-04,105.0,
2011-05,107.2,
2011-06,102.1,
2011-07,112.5,
2011-08,104.2,
2011-09,108.1,
2011-10,109.7,
2011-11,108.1,
2011-12,104.6,
2012-01,107.0,
2012-02,108.1,
2012-03,107.8,
2012-04,101.8,
2012-05,105.2,
2012-06,103.0,
2012-07,103.8,
2012-08,107.3,
2012-09,106.3,
2012-10,103.1,
2012-11,101.3,
2012-12,100.3,
2013-01,104.6,
2013-02,103.9,
2013-03,104.7,
2013-04,104.3,
2013-05,101.6,
2013-06,105.5,
2013-07,102.9,
2013-08,102.1,
2013-09,103.4,
2013-10,102.7,
2013-11,102.7,
2013-12,102.3,
2014-01,103.8,
2014-02,103.2,
2014-03,104.7,
2014-04,105.1,
2014-05,104.6,
2014-06,104.2,
2014-07,105.8,
2014-08,101.7,
2014-09,102.2,
2014-10,102.9,
2014-11,103.5,
2014-12,104.1,Provisional value
