"",BBDE1.M.DE.Y.AEB1.A2Q400000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.A2Q400000.F.V.I10.A_FLAGS
1998-12,81.3,
1999-01,82.5,
1999-02,79.6,
1999-03,80.7,
1999-04,80.5,
1999-05,81.6,
1999-06,84.6,
1999-07,84.1,
1999-08,85.1,
1999-09,84.6,
1999-10,85.3,
1999-11,87.3,
1999-12,87.5,
2000-01,85.3,
2000-02,89.0,
2000-03,88.1,
2000-04,92.7,
2000-05,92.9,
2000-06,90.7,
2000-07,93.1,
2000-08,92.9,
2000-09,92.7,
2000-10,92.4,
2000-11,93.3,
2000-12,92.7,
2001-01,92.7,
2001-02,93.6,
2001-03,92.3,
2001-04,90.0,
2001-05,89.6,
2001-06,89.9,
2001-07,89.1,
2001-08,90.5,
2001-09,88.1,
2001-10,85.9,
2001-11,84.4,
2001-12,87.0,
2002-01,87.3,
2002-02,85.6,
2002-03,85.8,
2002-04,86.9,
2002-05,85.8,
2002-06,88.4,
2002-07,87.0,
2002-08,88.7,
2002-09,88.5,
2002-10,88.4,
2002-11,88.1,
2002-12,86.8,
2003-01,87.4,
2003-02,89.5,
2003-03,86.1,
2003-04,86.8,
2003-05,86.3,
2003-06,85.7,
2003-07,86.7,
2003-08,85.3,
2003-09,87.4,
2003-10,88.9,
2003-11,90.6,
2003-12,89.2,
2004-01,89.2,
2004-02,90.2,
2004-03,91.1,
2004-04,91.9,
2004-05,90.8,
2004-06,91.0,
2004-07,92.2,
2004-08,91.4,
2004-09,91.4,
2004-10,94.1,
2004-11,92.3,
2004-12,93.5,
2005-01,93.1,
2005-02,91.5,
2005-03,92.2,
2005-04,92.0,
2005-05,91.5,
2005-06,94.3,
2005-07,95.4,
2005-08,95.1,
2005-09,96.4,
2005-10,97.8,
2005-11,98.5,
2005-12,99.1,
2006-01,98.5,
2006-02,99.8,
2006-03,98.1,
2006-04,101.7,
2006-05,104.7,
2006-06,102.4,
2006-07,103.7,
2006-08,106.3,
2006-09,108.2,
2006-10,107.3,
2006-11,107.9,
2006-12,108.9,
2007-01,109.9,
2007-02,110.7,
2007-03,112.1,
2007-04,109.8,
2007-05,113.2,
2007-06,112.8,
2007-07,112.1,
2007-08,112.3,
2007-09,112.1,
2007-10,114.0,
2007-11,118.7,
2007-12,119.9,
2008-01,115.0,
2008-02,116.1,
2008-03,115.3,
2008-04,115.7,
2008-05,113.1,
2008-06,113.3,
2008-07,110.6,
2008-08,113.2,
2008-09,108.5,
2008-10,100.2,
2008-11,90.4,
2008-12,86.2,
2009-01,80.3,
2009-02,78.1,
2009-03,79.0,
2009-04,77.9,
2009-05,79.3,
2009-06,81.8,
2009-07,79.7,
2009-08,86.8,
2009-09,87.3,
2009-10,87.1,
2009-11,88.7,
2009-12,88.0,
2010-01,87.3,
2010-02,91.6,
2010-03,95.8,
2010-04,100.0,
2010-05,99.2,
2010-06,101.9,
2010-07,101.2,
2010-08,101.6,
2010-09,102.7,
2010-10,104.3,
2010-11,104.3,
2010-12,104.1,
2011-01,109.9,
2011-02,111.2,
2011-03,109.2,
2011-04,110.2,
2011-05,109.2,
2011-06,109.0,
2011-07,113.3,
2011-08,110.6,
2011-09,107.7,
2011-10,107.5,
2011-11,106.2,
2011-12,104.6,
2012-01,106.6,
2012-02,106.1,
2012-03,104.9,
2012-04,106.6,
2012-05,106.5,
2012-06,104.3,
2012-07,103.8,
2012-08,102.8,
2012-09,102.1,
2012-10,101.7,
2012-11,101.4,
2012-12,102.8,
2013-01,102.7,
2013-02,103.3,
2013-03,105.9,
2013-04,102.5,
2013-05,101.3,
2013-06,104.2,
2013-07,102.8,
2013-08,105.1,
2013-09,105.6,
2013-10,105.2,
2013-11,107.1,
2013-12,104.5,
2014-01,106.5,
2014-02,108.2,
2014-03,105.6,
2014-04,107.5,
2014-05,105.4,
2014-06,104.8,
2014-07,105.8,
2014-08,104.7,
2014-09,102.6,
2014-10,107.0,
2014-11,104.0,
2014-12,107.1,Provisional value
