"",BBFN1.M.DE.N.1.A.W1.S1P.H0.T.N000.Z01.BGA.X001.D,BBFN1.M.DE.N.1.A.W1.S1P.H0.T.N000.Z01.BGA.X001.D_FLAGS
1998-11,101.439,
1998-12,98.164,
1999-01,96.396,
1999-02,98.083,
1999-03,101.622,
1999-04,99.791,
1999-05,101.820,
1999-06,104.700,
1999-07,103.885,
1999-08,102.794,
1999-09,105.680,
1999-10,109.283,
1999-11,111.803,
1999-12,108.993,
2000-01,109.898,
2000-02,112.060,
2000-03,117.345,
2000-04,116.956,
2000-05,118.777,
2000-06,119.309,
2000-07,119.384,
2000-08,118.926,
2000-09,122.903,
2000-10,125.290,
2000-11,127.653,
2000-12,124.660,
2001-01,123.691,
2001-02,124.040,
2001-03,127.447,
2001-04,125.894,
2001-05,126.073,
2001-06,129.132,
2001-07,125.517,
2001-08,123.857,
2001-09,127.360,
2001-10,128.958,
2001-11,128.938,
2001-12,123.747,
2002-01,120.474,
2002-02,120.625,
2002-03,118.728,
2002-04,120.491,
2002-05,120.024,
2002-06,123.218,
2002-07,121.111,
2002-08,116.955,
2002-09,120.282,
2002-10,122.835,
2002-11,123.461,
2002-12,118.941,
2003-01,118.068,
2003-02,117.800,
2003-03,120.261,
2003-04,120.485,
2003-05,117.231,
2003-06,118.123,
2003-07,117.560,
2003-08,114.493,
2003-09,116.499,
2003-10,118.387,
2003-11,120.322,
2003-12,115.819,
2004-01,112.767,
2004-02,114.733,
2004-03,119.427,
2004-04,118.254,
2004-05,119.466,
2004-06,123.279,
2004-07,120.537,
2004-08,116.568,
2004-09,121.322,
2004-10,123.656,
2004-11,126.153,
2004-12,119.144,
2005-01,117.381,
2005-02,118.411,
2005-03,123.896,
2005-04,123.400,
2005-05,123.634,
2005-06,128.202,
2005-07,126.667,
2005-08,123.444,
2005-09,130.497,
2005-10,131.261,
2005-11,134.881,
2005-12,132.422,
2006-01,133.147,
2006-02,134.368,
2006-03,139.640,
2006-04,137.411,
2006-05,138.161,
2006-06,140.957,
2006-07,137.571,
2006-08,134.254,
2006-09,140.692,
2006-10,141.529,
2006-11,146.166,
2006-12,142.205,
2007-01,142.793,
2007-02,145.220,
2007-03,149.971,
2007-04,146.583,
2007-05,147.298,
2007-06,151.244,
2007-07,147.969,
2007-08,145.198,
2007-09,151.241,
2007-10,153.179,
2007-11,157.040,
2007-12,150.346,
2008-01,149.456,
2008-02,154.039,
2008-03,157.632,
2008-04,160.175,
2008-05,160.849,
2008-06,163.964,
2008-07,161.960,
2008-08,157.979,
2008-09,161.423,
2008-10,162.557,
2008-11,162.029,
2008-12,153.155,
2009-01,145.618,
2009-02,145.616,
2009-03,146.251,
2009-04,139.725,
2009-05,141.805,
2009-06,145.994,
2009-07,144.503,
2009-08,139.123,
2009-09,143.144,
2009-10,145.717,
2009-11,149.722,
2009-12,143.135,
2010-01,134.602,
2010-02,137.549,
2010-03,147.375,
2010-04,146.409,
2010-05,149.972,
2010-06,155.232,
2010-07,152.256,
2010-08,148.906,
2010-09,155.992,
2010-10,158.415,
2010-11,159.739,
2010-12,156.241,
2011-01,156.529,
2011-02,163.611,
2011-03,167.004,
2011-04,166.271,
2011-05,168.260,
2011-06,169.496,
2011-07,167.421,
2011-08,163.549,
2011-09,171.859,
2011-10,173.382,
2011-11,175.066,
2011-12,171.089,
2012-01,168.877,
2012-02,172.856,
2012-03,179.823,
2012-04,175.198,
2012-05,175.500,
2012-06,183.168,
2012-07,180.835,
2012-08,175.633,
2012-09,180.687,
2012-10,180.166,
2012-11,184.123,
2012-12,174.597,
2013-01,170.886,
2013-02,174.141,
2013-03,180.728,
2013-04,178.648,
2013-05,173.458,
2013-06,180.522,
2013-07,170.457,
2013-08,169.738,
2013-09,179.191,
2013-10,179.777,
2013-11,185.434,
2013-12,178.822,
2014-01,173.689,
2014-02,175.790,
2014-03,182.137,
2014-04,179.931,
2014-05,178.048,
2014-06,183.924,
2014-07,181.532,
2014-08,178.525,
2014-09,186.229,
2014-10,187.243,
2014-11,189.450,
2014-12,185.222,
"","General: Statistical breaks have not been eliminated; the changes in stocks are thus not comparable with the transactions recorded under ""Capital transactions with non-residents"".",
