"",BBDE1.M.DE.Y.AEB5.N2C200000.F.V.I10.A,BBDE1.M.DE.Y.AEB5.N2C200000.F.V.I10.A_FLAGS
2007-12,105.1,
2008-01,106.5,
2008-02,105.5,
2008-03,106.3,
2008-04,106.5,
2008-05,107.3,
2008-06,105.8,
2008-07,109.6,
2008-08,108.8,
2008-09,107.5,
2008-10,103.8,
2008-11,89.2,
2008-12,78.1,
2009-01,76.4,
2009-02,73.9,
2009-03,73.1,
2009-04,77.3,
2009-05,77.9,
2009-06,81.6,
2009-07,82.6,
2009-08,86.5,
2009-09,85.7,
2009-10,86.1,
2009-11,87.3,
2009-12,86.9,
2010-01,89.7,
2010-02,93.0,
2010-03,97.0,
2010-04,97.9,
2010-05,98.4,
2010-06,101.7,
2010-07,101.8,
2010-08,101.3,
2010-09,105.9,
2010-10,99.7,
2010-11,104.6,
2010-12,107.6,
2011-01,109.0,
2011-02,108.5,
2011-03,113.0,
2011-04,110.2,
2011-05,108.4,
2011-06,110.2,
2011-07,108.6,
2011-08,109.0,
2011-09,106.7,
2011-10,102.7,
2011-11,101.9,
2011-12,100.0,
2012-01,107.2,
2012-02,108.0,
2012-03,108.8,
2012-04,110.1,
2012-05,111.9,
2012-06,109.8,
2012-07,109.5,
2012-08,109.9,
2012-09,105.1,
2012-10,107.5,
2012-11,107.4,
2012-12,107.8,
2013-01,104.7,
2013-02,103.3,
2013-03,104.8,
2013-04,106.3,
2013-05,105.8,
2013-06,102.9,
2013-07,104.2,
2013-08,107.2,
2013-09,107.1,
2013-10,108.6,
2013-11,106.8,
2013-12,107.4,
2014-01,106.5,
2014-02,108.1,
2014-03,103.7,
2014-04,104.7,
2014-05,99.6,
2014-06,107.0,
2014-07,109.5,
2014-08,105.5,
2014-09,107.2,
2014-10,109.8,
2014-11,113.4,
2014-12,107.6,Provisional value
