"",BBDE1.M.DE.Y.AEA1.N2C210000.F.C.I10.A,BBDE1.M.DE.Y.AEA1.N2C210000.F.C.I10.A_FLAGS
2011-04,102.9,
2011-05,100.9,
2011-06,98.9,
2011-07,105.8,
2011-08,100.9,
2011-09,104.9,
2011-10,101.3,
2011-11,104.0,
2011-12,105.9,
2012-01,101.1,
2012-02,99.2,
2012-03,110.5,
2012-04,96.6,
2012-05,103.9,
2012-06,106.7,
2012-07,108.4,
2012-08,108.2,
2012-09,107.8,
2012-10,108.7,
2012-11,107.1,
2012-12,108.9,
2013-01,100.2,
2013-02,105.0,
2013-03,104.5,
2013-04,109.6,
2013-05,107.1,
2013-06,104.7,
2013-07,109.0,
2013-08,107.5,
2013-09,119.2,
2013-10,112.7,
2013-11,119.5,
2013-12,109.9,
2014-01,121.3,
2014-02,120.3,
2014-03,107.5,
2014-04,110.8,
2014-05,116.8,
2014-06,113.7,
2014-07,113.9,
2014-08,118.1,
2014-09,119.6,
2014-10,114.0,
2014-11,120.9,
2014-12,110.8,Provisional value
