"",BBFB1.M.N.DE.W1.S1.S1.T.C.SJ2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.SJ2._Z._Z._Z._T._X.N_FLAGS
2004-11,792.760,
2004-12,1081.256,
2005-01,858.859,
2005-02,615.902,
2005-03,739.183,
2005-04,818.984,
2005-05,714.866,
2005-06,780.561,
2005-07,827.035,
2005-08,651.949,
2005-09,762.727,
2005-10,888.552,
2005-11,760.275,
2005-12,1237.832,
2006-01,939.871,
2006-02,828.797,
2006-03,924.235,
2006-04,862.050,
2006-05,840.791,
2006-06,939.185,
2006-07,990.374,
2006-08,861.342,
2006-09,938.682,
2006-10,900.391,
2006-11,1067.855,
2006-12,1296.356,
2007-01,1130.374,
2007-02,987.683,
2007-03,1022.546,
2007-04,1011.291,
2007-05,1317.423,
2007-06,1146.140,
2007-07,1490.175,
2007-08,1121.510,
2007-09,1125.064,
2007-10,1100.471,
2007-11,1170.622,
2007-12,1470.766,
2008-01,1394.536,
2008-02,1200.908,
2008-03,1163.689,
2008-04,1162.343,
2008-05,1331.817,
2008-06,1100.409,
2008-07,1380.284,
2008-08,1152.375,
2008-09,1190.550,
2008-10,1216.177,
2008-11,1341.521,
2008-12,1766.019,
2009-01,1354.541,
2009-02,1123.290,
2009-03,1106.219,
2009-04,1418.409,
2009-05,1250.859,
2009-06,1039.535,
2009-07,1449.308,
2009-08,1190.177,
2009-09,1099.297,
2009-10,1089.254,
2009-11,1179.384,
2009-12,1810.181,
2010-01,1275.227,
2010-02,1100.714,
2010-03,1306.318,
2010-04,1679.079,
2010-05,1240.191,
2010-06,1401.046,
2010-07,1261.661,
2010-08,1210.223,
2010-09,1337.099,
2010-10,1281.454,
2010-11,1498.269,
2010-12,2017.989,
2011-01,1552.776,
2011-02,1362.259,
2011-03,1553.464,
2011-04,1313.771,
2011-05,1374.998,
2011-06,1372.183,
2011-07,1310.262,
2011-08,1295.443,
2011-09,1522.276,
2011-10,1325.849,
2011-11,1568.501,
2011-12,2517.613,
2012-01,1649.448,
2012-02,1533.836,
2012-03,1631.926,
2012-04,1512.480,
2012-05,1489.770,
2012-06,1734.777,
2012-07,1523.509,
2012-08,1378.609,
2012-09,1599.139,
2012-10,1533.991,
2012-11,1626.040,
2012-12,2463.502,
2013-01,1842.093,
2013-02,1512.514,
2013-03,1601.982,
2013-04,1731.400,
2013-05,1531.165,
2013-06,1640.233,
2013-07,1649.094,
2013-08,1562.423,
2013-09,1952.984,
2013-10,1526.320,
2013-11,1603.080,
2013-12,2739.953,
2014-01,1760.914,
2014-02,1631.766,Provisional value
2014-03,1749.333,Provisional value
2014-04,1725.976,Provisional value
2014-05,1663.662,Provisional value
2014-06,1873.875,Provisional value
2014-07,1653.269,Provisional value
2014-08,1564.232,Provisional value
2014-09,1782.920,
2014-10,1853.526,
2014-11,1736.162,
2014-12,2526.321,Provisional value
