"",BBK01.AY4970,BBK01.AY4970_FLAGS
2013-04,75.47049,
2013-05,73.88322,
2013-06,73.23241,
2013-07,72.40736,
2013-08,71.58083,
2013-09,71.01514,
2013-10,70.51739,
2013-11,70.39669,
2013-12,70.09164,
2014-01,69.74215,
2014-02,69.96268,
2014-03,69.77964,
2014-04,69.79520,
2014-05,69.82826,
2014-06,68.97585,
2014-07,69.63255,
2014-08,70.42645,
2014-09,71.02392,
2014-10,70.41557,
2014-11,70.00165,
2014-12,70.05658,Provisional value
2015-01,70.15674,
"",General: 1 Statistical changes have been eliminated.,
