"",BBEX3.D.MXN.EUR.BB.AC.000,BBEX3.D.MXN.EUR.BB.AC.000_FLAGS
2013-08-27,17.8049,
2013-08-28,17.8076,
2013-08-29,17.6040,
2013-08-30,17.6158,
2013-08-31,.,No value available
2013-09-01,.,No value available
2013-09-02,17.5521,
2013-09-03,17.6834,
2013-09-04,17.5563,
2013-09-05,17.7016,
2013-09-06,17.4784,
2013-09-07,.,No value available
2013-09-08,.,No value available
2013-09-09,17.3917,
2013-09-10,17.2954,
2013-09-11,17.3472,
2013-09-12,17.4232,
2013-09-13,17.4178,
2013-09-14,.,No value available
2013-09-15,.,No value available
2013-09-16,17.2205,
2013-09-17,17.2693,
2013-09-18,17.2742,
2013-09-19,17.0857,
2013-09-20,17.2736,
2013-09-21,.,No value available
2013-09-22,.,No value available
2013-09-23,17.3382,
2013-09-24,17.3566,
2013-09-25,17.5292,
2013-09-26,17.5347,
2013-09-27,17.8128,
2013-09-28,.,No value available
2013-09-29,.,No value available
2013-09-30,17.8462,
2013-10-01,17.8057,
2013-10-02,17.8303,
2013-10-03,17.9098,
2013-10-04,17.8150,
2013-10-05,.,No value available
2013-10-06,.,No value available
2013-10-07,17.8770,
2013-10-08,17.7394,
2013-10-09,17.8128,
2013-10-10,17.7810,
2013-10-11,17.7186,
2013-10-12,.,No value available
2013-10-13,.,No value available
2013-10-14,17.6773,
2013-10-15,17.5426,
2013-10-16,17.5812,
2013-10-17,17.5324,
2013-10-18,17.4977,
2013-10-19,.,No value available
2013-10-20,.,No value available
2013-10-21,17.5843,
2013-10-22,17.7718,
2013-10-23,17.7886,
2013-10-24,17.9741,
2013-10-25,17.8719,
2013-10-26,.,No value available
2013-10-27,.,No value available
2013-10-28,17.7631,
2013-10-29,17.7841,
2013-10-30,17.7178,
2013-10-31,17.6733,
2013-11-01,17.6703,
2013-11-02,.,No value available
2013-11-03,.,No value available
2013-11-04,17.5770,
2013-11-05,17.6326,
2013-11-06,17.7106,
2013-11-07,17.5449,
2013-11-08,17.7168,
2013-11-09,.,No value available
2013-11-10,.,No value available
2013-11-11,17.6466,
2013-11-12,17.7464,
2013-11-13,17.6696,
2013-11-14,17.5555,
2013-11-15,17.4647,
2013-11-16,.,No value available
2013-11-17,.,No value available
2013-11-18,17.4356,
2013-11-19,17.4365,
2013-11-20,17.5310,
2013-11-21,17.6655,
2013-11-22,17.6167,
2013-11-23,.,No value available
2013-11-24,.,No value available
2013-11-25,17.5598,
2013-11-26,17.7212,
2013-11-27,17.8203,
2013-11-28,17.8184,
2013-11-29,17.7743,
2013-11-30,.,No value available
2013-12-01,.,No value available
2013-12-02,17.7877,
2013-12-03,17.9796,
2013-12-04,17.8511,
2013-12-05,17.7086,
2013-12-06,17.8348,
2013-12-07,.,No value available
2013-12-08,.,No value available
2013-12-09,17.6094,
2013-12-10,17.6749,
2013-12-11,17.7439,
2013-12-12,17.8772,
2013-12-13,17.7782,
2013-12-14,.,No value available
2013-12-15,.,No value available
2013-12-16,17.8013,
2013-12-17,17.7864,
2013-12-18,17.8211,
2013-12-19,17.7312,
2013-12-20,17.8300,
2013-12-21,.,No value available
2013-12-22,.,No value available
2013-12-23,17.7681,
2013-12-24,17.7663,
2013-12-25,.,No value available
2013-12-26,.,No value available
2013-12-27,18.1236,
2013-12-28,.,No value available
2013-12-29,.,No value available
2013-12-30,18.0096,
2013-12-31,18.0731,
2014-01-01,.,No value available
2014-01-02,17.9384,
2014-01-03,17.8210,
2014-01-04,.,No value available
2014-01-05,.,No value available
2014-01-06,17.8526,
2014-01-07,17.8083,
2014-01-08,17.7055,
2014-01-09,17.8639,
2014-01-10,17.7718,
2014-01-11,.,No value available
2014-01-12,.,No value available
2014-01-13,17.7642,
2014-01-14,17.9154,
2014-01-15,17.8443,
2014-01-16,18.0439,
2014-01-17,18.0908,
2014-01-18,.,No value available
2014-01-19,.,No value available
2014-01-20,17.9546,
2014-01-21,18.0065,
2014-01-22,18.0441,
2014-01-23,18.2149,
2014-01-24,18.4583,
2014-01-25,.,No value available
2014-01-26,.,No value available
2014-01-27,18.2949,
2014-01-28,18.1409,
2014-01-29,18.1150,
2014-01-30,18.1111,
2014-01-31,18.1614,
2014-02-01,.,No value available
2014-02-02,.,No value available
2014-02-03,17.9892,
2014-02-04,18.1121,
2014-02-05,18.0630,
2014-02-06,17.8802,
2014-02-07,18.1125,
2014-02-08,.,No value available
2014-02-09,.,No value available
2014-02-10,18.1372,
2014-02-11,18.1600,
2014-02-12,18.0643,
2014-02-13,18.2725,
2014-02-14,18.1673,
2014-02-15,.,No value available
2014-02-16,.,No value available
2014-02-17,18.1145,
2014-02-18,18.1366,
2014-02-19,18.2472,
2014-02-20,18.2701,
2014-02-21,18.2348,
2014-02-22,.,No value available
2014-02-23,.,No value available
2014-02-24,18.2126,
2014-02-25,18.2320,
2014-02-26,18.1986,
2014-02-27,18.2075,
2014-02-28,18.3091,
2014-03-01,.,No value available
2014-03-02,.,No value available
2014-03-03,18.2997,
2014-03-04,18.2977,
2014-03-05,18.1949,
2014-03-06,18.1314,
2014-03-07,18.2956,
2014-03-08,.,No value available
2014-03-09,.,No value available
2014-03-10,18.3035,
2014-03-11,18.3263,
2014-03-12,18.4385,
2014-03-13,18.3895,
2014-03-14,18.4553,
2014-03-15,.,No value available
2014-03-16,.,No value available
2014-03-17,18.3712,
2014-03-18,18.3367,
2014-03-19,18.3039,
2014-03-20,18.2828,
2014-03-21,18.2695,
2014-03-22,.,No value available
2014-03-23,.,No value available
2014-03-24,18.1705,
2014-03-25,18.1256,
2014-03-26,18.0986,
2014-03-27,18.0405,
2014-03-28,17.9924,
2014-03-29,.,No value available
2014-03-30,.,No value available
2014-03-31,18.0147,
2014-04-01,18.0263,
2014-04-02,18.0183,
2014-04-03,18.0593,
2014-04-04,17.9586,
2014-04-05,.,No value available
2014-04-06,.,No value available
2014-04-07,17.9051,
2014-04-08,17.8587,
2014-04-09,18.0025,
2014-04-10,18.0132,
2014-04-11,18.1640,
2014-04-12,.,No value available
2014-04-13,.,No value available
2014-04-14,18.0491,
2014-04-15,18.0012,
2014-04-16,18.0674,
2014-04-17,18.0988,
2014-04-18,.,No value available
2014-04-19,.,No value available
2014-04-20,.,No value available
2014-04-21,.,No value available
2014-04-22,18.0222,
2014-04-23,18.0810,
2014-04-24,18.0648,
2014-04-25,18.1549,
2014-04-26,.,No value available
2014-04-27,.,No value available
2014-04-28,18.1815,
2014-04-29,18.0903,
2014-04-30,18.1532,
2014-05-01,.,No value available
2014-05-02,18.0622,
2014-05-03,.,No value available
2014-05-04,.,No value available
2014-05-05,18.0938,
2014-05-06,18.1675,
2014-05-07,18.1319,
2014-05-08,18.0859,
2014-05-09,17.8653,
2014-05-10,.,No value available
2014-05-11,.,No value available
2014-05-12,17.8126,
2014-05-13,17.7166,
2014-05-14,17.7335,
2014-05-15,17.6440,
2014-05-16,17.7336,
2014-05-17,.,No value available
2014-05-18,.,No value available
2014-05-19,17.7157,
2014-05-20,17.7229,
2014-05-21,17.6564,
2014-05-22,17.6734,
2014-05-23,17.5738,
2014-05-24,.,No value available
2014-05-25,.,No value available
2014-05-26,17.5305,
2014-05-27,17.5678,
2014-05-28,17.5298,
2014-05-29,17.5023,
2014-05-30,17.4833,
2014-05-31,.,No value available
2014-06-01,.,No value available
2014-06-02,17.5248,
2014-06-03,17.6355,
2014-06-04,17.6444,
2014-06-05,17.4946,
2014-06-06,17.5402,
2014-06-07,.,No value available
2014-06-08,.,No value available
2014-06-09,17.5951,
2014-06-10,17.6694,
2014-06-11,17.6653,
2014-06-12,17.5769,
2014-06-13,17.6047,
2014-06-14,.,No value available
2014-06-15,.,No value available
2014-06-16,17.6505,
2014-06-17,17.6906,
2014-06-18,17.7512,
2014-06-19,17.6774,
2014-06-20,17.6787,
2014-06-21,.,No value available
2014-06-22,.,No value available
2014-06-23,17.6486,
2014-06-24,17.7300,
2014-06-25,17.7689,
2014-06-26,17.7164,
2014-06-27,17.7087,
2014-06-28,.,No value available
2014-06-29,.,No value available
2014-06-30,17.7124,
2014-07-01,17.7759,
2014-07-02,17.6777,
2014-07-03,17.7357,
2014-07-04,17.6284,
2014-07-05,.,No value available
2014-07-06,.,No value available
2014-07-07,17.6417,
2014-07-08,17.6589,
2014-07-09,17.6839,
2014-07-10,17.7042,
2014-07-11,17.6718,
2014-07-12,.,No value available
2014-07-13,.,No value available
2014-07-14,17.6960,
2014-07-15,17.6520,
2014-07-16,17.5179,
2014-07-17,17.5047,
2014-07-18,17.5189,
2014-07-19,.,No value available
2014-07-20,.,No value available
2014-07-21,17.5369,
2014-07-22,17.4926,
2014-07-23,17.4173,
2014-07-24,17.4368,
2014-07-25,17.4162,
2014-07-26,.,No value available
2014-07-27,.,No value available
2014-07-28,17.4092,
2014-07-29,17.4762,
2014-07-30,17.5305,
2014-07-31,17.6355,
2014-08-01,17.7517,
2014-08-02,.,No value available
2014-08-03,.,No value available
2014-08-04,17.7050,
2014-08-05,17.6826,
2014-08-06,17.7502,
2014-08-07,17.6959,
2014-08-08,17.7284,
2014-08-09,.,No value available
2014-08-10,.,No value available
2014-08-11,17.7083,
2014-08-12,17.6134,
2014-08-13,17.5363,
2014-08-14,17.5280,
2014-08-15,17.4670,
2014-08-16,.,No value available
2014-08-17,.,No value available
2014-08-18,17.4728,
2014-08-19,17.4323,
2014-08-20,17.3788,
2014-08-21,17.3845,
2014-08-22,17.3944,
2014-08-23,.,No value available
2014-08-24,.,No value available
2014-08-25,17.3243,
2014-08-26,17.2974,
2014-08-27,17.2217,
2014-08-28,17.2675,
2014-08-29,17.2664,
2014-08-30,.,No value available
2014-08-31,.,No value available
2014-09-01,17.1822,
2014-09-02,17.2207,
2014-09-03,17.2022,
2014-09-04,17.0223,
2014-09-05,17.0195,
2014-09-06,.,No value available
2014-09-07,.,No value available
2014-09-08,16.9120,
2014-09-09,17.0106,
2014-09-10,17.1135,
2014-09-11,17.0953,
2014-09-12,17.1271,
2014-09-13,.,No value available
2014-09-14,.,No value available
2014-09-15,17.0879,
2014-09-16,17.1260,
2014-09-17,17.0802,
2014-09-18,17.0799,
2014-09-19,16.9743,
2014-09-20,.,No value available
2014-09-21,.,No value available
2014-09-22,17.0100,
2014-09-23,17.0722,
2014-09-24,17.0409,
2014-09-25,16.9832,
2014-09-26,17.0351,
2014-09-27,.,No value available
2014-09-28,.,No value available
2014-09-29,17.1845,
2014-09-30,16.9977,
2014-10-01,16.9372,
2014-10-02,16.9540,
2014-10-03,16.9048,
2014-10-04,.,No value available
2014-10-05,.,No value available
2014-10-06,16.8044,
2014-10-07,16.9022,
2014-10-08,17.0353,
2014-10-09,17.0061,
2014-10-10,17.0161,
2014-10-11,.,No value available
2014-10-12,.,No value available
2014-10-13,17.0317,
2014-10-14,16.9924,
2014-10-15,17.0548,
2014-10-16,17.3750,
2014-10-17,17.3136,
2014-10-18,.,No value available
2014-10-19,.,No value available
2014-10-20,17.2710,
2014-10-21,17.2351,
2014-10-22,17.1803,
2014-10-23,17.1095,
2014-10-24,17.1406,
2014-10-25,.,No value available
2014-10-26,.,No value available
2014-10-27,17.2130,
2014-10-28,17.2117,
2014-10-29,17.1338,
2014-10-30,16.9467,
2014-10-31,16.8711,
2014-11-01,.,No value available
2014-11-02,.,No value available
2014-11-03,16.8643,
2014-11-04,17.0810,
2014-11-05,16.9834,
2014-11-06,16.9925,
2014-11-07,16.8944,
2014-11-08,.,No value available
2014-11-09,.,No value available
2014-11-10,16.8936,
2014-11-11,16.8979,
2014-11-12,16.9676,
2014-11-13,16.9243,
2014-11-14,16.9441,
2014-11-15,.,No value available
2014-11-16,.,No value available
2014-11-17,16.9539,
2014-11-18,16.9671,
2014-11-19,17.0288,
2014-11-20,17.0584,
2014-11-21,16.9107,
2014-11-22,.,No value available
2014-11-23,.,No value available
2014-11-24,16.9047,
2014-11-25,16.9695,
2014-11-26,17.0658,
2014-11-27,17.1266,
2014-11-28,17.2709,
2014-11-29,.,No value available
2014-11-30,.,No value available
2014-12-01,17.3472,
2014-12-02,17.4172,
2014-12-03,17.3620,
2014-12-04,17.3743,
2014-12-05,17.4990,
2014-12-06,.,No value available
2014-12-07,.,No value available
2014-12-08,17.6331,
2014-12-09,17.8090,
2014-12-10,17.8541,
2014-12-11,18.0523,
2014-12-12,18.5119,
2014-12-13,.,No value available
2014-12-14,.,No value available
2014-12-15,18.3628,
2014-12-16,18.5391,
2014-12-17,18.3496,
2014-12-18,17.8120,
2014-12-19,17.8389,
2014-12-20,.,No value available
2014-12-21,.,No value available
2014-12-22,17.8608,
2014-12-23,17.8924,
2014-12-24,18.0123,
2014-12-25,.,No value available
2014-12-26,.,No value available
2014-12-27,.,No value available
2014-12-28,.,No value available
2014-12-29,17.9281,
2014-12-30,17.9293,
2014-12-31,17.8679,
2015-01-01,.,No value available
2015-01-02,17.8537,
2015-01-03,.,No value available
2015-01-04,.,No value available
2015-01-05,17.6950,
2015-01-06,17.7781,
2015-01-07,17.4803,
2015-01-08,17.3087,
2015-01-09,17.3190,
2015-01-10,.,No value available
2015-01-11,.,No value available
2015-01-12,17.2955,
2015-01-13,17.2164,
2015-01-14,17.2151,
2015-01-15,16.9345,
2015-01-16,16.9787,
2015-01-17,.,No value available
2015-01-18,.,No value available
2015-01-19,16.9590,
2015-01-20,16.9308,
2015-01-21,16.9351,
2015-01-22,17.0639,
2015-01-23,16.4851,
2015-01-24,.,No value available
2015-01-25,.,No value available
2015-01-26,16.4691,
2015-01-27,16.5181,
2015-01-28,16.5951,
2015-01-29,16.7722,
2015-01-30,16.8382,
2015-01-31,.,No value available
2015-02-01,.,No value available
2015-02-02,16.8802,
2015-02-03,16.8433,
2015-02-04,16.8433,
2015-02-05,16.8862,
2015-02-06,16.8843,
2015-02-07,.,No value available
2015-02-08,.,No value available
2015-02-09,16.7073,
2015-02-10,16.7845,
2015-02-11,16.9653,
2015-02-12,17.0866,
2015-02-13,17.0348,
2015-02-14,.,No value available
2015-02-15,.,No value available
2015-02-16,16.9608,
2015-02-17,16.9330,
2015-02-18,16.9923,
2015-02-19,17.0207,
2015-02-20,16.9572,
2015-02-21,.,No value available
2015-02-22,.,No value available
2015-02-23,17.0685,
2015-02-24,17.1143,
2015-02-25,16.9424,
2015-02-26,16.8425,
2015-02-27,16.8723,
"","General: Up to the end of 2007, ECB indicative rates. Since January 2008 daily euro foreign exchange reference rates of the ECB, which are calculated on the basis of the concertation between central banks at 14.15.",
"",Source: European Central Bank (ECB).,
