SUBJECT,Subject,LOCATION,Country,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1999-08,Aug-99,IDX,Index,0,units,,,100.1797,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1999-09,Sep-99,IDX,Index,0,units,,,100.4685,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1999-10,Oct-99,IDX,Index,0,units,,,100.715,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1999-11,Nov-99,IDX,Index,0,units,,,100.9273,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1999-12,Dec-99,IDX,Index,0,units,,,101.0989,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2000-01,Jan-00,IDX,Index,0,units,,,101.2408,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2000-02,Feb-00,IDX,Index,0,units,,,101.3548,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2000-03,Mar-00,IDX,Index,0,units,,,101.4252,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2000-04,Apr-00,IDX,Index,0,units,,,101.4628,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2000-05,May-00,IDX,Index,0,units,,,101.4768,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2000-06,Jun-00,IDX,Index,0,units,,,101.4618,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2000-07,Jul-00,IDX,Index,0,units,,,101.4249,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2000-08,Aug-00,IDX,Index,0,units,,,101.3587,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2000-09,Sep-00,IDX,Index,0,units,,,101.2581,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2000-10,Oct-00,IDX,Index,0,units,,,101.1097,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2000-11,Nov-00,IDX,Index,0,units,,,100.9114,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2000-12,Dec-00,IDX,Index,0,units,,,100.6636,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2001-01,Jan-01,IDX,Index,0,units,,,100.3769,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2001-02,Feb-01,IDX,Index,0,units,,,100.0593,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2001-03,Mar-01,IDX,Index,0,units,,,99.72446,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2001-04,Apr-01,IDX,Index,0,units,,,99.39346,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2001-05,May-01,IDX,Index,0,units,,,99.09003,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2001-06,Jun-01,IDX,Index,0,units,,,98.81741,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2001-07,Jul-01,IDX,Index,0,units,,,98.57973,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2001-08,Aug-01,IDX,Index,0,units,,,98.38048,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2001-09,Sep-01,IDX,Index,0,units,,,98.23713,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2001-10,Oct-01,IDX,Index,0,units,,,98.19711,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2001-11,Nov-01,IDX,Index,0,units,,,98.27692,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2001-12,Dec-01,IDX,Index,0,units,,,98.46331,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2002-01,Jan-02,IDX,Index,0,units,,,98.71803,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2002-02,Feb-02,IDX,Index,0,units,,,99.02239,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2002-03,Mar-02,IDX,Index,0,units,,,99.33275,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2002-04,Apr-02,IDX,Index,0,units,,,99.58598,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2002-05,May-02,IDX,Index,0,units,,,99.7436,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2002-06,Jun-02,IDX,Index,0,units,,,99.79742,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2002-07,Jul-02,IDX,Index,0,units,,,99.77077,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2002-08,Aug-02,IDX,Index,0,units,,,99.69205,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2002-09,Sep-02,IDX,Index,0,units,,,99.59076,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2002-10,Oct-02,IDX,Index,0,units,,,99.49561,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2002-11,Nov-02,IDX,Index,0,units,,,99.39977,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2002-12,Dec-02,IDX,Index,0,units,,,99.29727,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2003-01,Jan-03,IDX,Index,0,units,,,99.1891,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2003-02,Feb-03,IDX,Index,0,units,,,99.08012,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2003-03,Mar-03,IDX,Index,0,units,,,98.98322,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2003-04,Apr-03,IDX,Index,0,units,,,98.92815,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2003-05,May-03,IDX,Index,0,units,,,98.94293,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2003-06,Jun-03,IDX,Index,0,units,,,99.05041,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2003-07,Jul-03,IDX,Index,0,units,,,99.24344,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2003-08,Aug-03,IDX,Index,0,units,,,99.50396,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2003-09,Sep-03,IDX,Index,0,units,,,99.79631,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2003-10,Oct-03,IDX,Index,0,units,,,100.0929,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2003-11,Nov-03,IDX,Index,0,units,,,100.3476,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2003-12,Dec-03,IDX,Index,0,units,,,100.5323,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2004-01,Jan-04,IDX,Index,0,units,,,100.6497,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2004-02,Feb-04,IDX,Index,0,units,,,100.718,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2004-03,Mar-04,IDX,Index,0,units,,,100.7596,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2004-04,Apr-04,IDX,Index,0,units,,,100.787,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2004-05,May-04,IDX,Index,0,units,,,100.7953,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2004-06,Jun-04,IDX,Index,0,units,,,100.7856,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2004-07,Jul-04,IDX,Index,0,units,,,100.761,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2004-08,Aug-04,IDX,Index,0,units,,,100.7043,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2004-09,Sep-04,IDX,Index,0,units,,,100.617,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2004-10,Oct-04,IDX,Index,0,units,,,100.5011,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2004-11,Nov-04,IDX,Index,0,units,,,100.362,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2004-12,Dec-04,IDX,Index,0,units,,,100.2078,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2005-01,Jan-05,IDX,Index,0,units,,,100.0282,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2005-02,Feb-05,IDX,Index,0,units,,,99.84354,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2005-03,Mar-05,IDX,Index,0,units,,,99.68109,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2005-04,Apr-05,IDX,Index,0,units,,,99.57321,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2005-05,May-05,IDX,Index,0,units,,,99.54175,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2005-06,Jun-05,IDX,Index,0,units,,,99.59938,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2005-07,Jul-05,IDX,Index,0,units,,,99.73148,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2005-08,Aug-05,IDX,Index,0,units,,,99.90837,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2005-09,Sep-05,IDX,Index,0,units,,,100.1181,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2005-10,Oct-05,IDX,Index,0,units,,,100.3369,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2005-11,Nov-05,IDX,Index,0,units,,,100.5454,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2005-12,Dec-05,IDX,Index,0,units,,,100.739,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2006-01,Jan-06,IDX,Index,0,units,,,100.9151,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2006-02,Feb-06,IDX,Index,0,units,,,101.073,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2006-03,Mar-06,IDX,Index,0,units,,,101.2068,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2006-04,Apr-06,IDX,Index,0,units,,,101.3122,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2006-05,May-06,IDX,Index,0,units,,,101.3889,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2006-06,Jun-06,IDX,Index,0,units,,,101.4467,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2006-07,Jul-06,IDX,Index,0,units,,,101.4902,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2006-08,Aug-06,IDX,Index,0,units,,,101.5359,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2006-09,Sep-06,IDX,Index,0,units,,,101.5896,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2006-10,Oct-06,IDX,Index,0,units,,,101.6513,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2006-11,Nov-06,IDX,Index,0,units,,,101.7109,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2006-12,Dec-06,IDX,Index,0,units,,,101.7543,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2007-01,Jan-07,IDX,Index,0,units,,,101.7744,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2007-02,Feb-07,IDX,Index,0,units,,,101.7791,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2007-03,Mar-07,IDX,Index,0,units,,,101.7748,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2007-04,Apr-07,IDX,Index,0,units,,,101.7625,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2007-05,May-07,IDX,Index,0,units,,,101.742,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2007-06,Jun-07,IDX,Index,0,units,,,101.6998,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2007-07,Jul-07,IDX,Index,0,units,,,101.6295,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2007-08,Aug-07,IDX,Index,0,units,,,101.5527,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2007-09,Sep-07,IDX,Index,0,units,,,101.4896,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2007-10,Oct-07,IDX,Index,0,units,,,101.4482,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2007-11,Nov-07,IDX,Index,0,units,,,101.4133,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2007-12,Dec-07,IDX,Index,0,units,,,101.365,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2008-01,Jan-08,IDX,Index,0,units,,,101.2976,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2008-02,Feb-08,IDX,Index,0,units,,,101.1942,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2008-03,Mar-08,IDX,Index,0,units,,,101.0299,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2008-04,Apr-08,IDX,Index,0,units,,,100.7781,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2008-05,May-08,IDX,Index,0,units,,,100.4146,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2008-06,Jun-08,IDX,Index,0,units,,,99.90138,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2008-07,Jul-08,IDX,Index,0,units,,,99.22136,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2008-08,Aug-08,IDX,Index,0,units,,,98.37437,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2008-09,Sep-08,IDX,Index,0,units,,,97.38794,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2008-10,Oct-08,IDX,Index,0,units,,,96.33962,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2008-11,Nov-08,IDX,Index,0,units,,,95.35726,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2008-12,Dec-08,IDX,Index,0,units,,,94.58289,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2009-01,Jan-09,IDX,Index,0,units,,,94.11979,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2009-02,Feb-09,IDX,Index,0,units,,,93.99532,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2009-03,Mar-09,IDX,Index,0,units,,,94.20847,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2009-04,Apr-09,IDX,Index,0,units,,,94.71412,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2009-05,May-09,IDX,Index,0,units,,,95.43311,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2009-06,Jun-09,IDX,Index,0,units,,,96.27126,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2009-07,Jul-09,IDX,Index,0,units,,,97.13495,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2009-08,Aug-09,IDX,Index,0,units,,,97.94417,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2009-09,Sep-09,IDX,Index,0,units,,,98.6491,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2009-10,Oct-09,IDX,Index,0,units,,,99.23782,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2009-11,Nov-09,IDX,Index,0,units,,,99.73615,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2009-12,Dec-09,IDX,Index,0,units,,,100.1691,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2010-01,Jan-10,IDX,Index,0,units,,,100.5703,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2010-02,Feb-10,IDX,Index,0,units,,,100.9565,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2010-03,Mar-10,IDX,Index,0,units,,,101.3259,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2010-04,Apr-10,IDX,Index,0,units,,,101.6517,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2010-05,May-10,IDX,Index,0,units,,,101.909,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2010-06,Jun-10,IDX,Index,0,units,,,102.0988,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2010-07,Jul-10,IDX,Index,0,units,,,102.2348,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2010-08,Aug-10,IDX,Index,0,units,,,102.3358,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2010-09,Sep-10,IDX,Index,0,units,,,102.4218,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2010-10,Oct-10,IDX,Index,0,units,,,102.5043,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2010-11,Nov-10,IDX,Index,0,units,,,102.5831,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2010-12,Dec-10,IDX,Index,0,units,,,102.6473,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2011-01,Jan-11,IDX,Index,0,units,,,102.6791,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2011-02,Feb-11,IDX,Index,0,units,,,102.6545,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2011-03,Mar-11,IDX,Index,0,units,,,102.5496,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2011-04,Apr-11,IDX,Index,0,units,,,102.3476,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2011-05,May-11,IDX,Index,0,units,,,102.0468,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2011-06,Jun-11,IDX,Index,0,units,,,101.6558,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2011-07,Jul-11,IDX,Index,0,units,,,101.2082,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2011-08,Aug-11,IDX,Index,0,units,,,100.7507,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2011-09,Sep-11,IDX,Index,0,units,,,100.3404,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2011-10,Oct-11,IDX,Index,0,units,,,100.0271,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2011-11,Nov-11,IDX,Index,0,units,,,99.81823,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2011-12,Dec-11,IDX,Index,0,units,,,99.71342,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2012-01,Jan-12,IDX,Index,0,units,,,99.67245,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2012-02,Feb-12,IDX,Index,0,units,,,99.6496,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2012-03,Mar-12,IDX,Index,0,units,,,99.59977,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2012-04,Apr-12,IDX,Index,0,units,,,99.49144,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2012-05,May-12,IDX,Index,0,units,,,99.32098,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2012-06,Jun-12,IDX,Index,0,units,,,99.1085,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2012-07,Jul-12,IDX,Index,0,units,,,98.89853,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2012-08,Aug-12,IDX,Index,0,units,,,98.74188,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2012-09,Sep-12,IDX,Index,0,units,,,98.66935,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2012-10,Oct-12,IDX,Index,0,units,,,98.70218,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2012-11,Nov-12,IDX,Index,0,units,,,98.82817,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2012-12,Dec-12,IDX,Index,0,units,,,99.01033,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2013-01,Jan-13,IDX,Index,0,units,,,99.20867,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2013-02,Feb-13,IDX,Index,0,units,,,99.38783,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2013-03,Mar-13,IDX,Index,0,units,,,99.53194,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2013-04,Apr-13,IDX,Index,0,units,,,99.6627,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2013-05,May-13,IDX,Index,0,units,,,99.81413,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2013-06,Jun-13,IDX,Index,0,units,,,99.99918,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2013-07,Jul-13,IDX,Index,0,units,,,100.2069,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2013-08,Aug-13,IDX,Index,0,units,,,100.4347,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2013-09,Sep-13,IDX,Index,0,units,,,100.6548,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2013-10,Oct-13,IDX,Index,0,units,,,100.8452,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2013-11,Nov-13,IDX,Index,0,units,,,100.9884,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2013-12,Dec-13,IDX,Index,0,units,,,101.0708,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2014-01,Jan-14,IDX,Index,0,units,,,101.0882,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2014-02,Feb-14,IDX,Index,0,units,,,101.0386,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2014-03,Mar-14,IDX,Index,0,units,,,100.9303,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2014-04,Apr-14,IDX,Index,0,units,,,100.7706,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2014-05,May-14,IDX,Index,0,units,,,100.567,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2014-06,Jun-14,IDX,Index,0,units,,,100.3425,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2014-07,Jul-14,IDX,Index,0,units,,,100.1188,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2014-08,Aug-14,IDX,Index,0,units,,,99.91199,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2014-09,Sep-14,IDX,Index,0,units,,,99.75293,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2014-10,Oct-14,IDX,Index,0,units,,,99.65924,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2014-11,Nov-14,IDX,Index,0,units,,,99.6285,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2014-12,Dec-14,IDX,Index,0,units,,,99.64457,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2015-01,Jan-15,IDX,Index,0,units,,,99.68524,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1961-01,Jan-61,IDX,Index,0,units,,,100.6167,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1961-02,Feb-61,IDX,Index,0,units,,,100.4695,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1961-03,Mar-61,IDX,Index,0,units,,,100.2968,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1961-04,Apr-61,IDX,Index,0,units,,,100.1074,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1961-05,May-61,IDX,Index,0,units,,,99.92616,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1961-06,Jun-61,IDX,Index,0,units,,,99.77296,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1961-07,Jul-61,IDX,Index,0,units,,,99.65086,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1961-08,Aug-61,IDX,Index,0,units,,,99.55656,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1961-09,Sep-61,IDX,Index,0,units,,,99.48169,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1961-10,Oct-61,IDX,Index,0,units,,,99.4305,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1961-11,Nov-61,IDX,Index,0,units,,,99.41582,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1961-12,Dec-61,IDX,Index,0,units,,,99.42242,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1962-01,Jan-62,IDX,Index,0,units,,,99.4373,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1962-02,Feb-62,IDX,Index,0,units,,,99.44424,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1962-03,Mar-62,IDX,Index,0,units,,,99.45013,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1962-04,Apr-62,IDX,Index,0,units,,,99.45387,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1962-05,May-62,IDX,Index,0,units,,,99.43959,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1962-06,Jun-62,IDX,Index,0,units,,,99.39018,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1962-07,Jul-62,IDX,Index,0,units,,,99.30354,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1962-08,Aug-62,IDX,Index,0,units,,,99.19112,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1962-09,Sep-62,IDX,Index,0,units,,,99.05848,,
