"",2005-11-16,2005-12-16,2006-01-16,2006-02-16,2006-03-28,2006-06-16,2006-06-26,2006-07-03,2006-07-17,2006-08-16,2006-09-14,2006-10-16,2006-11-17,2006-12-15,2007-01-16,2007-02-16,2007-03-21,2007-04-16,2007-05-10,2007-06-15,2007-07-13,2007-08-16,2007-09-14,2007-10-15,2007-11-16,2007-12-14,2008-01-16,2008-02-15,2008-03-17,2008-04-14,2008-05-16,2008-06-19,2008-07-14,2008-08-15,2008-09-16,2008-10-16,2008-11-17,2008-12-16,2009-01-16,2009-02-16,2009-03-16,2010-03-04,2010-03-15,2010-04-16,2010-05-17,2010-06-15,2010-07-14,2010-08-16,2010-09-15,2010-10-15,2010-11-15,2010-12-14,2011-01-17,2011-02-14,2011-03-17,2011-04-15,2011-05-16,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-17,2011-11-14,2011-12-15,2012-01-16,2012-02-14,2012-03-15,2012-04-16,2012-05-14,2012-06-15,2012-07-16,2012-08-15,2012-09-17,2012-10-15,2012-11-14,2012-12-17,2013-01-16,2013-02-15,2013-04-15,2013-05-15,2013-06-17,2013-07-15,2013-08-12,2013-09-16,2013-10-15,2013-11-15,2013-12-16,2014-01-16,2014-02-17,2014-03-17,2014-04-15,2014-05-15,2014-06-16,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-17,2014-12-15,2015-01-16,2015-02-17
1991-07,150.45,150.45,150.45,150.45,150.45,150.45,150.45,150.45,150.45,150.45,150.45,150.45,150.45,150.45,150.45,150.45,150.45,148.62,149.86,149.86,149.86,149.86,149.86,149.86,149.86,149.86,149.86,149.86,149.86,149.86,149.86,149.86,149.86,149.86,149.86,149.86,149.86,149.86,149.86,149.86,149.86,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,163.52,167.47,167.47,167.47,167.47,167.47,167.47,167.47,167.47,167.47,167.47,167.47,167.47,167.47,167.47,167.47,167.47,167.47,167.47,167.47,167.47,167.47,167.47,167.47
1991-08,140.33,140.33,140.33,140.33,140.33,140.33,140.33,140.33,140.33,140.33,140.33,140.33,140.33,140.33,140.33,140.33,140.33,138.74,139.80,139.80,139.80,139.80,139.80,139.80,139.80,139.80,139.80,139.80,139.80,139.80,139.80,139.80,139.80,139.80,139.80,139.80,139.80,139.80,139.80,139.80,139.80,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,152.54,156.23,156.23,156.23,156.23,156.23,156.23,156.23,156.23,156.23,156.23,156.23,156.23,156.23,156.23,156.23,156.23,156.23,156.23,156.23,156.23,156.23,156.23,156.23
1991-09,146.42,146.42,146.42,146.42,146.42,146.42,146.42,146.42,146.42,146.42,146.42,146.42,146.42,146.42,146.42,146.42,146.42,145.01,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,159.27,163.12,163.12,163.12,163.12,163.12,163.12,163.12,163.12,163.12,163.12,163.12,163.12,163.12,163.12,163.12,163.12,163.12,163.12,163.12,163.12,163.12,163.12,163.12
1991-10,152.21,152.21,152.21,152.21,152.21,152.21,152.21,152.21,152.21,152.21,152.21,152.21,152.21,152.21,152.21,152.21,152.21,150.96,151.83,151.83,151.83,151.83,151.83,151.83,151.83,151.83,151.83,151.83,151.83,151.83,151.83,151.83,151.83,151.83,151.83,151.83,151.83,151.83,151.83,151.83,151.83,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,165.67,169.68,169.68,169.68,169.68,169.68,169.68,169.68,169.68,169.68,169.68,169.68,169.68,169.68,169.68,169.68,169.68,169.68,169.68,169.68,169.68,169.68,169.68,169.68
1991-11,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,142.66,143.48,143.48,143.48,143.48,143.48,143.48,143.48,143.48,143.48,143.48,143.48,143.48,143.48,143.48,143.48,143.48,143.48,143.48,143.48,143.48,143.48,143.48,143.48,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,156.56,160.34,160.34,160.34,160.34,160.34,160.34,160.34,160.34,160.34,160.34,160.34,160.34,160.34,160.34,160.34,160.34,160.34,160.34,160.34,160.34,160.34,160.34,160.34
1991-12,127.38,127.38,127.38,127.38,127.38,127.38,127.38,127.38,127.38,127.38,127.38,127.38,127.38,127.38,127.38,127.38,127.38,126.41,127.09,127.09,127.09,127.09,127.09,127.09,127.09,127.09,127.09,127.09,127.09,127.09,127.09,127.09,127.09,127.09,127.09,127.09,127.09,127.09,127.09,127.09,127.09,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,138.68,142.03,142.03,142.03,142.03,142.03,142.03,142.03,142.03,142.03,142.03,142.03,142.03,142.03,142.03,142.03,142.03,142.03,142.03,142.03,142.03,142.03,142.03,142.03
1992-01,147.11,147.11,147.11,147.11,147.11,147.11,147.11,147.11,147.11,147.11,147.11,147.11,147.11,147.11,147.11,147.11,147.11,146.35,146.77,146.77,146.77,146.77,146.77,146.77,146.77,146.77,146.77,146.77,146.77,146.77,146.77,146.77,146.77,146.77,146.77,146.77,146.77,146.77,146.77,146.77,146.77,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,160.15,164.02,164.02,164.02,164.02,164.02,164.02,164.02,164.02,164.02,164.02,164.02,164.02,164.02,164.02,164.02,164.02,164.02,164.02,164.02,164.02,164.02,164.02,164.02
1992-02,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,140.34,139.83,140.19,140.19,140.19,140.19,140.19,140.19,140.19,140.19,140.19,140.19,140.19,140.19,140.19,140.19,140.19,140.19,140.19,140.19,140.19,140.19,140.19,140.19,140.19,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,152.97,156.66,156.66,156.66,156.66,156.66,156.66,156.66,156.66,156.66,156.66,156.66,156.66,156.66,156.66,156.66,156.66,156.66,156.66,156.66,156.66,156.66,156.66,156.66
1992-03,148.15,148.15,148.15,148.15,148.15,148.15,148.15,148.15,148.15,148.15,148.15,148.15,148.15,148.15,148.15,148.15,148.15,147.59,147.95,147.95,147.95,147.95,147.95,147.95,147.95,147.95,147.95,147.95,147.95,147.95,147.95,147.95,147.95,147.95,147.95,147.95,147.95,147.95,147.95,147.95,147.95,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,161.44,165.34,165.34,165.34,165.34,165.34,165.34,165.34,165.34,165.34,165.34,165.34,165.34,165.34,165.34,165.34,165.34,165.34,165.34,165.34,165.34,165.34,165.34,165.34
1992-04,138.88,138.88,138.88,138.88,138.88,138.88,138.88,138.88,138.88,138.88,138.88,138.88,138.88,138.88,138.88,138.88,138.88,138.45,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,151.40,155.06,155.06,155.06,155.06,155.06,155.06,155.06,155.06,155.06,155.06,155.06,155.06,155.06,155.06,155.06,155.06,155.06,155.06,155.06,155.06,155.06,155.06,155.06
1992-05,129.34,129.34,129.34,129.34,129.34,129.34,129.34,129.34,129.34,129.34,129.34,129.34,129.34,129.34,129.34,129.34,129.34,129.01,129.26,129.26,129.26,129.26,129.26,129.26,129.26,129.26,129.26,129.26,129.26,129.26,129.26,129.26,129.26,129.26,129.26,129.26,129.26,129.26,129.26,129.26,129.26,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,141.04,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45
1992-06,133.93,133.93,133.93,133.93,133.93,133.93,133.93,133.93,133.93,133.93,133.93,133.93,133.93,133.93,133.93,133.93,133.93,133.53,133.80,133.80,133.80,133.80,133.80,133.80,133.80,133.80,133.80,133.80,133.80,133.80,133.80,133.80,133.80,133.80,133.80,133.80,133.80,133.80,133.80,133.80,133.80,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,146.00,149.53,149.53,149.53,149.53,149.53,149.53,149.53,149.53,149.53,149.53,149.53,149.53,149.53,149.53,149.53,149.53,149.53,149.53,149.53,149.53,149.53,149.53,149.53
1992-07,137.83,137.83,137.83,137.83,137.83,137.83,137.83,137.83,137.83,137.83,137.83,137.83,137.83,137.83,137.83,137.83,137.83,137.56,137.78,137.78,137.78,137.78,137.78,137.78,137.78,137.78,137.78,137.78,137.78,137.78,137.78,137.78,137.78,137.78,137.78,137.78,137.78,137.78,137.78,137.78,137.78,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,153.98,153.98,153.98,153.98,153.98,153.98,153.98,153.98,153.98,153.98,153.98,153.98,153.98,153.98,153.98,153.98,153.98,153.98,153.98,153.98,153.98,153.98,153.98
1992-08,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.40,126.18,126.35,126.35,126.35,126.35,126.35,126.35,126.35,126.35,126.35,126.35,126.35,126.35,126.35,126.35,126.35,126.35,126.35,126.35,126.35,126.35,126.35,126.35,126.35,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,137.87,141.20,141.20,141.20,141.20,141.20,141.20,141.20,141.20,141.20,141.20,141.20,141.20,141.20,141.20,141.20,141.20,141.20,141.20,141.20,141.20,141.20,141.20,141.20
1992-09,140.14,140.14,140.14,140.14,140.14,140.14,140.14,140.14,140.14,140.14,140.14,140.14,140.14,140.14,140.14,140.14,140.14,139.93,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,156.55,156.55,156.55,156.55,156.55,156.55,156.55,156.55,156.55,156.55,156.55,156.55,156.55,156.55,156.55,156.55,156.55,156.55,156.55,156.55,156.55,156.55,156.55
1992-10,141.49,141.49,141.49,141.49,141.49,141.49,141.49,141.49,141.49,141.49,141.49,141.49,141.49,141.49,141.49,141.49,141.49,141.28,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,154.36,158.08,158.08,158.08,158.08,158.08,158.08,158.08,158.08,158.08,158.08,158.08,158.08,158.08,158.08,158.08,158.08,158.08,158.08,158.08,158.08,158.08,158.08,158.08
1992-11,133.99,133.99,133.99,133.99,133.99,133.99,133.99,133.99,133.99,133.99,133.99,133.99,133.99,133.99,133.99,133.99,133.99,133.77,133.96,133.96,133.96,133.96,133.96,133.96,133.96,133.96,133.96,133.96,133.96,133.96,133.96,133.96,133.96,133.96,133.96,133.96,133.96,133.96,133.96,133.96,133.96,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,146.18,149.71,149.71,149.71,149.71,149.71,149.71,149.71,149.71,149.71,149.71,149.71,149.71,149.71,149.71,149.71,149.71,149.71,149.71,149.71,149.71,149.71,149.71,149.71
1992-12,123.75,123.75,123.75,123.75,123.75,123.75,123.75,123.75,123.75,123.75,123.75,123.75,123.75,123.75,123.75,123.75,123.75,123.51,123.73,123.73,123.73,123.73,123.73,123.73,123.73,123.73,123.73,123.73,123.73,123.73,123.73,123.73,123.73,123.73,123.73,123.73,123.73,123.73,123.73,123.73,123.73,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,135.01,138.27,138.27,138.27,138.27,138.27,138.27,138.27,138.27,138.27,138.27,138.27,138.27,138.27,138.27,138.27,138.27,138.27,138.27,138.27,138.27,138.27,138.27,138.27
1993-01,121.91,121.91,121.91,121.91,121.91,121.91,121.91,121.91,121.91,121.91,121.91,121.91,121.91,121.91,121.91,121.91,121.91,121.64,121.89,121.89,121.89,121.89,121.89,121.89,121.89,121.89,121.89,121.89,121.89,121.89,121.89,121.89,121.89,121.89,121.89,121.89,121.89,121.89,121.89,121.89,121.89,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,136.21,136.21,136.21,136.21,136.21,136.21,136.21,136.21,136.21,136.21,136.21,136.21,136.21,136.21,136.21,136.21,136.21,136.21,136.21,136.21,136.21,136.21,136.21
1993-02,120.78,120.78,120.78,120.78,120.78,120.78,120.78,120.78,120.78,120.78,120.78,120.78,120.78,120.78,120.78,120.78,120.78,120.52,120.80,120.80,120.80,120.80,120.80,120.80,120.80,120.80,120.80,120.80,120.80,120.80,120.80,120.80,120.80,120.80,120.80,120.80,120.80,120.80,120.80,120.80,120.80,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,131.82,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00
1993-03,137.27,137.27,137.27,137.27,137.27,137.27,137.27,137.27,137.27,137.27,137.27,137.27,137.27,137.27,137.27,137.27,137.27,136.98,137.30,137.30,137.30,137.30,137.30,137.30,137.30,137.30,137.30,137.30,137.30,137.30,137.30,137.30,137.30,137.30,137.30,137.30,137.30,137.30,137.30,137.30,137.30,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,149.82,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44
