"",2006-03-30,2006-04-27,2006-05-31,2006-06-29,2006-08-01,2006-08-31,2006-09-28,2006-11-02,2006-11-30,2007-01-03,2007-01-31,2007-02-28,2007-03-29,2007-05-02,2007-05-31,2007-06-28,2007-07-31,2007-08-30,2007-09-27,2007-10-30,2007-11-29,2008-01-03,2008-01-31,2008-02-28,2008-04-01,2008-04-30,2008-05-29,2008-07-01,2008-07-31,2008-08-28,2008-09-30,2008-10-30,2008-11-27,2009-01-07,2009-01-29,2009-02-26,2009-03-31,2009-04-30,2009-05-28,2009-06-30,2009-07-30,2009-09-01,2009-09-30,2009-10-29,2009-12-01,2010-01-05,2010-01-28,2010-02-25,2010-03-31,2010-04-29,2010-06-01,2010-06-30,2010-07-29,2010-08-31,2010-09-30,2010-10-28,2010-11-30,2011-01-04,2011-02-01,2011-03-01,2011-03-31,2011-04-28,2011-05-31,2011-06-30,2011-07-28,2011-08-31,2011-09-29,2011-11-02,2011-11-30,2012-01-03,2012-01-31,2012-02-29,2012-03-29,2012-05-02,2012-05-31,2012-06-28,2012-07-31,2012-08-30,2012-09-27,2012-10-30,2012-11-29,2013-01-03,2013-01-31,2013-02-28,2013-03-28,2013-04-30,2013-05-29,2013-06-27,2013-07-31,2013-08-29,2013-10-01,2013-10-30,2013-11-28,2014-01-07,2014-01-30,2014-02-27,2014-04-01,2014-04-30,2014-05-28,2014-07-01,2014-07-31,2014-08-28,2014-09-30,2014-10-30,2014-11-27,2015-01-07,2015-01-29,2015-02-26
2001-06,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27817114,27798094,27798094,27798094,27798094,27798094,27798094,27798094
2001-07,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27771842,27688912,27688912,27688912,27688912,27688912,27688912,27688912
2001-08,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,28013750,27878231,27878231,27878231,27878231,27878231,27878231,27878231
2001-09,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28205155,28057791,28057791,28057791,28057791,28057791,28057791,28057791
2001-10,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28181693,28216019,28216019,28216019,28216019,28216019,28216019,28216019
2001-11,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28187627,28219458,28219458,28219458,28219458,28219458,28219458,28219458
2001-12,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27864091,27950317,27950317,27950317,27950317,27950317,27950317,27950317
2002-01,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27554583,27634125,27634125,27634125,27634125,27634125,27634125,27634125
2002-02,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27525451,27614879,27614879,27614879,27614879,27614879,27614879,27614879
2002-03,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27548488,27659824,27659824,27659824,27659824,27659824,27659824,27659824
2002-04,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27621024,27712628,27712628,27712628,27712628,27712628,27712628,27712628
2002-05,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27645004,27744463,27744463,27744463,27744463,27744463,27744463,27744463
2002-06,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27571147,27659831,27659831,27659831,27659831,27659831,27659831,27659831
2002-07,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27500740,27585127,27585127,27585127,27585127,27585127,27585127,27585127
2002-08,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27654256,27726434,27726434,27726434,27726434,27726434,27726434,27726434
2002-09,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27853391,27927771,27927771,27927771,27927771,27927771,27927771,27927771
2002-10,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27772691,27846580,27846580,27846580,27846580,27846580,27846580,27846580
2002-11,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27688860,27755225,27755225,27755225,27755225,27755225,27755225,27755225
2002-12,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27360497,27440099,27440099,27440099,27440099,27440099,27440099,27440099
2003-01,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27017160,27061784,27061784,27061784,27061784,27061784,27061784,27061784
2003-02,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26939701,26969893,26969893,26969893,26969893,26969893,26969893,26969893
2003-03,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26991541,26999304,26999304,26999304,26999304,26999304,26999304,26999304
2003-04,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26948245,26989286,26989286,26989286,26989286,26989286,26989286,26989286
2003-05,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26967718,26980677,26980677,26980677,26980677,26980677,26980677,26980677
2003-06,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26954686,26949434,26949434,26949434,26949434,26949434,26949434,26949434
2003-07,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26835512,26795732,26795732,26795732,26795732,26795732,26795732,26795732
2003-08,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26948947,26888372,26888372,26888372,26888372,26888372,26888372,26888372
2003-09,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27204384,27152189,27152189,27152189,27152189,27152189,27152189,27152189
2003-10,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27143547,27109431,27109431,27109431,27109431,27109431,27109431,27109431
2003-11,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27085099,27030740,27030740,27030740,27030740,27030740,27030740,27030740
