"",2006-03-30,2006-04-27,2006-05-31,2006-06-29,2006-08-01,2006-08-31,2006-09-28,2006-11-02,2006-11-30,2007-01-03,2007-01-31,2007-02-28,2007-03-29,2007-05-02,2007-05-31,2007-06-28,2007-07-31,2007-08-30,2007-09-27,2007-10-30,2007-11-29,2008-01-03,2008-01-31,2008-02-28,2008-04-01,2008-04-30,2008-05-29,2008-07-01,2008-07-31,2008-08-28,2008-09-30,2008-10-30,2008-11-27,2009-01-07,2009-01-29,2009-02-26,2009-03-31,2009-04-30,2009-05-28,2009-06-30,2009-07-30,2009-09-01,2009-09-30,2009-10-29,2009-12-01,2010-01-05,2010-01-28,2010-02-25,2010-03-31,2010-04-29,2010-06-01,2010-06-30,2010-07-29,2010-08-31,2010-09-30,2010-10-28,2010-11-30,2011-01-04,2011-02-01,2011-03-01,2011-03-31,2011-04-28,2011-05-31,2011-06-30,2011-07-28,2011-08-31,2011-09-29,2011-11-02,2011-11-30,2012-01-03,2012-01-31,2012-02-29,2012-03-29,2012-05-02,2012-05-31,2012-06-28,2012-07-31,2012-08-30,2012-09-27,2012-10-30,2012-11-29,2013-01-03,2013-01-31,2013-02-28,2013-03-28,2013-04-30,2013-05-29,2013-06-27,2013-07-31,2013-08-29,2013-10-01,2013-10-30,2013-11-28,2014-01-07,2014-01-30,2014-02-27,2014-04-01,2014-04-30,2014-05-28,2014-07-01,2014-07-31,2014-08-28,2014-09-30,2014-10-30,2014-11-27,2015-01-07,2015-01-29,2015-02-26
2009-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27436200,27418900,27403200,27392800,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27394501,27624728,27624728,27624728,27624728,27624728,27624728,27624728
2009-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27421600,27389200,27378500,27379300,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27380096,27603281,27603281,27603281,27603281,27603281,27603281,27603281
2009-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27337400,27310900,27311400,27312300,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27313939,27524925,27524925,27524925,27524925,27524925,27524925,27524925
2009-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27545000,27534900,27535500,27537800,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27542106,27743549,27743549,27743549,27743549,27743549,27743549,27743549
2009-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27793200,27798400,27800700,27805100,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,27799973,28024951,28024951,28024951,28024951,28024951,28024951,28024951
2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27806600,27822100,27826400,27830200,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,27785795,28024567,28024567,28024567,28024567,28024567,28024567,28024567
2009-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27768600,27778400,27782200,27773500,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,27731440,28014039,28014039,28014039,28014039,28014039,28014039,28014039
2009-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27545300,27538800,27530400,27511200,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27487548,27769343,27769343,27769343,27769343,27769343,27769343,27769343
2010-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27304700,27253600,27234900,27211800,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27248617,27517122,27517122,27517122,27517122,27517122,27517122,27517122
2010-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27232200,27210700,27187300,27190200,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27230069,27489499,27489499,27489499,27489499,27489499,27489499,27489499
2010-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27384700,27350600,27353500,27371000,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27398408,27658116,27658116,27658116,27658116,27658116,27658116,27658116
2010-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27500600,27505700,27523100,27547000,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27553449,27813268,27813268,27813268,27813268,27813268,27813268,27813268
2010-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27598200,27643600,27667500,27677300,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27666853,27936794,27936794,27936794,27936794,27936794,27936794,27936794
2010-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27663800,27708400,27718200,27717900,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27710487,27966601,27966601,27966601,27966601,27966601,27966601,27966601
2010-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27667100,27698000,27697800,27696600,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27691475,27926629,27926629,27926629,27926629,27926629,27926629,27926629
2010-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27977800,27981700,27980500,27978400,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,27976208,28196020,28196020,28196020,28196020,28196020,28196020,28196020
2010-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28284100,28274000,28271600,28271300,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28268615,28505122,28505122,28505122,28505122,28505122,28505122,28505122
2010-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28283600,28281100,28280500,28279100,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28296282,28530251,28530251,28530251,28530251,28530251,28530251,28530251
2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28281800,28275100,28273700,28284100,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28277224,28531682,28531682,28531682,28531682,28531682,28531682,28531682
2010-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28046200,28038400,28049000,28059800,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28033420,28291928,28291928,28291928,28291928,28291928,28291928,28291928
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27856200,27887100,27897800,27908400,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,27862886,28107018,28107018,28107018,28107018,28107018,28107018,28107018
2011-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27929100,27928500,27939400,27927500,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,27911624,28159677,28159677,28159677,28159677,28159677,28159677,28159677
2011-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28090000,28102000,28090100,28081400,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28080264,28331314,28331314,28331314,28331314,28331314,28331314,28331314
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28233200,28225400,28216700,28209400,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28214073,28467486,28467486,28467486,28467486,28467486,28467486,28467486
2011-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28372500,28351600,28344500,28347100,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28354285,28611841,28611841,28611841,28611841,28611841,28611841,28611841
2011-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28394600,28380100,28382900,28386100,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28381343,28643583,28643583,28643583,28643583,28643583,28643583,28643583
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28363500,28353200,28356600,28355300,28356213,28356213,28356213,28356213,28356213,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28357021,28601071,28601071,28601071,28601071,28601071,28601071,28601071
2011-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28646800,28660900,28659600,28661100,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28658199,28886376,28886376,28886376,28886376,28886376,28886376,28886376
2011-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28966300,28972600,28973900,28970200,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,28983766,29216870,29216870,29216870,29216870,29216870,29216870,29216870
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29015000,29012300,29008700,29010800,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29039115,29273678,29273678,29273678,29273678,29273678,29273678,29273678
2011-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28998000,28986100,28988400,28986300,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29024159,29278059,29278059,29278059,29278059,29278059,29278059,29278059
2011-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28751100,28767400,28765300,28769900,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,28787490,29046131,29046131,29046131,29046131,29046131,29046131,29046131
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28575200,28591300,28595900,28594400,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28579674,28915620,28915620,28915620,28915620,28915620,28915620,28915620
2012-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28605200,28603800,28602500,28599500,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28580389,28921513,28921513,28921513,28921513,28921513,28921513,28921513
2012-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28755100,28750600,28747500,28737000,28719242,28719242,28719242,28719242,28719242,28719242,28719242,28719242,28719242,28719242,28719242,28719242,28719242,28719242,28719242,28719242,28719242,28719242,28719242,28719242,28719242,28719242,28719242,29082009,29082009,29082009,29082009,29082009,29082009,29082009
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28880100,28852600,28842100,28831500,28836204,28836204,28836204,28836204,28836204,28836204,28836204,28836204,28836204,28836204,28836204,28836204,28836204,28836204,28836204,28836204,28836204,28836204,28836204,28836204,28836204,28836204,29199220,29199220,29199220,29199220,29199220,29199220,29199220
2012-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28946200,28923000,28912600,28910500,28923735,28923735,28923735,28923735,28923735,28923735,28923735,28923735,28923735,28923735,28923735,28923735,28923735,28923735,28923735,28923735,28923735,28923735,28923735,28923735,28923735,29289376,29289376,29289376,29289376,29289376,29289376,29289376
2012-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28927000,28908200,28906200,28907500,28920588,28920588,28920588,28920588,28920588,28920588,28920588,28920588,28920588,28920588,28920588,28920588,28920588,28920588,28920588,28920588,28920588,28920588,28920588,28920588,29280034,29280034,29280034,29280034,29280034,29280034,29280034
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28903400,28897800,28899000,28906300,28910380,28910380,28910380,28910380,28910380,28910380,28910380,28910380,28910380,28910380,28910380,28910380,28910380,28910380,28910380,28910380,28910380,28910380,28910380,29254768,29254768,29254768,29254768,29254768,29254768,29254768
2012-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29130200,29137600,29144600,29145500,29153856,29153856,29153856,29153856,29153856,29153856,29153856,29153856,29153856,29153856,29153856,29153856,29153856,29153856,29153856,29153856,29153856,29153856,29477032,29477032,29477032,29477032,29477032,29477032,29477032
2012-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29390700,29397300,29398700,29402000,29413605,29413605,29413605,29413605,29413605,29413605,29413605,29413605,29413605,29413605,29413605,29413605,29413605,29413605,29413605,29413605,29413605,29753856,29753856,29753856,29753856,29753856,29753856,29753856
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29444700,29447200,29450600,29452500,29469569,29469569,29469569,29469569,29469569,29469569,29469569,29469569,29469569,29469569,29469569,29469569,29469569,29469569,29469569,29469569,29822881,29822881,29822881,29822881,29822881,29822881,29822881
2012-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29388900,29408500,29410600,29417800,29424475,29424475,29424475,29424475,29424475,29424475,29424475,29424475,29424475,29424475,29424475,29424475,29424475,29424475,29424475,29808671,29808671,29808671,29808671,29808671,29808671,29808671
2012-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29140800,29149000,29156300,29157800,29142661,29142661,29142661,29142661,29142661,29142661,29142661,29142661,29142661,29142661,29142661,29142661,29142661,29142661,29527929,29527929,29527929,29527929,29527929,29527929,29527929
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28974600,28980400,28982200,28977800,28964660,28964660,28964660,28964660,28964660,28964660,28964660,28964660,28964660,28964660,28964660,28964660,28964660,29334132,29334132,29334132,29334132,29334132,29334132,29334132
2013-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28988400,29004100,28999900,28992900,28980582,28980582,28980582,28980582,28980582,28980582,28980582,28980582,28980582,28980582,28980582,28980582,29344966,29344966,29344966,29344966,29344966,29344966,29344966
2013-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29087200,29066500,29059500,29055100,29061596,29061596,29061596,29061596,29061596,29061596,29061596,29061596,29061596,29061596,29061596,29422803,29422803,29422803,29422803,29422803,29422803,29422803
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29209000,29207500,29203000,29210200,29200901,29200901,29200901,29200901,29200901,29200901,29200901,29200901,29200901,29200901,29562226,29562226,29562226,29562226,29562226,29562226,29562226
2013-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29289800,29281300,29288600,29289600,29276547,29276547,29276547,29276547,29276547,29276547,29276547,29276547,29276547,29636611,29636611,29636611,29636611,29636611,29636611,29636611
2013-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29268600,29271700,29272700,29273000,29268918,29268918,29268918,29268918,29268918,29268918,29268918,29268918,29615680,29615680,29615680,29615680,29615680,29615680,29615680
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29266300,29269700,29270100,29265800,29266469,29266469,29266469,29266469,29266469,29266469,29266469,29595739,29595739,29595739,29595739,29595739,29595739,29595739
2013-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29506500,29497100,29493100,29494600,29548221,29548221,29548221,29548221,29548221,29548221,29843141,29843141,29843141,29843141,29843141,29843141,29843141
2013-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29791300,29780000,29781900,29801800,29809864,29809864,29809864,29809864,29809864,30164885,30164885,30164885,30164885,30164885,30164885,30164885
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29829000,29818500,29838500,29847300,29806628,29806628,29806628,29806628,30180810,30180810,30180810,30180810,30180810,30180810,30180810
2013-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29759600,29867900,29812100,29804800,29757687,29757687,29757687,30149195,30149195,30149195,30149195,30149195,30149195,30149195
2013-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29605200,29536600,29529500,29502200,29491137,29491137,29884370,29884370,29884370,29884370,29884370,29884370,29884370
