"",2005-05-19,2005-08-18,2005-11-17,2006-02-16,2006-05-18,2006-08-17,2006-11-16,2007-02-20,2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1995-07,9.308,9.308,9.308,9.308,9.308,9.309,9.309,9.309,9.309,9.307,9.307,9.307,9.307,9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,8.650,8.646,8.650,8.650,8.640,8.640,8.644,8.644,8.644,8.644,8.644,8.644,8.790,8.790
1995-10,9.307,9.307,9.307,9.307,9.307,9.307,9.307,9.307,9.307,9.309,9.309,9.309,9.309,9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,8.650,8.646,8.650,8.650,8.650,8.650,8.648,8.648,8.646,8.646,8.646,8.646,8.806,8.806
1996-01,9.299,9.299,9.299,9.299,9.299,9.298,9.298,9.298,9.298,9.301,9.301,9.301,9.301,9.301,9.301,9.301,9.301,9.301,9.301,9.301,9.301,9.301,9.301,9.301,9.301,8.650,8.650,8.650,8.650,8.650,8.650,8.650,8.650,8.651,8.651,8.651,8.651,8.807,8.807
1996-04,9.313,9.313,9.313,9.313,9.313,9.313,9.313,9.313,9.313,9.309,9.309,9.309,9.309,9.309,9.309,9.309,9.309,9.309,9.309,9.309,9.309,9.309,9.309,9.309,9.309,8.660,8.664,8.660,8.660,8.660,8.660,8.663,8.663,8.664,8.664,8.664,8.664,8.821,8.821
1996-07,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.290,9.290,9.290,9.290,9.290,9.290,9.290,9.290,9.291,9.291,9.291,9.291,9.291,9.291,9.291,9.291,8.660,8.656,8.660,8.660,8.660,8.660,8.655,8.655,8.655,8.655,8.655,8.655,8.803,8.803
1996-10,9.290,9.290,9.290,9.290,9.290,9.290,9.290,9.290,9.290,9.292,9.292,9.292,9.292,9.292,9.292,9.292,9.292,9.292,9.292,9.292,9.292,9.292,9.292,9.292,9.292,8.660,8.662,8.660,8.660,8.660,8.660,8.664,8.664,8.663,8.663,8.663,8.663,8.813,8.813
1997-01,9.299,9.299,9.299,9.299,9.299,9.299,9.299,9.299,9.299,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.302,9.302,9.302,9.302,9.302,9.302,9.302,9.302,8.680,8.681,8.680,8.680,8.680,8.680,8.682,8.682,8.682,8.682,8.682,8.682,8.825,8.825
1997-04,9.295,9.295,9.295,9.295,9.295,9.295,9.295,9.295,9.295,9.290,9.290,9.290,9.290,9.289,9.289,9.289,9.289,9.290,9.290,9.290,9.290,9.290,9.290,9.290,9.290,8.670,8.674,8.670,8.670,8.670,8.670,8.673,8.673,8.674,8.674,8.674,8.674,8.833,8.833
1997-07,9.315,9.314,9.314,9.314,9.314,9.314,9.314,9.314,9.314,9.313,9.313,9.313,9.313,9.314,9.314,9.314,9.314,9.314,9.314,9.314,9.314,9.314,9.314,9.314,9.314,8.700,8.698,8.700,8.700,8.700,8.700,8.698,8.698,8.698,8.698,8.698,8.698,8.844,8.844
1997-10,9.322,9.322,9.322,9.322,9.322,9.322,9.322,9.322,9.322,9.324,9.324,9.324,9.324,9.323,9.323,9.323,9.323,9.323,9.323,9.323,9.323,9.324,9.324,9.324,9.324,8.700,8.703,8.700,8.700,8.700,8.700,8.704,8.704,8.703,8.703,8.703,8.703,8.856,8.856
1998-01,9.338,9.338,9.338,9.338,9.338,9.338,9.338,9.338,9.338,9.342,9.342,9.342,9.342,9.342,9.342,9.342,9.342,9.341,9.341,9.341,9.341,9.341,9.341,9.341,9.341,8.730,8.727,8.730,8.730,8.730,8.730,8.727,8.727,8.727,8.727,8.727,8.727,8.864,8.864
1998-04,9.437,9.438,9.438,9.438,9.438,9.438,9.438,9.438,9.438,9.433,9.433,9.433,9.433,9.432,9.432,9.432,9.432,9.433,9.433,9.433,9.433,9.432,9.432,9.432,9.432,8.800,8.796,8.800,8.800,8.800,8.800,8.795,8.795,8.796,8.796,8.796,8.796,8.960,8.960
1998-07,9.459,9.459,9.459,9.459,9.459,9.459,9.459,9.459,9.459,9.457,9.457,9.457,9.457,9.457,9.457,9.457,9.457,9.458,9.458,9.458,9.458,9.458,9.458,9.458,9.458,8.830,8.827,8.830,8.830,8.830,8.830,8.826,8.826,8.826,8.826,8.826,8.826,8.984,8.984
1998-10,9.488,9.487,9.487,9.487,9.487,9.487,9.487,9.487,9.487,9.491,9.491,9.491,9.491,9.490,9.490,9.490,9.490,9.490,9.490,9.490,9.490,9.491,9.491,9.491,9.491,8.870,8.866,8.870,8.870,8.870,8.870,8.867,8.867,8.866,8.866,8.866,8.866,9.028,9.028
1999-01,9.502,9.502,9.502,9.502,9.502,9.502,9.502,9.502,9.502,9.505,9.505,9.505,9.505,9.506,9.506,9.506,9.506,9.505,9.505,9.505,9.505,9.505,9.505,9.505,9.505,8.880,8.884,8.880,8.880,8.880,8.880,8.884,8.884,8.884,8.884,8.884,8.884,9.048,9.048
1999-04,9.501,9.503,9.503,9.503,9.503,9.503,9.503,9.503,9.503,9.498,9.498,9.498,9.498,9.498,9.498,9.498,9.498,9.498,9.498,9.498,9.498,9.497,9.497,9.497,9.497,8.880,8.883,8.880,8.880,8.880,8.880,8.882,8.882,8.883,8.883,8.883,8.883,9.048,9.048
1999-07,9.656,9.656,9.656,9.656,9.656,9.656,9.656,9.656,9.656,9.654,9.654,9.654,9.654,9.654,9.654,9.654,9.654,9.655,9.655,9.655,9.655,9.655,9.655,9.655,9.655,9.020,9.020,9.020,9.020,9.020,9.020,9.020,9.020,9.020,9.020,9.020,9.020,9.173,9.173
1999-10,9.692,9.690,9.690,9.690,9.690,9.690,9.690,9.690,9.690,9.693,9.693,9.693,9.693,9.693,9.693,9.693,9.693,9.693,9.693,9.693,9.693,9.694,9.694,9.694,9.694,9.060,9.056,9.060,9.060,9.060,9.060,9.057,9.057,9.056,9.056,9.056,9.056,9.217,9.217
2000-01,9.733,9.733,9.733,9.733,9.733,9.733,9.733,9.733,9.733,9.736,9.736,9.736,9.736,9.736,9.736,9.736,9.736,9.735,9.735,9.735,9.735,9.735,9.735,9.735,9.735,9.100,9.096,9.100,9.100,9.100,9.100,9.096,9.096,9.096,9.096,9.096,9.096,9.326,9.326
2000-04,9.815,9.818,9.818,9.818,9.818,9.818,9.818,9.818,9.818,9.814,9.814,9.814,9.814,9.813,9.813,9.813,9.813,9.814,9.814,9.814,9.814,9.813,9.813,9.813,9.813,9.170,9.172,9.170,9.170,9.170,9.170,9.170,9.170,9.172,9.172,9.172,9.172,9.388,9.388
2000-07,9.859,9.860,9.860,9.860,9.860,9.860,9.860,9.860,9.860,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.200,9.200,9.200,9.200,9.200,9.200,9.200,9.200,9.199,9.199,9.199,9.199,9.409,9.409
2000-10,9.896,9.893,9.893,9.893,9.893,9.892,9.892,9.892,9.892,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.894,9.895,9.895,9.895,9.895,9.230,9.231,9.230,9.230,9.230,9.230,9.232,9.232,9.232,9.232,9.232,9.232,9.380,9.380
2001-01,9.857,9.857,9.857,9.857,9.857,9.857,9.857,9.857,9.857,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.859,9.858,9.858,9.858,9.858,9.858,9.858,9.858,9.858,9.190,9.186,9.190,9.190,9.190,9.190,9.186,9.186,9.186,9.186,9.186,9.186,9.324,9.324
2001-04,9.894,9.898,9.898,9.898,9.898,9.899,9.899,9.899,9.899,9.896,9.896,9.896,9.896,9.896,9.896,9.896,9.896,9.896,9.896,9.896,9.896,9.896,9.896,9.896,9.895,9.210,9.211,9.210,9.210,9.210,9.210,9.209,9.209,9.211,9.211,9.211,9.211,9.343,9.343
2001-07,9.886,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.888,9.888,9.888,9.888,9.887,9.887,9.887,9.887,9.888,9.888,9.888,9.888,9.887,9.887,9.887,9.887,9.210,9.205,9.210,9.210,9.210,9.210,9.206,9.206,9.206,9.206,9.206,9.206,9.326,9.326
2001-10,9.901,9.897,9.897,9.897,9.897,9.896,9.896,9.896,9.896,9.894,9.894,9.894,9.894,9.895,9.895,9.895,9.895,9.894,9.894,9.894,9.894,9.896,9.896,9.896,9.896,9.230,9.226,9.230,9.230,9.230,9.230,9.227,9.227,9.226,9.226,9.226,9.226,9.336,9.336
2002-01,9.903,9.902,9.902,9.902,9.902,9.902,9.902,9.902,9.902,9.903,9.903,9.903,9.903,9.904,9.904,9.904,9.904,9.903,9.903,9.903,9.903,9.903,9.903,9.903,9.903,9.240,9.236,9.240,9.240,9.240,9.240,9.236,9.236,9.236,9.236,9.236,9.236,9.339,9.339
2002-04,9.867,9.872,9.872,9.872,9.872,9.875,9.875,9.875,9.875,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.873,9.873,9.873,9.873,9.200,9.203,9.200,9.200,9.200,9.200,9.202,9.202,9.203,9.203,9.203,9.203,9.319,9.319
2002-07,9.812,9.814,9.814,9.814,9.814,9.814,9.814,9.814,9.814,9.815,9.815,9.815,9.815,9.815,9.815,9.815,9.815,9.816,9.816,9.816,9.816,9.815,9.815,9.815,9.815,9.150,9.153,9.150,9.150,9.150,9.150,9.153,9.153,9.153,9.153,9.153,9.153,9.273,9.273
2002-10,9.758,9.750,9.750,9.750,9.750,9.748,9.748,9.748,9.748,9.746,9.746,9.746,9.746,9.747,9.747,9.747,9.747,9.746,9.746,9.746,9.746,9.748,9.748,9.748,9.748,9.100,9.099,9.100,9.100,9.100,9.100,9.100,9.100,9.099,9.099,9.099,9.099,9.215,9.215
2003-01,9.726,9.726,9.726,9.726,9.726,9.725,9.725,9.725,9.725,9.727,9.727,9.727,9.727,9.727,9.727,9.727,9.727,9.726,9.726,9.726,9.726,9.726,9.726,9.726,9.726,9.090,9.085,9.090,9.090,9.090,9.090,9.085,9.085,9.085,9.085,9.085,9.085,9.166,9.166
2003-04,9.698,9.704,9.704,9.704,9.704,9.708,9.708,9.708,9.708,9.709,9.709,9.709,9.709,9.708,9.708,9.708,9.708,9.709,9.709,9.709,9.709,9.708,9.708,9.708,9.708,9.070,9.072,9.070,9.070,9.070,9.070,9.071,9.071,9.072,9.072,9.072,9.072,9.140,9.140
2003-07,9.717,9.720,9.720,9.720,9.720,9.720,9.720,9.720,9.720,9.723,9.723,9.723,9.723,9.723,9.723,9.723,9.723,9.724,9.724,9.724,9.724,9.723,9.723,9.723,9.723,9.090,9.090,9.090,9.090,9.090,9.090,9.090,9.090,9.090,9.090,9.090,9.090,9.149,9.149
2003-10,9.725,9.713,9.713,9.713,9.713,9.709,9.709,9.709,9.709,9.712,9.712,9.712,9.712,9.712,9.712,9.712,9.712,9.712,9.712,9.712,9.712,9.713,9.713,9.713,9.713,9.080,9.081,9.080,9.080,9.080,9.080,9.082,9.082,9.082,9.082,9.082,9.082,9.143,9.143
2004-01,9.744,9.746,9.746,9.746,9.746,9.755,9.755,9.755,9.755,9.756,9.756,9.756,9.756,9.756,9.756,9.756,9.756,9.754,9.754,9.754,9.754,9.754,9.754,9.754,9.755,9.130,9.126,9.130,9.130,9.130,9.130,9.125,9.125,9.125,9.125,9.125,9.125,9.195,9.195
2004-04,9.781,9.791,9.791,9.791,9.791,9.806,9.806,9.806,9.806,9.810,9.810,9.810,9.810,9.809,9.809,9.809,9.809,9.810,9.810,9.810,9.810,9.809,9.809,9.809,9.809,9.170,9.170,9.170,9.170,9.170,9.170,9.169,9.169,9.170,9.170,9.170,9.170,9.241,9.241
2004-07,9.785,9.810,9.810,9.810,9.810,9.822,9.822,9.822,9.822,9.827,9.827,9.827,9.827,9.827,9.827,9.827,9.827,9.828,9.828,9.828,9.828,9.827,9.827,9.827,9.827,9.170,9.169,9.170,9.170,9.170,9.170,9.169,9.169,9.169,9.169,9.169,9.169,9.240,9.240
2004-10,9.768,9.811,9.811,9.811,9.811,9.815,9.815,9.815,9.815,9.824,9.824,9.824,9.824,9.824,9.824,9.824,9.824,9.824,9.824,9.824,9.824,9.826,9.826,9.826,9.826,9.160,9.159,9.160,9.160,9.160,9.160,9.160,9.160,9.160,9.160,9.160,9.160,9.233,9.233
2005-01,9.757,9.782,9.769,9.769,9.769,9.778,9.778,9.778,9.778,9.777,9.777,9.777,9.777,9.784,9.784,9.784,9.784,9.778,9.778,9.778,9.778,9.779,9.779,9.779,9.779,9.120,9.123,9.120,9.120,9.120,9.120,9.122,9.122,9.122,9.122,9.122,9.122,9.210,9.210
2005-04,,9.780,9.737,9.733,9.733,9.746,9.746,9.746,9.746,9.746,9.746,9.746,9.746,9.759,9.759,9.759,9.759,9.756,9.756,9.756,9.756,9.755,9.755,9.755,9.754,9.110,9.106,9.110,9.110,9.110,9.110,9.106,9.106,9.106,9.106,9.106,9.106,9.191,9.191
2005-07,,,9.751,9.735,9.735,9.756,9.756,9.756,9.756,9.758,9.758,9.758,9.758,9.772,9.772,9.772,9.772,9.772,9.772,9.772,9.772,9.770,9.770,9.770,9.770,9.130,9.125,9.130,9.130,9.130,9.130,9.125,9.125,9.125,9.125,9.125,9.125,9.205,9.205
2005-10,,,,9.709,9.709,9.769,9.769,9.769,9.769,9.779,9.779,9.779,9.779,9.801,9.801,9.801,9.801,9.796,9.796,9.796,9.796,9.798,9.798,9.798,9.798,9.140,9.136,9.140,9.140,9.140,9.140,9.137,9.137,9.136,9.136,9.136,9.136,9.228,9.228
2006-01,,,,,9.708,9.750,9.740,9.740,9.740,9.731,9.731,9.731,9.731,9.755,9.755,9.755,9.755,9.751,9.751,9.751,9.751,9.753,9.753,9.753,9.753,9.100,9.095,9.100,9.100,9.090,9.090,9.094,9.094,9.095,9.095,9.095,9.095,9.207,9.207
2006-04,,,,,,9.796,9.770,9.775,9.775,9.766,9.766,9.766,9.766,9.793,9.793,9.793,9.793,9.782,9.782,9.782,9.782,9.780,9.780,9.780,9.780,9.130,9.131,9.130,9.130,9.130,9.130,9.131,9.131,9.130,9.130,9.130,9.130,9.241,9.241
2006-07,,,,,,,9.804,9.799,9.801,9.796,9.796,9.796,9.796,9.821,9.821,9.821,9.821,9.809,9.809,9.809,9.809,9.807,9.807,9.807,9.807,9.170,9.168,9.170,9.170,9.170,9.170,9.168,9.168,9.167,9.167,9.167,9.167,9.279,9.279
2006-10,,,,,,,,9.820,9.817,9.825,9.825,9.825,9.825,9.849,9.849,9.849,9.849,9.836,9.836,9.836,9.836,9.838,9.838,9.838,9.838,9.190,9.189,9.190,9.190,9.190,9.190,9.191,9.191,9.191,9.191,9.191,9.191,9.304,9.304
2007-01,,,,,,,,,9.852,9.868,9.860,9.860,9.860,9.906,9.906,9.906,9.906,9.885,9.885,9.885,9.885,9.888,9.888,9.888,9.889,9.220,9.220,9.220,9.220,9.220,9.220,9.218,9.218,9.219,9.219,9.219,9.219,9.330,9.330
2007-04,,,,,,,,,,9.900,9.902,9.900,9.900,9.950,9.950,9.950,9.950,9.940,9.940,9.940,9.940,9.936,9.936,9.936,9.936,9.260,9.260,9.260,9.260,9.260,9.260,9.260,9.260,9.259,9.259,9.259,9.259,9.375,9.375
2007-07,,,,,,,,,,,9.936,9.924,9.939,9.987,9.987,9.987,9.987,9.979,9.979,9.979,9.979,9.976,9.976,9.976,9.975,9.300,9.295,9.300,9.300,9.300,9.300,9.296,9.296,9.294,9.294,9.294,9.294,9.412,9.412
2007-10,,,,,,,,,,,,9.952,9.987,10.020,10.020,10.020,10.020,10.009,10.009,10.009,10.009,10.011,10.011,10.011,10.011,9.330,9.326,9.330,9.330,9.330,9.330,9.328,9.328,9.329,9.329,9.329,9.329,9.438,9.438
2008-01,,,,,,,,,,,,,10.016,10.038,10.056,10.058,10.058,10.035,10.035,10.035,10.035,10.040,10.040,10.040,10.042,9.360,9.359,9.360,9.360,9.360,9.360,9.357,9.357,9.359,9.359,9.359,9.359,9.467,9.467
2008-04,,,,,,,,,,,,,,10.057,10.061,10.054,10.054,10.044,10.044,10.044,10.044,10.039,10.039,10.039,10.038,9.350,9.346,9.350,9.350,9.350,9.350,9.347,9.347,9.346,9.346,9.346,9.346,9.460,9.460
2008-07,,,,,,,,,,,,,,,10.084,10.057,10.057,10.046,10.046,10.046,10.046,10.044,10.044,10.044,10.042,9.340,9.344,9.340,9.340,9.350,9.350,9.350,9.350,9.348,9.348,9.348,9.348,9.460,9.460
2008-10,,,,,,,,,,,,,,,,10.064,10.064,10.056,10.056,10.056,10.056,10.060,10.060,10.060,10.060,9.370,9.374,9.370,9.370,9.380,9.380,9.384,9.384,9.387,9.387,9.387,9.387,9.485,9.485
2009-01,,,,,,,,,,,,,,,,,10.036,10.059,10.078,10.078,10.078,10.077,10.077,10.077,10.080,9.410,9.414,9.410,9.410,9.410,9.410,9.406,9.406,9.404,9.404,9.404,9.404,9.513,9.513
2009-04,,,,,,,,,,,,,,,,,,10.048,10.099,10.097,10.097,10.080,10.080,10.080,10.080,9.420,9.422,9.420,9.420,9.400,9.400,9.401,9.401,9.406,9.406,9.406,9.406,9.504,9.504
2009-07,,,,,,,,,,,,,,,,,,,10.101,10.082,10.079,10.061,10.061,10.061,10.058,9.410,9.406,9.410,9.410,9.380,9.380,9.376,9.376,9.378,9.378,9.378,9.378,9.475,9.475
2009-10,,,,,,,,,,,,,,,,,,,,10.076,10.043,10.040,10.040,10.040,10.041,9.380,9.380,9.380,9.380,9.340,9.340,9.340,9.340,9.348,9.348,9.348,9.348,9.457,9.457
2010-01,,,,,,,,,,,,,,,,,,,,,10.035,10.014,10.016,10.017,10.021,9.330,9.331,9.330,9.330,9.320,9.320,9.323,9.323,9.331,9.331,9.331,9.331,9.438,9.438
2010-04,,,,,,,,,,,,,,,,,,,,,,10.014,10.037,10.048,10.055,9.350,9.352,9.350,9.350,9.350,9.350,9.349,9.349,9.360,9.360,9.360,9.360,9.475,9.475
2010-07,,,,,,,,,,,,,,,,,,,,,,,10.045,10.064,10.095,9.380,9.381,9.380,9.380,9.370,9.370,9.373,9.373,9.394,9.394,9.394,9.394,9.495,9.495
2010-10,,,,,,,,,,,,,,,,,,,,,,,,10.069,10.122,9.410,9.408,9.410,9.410,9.410,9.410,9.408,9.408,9.405,9.405,9.405,9.405,9.525,9.525
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,10.152,9.440,9.450,9.450,9.450,9.430,9.430,9.434,9.434,9.445,9.445,9.445,9.445,9.561,9.561
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,9.470,9.481,9.480,9.480,9.480,9.480,9.478,9.478,9.490,9.490,9.490,9.490,9.609,9.609
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,9.518,9.520,9.520,9.520,9.520,9.519,9.519,9.521,9.521,9.521,9.521,9.642,9.642
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.550,9.540,9.550,9.550,9.547,9.547,9.541,9.541,9.541,9.541,9.663,9.663
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.590,9.580,9.580,9.579,9.579,9.572,9.572,9.572,9.572,9.682,9.682
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.610,9.560,9.570,9.567,9.577,9.577,9.577,9.577,9.697,9.697
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.550,9.559,9.567,9.578,9.578,9.578,9.578,9.725,9.725
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.557,9.580,9.590,9.590,9.590,9.590,9.752,9.752
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.594,9.580,9.574,9.577,9.578,9.767,9.767
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.585,9.595,9.594,9.583,9.777,9.777
