"",2005-05-19,2005-08-18,2005-11-17,2006-02-16,2006-05-18,2006-08-17,2006-11-16,2007-02-20,2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19
2007-04,,,,,,,,,,6.852,6.847,6.845,6.845,6.804,6.804,6.804,6.804,6.800,6.800,6.800,6.800,6.802,6.802,6.802,6.800
2007-07,,,,,,,,,,,6.903,6.898,6.887,6.850,6.850,6.850,6.850,6.833,6.833,6.833,6.833,6.836,6.836,6.836,6.835
2007-10,,,,,,,,,,,,6.970,6.968,6.915,6.915,6.915,6.915,6.893,6.893,6.893,6.893,6.892,6.892,6.892,6.893
2008-01,,,,,,,,,,,,,7.046,6.983,6.983,6.973,6.973,6.974,6.974,6.974,6.974,6.972,6.972,6.972,6.974
2008-04,,,,,,,,,,,,,,7.037,7.040,7.032,7.032,7.013,7.013,7.013,7.013,7.016,7.016,7.016,7.012
2008-07,,,,,,,,,,,,,,,7.084,7.069,7.069,7.037,7.037,7.037,7.037,7.039,7.039,7.039,7.039
2008-10,,,,,,,,,,,,,,,,7.043,7.043,7.016,7.016,7.016,7.016,7.014,7.014,7.014,7.015
2009-01,,,,,,,,,,,,,,,,,6.957,6.966,6.959,6.959,6.959,6.961,6.961,6.961,6.963
2009-04,,,,,,,,,,,,,,,,,,6.941,6.916,6.911,6.911,6.928,6.928,6.928,6.924
2009-07,,,,,,,,,,,,,,,,,,,6.910,6.902,6.911,6.941,6.941,6.941,6.941
2009-10,,,,,,,,,,,,,,,,,,,,6.909,6.944,6.981,6.981,6.981,6.983
2010-01,,,,,,,,,,,,,,,,,,,,,6.977,7.023,7.031,7.023,7.019
2010-04,,,,,,,,,,,,,,,,,,,,,,7.076,7.122,7.106,7.088
2010-07,,,,,,,,,,,,,,,,,,,,,,,7.166,7.153,7.138
2010-10,,,,,,,,,,,,,,,,,,,,,,,,7.203,7.192
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,7.258
