"",2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1996-10,2860.5200,2860.5200,2860.5200,2859.8484,2859.8484,2859.8484,2859.8484,2859.6849,2859.6849,2859.6849,2859.5603,2861.0406,2861.0406,2861.0406,2860.9455,2710.0500,2710.0549,2710.0500,2710.0500,2709.3700,2709.3700,2709.3693,2709.3693,2709.2821,2709.2821,2710.1900,2709.3127,2748.7198,2748.7198
1997-01,2850.3967,2850.3967,2850.3967,2848.0109,2848.0109,2848.0109,2848.0109,2847.6142,2847.6142,2847.6142,2848.3995,2849.1046,2849.1046,2849.1046,2849.0759,2655.0200,2655.0229,2655.0200,2655.0200,2655.6000,2655.6000,2655.6049,2655.6049,2655.6723,2655.6723,2655.0691,2655.4935,2680.6847,2680.6847
1997-04,2849.7779,2849.7779,2849.7779,2847.8217,2847.8217,2847.8217,2847.8217,2848.2667,2848.2667,2848.2667,2847.9993,2849.2837,2849.2837,2849.2837,2849.3071,2749.2700,2749.2704,2749.2700,2749.2700,2750.0000,2750.0000,2749.9979,2749.9979,2750.0274,2750.0274,2749.3514,2749.9234,2775.1867,2775.1867
1997-07,2851.0605,2851.0605,2851.0605,2852.7902,2852.7902,2852.7902,2852.7902,2853.2749,2853.2749,2853.2749,2852.7982,2854.3850,2854.3850,2854.3850,2854.4332,2724.4000,2724.3969,2724.4000,2724.4000,2725.0500,2725.0500,2725.0497,2725.0497,2724.3859,2724.3859,2724.2346,2724.8919,2751.6520,2751.6520
1997-10,2856.3763,2856.3763,2856.3763,2855.7385,2855.7385,2855.7385,2855.7385,2856.2634,2856.2634,2856.2634,2856.2222,2857.6178,2857.6178,2857.6178,2857.5752,2719.1200,2719.1168,2719.1200,2719.1200,2717.5600,2717.5600,2717.5570,2717.5570,2717.7142,2717.7142,2719.1445,2717.4909,2742.7022,2742.7022
1998-01,2868.0662,2868.0662,2868.0662,2866.6342,2866.6342,2866.6342,2866.6342,2866.4150,2866.4150,2866.4150,2866.9842,2867.6869,2867.6869,2867.6869,2867.6738,2707.1900,2707.1872,2707.1900,2707.1900,2708.0600,2708.0600,2708.0582,2708.0582,2708.2695,2708.2695,2707.3017,2708.0169,2733.3127,2733.3127
1998-04,2872.4919,2872.4919,2872.4919,2870.2845,2870.2845,2870.2845,2870.2845,2870.5239,2870.5239,2870.5239,2870.3757,2871.7778,2871.7778,2871.7778,2871.7209,2724.8300,2724.8253,2724.8300,2724.8300,2725.7700,2725.7700,2725.7711,2725.7711,2725.9556,2725.9556,2724.8934,2725.6818,2763.4819,2763.4819
1998-07,2860.4355,2860.4355,2860.4355,2861.4534,2861.4534,2861.4534,2861.4534,2861.8499,2861.8499,2861.8499,2861.4399,2859.9134,2859.9134,2859.9134,2860.0094,2729.8200,2729.8208,2729.8200,2729.8200,2730.7500,2730.7500,2730.7463,2730.7463,2729.5518,2729.5518,2729.7120,2730.5640,2771.7094,2771.7094
1998-10,2862.8875,2862.8875,2862.8875,2862.2409,2862.2409,2862.2409,2862.2409,2863.0327,2863.0327,2863.0327,2863.0219,2864.3052,2864.3052,2864.3052,2864.2791,2758.3600,2758.3602,2758.3600,2758.3600,2756.0200,2756.0200,2756.0229,2756.0229,2756.4168,2756.4168,2758.2867,2755.9310,2796.7092,2796.7092
1999-01,2843.9285,2843.9285,2843.9285,2843.2191,2843.2191,2843.2191,2843.2191,2843.0601,2843.0601,2843.0601,2843.4476,2844.3068,2844.3068,2844.3068,2844.3508,2697.2200,2697.2169,2697.2200,2697.2200,2698.2500,2698.2500,2698.2480,2698.2480,2698.5634,2698.5634,2697.3906,2698.2714,2732.8705,2732.8705
1999-04,2808.7619,2808.7619,2808.7619,2806.6870,2806.6870,2806.6870,2806.6870,2806.8072,2806.8072,2806.8072,2806.7546,2808.1099,2808.1099,2808.1099,2807.9873,2695.6100,2695.6085,2695.6100,2695.6100,2696.5800,2696.5800,2696.5761,2696.5761,2696.6095,2696.6095,2695.6643,2696.4719,2742.2630,2742.2630
1999-07,2812.7134,2812.7134,2812.7134,2812.6864,2812.6864,2812.6864,2812.6864,2812.9682,2812.9682,2812.9682,2812.6360,2810.9869,2810.9869,2810.9869,2811.0523,2697.9400,2697.9406,2697.9400,2697.9400,2698.8500,2698.8500,2698.8506,2698.8506,2697.6487,2697.6487,2697.8838,2698.6680,2730.5690,2730.5690
1999-10,2821.5433,2821.5433,2821.5433,2821.1664,2821.1664,2821.1664,2821.1664,2822.0329,2822.0329,2822.0329,2822.0301,2820.3885,2820.3885,2820.3885,2820.4018,2744.5500,2744.5494,2744.5500,2744.5500,2742.0400,2742.0400,2742.0428,2742.0428,2742.4988,2742.4988,2744.3817,2741.9091,2777.0899,2777.0899
2000-01,2827.3029,2827.3029,2827.3029,2826.8133,2826.8133,2826.8133,2826.8133,2826.6264,2826.6264,2826.6264,2826.9169,2827.9528,2827.9528,2827.9528,2828.0562,2726.5300,2726.5267,2726.5300,2726.5300,2727.5200,2727.5200,2727.5182,2727.5182,2727.9534,2727.9534,2726.7557,2727.6422,2765.8585,2765.8585
2000-04,2839.8826,2839.8826,2839.8826,2837.8137,2837.8137,2837.8137,2837.8137,2837.7766,2837.7766,2837.7766,2837.7101,2839.0565,2839.0565,2839.0565,2838.9388,2714.1000,2714.0988,2714.1000,2714.1000,2715.0800,2715.0800,2715.0795,2715.0795,2714.8146,2714.8146,2714.1630,2714.9233,2743.3339,2743.3339
2000-07,2838.6566,2838.6566,2838.6566,2838.4329,2838.4329,2838.4329,2838.4329,2839.1404,2839.1404,2839.1404,2838.9012,2840.0403,2840.0403,2840.0403,2840.0257,2706.2000,2706.1981,2706.2000,2706.2000,2707.0200,2707.0200,2707.0192,2707.0192,2706.0281,2706.0281,2706.0971,2706.8067,2744.4693,2744.4693
2000-10,2845.1424,2845.1424,2845.1424,2844.5987,2844.5987,2844.5987,2844.5987,2845.3720,2845.3720,2845.3720,2845.3873,2846.8152,2846.8152,2846.8152,2846.8441,2708.9100,2708.9050,2708.9100,2708.9100,2706.5200,2706.5200,2706.5161,2706.5161,2706.9387,2706.9387,2708.7191,2706.3626,2748.4576,2748.4576
2001-01,2842.2981,2842.2981,2842.2981,2841.8725,2841.8725,2841.8725,2841.8725,2841.3688,2841.3688,2841.3688,2841.6521,2842.9167,2842.9167,2842.9167,2843.1656,2727.9200,2727.9153,2727.9200,2727.9200,2728.7500,2728.7500,2728.7477,2728.7477,2729.2143,2729.2143,2728.2047,2728.9785,2770.8451,2770.8451
2001-04,2833.6957,2833.6957,2833.6957,2832.1511,2832.1511,2832.1511,2832.1511,2831.8132,2831.8132,2831.8132,2831.6971,2832.8437,2832.8437,2832.8437,2832.6956,2706.9800,2706.9829,2706.9800,2706.9800,2707.7700,2707.7700,2707.7729,2707.7729,2707.0492,2707.0492,2707.0280,2707.5425,2749.7367,2749.7367
2001-07,2812.2632,2812.2632,2812.2632,2811.7146,2811.7146,2811.7146,2811.7146,2813.0913,2813.0913,2813.0913,2812.9121,2813.9564,2813.9564,2813.9564,2813.8196,2681.2300,2681.2280,2681.2300,2681.2300,2681.6600,2681.6600,2681.6568,2681.6568,2681.2356,2681.2356,2681.0515,2681.4010,2723.4817,2723.4817
2001-10,2785.7171,2785.7171,2785.7171,2784.9679,2784.9679,2784.9679,2784.9679,2785.6507,2785.6507,2785.6507,2785.6626,2787.0743,2787.0743,2787.0743,2787.1103,2653.2400,2653.2364,2653.2400,2653.2400,2651.5900,2651.5900,2651.5903,2651.5903,2651.8846,2651.8846,2653.0996,2651.4618,2700.6465,2700.6465
2002-01,2759.3336,2759.3336,2759.3336,2759.0879,2759.0879,2759.0879,2759.0879,2758.3330,2758.3330,2758.3330,2758.6681,2760.2307,2760.2307,2760.2307,2760.6400,2613.8500,2613.8522,2613.8500,2613.8500,2614.3500,2614.3500,2614.3502,2614.3502,2614.9041,2614.9041,2614.2038,2614.7085,2671.4862,2671.4862
2002-04,2751.7906,2751.7906,2751.7906,2750.8460,2750.8460,2750.8460,2750.8460,2750.1229,2750.1229,2750.1229,2749.9505,2750.9016,2750.9016,2750.9016,2750.7256,2649.7000,2649.6953,2649.7000,2649.7000,2650.2900,2650.2900,2650.2913,2650.2913,2648.9216,2648.9216,2649.6917,2649.9355,2705.7058,2705.7058
2002-07,2729.4710,2729.4710,2729.4710,2728.6511,2728.6511,2728.6511,2728.6511,2730.6672,2730.6672,2730.6672,2730.4816,2731.3806,2731.3806,2731.3806,2731.0798,2624.5000,2624.5005,2624.5000,2624.5000,2624.7100,2624.7100,2624.7120,2624.7120,2624.8076,2624.8076,2624.2619,2624.3660,2674.8807,2674.8807
2002-10,2698.4055,2698.4055,2698.4055,2697.2878,2697.2878,2697.2878,2697.2878,2697.8391,2697.8391,2697.8391,2697.8619,2699.1736,2699.1736,2699.1736,2699.2412,2575.3800,2575.3797,2575.3800,2575.3800,2574.4700,2574.4700,2574.4667,2574.4667,2574.8071,2574.8071,2575.2830,2574.4303,2624.6156,2624.6156
2003-01,2675.4360,2675.4360,2675.4360,2675.5624,2675.5624,2675.5624,2675.5624,2674.7651,2674.7651,2674.7651,2675.2380,2677.3242,2677.3242,2677.3242,2677.9824,2554.1000,2554.1004,2554.1000,2554.1000,2554.3000,2554.3000,2554.2997,2554.2997,2554.8979,2554.8979,2554.5626,2554.8099,2610.6277,2610.6277
2003-04,2653.0179,2653.0179,2653.0179,2652.7536,2652.7536,2652.7536,2652.7536,2652.0120,2652.0120,2652.0120,2651.7776,2652.3261,2652.3261,2652.3261,2652.0503,2545.4100,2545.4058,2545.4100,2545.4100,2545.8400,2545.8400,2545.8395,2545.8395,2543.9865,2543.9865,2545.3382,2545.3507,2595.1543,2595.1543
2003-07,2650.6376,2650.6376,2650.6376,2649.6089,2649.6089,2649.6089,2649.6089,2651.6349,2651.6349,2651.6349,2651.3493,2652.1989,2652.1989,2652.1989,2651.6699,2553.0300,2553.0338,2553.0300,2553.0300,2553.1400,2553.1400,2553.1370,2553.1370,2553.5864,2553.5864,2552.7044,2552.6421,2606.2167,2606.2167
2003-10,2638.7146,2638.7146,2638.7146,2636.8347,2636.8347,2636.8347,2636.8347,2637.4395,2637.4395,2637.4395,2637.4868,2638.5789,2638.5789,2638.5789,2638.7256,2531.3200,2531.3198,2531.3200,2531.3200,2530.9600,2530.9600,2530.9648,2530.9648,2531.4014,2531.4014,2531.2669,2531.0696,2577.5663,2577.5663
2004-01,2630.3766,2630.3766,2630.3766,2630.3766,2630.3766,2630.3766,2630.3766,2629.6290,2629.6290,2629.6290,2630.4561,2633.0482,2633.0482,2633.0482,2634.1215,2532.3000,2532.2998,2532.3000,2532.3000,2532.2500,2532.2500,2532.2468,2532.2468,2533.0096,2533.0096,2532.9925,2533.0497,2571.8584,2571.8584
2004-04,2615.6658,2615.6658,2615.6658,2613.5712,2613.5712,2613.5712,2613.5712,2612.8687,2612.8687,2612.8687,2612.5351,2612.6256,2612.6256,2612.6256,2612.2263,2523.9000,2523.9022,2523.9000,2523.9000,2524.4200,2524.4200,2524.4170,2524.4170,2522.3473,2522.3473,2523.7640,2523.7298,2562.2464,2562.2464
2004-07,2617.3505,2617.3505,2617.3505,2614.6301,2614.6301,2614.6301,2614.6301,2616.5271,2616.5271,2616.5271,2615.9593,2614.1171,2614.1171,2614.1171,2613.2130,2524.7400,2524.7394,2524.7400,2524.7400,2525.0700,2525.0700,2525.0688,2525.0688,2525.3626,2525.3626,2524.2597,2524.2962,2557.8504,2557.8504
2004-10,2605.1115,2605.1115,2605.1115,2601.1559,2601.1559,2601.1559,2601.1559,2601.7862,2601.7862,2601.7862,2601.8605,2600.0044,2600.0044,2600.0044,2600.2345,2545.0900,2545.0925,2545.0900,2545.0900,2544.6800,2544.6800,2544.6779,2544.6779,2545.3227,2545.3227,2545.0259,2544.9665,2577.8243,2577.8243
2005-01,2579.0848,2579.0848,2579.0848,2577.0133,2577.0133,2577.0133,2577.0133,2576.5975,2576.5975,2576.5975,2577.9959,2581.0434,2581.0434,2581.0434,2582.7958,2443.1800,2443.1779,2443.1800,2443.1800,2443.0400,2443.0400,2443.0413,2443.0413,2443.9019,2443.9019,2444.3350,2444.2870,2452.0644,2452.0644
2005-04,2571.1325,2571.1325,2571.1325,2565.5882,2565.5882,2565.5882,2565.5882,2565.2594,2565.2594,2565.2594,2564.7525,2564.1337,2564.1337,2564.1337,2563.5468,2516.2600,2516.2561,2516.2600,2516.2600,2516.8600,2516.8600,2516.8646,2516.8646,2515.0754,2515.0754,2515.9048,2515.8599,2548.6747,2548.6747
2005-07,2557.8437,2557.8437,2557.8437,2551.2098,2551.2098,2551.2098,2551.2098,2553.1368,2553.1368,2553.1368,2552.2337,2553.3114,2553.3114,2553.3114,2551.8348,2463.2800,2463.2773,2463.2800,2463.2800,2463.6200,2463.6200,2463.6160,2463.6160,2463.5368,2463.5368,2462.5039,2462.5718,2504.9506,2504.9506
2005-10,2563.2274,2563.2274,2563.2274,2555.2149,2555.2149,2555.2149,2555.2149,2556.0352,2556.0352,2556.0352,2556.0469,2556.9874,2556.9874,2556.9874,2557.2986,2463.7600,2463.7633,2463.7600,2463.7600,2463.3200,2463.3200,2463.3203,2463.3203,2463.9619,2463.9619,2463.7322,2463.7572,2501.6889,2501.6889
2006-01,2525.9201,2525.9201,2525.9201,2524.3611,2524.3611,2524.3611,2524.3611,2524.2329,2524.2329,2524.2329,2526.4363,2529.6531,2529.6531,2529.6531,2532.3269,2463.3300,2463.3300,2463.3300,2463.3300,2463.1100,2463.1100,2463.1053,2463.1053,2464.0944,2464.0944,2465.1059,2464.8975,2513.2298,2513.2298
2006-04,2547.8781,2547.8781,2547.8781,2540.0986,2540.0986,2540.0986,2540.0986,2540.8885,2540.8885,2540.8885,2540.1210,2539.4038,2539.4038,2539.4038,2538.5356,2451.9200,2451.9249,2451.9200,2451.9200,2452.7700,2452.7700,2452.7732,2452.7732,2451.3309,2451.3309,2451.2539,2451.2124,2499.9001,2499.9001
2006-07,2550.1525,2550.1525,2550.1525,2542.1657,2542.1657,2542.1657,2542.1657,2543.7779,2543.7779,2543.7779,2542.4940,2544.1381,2544.1381,2544.1381,2542.0196,2446.4400,2446.4404,2446.4400,2446.4400,2446.5400,2446.5400,2446.5367,2446.5367,2446.3520,2446.3520,2445.3323,2445.5239,2499.8561,2499.8561
2006-10,2572.1252,2572.1252,2572.1252,2565.4533,2565.4533,2565.4533,2565.4533,2565.7201,2565.7201,2565.7201,2565.5681,2567.3121,2567.3121,2567.3121,2567.6249,2456.0600,2456.0632,2456.0600,2456.0600,2455.7100,2455.7100,2455.7084,2455.7084,2455.9841,2455.9841,2456.0693,2456.1276,2509.8874,2509.8874
2007-01,2597.4959,2597.8541,2595.7753,2578.3404,2578.3404,2578.3404,2578.3404,2574.9016,2574.9016,2574.9016,2578.0912,2572.1573,2572.1573,2572.1573,2576.0625,2489.4200,2489.4209,2489.4200,2489.4200,2488.8000,2488.8000,2488.8039,2488.8039,2490.2874,2490.2874,2492.0808,2491.6400,2538.5725,2538.5725
2007-04,2597.1113,2596.3832,2590.2458,2584.6851,2584.6851,2584.6851,2584.6851,2583.1518,2583.1518,2583.1518,2582.0995,2580.3191,2580.3191,2580.3191,2579.1147,2496.0100,2496.0087,2496.0100,2496.0100,2496.9100,2496.9100,2496.9087,2496.9087,2496.1963,2496.1963,2494.5913,2494.5268,2543.1820,2543.1820
2007-07,2606.6118,2613.1300,2600.8064,2589.8008,2589.8008,2589.8008,2589.8008,2588.9783,2588.9783,2588.9783,2587.2986,2588.3783,2588.3783,2588.3783,2585.2972,2494.6400,2494.6424,2494.6400,2494.6400,2494.0700,2494.0700,2494.0734,2494.0734,2493.9830,2493.9830,2492.9274,2493.3402,2546.1785,2546.1785
2007-10,,2644.2778,2636.1722,2606.0603,2606.0603,2606.0603,2606.0603,2606.4410,2606.4410,2606.4410,2605.9834,2609.8641,2609.8641,2609.8641,2610.2444,2499.4700,2499.4657,2499.4700,2499.4700,2500.1200,2500.1200,2500.1219,2500.1219,2499.0682,2499.0682,2499.9353,2500.0279,2559.4183,2559.4183
2008-01,,,2634.1636,2629.2386,2631.7637,2632.7900,2632.7279,2627.7359,2627.7359,2627.7359,2631.9593,2621.3378,2621.3378,2621.3378,2626.5964,2518.8000,2518.7966,2518.8000,2518.8000,2515.7400,2515.7400,2515.7358,2515.7358,2518.3033,2518.3033,2520.6670,2519.8858,2576.9824,2576.9824
2008-04,,,,2646.8420,2640.7060,2642.1986,2642.1363,2642.3195,2642.3195,2642.3195,2641.0460,2636.6484,2636.6484,2636.6484,2635.1958,2631.6200,2631.6246,2631.6200,2631.6200,2631.4200,2631.4200,2631.4176,2631.4176,2631.2789,2631.2789,2628.0487,2627.8536,2691.0325,2691.0325
2008-07,,,,,2627.7156,2628.4051,2628.3431,2634.0703,2634.0703,2634.0703,2631.9402,2629.5545,2629.5545,2629.5545,2625.3775,2571.6900,2571.6941,2571.6900,2571.6900,2569.6000,2569.6000,2569.6015,2569.6015,2569.8305,2569.8305,2568.4120,2569.1941,2622.0397,2622.0397
2008-10,,,,,,2470.2755,2459.3321,2459.8241,2459.8241,2459.8241,2459.0043,2456.8862,2456.8862,2456.8862,2457.2573,2359.7000,2359.7020,2359.7000,2359.7000,2364.9000,2364.9000,2364.9005,2364.9005,2361.8814,2361.8814,2364.1664,2364.3608,2512.8627,2512.8627
2009-01,,,,,,,2326.5659,2326.2038,2319.5429,2378.9506,2383.6530,2379.0747,2379.0747,2379.0747,2384.9851,2318.4800,2318.4823,2318.4800,2318.4800,2321.6500,2321.6500,2321.6527,2321.6527,2324.3261,2324.3261,2327.0653,2325.7374,2402.4762,2402.4762
2009-04,,,,,,,,2290.6716,2249.8226,2303.2773,2302.1614,2302.3537,2302.3537,2302.3537,2300.9561,2257.4100,2257.4109,2257.4100,2257.4100,2267.2900,2267.2900,2267.2933,2267.2933,2265.9859,2265.9859,2261.4751,2261.1413,2326.8525,2326.8525
