"",2013-03-08,2013-04-08,2013-05-08,2013-06-07,2013-07-08,2013-08-07,2013-09-06,2013-10-09,2013-11-07,2013-12-09,2014-01-09,2014-02-07,2014-03-07,2014-04-07,2014-05-08,2014-06-06,2014-07-07,2014-08-07,2014-09-05,2014-10-07,2014-11-07,2014-12-08,2015-01-09,2015-02-06
2010-10,96.4,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.4,96.4,96.4,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
2010-11,97.3,97.5,97.5,97.5,97.5,97.5,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.9,97.9,97.9,97.9,97.9,97.9,97.9,97.9,97.9,97.9
2010-12,94.4,95.3,95.3,95.3,95.3,95.3,96.1,96.1,96.1,96.1,96.1,95.9,95.9,95.9,95.7,95.7,95.7,95.7,95.7,95.7,95.7,95.7,95.7,95.7
2011-01,100.0,100.3,100.3,100.3,100.3,100.3,100.5,100.5,100.5,100.5,100.5,100.4,100.4,100.4,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8
2011-02,100.6,100.8,100.8,100.8,100.8,100.8,100.6,100.6,100.6,100.7,100.7,100.5,100.5,100.5,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
2011-03,97.2,97.1,97.1,97.1,97.1,97.1,97.3,97.3,97.3,97.4,97.4,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3
2011-04,101.1,101.3,101.3,101.3,101.3,101.3,101.5,101.5,101.5,101.6,101.6,101.6,101.6,101.6,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4
2011-05,102.4,102.0,102.0,102.0,102.0,102.0,102.2,102.2,102.2,102.3,102.3,102.4,102.4,102.4,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2
2011-06,100.9,100.8,100.8,100.8,100.8,100.8,101.4,101.4,101.4,101.5,101.5,101.6,101.6,101.6,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5
2011-07,102.7,102.6,102.6,102.6,102.6,102.6,102.0,102.0,102.0,101.9,101.9,102.3,102.3,102.3,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4
2011-08,100.9,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,100.9,100.9,100.7,100.7,100.7,100.7,100.7,100.7,100.7,100.7,100.7,100.7,100.7,100.7,100.7
2011-09,102.1,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.5,101.5,101.4,101.4,101.4,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7
2011-10,104.1,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.1,104.1,103.9,103.9,103.9,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7
2011-11,104.7,104.9,104.9,104.9,104.9,104.9,104.7,104.7,104.7,104.6,104.6,104.5,104.5,104.5,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2
2011-12,103.2,104.1,104.1,104.1,104.1,104.1,105.0,105.0,105.0,104.9,104.9,104.6,104.6,104.6,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4
2012-01,102.3,102.4,102.4,102.4,102.4,102.4,102.6,102.6,102.6,102.6,102.6,102.5,102.5,102.5,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9
2012-02,101.3,100.3,100.3,100.3,100.3,100.3,100.0,100.0,100.0,100.0,100.0,99.9,99.9,99.9,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2
2012-03,106.1,107.3,107.3,107.3,107.3,107.3,107.6,107.6,107.6,107.6,107.6,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5
2012-04,103.2,102.1,102.1,102.1,102.1,102.1,102.2,102.2,102.2,102.1,102.1,102.1,102.1,102.1,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0
2012-05,97.8,100.3,100.3,100.3,100.3,100.3,100.6,100.6,100.6,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5
2012-06,101.6,101.1,101.1,101.1,101.1,101.1,101.6,101.6,101.6,101.5,101.5,101.6,101.6,101.6,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4
2012-07,103.5,103.1,103.1,103.1,103.1,103.1,102.4,102.4,102.4,102.4,102.4,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7
2012-08,100.6,100.1,100.1,100.1,100.1,100.1,100.2,100.2,100.2,100.2,100.2,99.9,99.9,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2012-09,99.0,100.2,100.2,100.2,100.2,100.2,100.3,100.3,100.3,100.3,100.3,100.2,100.2,100.2,100.7,100.7,100.7,100.7,100.7,100.7,100.7,100.7,100.7,100.7
2012-10,101.1,99.0,99.0,99.0,99.0,99.0,98.9,98.9,98.9,98.8,98.8,98.7,98.7,98.7,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2
2012-11,98.7,96.2,96.2,96.2,96.2,96.2,96.0,96.0,96.0,96.0,96.0,95.9,95.9,95.9,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6
2012-12,103.3,99.2,99.2,99.2,99.2,99.2,97.0,97.0,97.0,96.8,96.8,98.2,98.2,98.2,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3
2013-01,109.4,105.7,105.7,105.7,101.8,101.8,102.2,102.2,102.2,102.9,102.9,102.7,102.7,102.7,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2
2013-02,,100.9,102.9,102.9,100.0,100.0,99.7,99.7,99.7,100.5,100.5,100.3,100.3,100.3,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4
2013-03,,,100.9,99.9,95.6,95.6,96.2,96.2,96.2,97.1,97.1,97.0,97.0,97.0,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2
2013-04,,,,97.6,96.9,96.9,96.6,96.6,96.6,97.4,97.4,97.4,97.4,97.4,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
2013-05,,,,,93.7,95.3,95.6,95.6,95.6,96.5,96.5,96.5,96.5,96.5,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
2013-06,,,,,,93.3,94.4,94.4,94.4,95.4,95.4,95.4,95.4,95.4,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
2013-07,,,,,,,99.4,99.7,99.3,99.5,98.4,98.9,98.9,98.9,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7
2013-08,,,,,,,,96.8,99.6,99.8,98.7,98.4,98.4,98.4,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1
2013-09,,,,,,,,,95.3,98.2,97.1,97.0,97.0,97.0,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3
2013-10,,,,,,,,,,98.9,97.2,97.3,97.3,97.3,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4
2013-11,,,,,,,,,,,93.1,96.5,96.5,96.5,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3
2013-12,,,,,,,,,,,,94.6,98.3,98.3,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6
2014-01,,,,,,,,,,,,,104.9,104.3,103.0,103.0,103.0,102.5,102.5,102.5,102.5,102.5,102.8,102.8
2014-02,,,,,,,,,,,,,,101.4,104.4,104.4,104.4,104.1,104.1,104.1,104.1,104.1,104.3,104.3
2014-03,,,,,,,,,,,,,,,100.9,100.7,100.7,99.6,99.6,99.6,99.6,99.6,99.9,99.9
2014-04,,,,,,,,,,,,,,,,102.4,100.2,99.7,99.7,101.3,101.3,101.3,101.6,101.6
2014-05,,,,,,,,,,,,,,,,,93.8,95.2,95.2,96.8,96.8,96.8,97.1,97.1
2014-06,,,,,,,,,,,,,,,,,,94.0,93.8,96.2,96.2,96.2,96.5,96.5
2014-07,,,,,,,,,,,,,,,,,,,97.9,99.8,99.8,99.8,98.4,98.4
2014-08,,,,,,,,,,,,,,,,,,,,98.0,99.0,99.0,97.8,97.8
2014-09,,,,,,,,,,,,,,,,,,,,,94.1,95.9,94.1,94.1
2014-10,,,,,,,,,,,,,,,,,,,,,,98.1,96.0,96.0
2014-11,,,,,,,,,,,,,,,,,,,,,,,94.3,95.4
2014-12,,,,,,,,,,,,,,,,,,,,,,,,88.7
