"",2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1997-01,3048.3486,3048.3486,3048.3486,3048.3486,3048.3486,3048.3486,3048.3486,3048.3486,3048.3486,3048.3486,3048.3486,3048.3486,3048.3486,3048.3486,3048.3486,2899.0876,2899.0876,2899.0876,2899.0876,2899.0876,2899.0876,2899.0876,2899.0876,2899.0876,2899.0876,2899.0876,2899.0876,2923.6572,2923.6572
1997-04,2899.3544,2899.3544,2899.3544,2899.3544,2899.3544,2899.3544,2899.3544,2899.3544,2899.3544,2899.3544,2899.3544,2899.3544,2899.3544,2899.3544,2899.3544,2759.7295,2759.7295,2759.7295,2759.7295,2759.7295,2759.7295,2759.7295,2759.7295,2759.7295,2759.7295,2759.7295,2759.7295,2777.1378,2777.1378
1997-07,3097.4850,3097.4850,3097.4850,3097.4850,3097.4850,3097.4850,3097.4850,3097.4850,3097.4850,3097.4850,3097.4850,3097.4850,3097.4850,3097.4850,3097.4850,2950.2571,2950.2571,2950.2571,2950.2571,2950.2571,2950.2571,2950.2571,2950.2571,2950.2571,2950.2571,2950.2571,2950.2571,2981.1496,2981.1496
1997-10,3094.0000,3094.0000,3094.0000,3094.0000,3094.0000,3094.0000,3094.0000,3094.0000,3094.0000,3094.0000,3094.0000,3094.0000,3094.0000,3094.0000,3094.0000,2948.5023,2948.5023,2948.5023,2948.5023,2948.5023,2948.5023,2948.5023,2948.5023,2948.5023,2948.5023,2948.5023,2948.5023,2974.6973,2974.6973
1998-01,3123.8306,3123.8306,3123.8306,3123.8306,3123.8306,3123.8306,3123.8306,3123.8306,3123.8306,3123.8306,3123.8306,3123.8306,3123.8306,3123.8306,3123.8306,2973.5368,2973.5368,2973.5368,2973.5368,2973.5368,2973.5368,2973.5368,2973.5368,2973.5368,2973.5368,2973.5368,2973.5368,2999.2318,2999.2318
1998-04,2858.0700,2858.0700,2858.0700,2858.0700,2858.0700,2858.0700,2858.0700,2858.0700,2858.0700,2858.0700,2858.0700,2858.0700,2858.0700,2858.0700,2858.0700,2714.3758,2714.3758,2714.3758,2714.3758,2714.3758,2714.3758,2714.3758,2714.3758,2714.3758,2714.3758,2714.3758,2714.3758,2739.8813,2739.8813
1998-07,3099.2064,3099.2064,3099.2064,3099.2064,3099.2064,3099.2064,3099.2064,3099.2064,3099.2064,3099.2064,3099.2064,3099.2064,3099.2064,3099.2064,3099.2064,2951.1713,2951.1713,2951.1713,2951.1713,2951.1713,2951.1713,2951.1713,2951.1713,2951.1713,2951.1713,2951.1713,2951.1713,2997.2396,2997.2396
1998-10,3157.0940,3157.0940,3157.0940,3157.0940,3157.0940,3157.0940,3157.0940,3157.0940,3157.0940,3157.0940,3157.0940,3157.0940,3157.0940,3157.0940,3157.0940,3010.4020,3010.4020,3010.4020,3010.4020,3010.4020,3010.4020,3010.4020,3010.4020,3010.4020,3010.4020,3010.4020,3010.4020,3051.1649,3051.1649
1999-01,3083.9936,3083.9936,3083.9936,3083.9936,3083.9936,3083.9936,3083.9936,3083.9936,3083.9936,3083.9936,3083.9936,3083.9936,3083.9936,3083.9936,3083.9936,2953.0192,2953.0192,2953.0192,2953.0192,2953.0192,2953.0192,2953.0192,2953.0192,2953.0192,2953.0192,2953.0192,2953.0192,2988.9709,2988.9709
1999-04,2813.6550,2813.6550,2813.6550,2813.6550,2813.6550,2813.6550,2813.6550,2813.6550,2813.6550,2813.6550,2813.6550,2813.6550,2813.6550,2813.6550,2813.6550,2688.1036,2688.1036,2688.1036,2688.1036,2688.1036,2688.1036,2688.1036,2688.1036,2688.1036,2688.1036,2688.1036,2688.1036,2724.4489,2724.4489
1999-07,3039.2152,3039.2152,3039.2152,3039.2152,3039.2152,3039.2152,3039.2152,3039.2152,3039.2152,3039.2152,3039.2152,3039.2152,3039.2152,3039.2152,3039.2152,2910.0560,2910.0560,2910.0560,2910.0560,2910.0560,2910.0560,2910.0560,2910.0560,2910.0560,2910.0560,2910.0560,2910.0560,2947.3801,2947.3801
1999-10,3121.1592,3121.1592,3121.1592,3121.1592,3121.1592,3121.1592,3121.1592,3121.1592,3121.1592,3121.1592,3121.1592,3121.1592,3121.1592,3121.1592,3121.1592,2994.3407,2994.3407,2994.3407,2994.3407,2994.3407,2994.3407,2994.3407,2994.3407,2994.3407,2994.3407,2994.3407,2994.3407,3027.7096,3027.7096
2000-01,3128.7270,3128.7270,3128.7270,3128.7270,3128.7270,3128.7270,3128.7270,3128.7270,3128.7270,3128.7270,3128.7270,3128.7270,3128.7270,3128.7270,3128.7270,2999.8454,2999.8454,2999.8454,2999.8454,2999.8454,2999.8454,2999.8454,2999.8454,2999.8454,2999.8454,2999.8454,2999.8454,3039.1086,3039.1086
2000-04,2818.2604,2818.2604,2818.2604,2818.2604,2818.2604,2818.2604,2818.2604,2818.2604,2818.2604,2818.2604,2818.2604,2818.2604,2818.2604,2818.2604,2818.2604,2692.0501,2692.0501,2692.0501,2692.0501,2692.0501,2692.0501,2692.0501,2692.0501,2692.0501,2692.0501,2692.0501,2692.0501,2710.9771,2710.9771
2000-07,3036.0036,3036.0036,3036.0036,3036.0036,3036.0036,3036.0036,3036.0036,3036.0036,3036.0036,3036.0036,3036.0036,3036.0036,3036.0036,3036.0036,3036.0036,2905.3909,2905.3909,2905.3909,2905.3909,2905.3909,2905.3909,2905.3909,2905.3909,2905.3909,2905.3909,2905.3909,2905.3909,2948.1217,2948.1217
2000-10,3053.9769,3053.9769,3053.9769,3053.9769,3053.9769,3053.9769,3053.9769,3053.9769,3053.9769,3053.9769,3053.9769,3053.9769,3053.9769,3053.9769,3053.9769,2921.0105,2921.0105,2921.0105,2921.0105,2921.0105,2921.0105,2921.0105,2921.0105,2921.0105,2921.0105,2921.0105,2921.0105,2961.2780,2961.2780
2001-01,3119.9180,3119.9180,3119.9180,3119.9180,3119.9180,3119.9180,3119.9180,3119.9180,3119.9180,3119.9180,3119.9180,3119.9180,3119.9180,3119.9180,3119.9180,2987.7761,2987.7761,2987.7761,2987.7761,2987.7761,2987.7761,2987.7761,2987.7761,2987.7761,2987.7761,2987.7761,2987.7761,3032.1030,3032.1030
2001-04,2810.1744,2810.1744,2810.1744,2810.1744,2810.1744,2810.1744,2810.1744,2810.1744,2810.1744,2810.1744,2810.1744,2810.1744,2810.1744,2810.1744,2810.1744,2684.1257,2684.1257,2684.1257,2684.1257,2684.1257,2684.1257,2684.1257,2684.1257,2684.1257,2684.1257,2684.1257,2684.1257,2714.5900,2714.5900
2001-07,3007.2870,3007.2870,3007.2870,3007.2870,3007.2870,3007.2870,3007.2870,3007.2870,3007.2870,3007.2870,3007.2870,3007.2870,3007.2870,3007.2870,3007.2870,2881.2288,2881.2288,2881.2288,2881.2288,2881.2288,2881.2288,2881.2288,2881.2288,2881.2288,2881.2288,2881.2288,2881.2288,2926.6318,2926.6318
2001-10,2991.2112,2991.2112,2991.2112,2991.2112,2991.2112,2991.2112,2991.2112,2991.2112,2991.2112,2991.2112,2991.2112,2991.2112,2991.2112,2991.2112,2991.2112,2861.3854,2861.3854,2861.3854,2861.3854,2861.3854,2861.3854,2861.3854,2861.3854,2861.3854,2861.3854,2861.3854,2861.3854,2909.2861,2909.2861
2002-01,2969.8672,2969.8672,2969.8672,2969.8672,2969.8672,2969.8672,2969.8672,2969.8672,2969.8672,2969.8672,2969.8672,2969.8672,2969.8672,2969.8672,2969.8672,2849.1458,2849.1458,2849.1458,2849.1458,2849.1458,2849.1458,2849.1458,2849.1458,2849.1458,2849.1458,2849.1458,2849.1458,2909.9191,2909.9191
2002-04,2754.6428,2754.6428,2754.6428,2754.6428,2754.6428,2754.6428,2754.6428,2754.6428,2754.6428,2754.6428,2754.6428,2754.6428,2754.6428,2754.6428,2754.6428,2641.0104,2641.0104,2641.0104,2641.0104,2641.0104,2641.0104,2641.0104,2641.0104,2641.0104,2641.0104,2641.0104,2641.0104,2687.6461,2687.6461
2002-07,2947.9028,2947.9028,2947.9028,2947.9028,2947.9028,2947.9028,2947.9028,2947.9028,2947.9028,2947.9028,2947.9028,2947.9028,2947.9028,2947.9028,2947.9028,2831.3794,2831.3794,2831.3794,2831.3794,2831.3794,2831.3794,2831.3794,2831.3794,2831.3794,2831.3794,2831.3794,2831.3794,2883.7686,2883.7686
2002-10,2899.2645,2899.2645,2899.2645,2899.2645,2899.2645,2899.2645,2899.2645,2899.2645,2899.2645,2899.2645,2899.2645,2899.2645,2899.2645,2899.2645,2899.2645,2779.1524,2779.1524,2779.1524,2779.1524,2779.1524,2779.1524,2779.1524,2779.1524,2779.1524,2779.1524,2779.1524,2779.1524,2830.5376,2830.5376
2003-01,2901.5987,2901.5987,2901.5987,2901.5987,2901.5987,2901.5987,2901.5987,2901.5987,2901.5987,2901.5987,2901.5987,2901.5987,2901.5987,2901.5987,2901.5987,2791.1409,2791.1409,2791.1409,2791.1409,2791.1409,2791.1409,2791.1409,2791.1409,2791.1409,2791.1409,2791.1409,2791.1409,2851.8628,2851.8628
2003-04,2632.9011,2632.9011,2632.9011,2632.9011,2632.9011,2632.9011,2632.9011,2632.9011,2632.9011,2632.9011,2632.9011,2632.9011,2632.9011,2632.9011,2632.9011,2527.8933,2527.8933,2527.8933,2527.8933,2527.8933,2527.8933,2527.8933,2527.8933,2527.8933,2527.8933,2527.8933,2527.8933,2569.9503,2569.9503
2003-07,2863.9002,2863.9002,2863.9002,2863.9002,2863.9002,2863.9002,2863.9002,2863.9002,2863.9002,2863.9002,2863.9002,2863.9002,2863.9002,2863.9002,2863.9002,2750.1043,2750.1043,2750.1043,2750.1043,2750.1043,2750.1043,2750.1043,2750.1043,2750.1043,2750.1043,2750.1043,2750.1043,2805.6399,2805.6399
2003-10,2855.1000,2855.1000,2855.1000,2855.1000,2855.1000,2855.1000,2855.1000,2855.1000,2855.1000,2855.1000,2855.1000,2855.1000,2855.1000,2855.1000,2855.1000,2737.5214,2737.5214,2737.5214,2737.5214,2737.5214,2737.5214,2737.5214,2737.5214,2737.5214,2737.5214,2737.5214,2737.5214,2785.3685,2785.3685
2004-01,2887.9662,2887.9662,2887.9662,2887.2036,2887.2036,2887.2036,2887.2036,2887.2036,2887.2036,2887.2036,2887.2036,2887.2036,2887.2036,2887.2036,2887.2036,2778.6187,2778.6187,2778.6187,2778.6187,2778.6187,2778.6187,2778.6187,2778.6187,2778.6187,2778.6187,2778.6187,2778.6187,2823.7392,2823.7392
2004-04,2626.9587,2626.9587,2626.9587,2625.4345,2625.4345,2625.4345,2625.4345,2625.4345,2625.4345,2625.4345,2625.4345,2625.4345,2625.4345,2625.4345,2625.4345,2518.8963,2518.8963,2518.8963,2518.8963,2518.8963,2518.8963,2518.8963,2518.8963,2518.8963,2518.8963,2518.8963,2518.8963,2551.8609,2551.8609
2004-07,2834.1329,2834.1329,2834.1329,2832.6063,2832.6063,2832.6063,2832.6063,2832.6063,2832.6063,2832.6063,2832.6063,2832.6063,2832.6063,2832.6063,2832.6063,2722.7054,2722.7054,2722.7054,2722.7054,2722.7054,2722.7054,2722.7054,2722.7054,2722.7054,2722.7054,2722.7054,2722.7054,2759.8596,2759.8596
2004-10,2891.6812,2891.6812,2891.6812,2890.1504,2890.1504,2890.1504,2890.1504,2890.1504,2890.1504,2890.1504,2890.1504,2890.1504,2890.1504,2890.1504,2890.1504,2781.0513,2781.0513,2781.0513,2781.0513,2781.0513,2781.0513,2781.0513,2781.0513,2781.0513,2781.0513,2781.0513,2781.0513,2817.4490,2817.4490
2005-01,2786.1600,2786.1600,2786.1600,2781.6480,2781.6480,2781.6480,2781.6480,2782.3878,2782.3878,2782.3878,2782.3878,2782.3878,2782.3878,2782.3878,2782.3878,2668.1102,2668.1102,2668.1102,2668.1102,2668.1102,2668.1102,2668.1102,2668.1102,2668.1102,2668.1102,2668.1102,2668.1102,2680.9812,2680.9812
2005-04,2643.1776,2643.1776,2643.1776,2641.1931,2641.1931,2641.1931,2641.1931,2640.7956,2640.7956,2640.7956,2640.7956,2640.7956,2640.7956,2640.7956,2640.7956,2534.4837,2534.4837,2534.4837,2534.4837,2534.4837,2534.4837,2534.4837,2534.4837,2534.4837,2534.4837,2534.4837,2534.4837,2563.4428,2563.4428
2005-07,2770.9114,2770.9114,2770.9114,2771.2388,2771.2388,2771.2388,2771.2388,2771.2272,2771.2272,2771.2272,2771.2272,2771.2272,2771.2272,2771.2272,2771.2272,2657.5604,2657.5604,2657.5604,2657.5604,2657.5604,2657.5604,2657.5604,2657.5604,2657.5604,2657.5604,2657.5604,2657.5604,2706.3762,2706.3762
2005-10,2792.1664,2792.1664,2792.1664,2793.2364,2793.2364,2793.2364,2793.2364,2795.8442,2795.8442,2795.8442,2795.8442,2795.8442,2795.8442,2795.8442,2795.8442,2682.4786,2682.4786,2682.4786,2682.4786,2682.4786,2682.4786,2682.4786,2682.4786,2682.4786,2682.4786,2682.4786,2682.4786,2725.4820,2725.4820
2006-01,2813.7083,2813.7083,2813.7083,2814.5796,2814.5796,2814.5796,2814.5796,2814.6206,2814.6206,2814.6206,2814.6206,2814.6206,2814.6206,2814.6206,2814.6206,2715.7141,2715.7141,2715.7141,2715.7141,2715.7141,2715.7141,2715.7141,2715.7141,2715.7141,2715.7141,2715.7141,2715.7141,2774.7466,2774.7466
2006-04,2543.3272,2543.3272,2543.3272,2546.2561,2546.2561,2546.2561,2546.2561,2545.1158,2545.1158,2545.1158,2545.1158,2545.8576,2545.8576,2545.8576,2545.8576,2443.8096,2443.8096,2443.8096,2443.8096,2443.8096,2443.8096,2443.8096,2443.8096,2443.8096,2443.8096,2443.8096,2443.8096,2487.2406,2487.2406
2006-07,2730.4250,2730.4250,2730.4250,2732.9506,2732.9506,2732.9506,2732.9506,2732.1753,2732.1753,2732.1753,2732.1753,2732.9220,2732.9220,2732.9220,2732.9220,2626.4048,2626.4048,2626.4048,2626.4048,2626.4048,2626.4048,2626.4048,2626.4048,2626.4048,2626.4048,2626.4048,2626.4048,2688.4980,2688.4980
2006-10,2774.5755,2774.5755,2774.5755,2776.3702,2776.3702,2776.3702,2776.3702,2775.9576,2775.9576,2775.9576,2775.9576,2776.7103,2776.7103,2776.7103,2776.7103,2663.8715,2663.8715,2663.8715,2663.8715,2663.8715,2663.8715,2663.8715,2663.8715,2663.8715,2663.8715,2663.8715,2663.8715,2721.0587,2721.0587
2007-01,2842.6249,2843.3708,2841.1331,2836.7000,2836.7000,2836.7000,2836.7000,2833.3470,2833.3470,2833.3470,2833.3470,2833.3470,2833.3470,2833.3470,2833.3470,2726.8659,2726.8659,2726.8659,2726.8659,2726.8662,2726.8662,2726.8662,2726.8662,2726.8662,2726.8662,2726.8662,2726.8662,2788.9913,2788.9913
2007-04,2589.5808,2588.5440,2582.5520,2581.6224,2581.6224,2581.6224,2581.6224,2577.8744,2577.8744,2577.8744,2577.8744,2577.1248,2577.1248,2577.1248,2577.1248,2477.2724,2477.2724,2477.2724,2477.2724,2477.2727,2477.2727,2477.2727,2477.2727,2477.2727,2477.2727,2477.2727,2477.2727,2523.5809,2523.5809
2007-07,2780.9358,2787.3532,2774.4752,2769.1560,2769.1560,2769.1560,2769.1560,2765.7385,2765.7385,2765.7385,2765.7385,2764.9818,2764.9818,2764.9818,2764.9818,2665.4616,2665.4616,2665.4616,2665.4616,2665.4615,2665.4615,2665.4615,2665.4615,2665.4615,2665.4615,2665.4615,2665.4615,2732.0238,2732.0238
2007-10,,2820.7630,2812.9344,2808.0675,2808.0675,2808.0675,2808.0675,2805.7150,2805.7150,2805.7150,2805.7150,2804.9505,2804.9505,2804.9505,2804.9505,2703.5976,2703.5976,2703.5976,2703.5976,2703.5971,2703.5971,2703.5971,2703.5971,2703.5971,2703.5971,2703.5971,2703.5971,2768.5538,2768.5538
2008-01,,,2842.6942,2828.6880,2832.1175,2837.3651,2837.3651,2833.1520,2833.1520,2833.1520,2833.1520,2830.1416,2830.1416,2830.1416,2830.1416,2736.6451,2736.6451,2736.6451,2736.6451,2734.8537,2734.8537,2734.8537,2734.8537,2734.8537,2734.8537,2734.8537,2734.8537,2806.4828,2806.4828
2008-04,,,,2717.0936,2711.2943,2716.4809,2716.4809,2713.6200,2713.6200,2713.6200,2713.6200,2712.0362,2712.0362,2712.0362,2712.0362,2635.7375,2635.7375,2635.7375,2635.7375,2634.4817,2634.4817,2634.4817,2634.4817,2634.4817,2634.4817,2634.4817,2634.4817,2693.0955,2693.0955
2008-07,,,,,2831.2473,2834.6880,2834.6880,2837.2717,2837.2717,2837.2717,2837.2717,2834.5968,2834.5968,2834.5968,2834.5968,2752.1436,2752.1436,2752.1436,2752.1436,2751.3727,2751.3727,2751.3727,2751.3727,2751.3727,2751.3727,2751.3727,2751.3727,2820.7372,2820.7372
2008-10,,,,,,2688.2544,2677.4520,2675.3265,2675.3265,2675.3265,2675.3265,2665.3707,2665.3707,2665.3707,2665.3707,2570.7135,2570.7135,2570.7135,2570.7135,2572.8718,2572.8718,2572.8718,2572.8718,2572.8718,2572.8718,2572.8718,2572.8718,2730.4503,2730.4503
2009-01,,,,,,,2535.7017,2537.2900,2528.8029,2587.8411,2587.8411,2586.6898,2586.6898,2586.6898,2586.6898,2528.0345,2528.0345,2528.0345,2528.0345,2534.0679,2534.0679,2534.0679,2534.0679,2534.6301,2534.6301,2534.6301,2534.6301,2631.7907,2631.7907
2009-04,,,,,,,,2297.1420,2258.3406,2307.3536,2307.3536,2302.6680,2302.6680,2302.6680,2302.6680,2244.2126,2244.2126,2244.2126,2244.2126,2253.7327,2253.7327,2253.7327,2253.7327,2253.5086,2253.5086,2253.5086,2253.5086,2316.9273,2316.9273
