"",2005-11-22,2005-12-22,2006-01-24,2006-02-20,2006-03-20,2006-04-24,2006-05-24,2006-06-21,2006-07-21,2006-08-22,2006-09-20,2006-10-20,2006-11-22,2006-12-20,2007-01-22,2007-02-23,2007-03-23,2007-04-23,2007-05-23,2007-06-21,2007-07-20,2007-08-21,2007-09-21,2007-10-23,2007-11-21,2007-12-19,2008-01-21,2008-02-20,2008-03-25,2008-04-21,2008-05-21,2008-06-25,2008-07-21,2008-08-22,2008-09-24,2008-10-21,2008-11-25,2008-12-19,2009-01-23,2009-02-25,2009-03-31,2009-04-24,2009-05-25,2009-06-25,2009-07-24,2009-08-25,2009-09-25,2009-10-23,2009-11-25,2009-12-21,2010-01-25,2010-02-25,2010-03-24,2010-04-23,2010-05-25,2010-06-25,2010-07-23,2010-08-25,2010-09-23,2010-10-22,2010-11-25,2010-12-21,2011-01-25,2011-02-24,2011-03-24,2011-04-21,2011-05-24,2011-06-21,2011-07-21,2011-08-25,2011-09-21,2011-10-25,2011-11-23,2011-12-20,2012-01-24,2012-02-22,2012-03-23,2012-04-23,2012-05-25,2012-06-25,2012-07-25,2012-08-24,2012-09-25,2012-10-25,2012-11-23,2012-12-21,2013-01-25,2013-02-25,2013-03-25,2013-04-25,2013-05-23,2013-06-25,2013-07-25,2013-08-23,2013-09-26,2013-10-25,2013-11-25,2013-12-20,2014-01-23,2014-02-24,2014-03-24,2014-04-25,2014-05-22,2014-06-25,2014-07-25,2014-08-25,2014-09-25,2014-10-23,2014-11-24,2014-12-19,2015-01-23
1991-07,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,4117641,2148202,4201518,4201518,4201518,4201518,4201518,4201518,4201518,4201518,4202450,4202450,4202450,4202450,4202450,4202450,4202450,4202450,4202450,4202450,4202450,4202450,4199287,4199287,4199287,4199287,4199287,4199287,4199287,4199287,4199287,4199287,4199287,4118383,4196306,4196306,4196306,4196306,4196306,4196306,4196306,4196306,4196306,4144480,4144480,4144480,4144480,4144480,4144480,4144480,4144480,4144480,4144480,4144480,4146789,4146789,4146789,4146789,4152991,4152991,4152991,4152991,4152991,4152991,4152991,4152991,4152991,4148200,4148200,4148200,4145474,4145474
1991-08,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,4026437,2092459,4092493,4092493,4092493,4092493,4092493,4092493,4092493,4092493,4081671,4081671,4081671,4081671,4081671,4081671,4081671,4081671,4081671,4081671,4081671,4081671,4080970,4080970,4080970,4080970,4080970,4080970,4080970,4080970,4080970,4080970,4080970,4049946,4092653,4092653,4092653,4092653,4092653,4092653,4092653,4092653,4092653,4065916,4065916,4065916,4065916,4065916,4065916,4065916,4065916,4065916,4065916,4065916,4065146,4065146,4065146,4065146,4063175,4063175,4063175,4063175,4063175,4063175,4063175,4063175,4063175,4064251,4064251,4064251,4064006,4064006
1991-09,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,3996446,2058815,4026693,4026693,4026693,4026693,4026693,4026693,4026693,4026693,4028238,4028238,4028238,4028238,4028238,4028238,4028238,4028238,4028238,4028238,4028238,4028238,4031677,4031677,4031677,4031677,4031677,4031677,4031677,4031677,4031677,4031677,4031677,4003832,4034525,4034525,4034525,4034525,4034525,4034525,4034525,4034525,4034525,4020009,4020009,4020009,4020009,4020009,4020009,4020009,4020009,4020009,4020009,4020009,4021390,4021390,4021390,4021390,4020573,4020573,4020573,4020573,4020573,4020573,4020573,4020573,4020573,4020100,4020100,4020100,4020740,4020740
1991-10,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,4038399,2086737,4081303,4081303,4081303,4081303,4081303,4081303,4081303,4081303,4082351,4082351,4082351,4082351,4082351,4082351,4082351,4082351,4082351,4082351,4082351,4082351,4079167,4079167,4079167,4079167,4079167,4079167,4079167,4079167,4079167,4079167,4079167,4062943,4076619,4076619,4076619,4076619,4076619,4076619,4076619,4076619,4076619,4058180,4058180,4058180,4058180,4058180,4058180,4058180,4058180,4058180,4058180,4058180,4058571,4058571,4058571,4058571,4058687,4058687,4058687,4058687,4058687,4058687,4058687,4058687,4058687,4058103,4058103,4058103,4058235,4058235
1991-11,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,4092557,2116105,4138742,4138742,4138742,4138742,4138742,4138742,4138742,4138742,4140091,4140091,4140091,4140091,4140091,4140091,4140091,4140091,4140091,4140091,4140091,4140091,4144711,4144711,4144711,4144711,4144711,4144711,4144711,4144711,4144711,4144711,4144711,4143735,4147721,4147721,4147721,4147721,4147721,4147721,4147721,4147721,4147721,4123980,4123980,4123980,4123980,4123980,4123980,4123980,4123980,4123980,4123980,4123980,4124240,4124240,4124240,4124240,4124013,4124013,4124013,4124013,4124013,4124013,4124013,4124013,4124013,4124070,4124070,4124070,4124489,4124489
1991-12,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,4168207,2055373,4019960,4019960,4019960,4019960,4019960,4019960,4019960,4019960,4020757,4020757,4020757,4020757,4020757,4020757,4020757,4020757,4020757,4020757,4020757,4020757,4022927,4022927,4022927,4022927,4022927,4022927,4022927,4022927,4022927,4022927,4022927,4326260,4022874,4022874,4022874,4022874,4022874,4022874,4022874,4022874,4022874,4193344,4193344,4193344,4193344,4193344,4193344,4193344,4193344,4193344,4193344,4193344,4193213,4193213,4193213,4193213,4191647,4191647,4191647,4191647,4191647,4191647,4191647,4191647,4191647,4192095,4192095,4192095,4191548,4191548
1992-01,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,4219716,2118414,4143259,4143259,4143259,4143259,4143259,4143259,4143259,4143259,4143770,4143770,4143770,4143770,4143770,4143770,4143770,4143770,4143770,4143770,4143770,4143770,4142429,4142429,4142429,4142429,4142429,4142429,4142429,4142429,4142429,4142429,4142429,4121896,4139550,4139550,4139550,4139550,4139550,4139550,4139550,4139550,4139550,4117263,4117263,4117263,4117263,4117263,4117263,4117263,4117263,4117263,4117263,4117263,4115365,4115365,4115365,4115365,4115643,4115643,4115643,4115643,4115643,4115643,4115643,4115643,4115643,4117104,4117104,4117104,4117347,4117347
1992-02,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,4679774,2387220,4668998,4668998,4668998,4668998,4668998,4668998,4668998,4668998,4669746,4669746,4669746,4669746,4669746,4669746,4669746,4669746,4669746,4669746,4669746,4669746,4670587,4670587,4670587,4670587,4670587,4670587,4670587,4670587,4670587,4670587,4670587,4640419,4668629,4668629,4668629,4668629,4668629,4668629,4668629,4668629,4668629,4646886,4646886,4646886,4646886,4646886,4646886,4646886,4646886,4646886,4646886,4646886,4644764,4644764,4644764,4644764,4645206,4645206,4645206,4645206,4645206,4645206,4645206,4645206,4645206,4646969,4646969,4646969,4647209,4647209
1992-03,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,4701467,2373927,4642997,4642997,4642997,4642997,4642997,4642997,4642997,4642997,4644814,4644814,4644814,4644814,4644814,4644814,4644814,4644814,4644814,4644814,4644814,4644814,4644880,4644880,4644880,4644880,4644880,4644880,4644880,4644880,4644880,4644880,4644880,4608828,4645086,4645086,4645086,4645086,4645086,4645086,4645086,4645086,4645086,4634799,4634799,4634799,4634799,4634799,4634799,4634799,4634799,4634799,4634799,4634799,4636247,4636247,4636247,4636247,4636524,4636524,4636524,4636524,4636524,4636524,4636524,4636524,4636524,4635181,4635181,4635181,4635552,4635552
1992-04,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,4612656,2340469,4577561,4577561,4577561,4577561,4577561,4577561,4577561,4577561,4578703,4578703,4578703,4578703,4578703,4578703,4578703,4578703,4578703,4578703,4578703,4578703,4580212,4580212,4580212,4580212,4580212,4580212,4580212,4580212,4580212,4580212,4580212,4530776,4579325,4579325,4579325,4579325,4579325,4579325,4579325,4579325,4579325,4565162,4565162,4565162,4565162,4565162,4565162,4565162,4565162,4565162,4565162,4565162,4564065,4564065,4564065,4564065,4564038,4564038,4564038,4564038,4564038,4564038,4564038,4564038,4564038,4565312,4565312,4565312,4565769,4565769
1992-05,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,4519303,2333798,4564512,4564512,4564512,4564512,4564512,4564512,4564512,4564512,4566005,4566005,4566005,4566005,4566005,4566005,4566005,4566005,4566005,4566005,4566005,4566005,4569703,4569703,4569703,4569703,4569703,4569703,4569703,4569703,4569703,4569703,4569703,4518119,4571111,4571111,4571111,4571111,4571111,4571111,4571111,4571111,4571111,4557006,4557006,4557006,4557006,4557006,4557006,4557006,4557006,4557006,4557006,4557006,4556879,4556879,4556879,4556879,4556347,4556347,4556347,4556347,4556347,4556347,4556347,4556347,4556347,4557201,4557201,4557201,4557915,4557915
1992-06,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,4414916,2309562,4517111,4517111,4517111,4517111,4517111,4517111,4517111,4517111,4518599,4518599,4518599,4518599,4518599,4518599,4518599,4518599,4518599,4518599,4518599,4518599,4521558,4521558,4521558,4521558,4521558,4521558,4521558,4521558,4521558,4521558,4521558,4467635,4522756,4522756,4522756,4522756,4522756,4522756,4522756,4522756,4522756,4506989,4506989,4506989,4506989,4506989,4506989,4506989,4506989,4506989,4506989,4506989,4506429,4506429,4506429,4506429,4504156,4504156,4504156,4504156,4504156,4504156,4504156,4504156,4504156,4506020,4506020,4506020,4507341,4507341
1992-07,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,4384454,2283758,4466641,4466641,4466641,4466641,4466641,4466641,4466641,4466641,4467769,4467769,4467769,4467769,4467769,4467769,4467769,4467769,4467769,4467769,4467769,4467769,4463587,4463587,4463587,4463587,4463587,4463587,4463587,4463587,4463587,4463587,4463587,4378160,4459305,4459305,4459305,4459305,4459305,4459305,4459305,4459305,4459305,4410697,4410697,4410697,4410697,4410697,4410697,4410697,4410697,4410697,4410697,4410697,4412792,4412792,4412792,4412792,4418906,4418906,4418906,4418906,4418906,4418906,4418906,4418906,4418906,4414433,4414433,4414433,4411824,4411824
1992-08,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,4548948,2353685,4603407,4603407,4603407,4603407,4603407,4603407,4603407,4603407,4588881,4588881,4588881,4588881,4588881,4588881,4588881,4588881,4588881,4588881,4588881,4588881,4593480,4593480,4593480,4593480,4593480,4593480,4593480,4593480,4593480,4593480,4593480,4562091,4614096,4614096,4614096,4614096,4614096,4614096,4614096,4614096,4614096,4582383,4582383,4582383,4582383,4582383,4582383,4582383,4582383,4582383,4582383,4582383,4582481,4582481,4582481,4582481,4579635,4579635,4579635,4579635,4579635,4579635,4579635,4579635,4579635,4580603,4580603,4580603,4580433,4580433
1992-09,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,4590277,2356901,4609697,4609697,4609697,4609697,4609697,4609697,4609697,4609697,4611184,4611184,4611184,4611184,4611184,4611184,4611184,4611184,4611184,4611184,4611184,4611184,4607508,4607508,4607508,4607508,4607508,4607508,4607508,4607508,4607508,4607508,4607508,4570374,4605259,4605259,4605259,4605259,4605259,4605259,4605259,4605259,4605259,4590714,4590714,4590714,4590714,4590714,4590714,4590714,4590714,4590714,4590714,4590714,4592972,4592972,4592972,4592972,4592782,4592782,4592782,4592782,4592782,4592782,4592782,4592782,4592782,4590852,4590852,4590852,4591230,4591230
1992-10,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,4685123,2416595,4726448,4726448,4726448,4726448,4726448,4726448,4726448,4726448,4727803,4727803,4727803,4727803,4727803,4727803,4727803,4727803,4727803,4727803,4727803,4727803,4721363,4721363,4721363,4721363,4721363,4721363,4721363,4721363,4721363,4721363,4721363,4700652,4717197,4717197,4717197,4717197,4717197,4717197,4717197,4717197,4717197,4699441,4699441,4699441,4699441,4699441,4699441,4699441,4699441,4699441,4699441,4699441,4701353,4701353,4701353,4701353,4701629,4701629,4701629,4701629,4701629,4701629,4701629,4701629,4701629,4699355,4699355,4699355,4699448,4699448
1992-11,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,4843024,2489953,4869925,4869925,4869925,4869925,4869925,4869925,4869925,4869925,4871640,4871640,4871640,4871640,4871640,4871640,4871640,4871640,4871640,4871640,4871640,4871640,4870541,4870541,4870541,4870541,4870541,4870541,4870541,4870541,4870541,4870541,4870541,4866530,4870537,4870537,4870537,4870537,4870537,4870537,4870537,4870537,4870537,4849046,4849046,4849046,4849046,4849046,4849046,4849046,4849046,4849046,4849046,4849046,4851158,4851158,4851158,4851158,4851193,4851193,4851193,4851193,4851193,4851193,4851193,4851193,4851193,4848893,4848893,4848893,4849153,4849153
