"",2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
2004-01,102.66,102.29,102.29,102.29,102.29,102.36,102.36,102.36,102.36,102.55,102.55,102.55,102.56,102.50,102.50,102.50,102.48,98.25,98.06,98.06,98.05,98.06,98.06,98.06,98.07,98.02,98.02,97.99,97.99,91.74,91.74,91.75
2004-04,103.33,103.13,103.13,103.13,103.12,103.37,103.37,103.34,103.34,103.35,103.35,103.35,103.36,103.35,103.35,103.35,103.33,99.34,99.13,99.13,99.13,99.13,99.14,99.14,99.13,99.12,99.12,99.10,99.10,92.77,92.77,92.77
2004-07,103.08,102.64,102.64,102.64,102.65,102.77,102.77,102.76,102.76,102.74,102.74,102.74,102.73,102.73,102.72,102.72,102.71,98.88,98.68,98.68,98.67,98.67,98.65,98.65,98.65,98.67,98.67,98.74,98.74,92.54,92.54,92.54
2004-10,103.04,102.51,102.51,102.51,102.53,102.75,102.75,102.79,102.79,102.65,102.65,102.65,102.63,102.70,102.71,102.71,102.75,98.79,98.59,98.59,98.61,98.58,98.59,98.59,98.59,98.62,98.62,98.60,98.60,92.45,92.45,92.44
2005-01,104.04,103.50,103.50,103.50,103.49,103.43,103.43,103.43,103.43,103.50,103.50,103.50,103.51,103.45,103.45,103.45,103.41,99.02,98.81,98.81,98.80,98.86,98.86,98.86,98.87,98.81,98.81,98.81,98.81,92.59,92.59,92.60
2005-04,104.69,104.13,104.13,104.13,104.11,104.39,104.39,104.36,104.36,104.02,104.02,104.02,104.04,104.02,104.03,104.03,104.01,99.67,99.46,99.46,99.46,99.45,99.45,99.45,99.45,99.43,99.43,99.42,99.42,93.22,93.22,93.22
2005-07,105.07,104.50,104.50,104.50,104.51,104.74,104.74,104.74,104.74,104.48,104.48,104.48,104.47,104.48,104.46,104.46,104.45,100.39,100.18,100.18,100.17,100.15,100.13,100.13,100.13,100.14,100.14,100.19,100.19,94.08,94.08,94.07
2005-10,105.62,104.85,104.85,104.85,104.87,105.08,105.08,105.12,105.12,104.93,104.93,104.93,104.91,104.98,104.99,104.99,105.06,100.92,100.71,100.71,100.73,100.75,100.76,100.76,100.76,100.81,100.81,100.78,100.78,94.55,94.55,94.55
2006-01,106.35,106.08,106.08,106.08,106.06,105.90,105.90,105.90,105.90,105.95,105.95,105.95,105.97,106.17,106.17,106.17,106.08,102.18,101.97,101.97,101.95,102.03,102.04,102.04,102.04,101.94,101.94,101.96,101.96,95.69,95.69,95.69
2006-04,108.48,108.04,108.04,108.04,108.03,108.18,108.18,108.14,108.14,107.99,107.99,107.99,108.01,108.30,108.32,108.32,108.28,104.20,103.98,103.98,103.99,103.96,103.95,103.95,103.95,103.97,103.97,103.94,103.94,97.56,97.56,97.56
2006-07,109.73,109.19,109.19,109.19,109.20,109.28,109.28,109.28,109.28,109.29,109.29,109.29,109.27,109.62,109.59,109.59,109.59,105.67,105.46,105.46,105.46,105.39,105.38,105.37,105.38,105.38,105.38,105.43,105.43,99.22,99.22,99.22
2006-10,110.48,110.30,110.30,110.30,110.31,110.63,110.63,110.68,110.68,110.56,110.56,110.56,110.55,110.96,110.97,110.97,111.09,107.27,107.04,107.04,107.06,107.13,107.14,107.14,107.15,107.20,107.20,107.16,107.16,100.57,100.57,100.57
2007-01,111.31,111.23,111.14,111.27,111.25,111.07,111.07,111.07,111.07,110.93,110.93,110.93,110.96,111.85,111.85,111.85,111.72,107.93,107.71,107.71,107.68,107.78,107.80,107.80,107.79,107.67,107.67,107.70,107.70,101.14,101.14,101.15
2007-04,,111.97,111.91,111.96,111.91,112.07,112.07,112.03,112.03,111.64,111.64,111.64,111.66,112.56,112.60,112.60,112.56,109.02,108.80,108.80,108.81,108.76,108.72,108.72,108.72,108.76,108.76,108.71,108.71,102.21,102.21,102.21
2007-07,,,112.98,112.90,112.87,112.73,112.73,112.71,112.71,112.58,112.58,112.58,112.55,113.54,113.49,113.49,113.50,110.17,109.95,109.95,109.96,109.83,109.84,109.83,109.84,109.79,109.79,109.86,109.86,103.43,103.43,103.42
2007-10,,,,113.50,113.52,113.50,113.50,113.57,113.57,113.11,113.11,113.11,113.09,114.15,114.16,114.16,114.33,110.99,110.75,110.75,110.76,110.86,110.89,110.88,110.89,110.98,110.98,110.93,110.93,104.12,104.12,104.13
2008-01,,,,,115.11,114.90,114.97,115.13,115.17,114.95,114.95,114.95,114.98,115.67,115.67,115.67,115.50,111.70,111.47,111.47,111.44,111.42,111.44,111.44,111.43,111.29,111.29,111.31,111.31,104.27,104.27,104.28
2008-04,,,,,,114.50,114.77,114.81,114.86,114.22,114.22,114.22,114.24,114.62,114.67,114.67,114.63,111.05,110.83,110.83,110.85,110.74,110.67,110.68,110.67,110.73,110.73,110.69,110.69,103.90,103.90,103.90
2008-07,,,,,,,113.69,113.62,113.69,113.18,113.18,113.18,113.15,113.55,113.49,113.49,113.53,110.26,110.03,110.03,110.06,109.85,109.88,109.88,109.88,109.81,109.81,109.88,109.88,103.23,103.23,103.22
2008-10,,,,,,,,110.55,110.45,109.50,109.50,109.50,109.48,110.10,110.10,110.10,110.30,107.07,106.84,106.84,106.82,106.73,106.75,106.75,106.76,106.90,106.90,106.84,106.84,100.25,100.25,100.25
2009-01,,,,,,,,,104.38,104.31,104.28,104.32,104.15,104.77,104.77,104.77,104.57,100.84,100.63,100.63,100.62,100.82,100.83,100.83,100.81,100.67,100.67,100.67,100.67,94.36,94.36,94.37
2009-04,,,,,,,,,,104.08,104.25,104.24,103.97,104.57,104.61,104.61,104.56,100.86,100.65,100.65,100.68,100.76,100.69,100.70,100.69,100.73,100.73,100.71,100.71,94.14,94.14,94.14
2009-07,,,,,,,,,,,104.96,104.89,104.62,105.46,105.40,105.40,105.44,102.04,101.82,101.82,101.86,101.78,101.81,101.81,101.81,101.78,101.78,101.86,101.86,94.87,94.87,94.86
2009-10,,,,,,,,,,,,104.61,104.64,105.44,105.45,105.45,105.65,102.73,102.52,102.52,102.46,102.67,102.70,102.69,102.72,102.88,102.88,102.83,102.83,95.55,95.55,95.55
2010-01,,,,,,,,,,,,,106.11,107.25,107.36,107.55,107.47,103.94,103.73,103.73,103.74,104.75,104.77,104.76,104.74,104.30,104.30,104.29,104.29,97.61,97.61,97.63
2010-04,,,,,,,,,,,,,,109.53,109.94,109.98,109.88,106.02,105.81,105.81,105.84,107.20,107.11,107.12,107.11,106.60,106.60,106.58,106.58,99.49,99.49,99.49
2010-07,,,,,,,,,,,,,,,110.49,110.37,110.56,107.05,106.83,106.83,106.87,107.94,107.98,107.98,107.98,107.58,107.58,107.69,107.69,100.49,100.49,100.48
2010-10,,,,,,,,,,,,,,,,111.01,111.28,108.01,107.79,107.79,107.70,108.89,108.93,108.92,108.95,108.91,108.91,108.84,108.84,101.22,101.22,101.21
2011-01,,,,,,,,,,,,,,,,,113.36,109.63,109.33,109.28,109.29,110.74,110.76,110.76,110.74,110.90,110.90,110.87,110.87,103.90,103.89,103.91
2011-04,,,,,,,,,,,,,,,,,,109.91,110.02,109.63,109.65,111.25,111.14,111.16,111.15,111.13,111.13,111.10,111.10,103.90,103.90,103.90
2011-07,,,,,,,,,,,,,,,,,,,110.59,110.64,110.64,111.84,111.89,111.88,111.88,111.75,111.75,111.88,111.88,104.64,104.64,104.63
2011-10,,,,,,,,,,,,,,,,,,,,110.54,110.37,111.61,111.66,111.65,111.68,111.91,111.91,111.85,111.85,104.47,104.47,104.46
2012-01,,,,,,,,,,,,,,,,,,,,,110.81,112.30,112.27,112.29,112.45,112.51,112.51,112.46,112.46,104.76,104.76,104.78
2012-04,,,,,,,,,,,,,,,,,,,,,,112.84,112.62,112.65,112.68,112.63,112.63,112.59,112.59,104.97,104.97,104.97
2012-07,,,,,,,,,,,,,,,,,,,,,,,112.86,112.83,112.88,112.70,112.70,112.83,112.83,105.07,105.07,105.06
2012-10,,,,,,,,,,,,,,,,,,,,,,,,112.07,112.02,112.16,112.16,112.11,112.11,104.15,104.15,104.15
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,112.34,112.19,112.27,112.25,112.29,104.40,104.39,104.42
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,113.05,113.09,113.05,113.08,104.89,104.90,104.89
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,113.47,113.65,113.64,105.36,105.36,105.34
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.54,114.50,106.01,106.01,106.00
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.25,106.95,106.97,106.98
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.23,106.43,106.41
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.79,106.70
2014-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.11
