"",1995-09-06,1995-12-07,1996-03-07,1996-06-05,1996-09-05,1996-12-04,1997-03-04,1997-06-05,1997-09-10,1997-12-04,1998-02-27,1998-06-04,1998-09-09,1998-12-03,1999-03-04,1999-05-28,1999-06-08,1999-09-09,1999-12-07,2000-03-28,2000-05-30,2000-08-29,2000-11-28,2001-03-01,2001-05-23,2001-08-23,2001-11-22,2002-02-27,2002-05-23,2002-08-22,2002-11-21,2003-02-26,2003-05-22,2003-08-21,2003-11-20,2004-02-19,2004-05-25,2004-08-24,2004-11-23,2005-02-22,2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
1992-07,151.2,151.2,151.2,150.7,150.2,149.9,150.1,150.1,151.4,150.9,151.5,152.1,152.2,152.6,151.2,152.2,77.8,77.7,77.7,77.6,77.90,78.10,,,,,,78.10,78.10,78.00,77.90,77.90,77.90,78.20,78.20,78.20,78.20,78.20,78.20,78.20,87.57,87.68,87.68,87.58,87.58,87.66,87.66,87.66,87.66,85.75,85.75,85.71,85.71,85.79,85.79,85.79,85.79,85.83,85.82,85.82,85.82,85.79,85.79,85.79,85.81,87.97,87.97,87.97,87.97,87.97,87.97,87.97,87.97,87.97,87.97,87.97,87.97,91.441,91.441,91.441
1992-10,157.8,157.8,157.8,158.8,162.4,162.2,162.1,162.1,161.4,162.0,161.9,162.0,160.7,159.2,160.6,163.1,83.4,83.1,83.2,83.2,82.10,81.70,,,,,,82.10,82.10,82.20,82.30,82.30,82.30,82.50,82.50,82.50,82.50,82.30,82.30,82.20,85.18,85.21,85.21,85.24,85.24,85.22,85.22,85.22,85.22,87.65,87.65,87.65,87.65,87.71,87.71,87.71,87.71,87.56,87.56,87.56,87.56,87.66,87.66,87.66,87.66,89.94,89.94,89.94,89.94,89.91,89.91,89.91,89.91,89.89,89.88,89.88,89.88,92.823,92.823,92.823
1993-01,146.8,146.8,146.8,147.0,148.7,148.3,148.1,148.1,150.5,151.1,150.4,149.6,150.5,151.0,150.7,155.0,79.3,79.8,79.8,79.7,80.30,79.00,78.60,,,,,78.00,78.00,78.00,78.00,78.00,78.00,77.70,77.70,77.70,77.70,77.80,77.80,77.80,86.50,86.44,86.44,86.48,86.48,86.43,86.43,86.43,86.43,85.21,85.21,85.23,85.23,85.26,85.26,85.26,85.26,85.14,85.15,85.15,85.15,85.10,85.10,85.10,85.09,88.83,88.83,88.83,88.83,88.83,88.83,88.83,88.83,88.85,88.86,88.86,88.86,92.478,92.478,92.478
1993-04,154.3,154.3,154.3,153.8,151.5,152.7,152.8,152.8,153.6,153.0,153.2,153.7,153.9,154.6,154.6,156.3,79.8,79.9,79.8,79.8,79.70,78.50,78.60,,,,,78.90,78.90,79.00,79.00,79.00,79.00,78.90,78.90,78.90,78.90,79.00,79.00,79.00,88.92,88.88,88.88,88.88,88.88,88.91,88.91,88.91,88.91,86.45,86.45,86.46,86.46,86.36,86.36,86.36,86.36,86.54,86.52,86.52,86.53,86.53,86.53,86.53,86.52,90.95,90.95,90.95,90.95,90.98,90.97,90.97,90.97,90.99,90.99,90.99,90.99,93.469,93.469,93.469
1993-07,157.2,157.2,157.2,156.3,156.7,156.2,156.4,156.4,156.8,156.2,156.9,157.4,157.3,157.7,156.5,156.6,80.1,79.9,79.9,79.9,80.20,80.40,80.40,,,,,80.50,80.50,80.50,80.40,80.40,80.40,80.60,80.60,80.60,80.60,80.60,80.60,80.60,88.28,88.35,88.35,88.27,88.27,88.35,88.35,88.35,88.35,88.90,88.90,88.85,88.85,88.93,88.93,88.93,88.93,88.97,88.97,88.97,88.97,88.96,88.96,88.96,88.96,93.11,93.11,93.11,93.11,93.14,93.14,93.14,93.14,93.12,93.15,93.15,93.15,94.749,94.749,94.749
1993-10,158.3,158.3,158.3,159.4,161.8,161.5,161.4,161.4,161.7,162.4,162.0,162.0,160.9,159.3,160.8,158.8,81.2,80.8,80.9,81.1,80.20,80.10,80.20,80.10,,,,80.30,80.30,80.30,80.40,80.40,80.40,80.60,80.60,80.60,80.60,80.40,80.40,80.40,89.33,89.38,89.38,89.40,89.40,89.39,89.39,89.39,89.39,88.34,88.34,88.36,88.36,88.35,88.35,88.35,88.35,88.27,88.27,88.27,88.28,88.35,88.35,88.35,88.34,89.30,89.30,89.30,89.30,89.22,89.22,89.22,89.22,89.21,89.18,89.18,89.18,92.994,92.994,92.994
1994-01,161.8,161.8,161.8,162.2,161.8,161.6,161.4,161.4,163.6,164.2,163.4,163.0,163.6,164.1,163.6,159.2,81.6,81.9,81.9,81.7,81.90,80.30,80.00,80.00,80.00,,,79.60,79.60,79.50,79.50,79.40,79.40,79.30,79.30,79.30,79.30,79.40,79.40,79.40,94.02,93.99,93.99,94.01,94.01,93.96,93.96,93.96,93.96,89.36,89.36,89.39,89.39,89.48,89.48,89.48,89.48,89.40,89.36,89.36,89.36,89.32,89.32,89.32,89.30,92.41,92.41,92.41,92.41,92.45,92.45,92.45,92.45,92.46,92.47,92.47,92.47,94.446,94.446,94.446
1994-04,172.1,172.1,172.1,171.6,167.4,168.6,168.7,168.7,169.8,169.2,169.2,169.5,169.8,170.6,170.8,167.4,85.4,85.5,85.3,85.3,85.40,84.20,84.40,84.20,84.20,,,84.70,84.70,84.80,84.80,84.80,84.80,84.60,84.60,84.60,84.60,84.80,84.80,84.80,97.37,97.33,97.33,97.31,97.31,97.36,97.36,97.36,97.36,93.98,93.98,93.98,93.98,93.95,93.95,93.95,93.95,94.07,94.06,94.06,94.06,94.07,94.07,94.07,94.06,97.54,97.54,97.54,97.54,97.58,97.58,97.58,97.58,97.59,97.61,97.61,97.61,98.434,98.433,98.433
1994-07,175.3,175.3,175.3,174.1,173.0,172.4,172.7,172.7,174.6,173.8,173.9,174.2,174.3,174.5,173.4,170.6,87.3,87.2,87.2,87.2,87.60,87.70,87.70,87.90,87.90,,,87.70,87.70,87.80,87.70,87.70,87.70,87.90,87.90,87.90,87.90,87.70,87.70,87.70,98.43,98.47,98.47,98.43,98.43,98.47,98.47,98.47,98.47,97.36,97.36,97.31,97.31,97.36,97.36,97.36,97.36,97.35,97.36,97.36,97.36,97.36,97.36,97.36,97.39,99.71,99.71,99.71,99.71,99.75,99.75,99.75,99.75,99.73,99.77,99.77,99.77,100.940,100.939,100.939
1994-10,175.7,175.7,175.7,177.0,178.1,177.7,177.6,177.6,179.3,180.0,179.4,179.2,178.1,176.7,178.1,176.0,90.0,89.7,89.8,90.1,89.30,89.20,89.30,89.30,89.30,,,89.50,89.50,89.40,89.50,89.50,89.50,89.70,89.70,89.70,89.70,89.50,89.50,89.50,98.91,99.03,99.03,99.04,99.04,99.03,99.03,99.03,99.03,98.46,98.46,98.48,98.48,98.40,98.40,98.40,98.40,98.36,98.38,98.38,98.38,98.41,98.41,98.41,98.42,102.30,102.30,102.30,102.30,102.18,102.18,102.18,102.18,102.18,102.10,102.10,102.10,103.603,103.603,103.603
1995-01,180.0,180.3,180.5,181.0,182.3,182.3,182.0,182.0,180.6,181.3,179.6,179.3,175.9,176.1,175.7,180.4,92.5,91.8,91.9,91.6,91.40,89.50,89.30,89.30,89.30,,,88.90,88.90,88.70,88.70,88.70,88.70,88.70,88.70,88.70,88.70,88.80,88.80,88.80,100.61,100.61,100.61,100.62,100.62,100.60,100.60,100.60,100.60,99.00,99.00,99.03,99.03,99.16,99.16,99.16,99.16,99.10,99.02,99.02,99.02,99.02,99.02,99.02,98.99,101.74,101.74,101.74,101.74,101.77,101.77,101.77,101.77,101.76,101.80,101.80,101.80,102.743,102.743,102.743
1995-04,185.8,186.2,188.8,188.3,186.1,187.3,187.4,187.4,184.9,184.3,184.6,184.8,181.0,181.7,182.2,181.7,92.6,92.3,92.1,92.0,92.30,91.00,91.10,90.90,90.90,,,91.50,91.50,91.70,91.70,91.70,91.70,91.50,91.50,91.50,91.50,91.60,91.60,91.70,100.36,100.25,100.25,100.23,100.23,100.25,100.25,100.25,100.25,100.60,100.60,100.58,100.58,100.62,100.62,100.62,100.62,100.69,100.70,100.70,100.70,100.71,100.71,100.71,100.68,103.26,103.26,103.26,103.26,103.30,103.30,103.30,103.30,103.29,103.34,103.34,103.34,104.294,104.294,104.294
1995-07,,189.2,190.2,188.6,188.3,187.6,187.9,187.9,182.9,182.0,182.3,182.6,178.5,178.0,177.5,177.7,90.9,91.0,90.9,91.0,91.40,91.20,91.20,91.40,91.40,90.80,,91.30,91.30,91.50,91.40,91.40,91.40,91.50,91.50,91.50,91.50,91.30,91.30,91.20,100.30,100.31,100.31,100.28,100.28,100.32,100.32,100.32,100.32,100.25,100.25,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.26,100.26,100.26,100.25,100.25,100.25,100.28,102.77,102.77,102.77,102.77,102.83,102.83,102.83,102.83,102.80,102.84,102.84,102.84,104.209,104.209,104.209
1995-10,,,183.2,184.6,187.6,187.2,187.0,187.0,184.4,185.2,185.1,184.9,180.2,179.7,180.1,177.9,91.0,91.0,91.1,91.4,90.90,90.70,90.80,90.90,90.90,90.80,,90.80,90.80,90.50,90.60,90.60,90.60,90.70,90.70,90.70,90.70,90.70,90.70,90.70,97.59,97.75,97.75,97.77,97.77,97.75,97.75,97.75,97.75,100.29,100.29,100.31,100.31,100.17,100.17,100.17,100.17,100.17,100.20,100.20,100.20,100.21,100.21,100.21,100.21,103.38,103.38,103.38,103.38,103.28,103.28,103.28,103.28,103.28,103.16,103.16,103.16,104.235,104.236,104.236
1996-01,,,,187.9,185.5,185.2,187.8,187.8,185.9,186.8,186.1,186.1,182.7,183.0,182.8,178.4,91.5,91.3,91.4,91.0,90.50,90.10,90.00,89.90,89.90,89.90,89.90,89.30,89.30,89.30,89.20,89.20,89.20,89.40,89.40,89.40,89.40,89.50,89.50,89.60,103.16,103.19,103.19,103.20,103.20,103.10,103.10,103.10,103.10,97.72,97.72,97.74,97.74,97.89,97.89,97.89,97.89,97.84,97.75,97.75,97.76,97.77,97.77,97.77,97.73,100.77,100.77,100.77,100.77,100.83,100.83,100.83,100.83,100.84,100.88,100.88,100.88,101.420,101.420,101.420
1996-04,,,,,193.9,191.7,194.8,194.8,191.8,190.9,191.5,191.7,187.5,187.8,188.6,185.9,94.7,93.8,93.6,93.6,93.90,94.00,94.10,93.90,93.90,94.50,94.50,94.30,94.30,94.50,94.60,94.50,94.50,94.50,94.50,94.50,94.50,94.70,94.70,94.70,103.54,103.44,103.44,103.44,103.44,103.43,103.43,103.43,103.43,103.13,103.13,103.10,103.10,103.19,103.19,103.19,103.19,103.23,103.25,103.25,103.26,103.26,103.26,103.26,103.23,106.35,106.35,106.35,106.35,106.36,106.36,106.36,106.36,106.35,106.41,106.41,106.41,106.735,106.735,106.735
1996-07,,,,,,195.1,197.8,197.8,194.2,193.3,193.7,193.9,187.9,187.0,186.7,184.1,94.2,93.6,93.6,93.7,94.00,94.20,94.30,94.40,94.40,93.70,93.70,94.20,94.20,94.50,94.50,94.50,94.50,94.40,94.40,94.40,94.40,94.10,94.10,94.00,106.82,106.71,106.71,106.70,106.70,106.81,106.81,106.81,106.81,103.45,103.45,103.46,103.46,103.48,103.48,103.48,103.48,103.43,103.47,103.47,103.47,103.47,103.47,103.47,103.51,106.27,106.27,106.27,106.27,106.31,106.31,106.31,106.31,106.29,106.31,106.31,106.31,106.687,106.687,106.687
1996-10,,,,,,,191.0,191.0,196.6,197.5,200.2,199.8,196.4,196.7,196.3,192.4,98.3,97.6,97.7,98.0,98.00,98.10,98.20,98.40,98.40,98.50,98.50,98.60,98.60,98.00,98.10,98.10,98.10,98.10,98.10,98.10,98.10,98.10,98.10,98.10,95.19,95.45,95.45,95.47,95.47,95.41,95.41,95.41,95.41,106.76,106.76,106.78,106.78,106.57,106.57,106.57,106.57,106.58,106.61,106.61,106.60,106.60,106.60,106.60,106.60,110.28,110.28,110.28,110.28,110.19,110.19,110.19,110.19,110.21,110.09,110.09,110.09,110.580,110.580,110.580
1997-01,,,,,,,,196.4,191.3,191.4,188.4,188.8,186.6,186.9,186.8,180.9,92.8,90.3,90.4,90.0,89.10,87.60,87.60,87.40,87.40,86.20,86.20,85.70,85.70,85.80,85.70,85.70,85.70,86.00,86.00,86.00,86.00,86.20,86.20,86.20,110.85,110.96,110.96,110.97,110.97,110.86,110.86,110.86,110.86,95.39,95.39,95.40,95.40,95.52,95.52,95.52,95.52,95.51,95.45,95.45,95.44,95.46,95.46,95.46,95.44,98.57,98.57,98.57,98.57,98.64,98.64,98.64,98.64,98.63,98.66,98.66,98.66,99.170,99.170,99.170
1997-04,,,,,,,,,213.1,211.7,213.8,213.8,211.5,211.5,212.6,207.2,105.6,103.5,103.3,103.4,103.70,103.50,103.50,103.30,103.30,102.80,102.80,102.50,102.50,102.70,102.70,102.70,102.70,102.90,102.90,102.90,102.90,103.00,103.00,103.10,110.98,110.91,110.91,110.90,110.90,110.82,110.82,110.82,110.82,110.90,110.90,110.87,110.87,111.01,111.01,111.01,111.01,111.01,111.03,111.03,111.03,111.03,111.03,111.03,111.01,114.13,114.13,114.13,114.13,114.13,114.13,114.13,114.13,114.13,114.19,114.19,114.19,114.735,114.735,114.735
1997-07,,,,,,,,,,219.6,220.9,221.0,216.8,215.5,215.6,204.3,104.6,103.1,103.1,103.2,103.40,104.40,104.40,104.50,104.50,102.80,102.80,103.50,103.50,103.90,103.90,103.90,103.90,103.60,103.60,103.60,103.60,103.30,103.30,103.20,110.87,110.60,110.60,110.59,110.59,110.82,110.82,110.82,110.82,110.89,110.89,110.91,110.91,110.94,110.94,110.94,110.94,110.89,110.91,110.91,110.92,110.89,110.89,110.89,110.94,114.10,114.10,114.10,114.10,114.08,114.08,114.08,114.08,114.07,114.06,114.06,114.06,114.397,114.397,114.397
1997-10,,,,,,,,,,,216.9,216.5,213.8,214.8,213.8,203.4,103.9,102.0,102.2,102.4,102.70,103.30,103.30,103.50,103.50,103.70,103.70,103.70,103.70,103.00,103.10,103.10,103.10,102.90,102.90,102.90,102.90,103.00,103.00,103.00,110.13,110.60,110.60,110.61,110.61,110.52,110.52,110.52,110.52,110.74,110.74,110.74,110.74,110.47,110.47,110.47,110.47,110.52,110.54,110.54,110.54,110.53,110.53,110.53,110.52,114.74,114.74,114.74,114.74,114.70,114.70,114.70,114.70,114.71,114.63,114.63,114.63,115.197,115.197,115.197
1998-01,,,,,,,,,,,,225.3,225.4,225.2,224.1,211.8,108.6,105.1,105.2,104.7,103.70,107.20,107.20,107.00,107.00,104.60,104.60,104.00,104.00,104.30,104.30,104.30,104.30,104.70,104.70,104.70,104.70,104.90,104.90,104.90,105.35,105.48,105.48,105.48,105.48,105.34,105.34,105.34,105.34,110.47,110.47,110.47,110.47,110.53,110.53,110.53,110.53,110.52,110.52,110.52,110.51,110.53,110.53,110.53,110.50,112.75,112.75,112.75,112.75,112.78,112.78,112.78,112.78,112.79,112.80,112.80,112.80,113.872,113.872,113.872
1998-04,,,,,,,,,,,,,217.2,216.4,217.6,205.6,104.7,101.2,101.0,101.3,101.60,102.20,102.20,102.10,102.10,101.00,101.00,100.50,100.50,100.00,100.00,100.00,100.00,100.40,100.40,100.40,100.40,100.60,100.60,100.70,110.08,109.96,109.96,109.94,109.94,109.80,109.80,109.80,109.80,105.40,105.40,105.39,105.39,105.56,105.56,105.56,105.56,105.59,105.60,105.60,105.60,105.63,105.63,105.63,105.59,108.99,108.99,108.99,108.99,108.99,108.99,108.99,108.99,108.98,109.02,109.02,109.02,110.160,110.160,110.160
1998-07,,,,,,,,,,,,,,227.4,228.5,219.5,112.4,108.8,108.8,108.9,109.00,106.40,106.40,106.50,106.50,103.70,103.70,104.60,104.60,105.50,105.50,105.50,105.50,105.00,105.00,105.00,105.00,104.50,104.50,104.40,108.26,107.82,107.82,107.80,107.80,108.17,108.17,108.17,108.17,109.92,109.92,109.93,109.93,110.03,110.03,110.03,110.03,109.99,109.98,109.98,109.98,109.96,109.96,109.96,110.01,113.66,113.66,113.66,113.66,113.66,113.66,113.66,113.66,113.65,113.62,113.62,113.62,114.117,114.117,114.117
1998-10,,,,,,,,,,,,,,,230.1,211.6,108.0,104.8,105.0,105.1,105.70,103.80,103.80,104.00,104.00,102.30,102.30,102.50,102.50,101.80,101.70,101.70,101.70,101.50,101.50,101.50,101.50,101.60,101.60,101.60,104.82,105.44,105.44,105.48,105.48,105.34,105.34,105.34,105.34,108.03,108.03,108.03,108.03,107.67,107.67,107.67,107.67,107.72,107.71,107.71,107.71,107.70,107.70,107.70,107.71,111.83,111.83,111.83,111.83,111.81,111.81,111.81,111.81,111.84,111.81,111.81,111.81,112.663,112.663,112.663
1999-01,,,,,,,,,,,,,,,,,107.9,102.8,103.0,104.6,103.41,104.28,104.27,104.13,104.13,99.81,99.81,99.02,99.02,100.73,100.74,100.73,100.73,101.10,101.10,101.10,101.10,101.23,101.23,101.31,106.67,106.89,106.89,106.91,106.91,106.78,106.78,106.78,106.78,105.28,105.28,105.28,105.28,105.29,105.29,105.29,105.29,105.26,105.32,105.32,105.32,105.35,105.35,105.35,105.29,107.33,107.33,107.33,107.33,107.33,107.33,107.33,107.33,107.32,107.32,107.32,107.32,108.723,108.723,108.723
1999-04,,,,,,,,,,,,,,,,,,103.7,103.7,104.0,104.34,103.83,103.82,103.64,103.64,102.01,102.01,101.48,101.48,102.08,102.06,102.03,102.03,102.70,102.70,102.71,102.71,102.93,102.93,103.03,107.78,107.46,107.46,107.44,107.44,107.28,107.28,107.28,107.28,106.91,106.91,106.92,106.92,107.17,107.17,107.17,107.17,107.21,107.20,107.20,107.20,107.24,107.24,107.24,107.18,109.22,109.22,109.22,109.22,109.22,109.22,109.22,109.22,109.19,109.23,109.23,109.23,110.294,110.294,110.294
1999-07,,,,,,,,,,,,,,,,,,,103.5,104.4,104.56,104.45,104.50,104.62,104.62,102.45,102.45,103.67,103.67,105.31,105.33,105.39,105.39,104.26,104.26,104.27,104.27,103.77,103.77,103.62,108.51,107.96,107.96,107.93,107.93,108.34,108.34,108.34,108.34,107.45,107.45,107.42,107.42,107.61,107.61,107.61,107.61,107.57,107.53,107.53,107.54,107.50,107.50,107.50,107.57,110.07,110.07,110.07,110.07,110.08,110.08,110.08,110.08,110.08,110.05,110.05,110.05,110.606,110.606,110.606
1999-10,,,,,,,,,,,,,,,,,,,,105.5,106.26,102.07,102.05,102.23,102.23,101.57,101.57,101.73,101.73,102.95,102.96,102.94,102.94,102.37,102.37,102.36,102.36,102.54,102.54,102.51,110.94,111.82,111.82,111.84,111.84,111.76,111.76,111.76,111.76,108.11,108.11,108.12,108.12,107.67,107.67,107.67,107.67,107.71,107.70,107.70,107.69,107.70,107.70,107.70,107.72,109.70,109.70,109.70,109.70,109.73,109.73,109.73,109.73,109.74,109.73,109.73,109.73,110.547,110.547,110.547
2000-01,,,,,,,,,,,,,,,,,,,,,110.71,110.05,109.67,110.05,110.05,109.22,109.22,108.44,108.44,107.83,107.83,107.81,107.81,108.61,108.61,108.59,108.59,108.53,108.53,108.63,105.53,105.74,105.74,105.78,105.78,105.63,105.63,105.63,105.63,111.58,111.58,111.59,111.59,111.56,111.56,111.56,111.56,111.55,111.65,111.65,111.65,111.64,111.64,111.64,111.58,112.90,112.90,112.90,112.90,112.88,112.88,112.88,112.88,112.88,112.88,112.88,112.88,113.758,113.758,113.758
2000-04,,,,,,,,,,,,,,,,,,,,,,105.01,103.07,104.55,104.55,103.61,103.61,102.94,102.94,100.97,100.92,100.90,100.90,102.32,102.32,102.32,102.32,102.57,102.57,102.67,102.91,102.40,102.40,102.39,102.39,102.19,102.19,102.19,102.19,105.94,105.94,105.97,105.97,106.31,106.31,106.31,106.31,106.38,106.36,106.36,106.36,106.44,106.44,106.44,106.35,107.21,107.21,107.21,107.21,107.21,107.21,107.21,107.21,107.16,107.18,107.18,107.18,108.379,108.379,108.379
2000-07,,,,,,,,,,,,,,,,,,,,,,,104.51,104.20,104.20,101.95,101.95,103.27,103.27,100.58,100.59,100.67,100.67,99.22,99.22,99.24,99.24,100.29,100.29,100.14,105.01,104.40,104.40,104.36,104.36,104.82,104.82,104.82,104.82,102.41,102.41,102.36,102.36,102.63,102.63,102.63,102.63,102.53,102.48,102.48,102.50,102.40,102.40,102.40,102.50,104.39,104.39,104.39,104.39,104.36,104.36,104.36,104.36,104.38,104.36,104.36,104.36,104.958,104.958,104.958
