"",2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1993-01,9.367,9.367,9.367,9.367,9.367,9.367,9.367,9.367,9.367,9.367,9.367,9.367,9.367,9.367,9.367,8.902,8.902,8.902,8.902,8.902,8.902,8.902,8.902,8.902,8.902,8.902,8.902,8.890,8.890
1993-04,9.149,9.149,9.149,9.149,9.149,9.149,9.149,9.149,9.149,9.149,9.149,9.149,9.149,9.149,9.149,8.698,8.698,8.698,8.698,8.698,8.698,8.698,8.698,8.698,8.698,8.698,8.698,8.677,8.677
1993-07,9.029,9.029,9.029,9.029,9.029,9.029,9.029,9.029,9.029,9.029,9.029,9.029,9.029,9.029,9.029,8.611,8.611,8.611,8.611,8.611,8.611,8.611,8.611,8.611,8.611,8.611,8.611,8.609,8.609
1993-10,8.928,8.928,8.928,8.928,8.928,8.928,8.928,8.928,8.928,8.928,8.928,8.928,8.928,8.928,8.928,8.490,8.490,8.490,8.490,8.490,8.490,8.490,8.490,8.490,8.490,8.490,8.490,8.477,8.477
1994-01,8.788,8.788,8.788,8.788,8.788,8.788,8.788,8.788,8.788,8.788,8.788,8.788,8.788,8.788,8.788,8.351,8.351,8.351,8.351,8.351,8.351,8.351,8.351,8.351,8.351,8.351,8.351,8.342,8.342
1994-04,8.631,8.631,8.631,8.631,8.631,8.631,8.631,8.631,8.631,8.631,8.631,8.631,8.631,8.631,8.631,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.188,8.188
1994-07,8.601,8.601,8.601,8.601,8.601,8.601,8.601,8.601,8.601,8.601,8.601,8.601,8.601,8.601,8.601,8.203,8.203,8.203,8.203,8.203,8.203,8.203,8.203,8.203,8.203,8.203,8.203,8.205,8.205
1994-10,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.589,8.170,8.170,8.170,8.170,8.170,8.170,8.170,8.170,8.170,8.170,8.170,8.170,8.164,8.164
1995-01,8.510,8.510,8.510,8.510,8.510,8.510,8.510,8.510,8.510,8.510,8.510,8.510,8.510,8.510,8.510,8.095,8.095,8.095,8.095,8.095,8.095,8.095,8.095,8.095,8.095,8.095,8.095,8.093,8.093
1995-04,8.423,8.423,8.423,8.423,8.423,8.423,8.423,8.423,8.423,8.423,8.423,8.423,8.423,8.423,8.423,8.019,8.019,8.019,8.019,8.019,8.019,8.019,8.019,8.019,8.019,8.019,8.019,8.006,8.006
1995-07,8.426,8.426,8.426,8.426,8.426,8.426,8.426,8.426,8.426,8.426,8.426,8.426,8.426,8.426,8.426,8.043,8.043,8.043,8.043,8.043,8.043,8.043,8.043,8.043,8.043,8.043,8.043,8.053,8.053
1995-10,8.413,8.413,8.413,8.413,8.413,8.413,8.413,8.413,8.413,8.413,8.413,8.413,8.413,8.413,8.413,8.018,8.018,8.018,8.018,8.018,8.018,8.018,8.018,8.018,8.018,8.018,8.018,8.013,8.013
1996-01,8.296,8.296,8.296,8.296,8.296,8.296,8.296,8.296,8.296,8.296,8.296,8.296,8.296,8.296,8.296,7.898,7.898,7.898,7.898,7.898,7.898,7.898,7.898,7.898,7.898,7.898,7.898,7.909,7.909
1996-04,8.206,8.206,8.206,8.206,8.206,8.206,8.206,8.206,8.206,8.206,8.206,8.206,8.206,8.206,8.206,7.813,7.813,7.813,7.813,7.813,7.813,7.813,7.813,7.813,7.813,7.813,7.813,7.822,7.822
1996-07,8.185,8.185,8.185,8.185,8.185,8.185,8.185,8.185,8.185,8.185,8.185,8.185,8.185,8.185,8.185,7.811,7.811,7.811,7.811,7.811,7.811,7.811,7.811,7.811,7.811,7.811,7.811,7.833,7.833
1996-10,8.177,8.177,8.177,8.177,8.177,8.177,8.177,8.177,8.177,8.177,8.177,8.177,8.177,8.177,8.177,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.794,7.794
1997-01,8.103,8.103,8.103,8.103,8.103,8.103,8.103,8.103,8.103,8.103,8.103,8.103,8.103,8.103,8.103,7.687,7.687,7.687,7.687,7.687,7.687,7.687,7.687,7.687,7.687,7.687,7.687,7.707,7.707
1997-04,8.056,8.056,8.056,8.056,8.056,8.056,8.056,8.056,8.056,8.056,8.056,8.056,8.056,8.056,8.056,7.641,7.641,7.641,7.641,7.641,7.641,7.641,7.641,7.641,7.641,7.641,7.641,7.657,7.657
1997-07,8.098,8.098,8.098,8.098,8.098,8.098,8.098,8.098,8.098,8.098,8.098,8.098,8.098,8.098,8.098,7.708,7.708,7.708,7.708,7.708,7.708,7.708,7.708,7.708,7.708,7.708,7.708,7.742,7.742
1997-10,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,7.712,7.712,7.712,7.712,7.712,7.712,7.712,7.712,7.712,7.712,7.712,7.712,7.743,7.743
1998-01,8.074,8.074,8.074,8.074,8.074,8.074,8.074,8.074,8.074,8.074,8.074,8.074,8.074,8.074,8.074,7.663,7.663,7.663,7.663,7.663,7.663,7.663,7.663,7.663,7.663,7.663,7.663,7.705,7.705
1998-04,8.108,8.108,8.108,8.108,8.108,8.108,8.108,8.108,8.108,8.108,8.108,8.108,8.108,8.108,8.108,7.702,7.702,7.702,7.702,7.702,7.702,7.702,7.702,7.702,7.702,7.702,7.702,7.729,7.729
1998-07,8.128,8.128,8.128,8.128,8.128,8.128,8.128,8.128,8.128,8.128,8.128,8.128,8.128,8.128,8.128,7.752,7.752,7.752,7.752,7.752,7.752,7.752,7.752,7.752,7.752,7.752,7.752,7.800,7.800
1998-10,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,7.777,7.777,7.777,7.777,7.777,7.777,7.777,7.777,7.777,7.777,7.777,7.777,7.818,7.818
1999-01,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,7.689,7.689,7.689,7.689,7.689,7.689,7.689,7.689,7.689,7.689,7.689,7.689,7.732,7.732
1999-04,7.982,7.982,7.982,7.982,7.982,7.982,7.982,7.982,7.982,7.982,7.982,7.982,7.982,7.982,7.982,7.627,7.627,7.627,7.627,7.627,7.627,7.627,7.627,7.627,7.627,7.627,7.627,7.666,7.666
1999-07,8.036,8.036,8.036,8.036,8.036,8.036,8.036,8.036,8.036,8.036,8.036,8.036,8.036,8.036,8.036,7.700,7.700,7.700,7.700,7.700,7.700,7.700,7.700,7.700,7.700,7.700,7.700,7.758,7.758
1999-10,8.088,8.088,8.088,8.088,8.088,8.088,8.088,8.088,8.088,8.088,8.088,8.088,8.088,8.088,8.088,7.722,7.722,7.722,7.722,7.722,7.722,7.722,7.722,7.722,7.722,7.722,7.722,7.783,7.783
2000-01,8.043,8.043,8.043,8.043,8.043,8.043,8.043,8.043,8.043,8.043,8.043,8.043,8.043,8.043,8.043,7.674,7.674,7.674,7.674,7.674,7.674,7.674,7.674,7.674,7.674,7.674,7.674,7.765,7.765
2000-04,8.066,8.066,8.066,8.066,8.066,8.066,8.066,8.066,8.066,8.066,8.066,8.066,8.066,8.066,8.066,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.774,7.774
2000-07,8.122,8.122,8.122,8.122,8.122,8.122,8.122,8.122,8.122,8.122,8.122,8.122,8.122,8.122,8.122,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.876,7.876
2000-10,8.203,8.203,8.203,8.203,8.203,8.203,8.203,8.203,8.203,8.203,8.203,8.203,8.203,8.203,8.203,7.821,7.821,7.821,7.821,7.821,7.821,7.821,7.821,7.821,7.821,7.821,7.821,7.902,7.902
2001-01,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146,7.769,7.769,7.769,7.769,7.769,7.769,7.769,7.769,7.769,7.769,7.769,7.769,7.852,7.852
2001-04,8.136,8.136,8.136,8.136,8.136,8.136,8.136,8.136,8.136,8.136,8.136,8.136,8.136,8.136,8.136,7.761,7.761,7.761,7.761,7.761,7.761,7.761,7.761,7.761,7.761,7.761,7.761,7.828,7.828
2001-07,8.130,8.130,8.130,8.130,8.130,8.130,8.130,8.130,8.130,8.130,8.130,8.130,8.130,8.130,8.130,7.789,7.789,7.789,7.789,7.789,7.789,7.789,7.789,7.789,7.789,7.789,7.789,7.865,7.865
2001-10,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.774,7.842,7.842
2002-01,8.018,8.018,8.018,8.018,8.018,8.018,8.018,8.018,8.018,8.018,8.018,8.018,8.018,8.018,8.018,7.656,7.656,7.656,7.656,7.656,7.656,7.656,7.656,7.656,7.656,7.656,7.656,7.741,7.741
2002-04,7.966,7.966,7.966,7.966,7.966,7.966,7.966,7.966,7.966,7.966,7.966,7.966,7.966,7.966,7.966,7.607,7.607,7.607,7.607,7.607,7.607,7.607,7.607,7.607,7.607,7.607,7.607,7.687,7.687
2002-07,7.933,7.933,7.933,7.933,7.933,7.933,7.933,7.933,7.933,7.933,7.933,7.933,7.933,7.933,7.933,7.604,7.604,7.604,7.604,7.604,7.604,7.604,7.604,7.604,7.604,7.604,7.604,7.682,7.682
2002-10,7.915,7.915,7.915,7.915,7.915,7.915,7.915,7.915,7.915,7.915,7.915,7.915,7.915,7.915,7.915,7.553,7.553,7.553,7.553,7.553,7.553,7.553,7.553,7.553,7.553,7.553,7.553,7.627,7.627
2003-01,7.777,7.777,7.777,7.777,7.777,7.777,7.777,7.777,7.777,7.777,7.777,7.777,7.777,7.777,7.777,7.423,7.423,7.423,7.423,7.423,7.423,7.423,7.423,7.423,7.423,7.423,7.423,7.528,7.528
2003-04,7.737,7.737,7.737,7.737,7.737,7.737,7.737,7.737,7.737,7.737,7.737,7.737,7.737,7.737,7.737,7.395,7.395,7.395,7.395,7.395,7.395,7.395,7.395,7.395,7.395,7.395,7.395,7.454,7.454
2003-07,7.734,7.734,7.734,7.734,7.734,7.734,7.734,7.734,7.734,7.734,7.734,7.734,7.734,7.734,7.734,7.411,7.411,7.411,7.411,7.411,7.411,7.411,7.411,7.411,7.411,7.411,7.411,7.477,7.477
2003-10,7.750,7.750,7.750,7.750,7.750,7.750,7.750,7.750,7.750,7.750,7.750,7.750,7.750,7.750,7.750,7.396,7.396,7.396,7.396,7.396,7.396,7.396,7.396,7.396,7.396,7.396,7.396,7.461,7.461
2004-01,7.626,7.626,7.626,7.626,7.626,7.626,7.626,7.626,7.626,7.626,7.626,7.626,7.626,7.626,7.626,7.286,7.286,7.286,7.286,7.286,7.286,7.286,7.286,7.286,7.286,7.286,7.286,7.359,7.359
2004-04,7.621,7.621,7.621,7.621,7.621,7.621,7.621,7.621,7.621,7.621,7.621,7.621,7.621,7.621,7.621,7.280,7.280,7.280,7.280,7.280,7.280,7.280,7.280,7.280,7.280,7.280,7.280,7.344,7.344
2004-07,7.633,7.633,7.633,7.633,7.633,7.633,7.633,7.633,7.633,7.633,7.633,7.633,7.633,7.633,7.633,7.321,7.321,7.321,7.321,7.321,7.321,7.321,7.321,7.321,7.321,7.321,7.321,7.387,7.387
2004-10,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.654,7.305,7.305,7.305,7.305,7.305,7.305,7.305,7.305,7.305,7.305,7.305,7.305,7.369,7.369
2005-01,7.520,7.520,7.520,7.520,7.520,7.520,7.520,7.522,7.522,7.522,7.522,7.522,7.522,7.522,7.522,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.249,7.249
2005-04,7.492,7.492,7.492,7.497,7.497,7.497,7.497,7.498,7.498,7.498,7.498,7.498,7.498,7.498,7.498,7.144,7.144,7.144,7.144,7.144,7.144,7.144,7.144,7.144,7.144,7.144,7.144,7.214,7.214
2005-07,7.493,7.493,7.493,7.502,7.502,7.502,7.502,7.504,7.504,7.504,7.504,7.504,7.504,7.504,7.504,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.258,7.258
2005-10,7.522,7.522,7.522,7.533,7.533,7.533,7.533,7.538,7.538,7.538,7.538,7.538,7.538,7.538,7.538,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.175,7.257,7.257
2006-01,7.387,7.387,7.387,7.399,7.399,7.399,7.399,7.403,7.403,7.403,7.403,7.403,7.403,7.403,7.403,7.057,7.057,7.057,7.057,7.057,7.057,7.057,7.057,7.057,7.057,7.057,7.057,7.114,7.114
2006-04,7.402,7.402,7.402,7.417,7.417,7.417,7.417,7.418,7.418,7.418,7.418,7.418,7.418,7.418,7.418,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.127,7.127
2006-07,7.450,7.450,7.450,7.463,7.463,7.463,7.463,7.467,7.467,7.467,7.467,7.467,7.467,7.467,7.467,7.146,7.146,7.146,7.146,7.146,7.146,7.146,7.146,7.146,7.146,7.146,7.146,7.210,7.210
2006-10,7.509,7.509,7.509,7.522,7.522,7.522,7.522,7.527,7.527,7.527,7.527,7.527,7.527,7.527,7.527,7.171,7.171,7.171,7.171,7.171,7.171,7.171,7.171,7.171,7.171,7.171,7.171,7.218,7.218
2007-01,7.459,7.459,7.459,7.465,7.465,7.465,7.465,7.466,7.466,7.466,7.466,7.466,7.466,7.466,7.466,7.123,7.123,7.123,7.123,7.123,7.123,7.123,7.123,7.123,7.123,7.123,7.123,7.183,7.183
2007-04,7.493,7.490,7.490,7.496,7.496,7.496,7.496,7.496,7.496,7.496,7.496,7.496,7.496,7.496,7.496,7.155,7.155,7.155,7.155,7.155,7.155,7.155,7.155,7.155,7.155,7.155,7.155,7.212,7.212
2007-07,7.561,7.562,7.564,7.566,7.566,7.566,7.566,7.567,7.567,7.567,7.567,7.567,7.567,7.567,7.567,7.259,7.259,7.259,7.259,7.259,7.259,7.259,7.259,7.259,7.259,7.259,7.259,7.326,7.326
2007-10,,7.634,7.648,7.641,7.641,7.641,7.641,7.645,7.645,7.645,7.645,7.645,7.645,7.645,7.645,7.301,7.301,7.301,7.301,7.301,7.301,7.301,7.301,7.301,7.301,7.301,7.301,7.360,7.360
2008-01,,,7.613,7.604,7.603,7.613,7.613,7.616,7.616,7.616,7.616,7.612,7.612,7.612,7.612,7.300,7.300,7.300,7.300,7.298,7.298,7.298,7.298,7.298,7.298,7.298,7.298,7.392,7.392
2008-04,,,,7.628,7.631,7.637,7.637,7.644,7.644,7.644,7.644,7.646,7.646,7.646,7.646,7.328,7.328,7.328,7.328,7.329,7.329,7.329,7.329,7.329,7.329,7.329,7.329,7.422,7.422
2008-07,,,,,7.679,7.680,7.680,7.687,7.687,7.687,7.687,7.686,7.686,7.686,7.686,7.415,7.415,7.415,7.415,7.417,7.417,7.417,7.417,7.417,7.417,7.417,7.417,7.498,7.498
2008-10,,,,,,7.716,7.716,7.721,7.721,7.721,7.721,7.719,7.719,7.719,7.719,7.385,7.385,7.385,7.385,7.395,7.395,7.395,7.395,7.395,7.395,7.395,7.395,7.511,7.511
2009-01,,,,,,,7.567,7.574,7.569,7.569,7.569,7.559,7.559,7.559,7.559,7.243,7.243,7.243,7.243,7.265,7.265,7.265,7.265,7.268,7.268,7.268,7.268,7.375,7.375
2009-04,,,,,,,,7.507,7.473,7.472,7.472,7.452,7.452,7.452,7.452,7.130,7.130,7.130,7.130,7.163,7.163,7.163,7.163,7.165,7.165,7.165,7.165,7.280,7.280
2009-07,,,,,,,,,7.417,7.409,7.412,7.389,7.389,7.389,7.389,7.075,7.075,7.075,7.075,7.118,7.118,7.118,7.118,7.122,7.122,7.122,7.122,7.238,7.238
2009-10,,,,,,,,,,7.383,7.391,7.365,7.365,7.365,7.365,7.040,7.040,7.040,7.040,7.091,7.091,7.091,7.091,7.093,7.093,7.093,7.093,7.208,7.208
2010-01,,,,,,,,,,,7.249,7.237,7.240,7.252,7.250,6.937,6.937,6.937,6.937,6.980,6.980,6.980,6.980,6.978,6.978,6.978,6.978,7.084,7.084
2010-04,,,,,,,,,,,,7.228,7.243,7.269,7.272,6.950,6.950,6.950,6.950,6.998,6.998,6.998,6.998,6.989,6.989,6.989,6.989,7.091,7.091
2010-07,,,,,,,,,,,,,7.293,7.317,7.332,7.019,7.019,7.019,7.019,7.071,7.071,7.071,7.071,7.056,7.056,7.056,7.056,7.160,7.160
2010-10,,,,,,,,,,,,,,7.377,7.401,7.059,7.059,7.059,7.059,7.113,7.113,7.113,7.113,7.098,7.098,7.098,7.098,7.200,7.200
2011-01,,,,,,,,,,,,,,,7.375,7.030,7.033,7.034,7.034,7.085,7.085,7.085,7.085,7.064,7.064,7.064,7.064,7.172,7.172
2011-04,,,,,,,,,,,,,,,,7.055,7.080,7.081,7.082,7.132,7.132,7.132,7.132,7.116,7.116,7.116,7.116,7.229,7.229
2011-07,,,,,,,,,,,,,,,,,7.162,7.171,7.176,7.227,7.227,7.227,7.227,7.216,7.216,7.216,7.216,7.323,7.323
2011-10,,,,,,,,,,,,,,,,,,7.218,7.211,7.256,7.256,7.256,7.256,7.256,7.256,7.256,7.256,7.377,7.377
2012-01,,,,,,,,,,,,,,,,,,,7.179,7.221,7.219,7.219,7.217,7.216,7.216,7.216,7.216,7.360,7.360
2012-04,,,,,,,,,,,,,,,,,,,,7.241,7.234,7.239,7.239,7.234,7.234,7.234,7.234,7.380,7.380
2012-07,,,,,,,,,,,,,,,,,,,,,7.302,7.321,7.319,7.312,7.312,7.312,7.312,7.464,7.464
2012-10,,,,,,,,,,,,,,,,,,,,,,7.326,7.331,7.326,7.326,7.326,7.326,7.489,7.489
2013-01,,,,,,,,,,,,,,,,,,,,,,,7.268,7.264,7.273,7.270,7.270,7.412,7.412
2013-04,,,,,,,,,,,,,,,,,,,,,,,,7.264,7.264,7.266,7.264,7.402,7.402
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,7.322,7.323,7.314,7.463,7.463
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,7.333,7.345,7.483,7.483
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,7.300,7.414,7.410
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.428,7.439
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.504
