"",2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1997-01,2852.4936,2852.4936,2852.4936,2852.4936,2852.4936,2852.4936,2852.4936,2852.4936,2852.4936,2852.4936,2852.4936,2852.4936,2852.4936,2852.4936,2852.4936,2720.6184,2720.6184,2720.6184,2720.6184,2720.6184,2720.6184,2720.6184,2720.6184,2720.6184,2720.6184,2720.6184,2720.6184,2747.7236,2747.7236
1997-04,2713.4334,2713.4334,2713.4334,2713.4334,2713.4334,2713.4334,2713.4334,2713.4334,2713.4334,2713.4334,2713.4334,2713.4334,2713.4334,2713.4334,2713.4334,2582.5384,2582.5384,2582.5384,2582.5384,2582.5384,2582.5384,2582.5384,2582.5384,2582.5384,2582.5384,2582.5384,2582.5384,2600.4229,2600.4229
1997-07,2899.9120,2899.9120,2899.9120,2899.9120,2899.9120,2899.9120,2899.9120,2899.9120,2899.9120,2899.9120,2899.9120,2899.9120,2899.9120,2899.9120,2899.9120,2763.6132,2763.6132,2763.6132,2763.6132,2763.6132,2763.6132,2763.6132,2763.6132,2763.6132,2763.6132,2763.6132,2763.6132,2795.5129,2795.5129
1997-10,2904.4511,2904.4511,2904.4511,2904.4511,2904.4511,2904.4511,2904.4511,2904.4511,2904.4511,2904.4511,2904.4511,2904.4511,2904.4511,2904.4511,2904.4511,2767.8245,2767.8245,2767.8245,2767.8245,2767.8245,2767.8245,2767.8245,2767.8245,2767.8245,2767.8245,2767.8245,2767.8245,2793.8813,2793.8813
1998-01,2930.7426,2930.7426,2930.7426,2930.7426,2930.7426,2930.7426,2930.7426,2930.7426,2930.7426,2930.7426,2930.7426,2930.7426,2930.7426,2930.7426,2930.7426,2789.3513,2789.3513,2789.3513,2789.3513,2789.3513,2789.3513,2789.3513,2789.3513,2789.3513,2789.3513,2789.3513,2789.3513,2816.3970,2816.3970
1998-04,2679.0876,2679.0876,2679.0876,2679.0876,2679.0876,2679.0876,2679.0876,2679.0876,2679.0876,2679.0876,2679.0876,2679.0876,2679.0876,2679.0876,2679.0876,2542.8475,2542.8475,2542.8475,2542.8475,2542.8475,2542.8475,2542.8475,2542.8475,2542.8475,2542.8475,2542.8475,2542.8475,2572.1396,2572.1396
1998-07,2910.8224,2910.8224,2910.8224,2910.8224,2910.8224,2910.8224,2910.8224,2910.8224,2910.8224,2910.8224,2910.8224,2910.8224,2910.8224,2910.8224,2910.8224,2767.6985,2767.6985,2767.6985,2767.6985,2767.6985,2767.6985,2767.6985,2767.6985,2767.6985,2767.6985,2767.6985,2767.6985,2815.8216,2815.8216
1998-10,2977.6595,2977.6595,2977.6595,2977.6595,2977.6595,2977.6595,2977.6595,2977.6595,2977.6595,2977.6595,2977.6595,2977.6595,2977.6595,2977.6595,2977.6595,2829.6781,2829.6781,2829.6781,2829.6781,2829.6781,2829.6781,2829.6781,2829.6781,2829.6781,2829.6781,2829.6781,2829.6781,2871.1128,2871.1128
1999-01,2904.8220,2904.8220,2904.8220,2904.8220,2904.8220,2904.8220,2904.8220,2904.8220,2904.8220,2904.8220,2904.8220,2904.8220,2904.8220,2904.8220,2904.8220,2777.3758,2777.3758,2777.3758,2777.3758,2777.3758,2777.3758,2777.3758,2777.3758,2777.3758,2777.3758,2777.3758,2777.3758,2814.1576,2814.1576
1999-04,2647.0296,2647.0296,2647.0296,2647.0296,2647.0296,2647.0296,2647.0296,2647.0296,2647.0296,2647.0296,2647.0296,2647.0296,2647.0296,2647.0296,2647.0296,2524.0069,2524.0069,2524.0069,2524.0069,2524.0069,2524.0069,2524.0069,2524.0069,2524.0069,2524.0069,2524.0069,2524.0069,2560.9123,2560.9123
1999-07,2860.0668,2860.0668,2860.0668,2860.0668,2860.0668,2860.0668,2860.0668,2860.0668,2860.0668,2860.0668,2860.0668,2860.0668,2860.0668,2860.0668,2860.0668,2735.1917,2735.1917,2735.1917,2735.1917,2735.1917,2735.1917,2735.1917,2735.1917,2735.1917,2735.1917,2735.1917,2735.1917,2774.8333,2774.8333
1999-10,2945.4656,2945.4656,2945.4656,2945.4656,2945.4656,2945.4656,2945.4656,2945.4656,2945.4656,2945.4656,2945.4656,2945.4656,2945.4656,2945.4656,2945.4656,2819.7440,2819.7440,2819.7440,2819.7440,2819.7440,2819.7440,2819.7440,2819.7440,2819.7440,2819.7440,2819.7440,2819.7440,2854.8446,2854.8446
2000-01,2947.8085,2947.8085,2947.8085,2947.8085,2947.8085,2947.8085,2947.8085,2947.8085,2947.8085,2947.8085,2947.8085,2947.8085,2947.8085,2947.8085,2947.8085,2825.0525,2825.0525,2825.0525,2825.0525,2825.0525,2825.0525,2825.0525,2825.0525,2825.0525,2825.0525,2825.0525,2825.0525,2865.7828,2865.7828
2000-04,2648.6740,2648.6740,2648.6740,2648.6740,2648.6740,2648.6740,2648.6740,2648.6740,2648.6740,2648.6740,2648.6740,2648.6740,2648.6740,2648.6740,2648.6740,2533.7427,2533.7427,2533.7427,2533.7427,2533.7427,2533.7427,2533.7427,2533.7427,2533.7427,2533.7427,2533.7427,2533.7427,2554.0752,2554.0752
2000-07,2854.0889,2854.0889,2854.0889,2854.0889,2854.0889,2854.0889,2854.0889,2854.0889,2854.0889,2854.0889,2854.0889,2854.0889,2854.0889,2854.0889,2854.0889,2734.0831,2734.0831,2734.0831,2734.0831,2734.0831,2734.0831,2734.0831,2734.0831,2734.0831,2734.0831,2734.0831,2734.0831,2779.0485,2779.0485
2000-10,2877.7275,2877.7275,2877.7275,2877.7275,2877.7275,2877.7275,2877.7275,2877.7275,2877.7275,2877.7275,2877.7275,2877.7275,2877.7275,2877.7275,2877.7275,2754.6217,2754.6217,2754.6217,2754.6217,2754.6217,2754.6217,2754.6217,2754.6217,2754.6217,2754.6217,2754.6217,2754.6217,2795.5676,2795.5676
2001-01,2941.6992,2941.6992,2941.6992,2941.6992,2941.6992,2941.6992,2941.6992,2941.6992,2941.6992,2941.6992,2941.6992,2941.6992,2941.6992,2941.6992,2941.6992,2820.2002,2820.2002,2820.2002,2820.2002,2820.2002,2820.2002,2820.2002,2820.2002,2820.2002,2820.2002,2820.2002,2820.2002,2865.3962,2865.3962
2001-04,2643.1600,2643.1600,2643.1600,2643.1600,2643.1600,2643.1600,2643.1600,2643.1600,2643.1600,2643.1600,2643.1600,2643.1600,2643.1600,2643.1600,2643.1600,2527.2753,2527.2753,2527.2753,2527.2753,2527.2753,2527.2753,2527.2753,2527.2753,2527.2753,2527.2753,2527.2753,2527.2753,2561.1059,2561.1059
2001-07,2828.1323,2828.1323,2828.1323,2828.1323,2828.1323,2828.1323,2828.1323,2828.1323,2828.1323,2828.1323,2828.1323,2828.1323,2828.1323,2828.1323,2828.1323,2710.2583,2710.2583,2710.2583,2710.2583,2710.2583,2710.2583,2710.2583,2710.2583,2710.2583,2710.2583,2710.2583,2710.2583,2758.5232,2758.5232
2001-10,2818.1205,2818.1205,2818.1205,2818.1205,2818.1205,2818.1205,2818.1205,2818.1205,2818.1205,2818.1205,2818.1205,2818.1205,2818.1205,2818.1205,2818.1205,2697.3829,2697.3829,2697.3829,2697.3829,2697.3829,2697.3829,2697.3829,2697.3829,2697.3829,2697.3829,2697.3829,2697.3829,2745.8592,2745.8592
2002-01,2796.8252,2796.8252,2796.8252,2796.8252,2796.8252,2796.8252,2796.8252,2796.8252,2796.8252,2796.8252,2796.8252,2796.8252,2796.8252,2796.8252,2796.8252,2685.7303,2685.7303,2685.7303,2685.7303,2685.7303,2685.7303,2685.7303,2685.7303,2685.7303,2685.7303,2685.7303,2685.7303,2746.4893,2746.4893
2002-04,2593.7646,2593.7646,2593.7646,2593.7646,2593.7646,2593.7646,2593.7646,2593.7646,2593.7646,2593.7646,2593.7646,2593.7646,2593.7646,2593.7646,2593.7646,2482.4727,2482.4727,2482.4727,2482.4727,2482.4727,2482.4727,2482.4727,2482.4727,2482.4727,2482.4727,2482.4727,2482.4727,2530.3133,2530.3133
2002-07,2773.9399,2773.9399,2773.9399,2773.9399,2773.9399,2773.9399,2773.9399,2773.9399,2773.9399,2773.9399,2773.9399,2773.9399,2773.9399,2773.9399,2773.9399,2661.6384,2661.6384,2661.6384,2661.6384,2661.6384,2661.6384,2661.6384,2661.6384,2661.6384,2661.6384,2661.6384,2661.6384,2716.8304,2716.8304
2002-10,2729.7070,2729.7070,2729.7070,2729.7070,2729.7070,2729.7070,2729.7070,2729.7070,2729.7070,2729.7070,2729.7070,2729.7070,2729.7070,2729.7070,2729.7070,2618.7472,2618.7472,2618.7472,2618.7472,2618.7472,2618.7472,2618.7472,2618.7472,2618.7472,2618.7472,2618.7472,2618.7472,2668.5505,2668.5505
2003-01,2731.7790,2731.7790,2731.7790,2731.7790,2731.7790,2731.7790,2731.7790,2731.7790,2731.7790,2731.7790,2731.7790,2731.7790,2731.7790,2731.7790,2731.7790,2629.8339,2629.8339,2629.8339,2629.8339,2629.8339,2629.8339,2629.8339,2629.8339,2629.8339,2629.8339,2629.8339,2629.8339,2690.0182,2690.0182
2003-04,2475.3428,2475.3428,2475.3428,2475.3428,2475.3428,2475.3428,2475.3428,2475.3428,2475.3428,2475.3428,2475.3428,2475.3428,2475.3428,2475.3428,2475.3428,2376.9287,2376.9287,2376.9287,2376.9287,2376.9287,2376.9287,2376.9287,2376.9287,2376.9287,2376.9287,2376.9287,2376.9287,2419.9046,2419.9046
2003-07,2692.2875,2692.2875,2692.2875,2692.2875,2692.2875,2692.2875,2692.2875,2692.2875,2692.2875,2692.2875,2692.2875,2692.2875,2692.2875,2692.2875,2692.2875,2587.0606,2587.0606,2587.0606,2587.0606,2587.0606,2587.0606,2587.0606,2587.0606,2587.0606,2587.0606,2587.0606,2587.0606,2643.7711,2643.7711
2003-10,2688.4116,2688.4116,2688.4116,2688.4116,2688.4116,2688.4116,2688.4116,2688.4116,2688.4116,2688.4116,2688.4116,2688.4116,2688.4116,2688.4116,2688.4116,2579.5050,2579.5050,2579.5050,2579.5050,2579.5050,2579.5050,2579.5050,2579.5050,2579.5050,2579.5050,2579.5050,2579.5050,2625.7727,2625.7727
2004-01,2715.6882,2715.6882,2715.6882,2714.2254,2714.2254,2714.2254,2714.2254,2714.2254,2714.2254,2714.2254,2714.2254,2714.2254,2714.2254,2714.2254,2714.2254,2615.6287,2615.6287,2615.6287,2615.6287,2615.6287,2615.6287,2615.6287,2615.6287,2615.6287,2615.6287,2615.6287,2615.6287,2658.6615,2658.6615
2004-04,2466.5056,2466.5056,2466.5056,2465.0444,2465.0444,2465.0444,2465.0444,2465.0444,2465.0444,2465.0444,2465.0444,2465.0444,2465.0444,2465.0444,2465.0444,2365.1211,2365.1211,2365.1211,2365.1211,2365.1211,2365.1211,2365.1211,2365.1211,2365.1211,2365.1211,2365.1211,2365.1211,2398.0730,2398.0730
2004-07,2658.9978,2658.9978,2658.9978,2657.5344,2657.5344,2657.5344,2657.5344,2657.5344,2657.5344,2657.5344,2657.5344,2657.5344,2657.5344,2657.5344,2657.5344,2557.3165,2557.3165,2557.3165,2557.3165,2557.3165,2557.3165,2557.3165,2557.3165,2557.3165,2557.3165,2557.3165,2557.3165,2593.4411,2593.4411
2004-10,2720.5596,2720.5596,2720.5596,2719.0922,2719.0922,2719.0922,2719.0922,2719.0922,2719.0922,2719.0922,2719.0922,2719.0922,2719.0922,2719.0922,2719.0922,2615.8099,2615.8099,2615.8099,2615.8099,2615.8099,2615.8099,2615.8099,2615.8099,2615.8099,2615.8099,2615.8099,2615.8099,2648.4521,2648.4521
2005-01,2609.9892,2609.9892,2609.9892,2604.9520,2604.9520,2604.9520,2604.9520,2605.3140,2605.3140,2605.3140,2605.3140,2605.3140,2605.3140,2605.3140,2605.3140,2507.9632,2507.9632,2507.9632,2507.9632,2507.9632,2507.9632,2507.9632,2507.9632,2507.9632,2507.9632,2507.9632,2507.9632,2519.2756,2519.2756
2005-04,2475.4818,2475.4818,2475.4818,2471.1816,2471.1816,2471.1816,2471.1816,2471.5264,2471.5264,2471.5264,2471.5264,2471.5264,2471.5264,2471.5264,2471.5264,2374.9225,2374.9225,2374.9225,2374.9225,2374.9225,2374.9225,2374.9225,2374.9225,2374.9225,2374.9225,2374.9225,2374.9225,2402.2395,2402.2395
2005-07,2592.6780,2592.6780,2592.6780,2587.6576,2587.6576,2587.6576,2587.6576,2588.0184,2588.0184,2588.0184,2588.0184,2588.0184,2588.0184,2588.0184,2588.0184,2491.9391,2491.9391,2491.9391,2491.9391,2491.9391,2491.9391,2491.9391,2491.9391,2491.9391,2491.9391,2491.9391,2491.9391,2537.5601,2537.5601
2005-10,2620.0948,2620.0948,2620.0948,2615.0520,2615.0520,2615.0520,2615.0520,2615.0520,2615.0520,2615.0520,2615.0520,2615.0520,2615.0520,2615.0520,2615.0520,2518.3323,2518.3323,2518.3323,2518.3323,2518.3323,2518.3323,2518.3323,2518.3323,2518.3323,2518.3323,2518.3323,2518.3323,2555.7751,2555.7751
2006-01,2639.5245,2639.5245,2639.5245,2633.1642,2633.1642,2633.1642,2633.1642,2634.2436,2634.2436,2634.2436,2634.2436,2634.2436,2634.2436,2634.2436,2634.2436,2550.3853,2550.3853,2550.3853,2550.3853,2550.3853,2550.3853,2550.3853,2550.3853,2550.3853,2550.3853,2550.3853,2550.3853,2604.5190,2604.5190
2006-04,2378.8438,2378.8438,2378.8438,2373.5133,2373.5133,2373.5133,2373.5133,2374.2216,2374.2216,2374.2216,2374.2216,2374.9299,2374.9299,2374.9299,2374.9299,2291.5353,2291.5353,2291.5353,2291.5353,2291.5353,2291.5353,2291.5353,2291.5353,2291.5353,2291.5353,2291.5353,2291.5353,2332.1282,2332.1282
2006-07,2554.6824,2554.6824,2554.6824,2548.9768,2548.9768,2548.9768,2548.9768,2549.3342,2549.3342,2549.3342,2549.3342,2550.0475,2550.0475,2550.0475,2550.0475,2463.2374,2463.2374,2463.2374,2463.2374,2463.2374,2463.2374,2463.2374,2463.2374,2463.2374,2463.2374,2463.2374,2463.2374,2521.6631,2521.6631
2006-10,2602.4274,2602.4274,2602.4274,2598.8340,2598.8340,2598.8340,2598.8340,2598.1145,2598.1145,2598.1145,2598.1145,2598.1145,2598.1145,2598.1145,2598.1145,2505.1127,2505.1127,2505.1127,2505.1127,2505.1127,2505.1127,2505.1127,2505.1127,2505.1127,2505.1127,2505.1127,2505.1127,2557.5470,2557.5470
2007-01,2668.9320,2668.9320,2666.7900,2659.6808,2659.6808,2659.6808,2659.6808,2657.9103,2657.9103,2657.9103,2657.9103,2659.3389,2659.3389,2659.3389,2659.3389,2569.7138,2569.7138,2569.7138,2569.7138,2569.7138,2569.7138,2569.7138,2569.7138,2569.7138,2569.7138,2569.7138,2569.7138,2623.6237,2623.6237
2007-04,2425.5294,2424.5151,2418.7783,2416.5400,2416.5400,2416.5400,2416.5400,2414.3875,2414.3875,2414.3875,2414.3875,2415.1050,2415.1050,2415.1050,2415.1050,2332.2828,2332.2828,2332.2828,2332.2828,2332.2828,2332.2828,2332.2828,2332.2828,2332.2828,2332.2828,2332.2828,2332.2828,2371.2751,2371.2751
2007-07,2605.6668,2611.8225,2599.4989,2594.4078,2594.4078,2594.4078,2594.4078,2592.5900,2592.5900,2592.5900,2592.5900,2593.3152,2593.3152,2593.3152,2593.3152,2509.9694,2509.9694,2509.9694,2509.9694,2509.9694,2509.9694,2509.9694,2509.9694,2509.9694,2509.9694,2509.9694,2509.9694,2568.6361,2568.6361
2007-10,,2650.2099,2642.0799,2640.2532,2640.2532,2640.2532,2640.2532,2639.4928,2639.4928,2639.4928,2639.4928,2640.2264,2640.2264,2640.2264,2640.2264,2554.0845,2554.0845,2554.0845,2554.0845,2554.0845,2554.0845,2554.0845,2554.0845,2554.0845,2554.0845,2554.0845,2554.0845,2610.6848,2610.6848
2008-01,,,2668.5110,2656.4760,2659.0272,2661.2157,2661.2157,2658.6624,2658.6624,2658.6624,2658.6624,2655.7464,2655.7464,2655.7464,2655.7464,2583.9117,2583.9117,2583.9117,2583.9117,2582.1319,2582.1319,2582.1319,2582.1319,2582.1319,2582.1319,2582.1319,2582.1319,2647.2583,2647.2583
2008-04,,,,2553.3504,2547.4312,2549.9745,2549.9745,2548.7520,2548.7520,2548.7520,2548.7520,2547.9828,2547.9828,2547.9828,2547.9828,2484.1274,2484.1274,2484.1274,2484.1274,2482.9423,2482.9423,2482.9423,2482.9423,2482.9423,2482.9423,2482.9423,2482.9423,2533.9824,2533.9824
2008-07,,,,,2658.7503,2660.5992,2660.5992,2665.3395,2665.3395,2665.3395,2665.3395,2663.5036,2663.5036,2663.5036,2663.5036,2597.1978,2597.1978,2597.1978,2597.1978,2597.0258,2597.0258,2597.0258,2597.0258,2597.0258,2597.0258,2597.0258,2597.0258,2656.8755,2656.8755
2008-10,,,,,,2522.0236,2510.9101,2510.3804,2510.3804,2510.3804,2510.3804,2500.8088,2500.8088,2500.8088,2500.8088,2423.1781,2423.1781,2423.1781,2423.1781,2425.7651,2425.7651,2425.7651,2425.7651,2425.7651,2425.7651,2425.7651,2425.7651,2571.9715,2571.9715
2009-01,,,,,,,2369.5906,2371.8747,2365.0830,2423.9376,2423.9376,2426.5100,2426.5100,2426.5100,2426.5100,2378.5846,2378.5846,2378.5846,2378.5846,2384.1350,2384.1350,2384.1350,2384.1350,2382.9465,2382.9465,2382.9465,2382.9465,2469.8297,2469.8297
2009-04,,,,,,,,2142.1722,2103.9714,2152.4340,2152.4340,2156.4352,2156.4352,2156.4352,2156.4352,2106.0217,2106.0217,2106.0217,2106.0217,2114.4652,2114.4652,2114.4652,2114.4652,2113.0840,2113.0840,2113.0840,2113.0840,2166.8044,2166.8044
