"",2005-05-19,2005-08-18,2005-11-17,2006-02-16,2006-05-18,2006-08-17,2006-11-16,2007-02-20,2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1995-07,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,0.860,0.858,0.860,0.860,0.860,0.860,0.858,0.858,0.858,0.858,0.858,0.858,0.855,0.855
1995-10,1.035,1.035,1.035,1.035,1.035,1.034,1.034,1.034,1.034,1.034,1.034,1.034,1.034,1.035,1.035,1.035,1.035,1.034,1.034,1.034,1.034,1.034,1.034,1.034,1.034,0.840,0.839,0.840,0.840,0.840,0.840,0.839,0.839,0.839,0.839,0.839,0.839,0.843,0.843
1996-01,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.978,0.978,0.978,0.978,0.977,0.977,0.977,0.977,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.820,0.819,0.820,0.820,0.820,0.820,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819
1996-04,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.810,0.814,0.810,0.810,0.810,0.810,0.814,0.814,0.814,0.814,0.814,0.814,0.813,0.813
1996-07,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.808,0.808
1996-10,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.966,0.966,0.966,0.966,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.966,0.800,0.804,0.800,0.800,0.800,0.800,0.804,0.804,0.804,0.804,0.804,0.804,0.800,0.800
1997-01,0.939,0.939,0.939,0.939,0.939,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.790,0.788,0.790,0.790,0.790,0.790,0.788,0.788,0.788,0.788,0.788,0.788,0.789,0.789
1997-04,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.800,0.797,0.800,0.800,0.800,0.800,0.797,0.797,0.797,0.797,0.797,0.797,0.790,0.790
1997-07,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.956,0.956,0.956,0.956,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.790,0.785,0.790,0.790,0.790,0.790,0.785,0.785,0.785,0.785,0.785,0.785,0.782,0.782
1997-10,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.956,0.956,0.956,0.956,0.958,0.958,0.958,0.958,0.957,0.957,0.957,0.957,0.958,0.958,0.958,0.956,0.780,0.783,0.780,0.780,0.780,0.780,0.783,0.783,0.783,0.783,0.783,0.783,0.781,0.781
1998-01,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.951,0.951,0.951,0.951,0.950,0.950,0.950,0.950,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.780,0.784,0.780,0.780,0.780,0.780,0.784,0.784,0.784,0.784,0.784,0.784,0.778,0.778
1998-04,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.955,0.955,0.955,0.955,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.955,0.790,0.787,0.790,0.790,0.790,0.790,0.787,0.787,0.787,0.787,0.787,0.787,0.774,0.774
1998-07,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.790,0.788,0.790,0.790,0.790,0.790,0.788,0.788,0.788,0.788,0.788,0.788,0.781,0.781
1998-10,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.957,0.957,0.957,0.957,0.958,0.958,0.958,0.958,0.957,0.957,0.957,0.957,0.958,0.958,0.958,0.957,0.790,0.787,0.790,0.790,0.790,0.790,0.787,0.786,0.787,0.787,0.787,0.787,0.780,0.780
1999-01,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.950,0.950,0.950,0.950,0.949,0.949,0.949,0.949,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.790,0.787,0.790,0.790,0.790,0.790,0.787,0.787,0.787,0.787,0.787,0.787,0.782,0.782
1999-04,0.944,0.944,0.944,0.944,0.944,0.944,0.944,0.944,0.944,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.780,0.782,0.780,0.780,0.780,0.780,0.782,0.782,0.782,0.782,0.782,0.782,0.772,0.772
1999-07,0.949,0.949,0.949,0.949,0.949,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.949,0.949,0.949,0.950,0.780,0.784,0.780,0.780,0.780,0.780,0.784,0.784,0.784,0.784,0.784,0.784,0.770,0.770
1999-10,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.944,0.944,0.944,0.943,0.780,0.778,0.780,0.780,0.780,0.780,0.778,0.778,0.778,0.778,0.778,0.778,0.769,0.769
2000-01,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.770,0.765,0.770,0.770,0.770,0.770,0.765,0.765,0.765,0.765,0.765,0.765,0.773,0.773
2000-04,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.760,0.757,0.760,0.760,0.760,0.760,0.757,0.758,0.758,0.758,0.758,0.758,0.764,0.764
2000-07,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.933,0.933,0.933,0.934,0.750,0.745,0.750,0.750,0.750,0.750,0.745,0.745,0.745,0.745,0.745,0.745,0.752,0.752
2000-10,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.934,0.934,0.934,0.934,0.750,0.749,0.750,0.750,0.750,0.750,0.749,0.749,0.749,0.749,0.749,0.749,0.745,0.745
2001-01,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.740,0.736,0.740,0.740,0.740,0.740,0.736,0.736,0.737,0.737,0.737,0.737,0.731,0.731
2001-04,0.929,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.730,0.725,0.730,0.730,0.730,0.730,0.725,0.725,0.725,0.725,0.725,0.725,0.726,0.726
2001-07,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.922,0.720,0.719,0.720,0.720,0.720,0.720,0.719,0.719,0.718,0.718,0.718,0.718,0.721,0.721
2001-10,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.919,0.919,0.919,0.919,0.720,0.716,0.720,0.720,0.720,0.720,0.716,0.716,0.716,0.716,0.716,0.716,0.717,0.717
2002-01,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.916,0.916,0.916,0.916,0.720,0.720,0.720,0.720,0.720,0.720,0.720,0.720,0.720,0.720,0.720,0.720,0.716,0.716
2002-04,0.909,0.908,0.908,0.908,0.908,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.710,0.708,0.710,0.710,0.710,0.710,0.708,0.708,0.708,0.708,0.708,0.708,0.713,0.713
2002-07,0.900,0.899,0.899,0.899,0.899,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.700,0.702,0.700,0.700,0.700,0.700,0.702,0.702,0.701,0.701,0.701,0.701,0.704,0.704
2002-10,0.893,0.893,0.893,0.893,0.893,0.892,0.892,0.892,0.892,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.700,0.699,0.700,0.700,0.700,0.700,0.699,0.699,0.700,0.700,0.700,0.700,0.696,0.696
2003-01,0.887,0.887,0.887,0.887,0.887,0.888,0.888,0.888,0.888,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.700,0.698,0.700,0.700,0.700,0.700,0.699,0.698,0.699,0.699,0.699,0.699,0.695,0.695
2003-04,0.884,0.883,0.883,0.883,0.883,0.884,0.884,0.884,0.884,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.690,0.691,0.690,0.690,0.690,0.690,0.691,0.691,0.691,0.691,0.691,0.691,0.692,0.692
2003-07,0.880,0.879,0.879,0.879,0.879,0.877,0.877,0.877,0.877,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.690,0.687,0.690,0.690,0.690,0.690,0.687,0.687,0.686,0.686,0.686,0.686,0.693,0.693
2003-10,0.875,0.876,0.876,0.876,0.876,0.873,0.873,0.873,0.873,0.874,0.874,0.874,0.874,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.874,0.874,0.874,0.874,0.690,0.685,0.690,0.690,0.690,0.690,0.685,0.685,0.685,0.685,0.685,0.685,0.696,0.696
2004-01,0.874,0.876,0.876,0.876,0.876,0.877,0.877,0.877,0.877,0.876,0.876,0.876,0.876,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.876,0.876,0.876,0.876,0.690,0.693,0.690,0.690,0.690,0.690,0.693,0.693,0.693,0.693,0.693,0.693,0.698,0.698
2004-04,0.882,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.876,0.876,0.876,0.876,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.690,0.686,0.690,0.690,0.690,0.690,0.686,0.686,0.686,0.686,0.686,0.686,0.693,0.693
2004-07,0.890,0.873,0.873,0.873,0.873,0.872,0.872,0.872,0.872,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.690,0.686,0.690,0.690,0.690,0.690,0.686,0.686,0.686,0.686,0.686,0.686,0.690,0.690
2004-10,0.898,0.869,0.869,0.869,0.869,0.866,0.866,0.866,0.866,0.868,0.868,0.868,0.868,0.871,0.871,0.871,0.871,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.690,0.686,0.690,0.690,0.690,0.690,0.686,0.686,0.686,0.686,0.686,0.686,0.681,0.681
2005-01,0.906,0.863,0.859,0.859,0.859,0.855,0.855,0.855,0.855,0.853,0.853,0.853,0.853,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.680,0.683,0.680,0.680,0.680,0.680,0.683,0.683,0.683,0.683,0.683,0.683,0.674,0.674
2005-04,,0.862,0.854,0.854,0.854,0.850,0.850,0.850,0.850,0.849,0.849,0.849,0.849,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.680,0.683,0.680,0.680,0.680,0.680,0.683,0.683,0.683,0.683,0.683,0.683,0.675,0.675
2005-07,,,0.855,0.851,0.851,0.849,0.849,0.849,0.849,0.850,0.850,0.850,0.850,0.852,0.852,0.852,0.852,0.850,0.850,0.850,0.850,0.850,0.850,0.850,0.850,0.670,0.672,0.670,0.670,0.670,0.670,0.672,0.672,0.672,0.672,0.672,0.672,0.664,0.664
2005-10,,,,0.848,0.848,0.848,0.848,0.848,0.848,0.850,0.850,0.850,0.850,0.850,0.850,0.850,0.850,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.670,0.665,0.670,0.670,0.660,0.660,0.664,0.664,0.664,0.664,0.664,0.664,0.660,0.660
2006-01,,,,,0.842,0.846,0.846,0.846,0.846,0.838,0.838,0.838,0.838,0.823,0.823,0.823,0.823,0.836,0.836,0.836,0.836,0.837,0.837,0.837,0.837,0.640,0.644,0.640,0.640,0.640,0.640,0.644,0.644,0.644,0.644,0.644,0.644,0.652,0.652
2006-04,,,,,,0.848,0.845,0.849,0.849,0.843,0.843,0.843,0.843,0.825,0.825,0.825,0.825,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.640,0.637,0.640,0.640,0.640,0.640,0.637,0.637,0.638,0.638,0.638,0.638,0.652,0.652
2006-07,,,,,,,0.845,0.849,0.846,0.843,0.843,0.843,0.843,0.826,0.826,0.826,0.826,0.838,0.838,0.838,0.838,0.837,0.837,0.837,0.837,0.640,0.639,0.640,0.640,0.640,0.640,0.639,0.639,0.639,0.639,0.639,0.639,0.653,0.653
2006-10,,,,,,,,0.850,0.843,0.842,0.842,0.842,0.842,0.829,0.829,0.829,0.829,0.837,0.837,0.837,0.837,0.836,0.836,0.836,0.836,0.640,0.644,0.640,0.640,0.640,0.640,0.644,0.644,0.643,0.643,0.643,0.643,0.655,0.655
2007-01,,,,,,,,,0.850,0.849,0.851,0.851,0.851,0.839,0.839,0.839,0.839,0.841,0.841,0.841,0.841,0.843,0.843,0.843,0.843,0.650,0.653,0.650,0.650,0.650,0.650,0.654,0.654,0.653,0.653,0.653,0.653,0.663,0.663
2007-04,,,,,,,,,,0.851,0.852,0.852,0.852,0.844,0.844,0.844,0.844,0.850,0.850,0.850,0.850,0.850,0.850,0.850,0.850,0.660,0.662,0.660,0.660,0.660,0.660,0.663,0.663,0.664,0.664,0.664,0.664,0.668,0.668
2007-07,,,,,,,,,,,0.852,0.849,0.850,0.846,0.846,0.846,0.846,0.852,0.852,0.852,0.852,0.851,0.851,0.851,0.851,0.670,0.666,0.670,0.670,0.670,0.670,0.665,0.665,0.665,0.665,0.665,0.665,0.667,0.667
2007-10,,,,,,,,,,,,0.850,0.848,0.851,0.851,0.851,0.851,0.854,0.854,0.854,0.854,0.852,0.852,0.852,0.852,0.670,0.670,0.670,0.670,0.670,0.670,0.669,0.669,0.667,0.667,0.667,0.667,0.666,0.666
2008-01,,,,,,,,,,,,,0.856,0.854,0.858,0.853,0.853,0.857,0.857,0.857,0.857,0.860,0.860,0.860,0.860,0.670,0.671,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.682,0.682
2008-04,,,,,,,,,,,,,,0.856,0.849,0.850,0.850,0.856,0.856,0.856,0.856,0.856,0.856,0.856,0.856,0.660,0.664,0.660,0.660,0.670,0.670,0.665,0.665,0.667,0.667,0.667,0.667,0.672,0.672
2008-07,,,,,,,,,,,,,,,0.851,0.856,0.856,0.859,0.859,0.859,0.859,0.858,0.858,0.858,0.858,0.660,0.663,0.660,0.660,0.660,0.660,0.664,0.664,0.664,0.664,0.664,0.664,0.668,0.668
2008-10,,,,,,,,,,,,,,,,0.863,0.863,0.865,0.865,0.865,0.865,0.862,0.862,0.862,0.863,0.670,0.668,0.670,0.670,0.670,0.670,0.668,0.667,0.664,0.664,0.664,0.664,0.660,0.660
2009-01,,,,,,,,,,,,,,,,,0.860,0.869,0.863,0.863,0.863,0.862,0.862,0.862,0.861,0.670,0.671,0.670,0.670,0.670,0.670,0.670,0.670,0.664,0.664,0.664,0.664,0.663,0.663
2009-04,,,,,,,,,,,,,,,,,,0.867,0.865,0.864,0.864,0.859,0.859,0.859,0.859,0.670,0.672,0.670,0.670,0.670,0.670,0.671,0.671,0.667,0.667,0.667,0.667,0.666,0.666
2009-07,,,,,,,,,,,,,,,,,,,0.868,0.867,0.867,0.858,0.858,0.858,0.858,0.670,0.667,0.670,0.670,0.670,0.670,0.668,0.668,0.669,0.669,0.669,0.669,0.672,0.672
2009-10,,,,,,,,,,,,,,,,,,,,0.865,0.862,0.857,0.857,0.857,0.859,0.660,0.660,0.660,0.660,0.670,0.670,0.666,0.666,0.667,0.667,0.667,0.667,0.661,0.661
2010-01,,,,,,,,,,,,,,,,,,,,,0.864,0.856,0.855,0.849,0.853,0.650,0.652,0.650,0.650,0.660,0.660,0.663,0.664,0.657,0.657,0.657,0.657,0.657,0.657
2010-04,,,,,,,,,,,,,,,,,,,,,,0.857,0.857,0.848,0.849,0.650,0.649,0.650,0.650,0.660,0.660,0.662,0.662,0.650,0.650,0.650,0.650,0.654,0.654
2010-07,,,,,,,,,,,,,,,,,,,,,,,0.858,0.847,0.849,0.650,0.648,0.650,0.650,0.660,0.660,0.662,0.663,0.654,0.654,0.654,0.654,0.661,0.661
2010-10,,,,,,,,,,,,,,,,,,,,,,,,0.842,0.847,0.650,0.650,0.650,0.650,0.660,0.660,0.662,0.661,0.662,0.662,0.662,0.662,0.672,0.672
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,0.853,0.660,0.651,0.650,0.650,0.670,0.670,0.666,0.666,0.670,0.670,0.670,0.670,0.673,0.673
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,0.660,0.657,0.660,0.660,0.670,0.670,0.672,0.672,0.679,0.679,0.679,0.679,0.670,0.670
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,0.657,0.650,0.660,0.670,0.670,0.666,0.667,0.670,0.670,0.670,0.670,0.659,0.659
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.650,0.660,0.670,0.670,0.667,0.664,0.672,0.672,0.672,0.672,0.674,0.674
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.660,0.670,0.670,0.670,0.667,0.676,0.676,0.676,0.676,0.674,0.674
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.670,0.670,0.672,0.669,0.672,0.672,0.672,0.672,0.678,0.678
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.670,0.672,0.668,0.665,0.665,0.665,0.665,0.665,0.665
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.672,0.669,0.658,0.658,0.658,0.658,0.649,0.649
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.666,0.651,0.649,0.653,0.654,0.643,0.643
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.648,0.641,0.640,0.642,0.644,0.644
