"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24
1992-07,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94,86.94
1992-10,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27,87.27
1993-01,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30,87.30
1993-04,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06,88.06
1993-07,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71,87.71
1993-10,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89,87.89
1994-01,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64,88.64
1994-04,89.18,89.18,89.18,89.18,89.18,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17
1994-07,89.95,89.95,89.95,89.95,89.95,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96,89.96
1994-10,90.01,90.01,90.01,90.01,90.01,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02
1995-01,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37
1995-04,90.91,90.91,90.91,90.91,90.91,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90
1995-07,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62
1995-10,92.69,92.69,92.69,92.69,92.69,92.69,92.69,92.69,92.69,92.69,92.69,92.69,92.69,92.70,92.70,92.70,92.70,92.69,92.69,92.69,92.69,92.69,92.69,92.69,92.69
1996-01,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91
1996-04,93.98,93.98,93.98,93.98,93.98,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99
1996-07,94.16,94.16,94.16,94.16,94.16,94.16,94.16,94.16,94.16,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.16,94.16,94.16,94.16
1996-10,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39
1997-01,94.02,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.03,94.03,94.03,94.03
1997-04,94.32,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.32,94.32,94.32,94.32,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33
1997-07,94.74,94.74,94.74,94.74,94.74,94.74,94.74,94.74,94.74,94.74,94.74,94.74,94.74,94.74,94.74,94.74,94.74,94.74,94.74,94.74,94.74,94.75,94.75,94.75,94.75
1997-10,94.95,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.93,94.93,94.93,94.93,94.93,94.93,94.93,94.93,94.95,94.95,94.95,94.95
1998-01,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.83,95.83,95.83,95.83,95.82,95.82,95.82,95.82
1998-04,95.87,95.87,95.87,95.87,95.87,95.87,95.87,95.87,95.87,95.87,95.87,95.87,95.87,95.86,95.86,95.86,95.86,95.88,95.88,95.88,95.88,95.87,95.87,95.87,95.87
1998-07,96.59,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59
1998-10,96.96,96.95,96.95,96.95,96.95,96.95,96.95,96.95,96.95,96.96,96.96,96.96,96.96,96.95,96.95,96.95,96.95,96.95,96.95,96.95,96.95,96.96,96.96,96.96,96.96
1999-01,97.50,97.50,97.50,97.50,97.50,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51
1999-04,97.59,97.58,97.58,97.58,97.58,97.58,97.58,97.58,97.58,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.58,97.58,97.58,97.58
1999-07,98.08,98.10,98.10,98.10,98.10,98.12,98.12,98.12,98.12,98.11,98.11,98.11,98.11,98.10,98.10,98.10,98.10,98.11,98.11,98.11,98.11,98.10,98.10,98.10,98.10
1999-10,98.63,98.60,98.60,98.60,98.60,98.61,98.61,98.61,98.61,98.60,98.60,98.60,98.60,98.60,98.60,98.60,98.60,98.60,98.60,98.60,98.60,98.60,98.60,98.60,98.60
2000-01,99.38,99.41,99.41,99.41,99.41,99.40,99.40,99.40,99.40,99.42,99.42,99.42,99.42,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.42,99.42,99.42,99.42
2000-04,100.34,100.31,100.31,100.31,100.31,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.28,100.28,100.28,100.28,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29
2000-07,100.16,100.17,100.17,100.17,100.17,100.18,100.18,100.18,100.18,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.17,100.17,100.17,100.17
2000-10,100.24,100.22,100.22,100.22,100.22,100.25,100.25,100.25,100.25,100.24,100.24,100.24,100.24,100.23,100.23,100.23,100.23,100.24,100.24,100.24,100.24,100.23,100.23,100.23,100.23
2001-01,99.82,99.69,99.69,99.69,99.69,99.68,99.68,99.68,99.68,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71
2001-04,100.38,100.20,100.20,100.20,100.20,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16,100.16
2001-07,100.72,100.54,100.54,100.54,100.54,100.55,100.55,100.55,100.55,100.52,100.52,100.52,100.52,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.51,100.52,100.52,100.52,100.52
2001-10,101.01,101.25,101.25,101.25,101.25,101.29,101.29,101.29,101.29,101.30,101.30,101.30,101.30,101.30,101.30,101.30,101.30,101.30,101.30,101.30,101.30,101.30,101.30,101.30,101.30
2002-01,103.06,102.12,102.12,102.12,102.12,102.09,102.09,102.09,102.09,102.14,102.14,102.14,102.14,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13
2002-04,103.52,102.20,102.20,102.20,102.20,102.23,102.23,102.23,102.23,102.17,102.17,102.17,102.17,102.18,102.18,102.18,102.18,102.17,102.17,102.17,102.17,102.17,102.17,102.17,102.17
2002-07,103.75,102.48,102.48,102.48,102.48,102.42,102.42,102.42,102.42,102.38,102.38,102.38,102.38,102.34,102.34,102.34,102.34,102.35,102.35,102.35,102.35,102.35,102.35,102.35,102.35
2002-10,102.94,102.78,102.78,102.78,102.78,102.75,102.75,102.75,102.75,102.79,102.79,102.79,102.79,102.82,102.82,102.82,102.82,102.83,102.83,102.83,102.83,102.83,102.83,102.83,102.83
2003-01,103.03,102.10,102.10,102.10,102.10,102.20,102.20,102.20,102.20,102.01,102.01,102.01,102.01,101.94,101.94,101.94,101.94,101.94,101.94,101.94,101.94,101.94,101.94,101.94,101.94
2003-04,103.43,101.96,101.96,101.96,101.96,102.33,102.33,102.33,102.33,101.95,101.95,101.95,101.95,101.96,101.96,101.96,101.96,101.94,101.94,101.94,101.94,101.94,101.94,101.94,101.94
2003-07,104.02,102.15,102.15,102.15,102.15,102.70,102.70,102.70,102.70,102.55,102.55,102.55,102.55,102.46,102.46,102.46,102.46,102.47,102.47,102.47,102.47,102.46,102.46,102.46,102.46
2003-10,104.99,102.25,102.25,102.25,102.25,102.70,102.70,102.70,102.70,102.61,102.61,102.61,102.61,102.73,102.73,102.73,102.73,102.77,102.77,102.77,102.77,102.79,102.79,102.79,102.79
2004-01,103.63,102.65,102.65,102.65,102.65,102.56,102.56,102.56,102.56,102.74,102.74,102.74,102.74,102.49,102.49,102.49,102.49,102.45,102.45,102.45,102.45,102.44,102.44,102.44,102.44
2004-04,103.81,102.43,102.43,102.43,102.43,102.66,102.66,102.66,102.66,102.56,102.56,102.56,102.56,102.23,102.23,102.23,102.23,102.20,102.20,102.20,102.20,102.20,102.20,102.20,102.20
2004-07,103.93,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.38,102.38,102.38,102.38,102.24,102.24,102.24,102.24,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25
2004-10,104.51,101.97,101.97,101.97,101.97,102.18,102.18,102.18,102.18,102.38,102.38,102.38,102.38,102.19,102.19,102.19,102.19,102.26,102.26,102.26,102.26,102.28,102.28,102.28,102.28
2005-01,103.96,101.88,101.64,102.00,101.96,102.69,102.69,102.69,102.69,102.96,102.96,102.96,102.96,102.90,102.90,102.90,102.90,102.81,102.81,102.81,102.81,102.81,102.81,102.81,102.81
2005-04,,102.08,101.23,101.80,101.85,102.18,102.18,102.18,102.18,103.01,103.01,103.01,103.01,102.84,102.84,102.84,102.84,102.90,102.90,102.90,102.90,102.90,102.90,102.90,102.90
2005-07,,,101.35,101.76,101.80,102.44,102.44,102.44,102.44,102.94,102.94,102.94,102.94,102.94,102.94,102.94,102.94,103.19,103.19,103.19,103.19,103.17,103.17,103.17,103.17
2005-10,,,,101.59,101.60,102.41,102.41,102.41,102.41,103.23,103.23,103.23,103.23,103.11,103.11,103.11,103.11,103.48,103.48,103.48,103.48,103.51,103.51,103.51,103.51
2006-01,,,,,101.90,102.38,102.55,102.88,102.86,103.12,103.12,103.12,103.12,103.56,103.56,103.56,103.56,104.00,104.00,104.00,104.00,104.53,104.53,104.53,104.54
2006-04,,,,,,102.37,102.39,102.81,102.93,103.44,103.44,103.44,103.44,103.81,103.81,103.81,103.81,104.39,104.39,104.39,104.39,104.80,104.80,104.80,104.81
2006-07,,,,,,,102.78,103.04,103.15,103.37,103.37,103.37,103.37,103.87,103.87,103.87,103.87,104.51,104.51,104.51,104.51,104.84,104.84,104.84,104.84
2006-10,,,,,,,,102.91,102.83,103.39,103.39,103.39,103.39,103.85,103.85,103.85,103.85,104.82,104.82,104.82,104.82,105.17,105.17,105.17,105.16
2007-01,,,,,,,,,103.71,103.84,104.01,104.01,104.05,104.64,104.64,104.64,104.64,106.15,106.15,106.15,106.15,105.71,105.71,105.71,105.70
2007-04,,,,,,,,,,103.95,104.07,104.04,104.20,105.08,105.08,105.08,105.08,106.64,106.64,106.64,106.64,105.96,105.96,105.96,105.99
2007-07,,,,,,,,,,,103.81,103.76,103.95,105.31,105.31,105.31,105.31,106.69,106.69,106.69,106.69,106.01,106.01,106.01,106.00
2007-10,,,,,,,,,,,,103.93,104.17,105.63,105.63,105.63,105.63,107.10,107.10,107.10,107.10,106.45,106.45,106.45,106.44
2008-01,,,,,,,,,,,,,104.57,105.56,105.70,105.81,105.75,108.06,108.06,108.06,108.06,107.71,107.71,107.71,107.68
2008-04,,,,,,,,,,,,,,105.87,105.89,105.89,105.76,108.38,108.38,108.38,108.38,108.20,108.20,108.20,108.27
2008-07,,,,,,,,,,,,,,,106.34,106.45,106.28,108.88,108.88,108.88,108.88,108.81,108.81,108.81,108.79
2008-10,,,,,,,,,,,,,,,,106.43,106.08,109.02,109.02,109.02,109.02,109.13,109.13,109.13,109.11
2009-01,,,,,,,,,,,,,,,,,105.70,108.55,108.63,108.51,108.87,108.92,108.92,108.92,108.87
2009-04,,,,,,,,,,,,,,,,,,109.15,109.43,109.42,110.00,110.21,110.21,110.21,110.32
2009-07,,,,,,,,,,,,,,,,,,,109.75,110.01,110.41,110.80,110.80,110.80,110.77
2009-10,,,,,,,,,,,,,,,,,,,,110.57,111.01,111.46,111.46,111.46,111.44
2010-01,,,,,,,,,,,,,,,,,,,,,111.39,111.91,112.01,111.82,112.14
2010-04,,,,,,,,,,,,,,,,,,,,,,112.17,111.84,111.69,111.98
2010-07,,,,,,,,,,,,,,,,,,,,,,,113.05,113.07,112.64
2010-10,,,,,,,,,,,,,,,,,,,,,,,,113.98,112.70
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,112.86
