"",1995-09-06,1995-12-07,1996-03-07,1996-06-05,1996-09-05,1996-12-04,1997-03-04,1997-06-05,1997-09-10,1997-12-04,1998-02-27,1998-06-04,1998-09-09,1998-12-03,1999-03-04,1999-05-28,1999-06-08,1999-09-09,1999-12-07,2000-03-28,2000-05-30,2000-08-29,2000-11-28,2001-03-01,2001-05-23,2001-08-23,2001-11-22,2002-02-27,2002-05-23,2002-08-22,2002-11-21,2003-02-26,2003-05-22,2003-08-21,2003-11-20,2004-02-19,2004-05-25,2004-08-24,2004-11-23,2005-02-22,2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
2000-10,,,,,,,,,,,,,,,,,,,,,,,,297.97,297.97,297.33,297.33,297.70,297.70,299.67,299.67,299.67,299.67,301.43,301.44,301.44,301.44,301.91,301.91,301.91,305.70,305.75,305.75,305.75,305.87,305.65,305.65,305.65,305.65,305.50,305.50,305.50,305.50,305.71,305.71,305.75,305.75,305.88,305.88,305.88,305.88,305.98,306.07,306.07,306.05,300.46,300.46,300.40,300.40,300.54,300.54,300.54,300.54,300.60,300.60,300.60,300.60,303.716,303.461,303.461
2001-01,,,,,,,,,,,,,,,,,,,,,,,,,300.22,302.13,302.53,302.53,302.53,305.15,305.15,305.15,305.15,305.63,305.47,305.47,305.47,306.59,306.59,306.59,310.69,310.90,310.90,310.90,310.90,311.16,311.16,311.16,311.16,311.22,311.22,311.22,311.22,311.59,311.59,311.65,311.65,311.63,311.63,311.63,311.63,311.63,311.65,311.65,311.59,306.04,306.04,306.01,306.01,306.09,306.09,306.09,306.09,306.21,306.21,306.21,306.21,309.662,309.710,309.710
2001-04,,,,,,,,,,,,,,,,,,,,,,,,,,306.16,306.38,306.16,306.16,309.53,309.53,309.53,309.53,308.76,308.69,308.69,308.69,309.84,309.84,309.84,315.09,315.44,315.44,315.44,315.34,315.50,315.50,315.50,315.50,315.82,315.82,315.82,315.82,315.61,315.61,315.58,315.58,315.43,315.43,315.43,315.43,315.25,315.28,315.28,315.25,308.78,308.78,308.75,308.75,308.79,308.79,308.79,308.79,308.66,308.66,308.66,308.66,312.072,312.248,312.248
2001-07,,,,,,,,,,,,,,,,,,,,,,,,,,,306.07,305.60,305.60,309.67,309.67,309.67,309.67,310.23,310.47,310.47,310.47,311.57,311.57,311.57,317.02,317.44,317.44,317.44,317.31,316.98,316.98,316.98,316.98,316.90,316.90,316.90,316.90,316.80,316.80,316.71,316.71,316.63,316.63,316.63,316.63,316.84,316.69,316.69,316.81,309.87,309.87,309.96,309.96,310.07,310.07,310.07,310.07,310.00,310.00,310.00,310.00,313.827,313.811,313.811
2001-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.23,305.23,309.19,309.19,309.19,309.19,309.06,309.07,309.07,309.07,310.18,310.18,310.18,315.33,315.46,315.46,315.46,315.67,315.46,315.46,315.46,315.46,315.22,315.22,315.22,315.22,315.41,315.41,315.47,315.47,315.73,315.73,315.73,315.73,315.79,315.89,315.89,315.86,309.28,309.28,309.25,309.25,309.32,309.32,309.32,309.32,309.41,309.41,309.41,309.41,313.409,313.200,313.200
2002-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.90,309.36,309.35,309.27,309.27,308.04,307.85,307.85,307.85,309.20,309.20,309.20,314.31,314.36,314.36,314.36,314.33,313.76,313.76,313.76,313.76,313.90,313.90,313.90,313.90,314.06,314.06,314.09,314.09,314.05,314.05,314.05,314.05,314.09,314.12,314.12,314.06,309.20,309.20,309.17,309.17,309.30,309.30,309.30,309.30,309.32,309.32,309.32,309.32,312.106,312.171,312.171
2002-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.24,309.99,310.09,310.09,309.17,309.09,309.09,309.09,309.78,309.78,309.78,315.72,315.78,315.78,315.78,315.66,315.23,315.23,315.23,315.23,315.43,315.43,315.43,315.43,315.59,315.59,315.56,315.56,315.36,315.36,315.36,315.36,315.19,315.19,315.19,315.16,308.94,308.94,308.94,308.94,308.94,308.94,308.94,308.94,308.90,308.90,308.90,308.90,312.261,312.424,312.424
2002-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.87,311.55,311.55,309.91,310.19,310.19,310.19,311.66,311.66,311.66,318.61,318.69,318.69,318.69,318.50,317.40,317.40,317.40,317.40,317.37,317.37,317.37,317.37,317.10,317.10,317.01,317.01,316.87,316.87,316.87,316.87,317.01,316.88,316.88,317.01,310.03,310.03,310.03,310.03,310.07,310.07,310.07,310.07,310.10,310.10,310.10,310.10,313.818,313.818,313.818
2002-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.63,312.63,310.58,310.59,310.59,310.59,312.71,312.71,312.71,319.02,318.78,318.78,318.78,319.12,317.94,317.94,317.94,317.94,317.61,317.61,317.61,317.61,317.68,317.68,317.78,317.78,318.14,318.14,318.14,318.14,318.22,318.31,318.31,318.28,313.04,313.04,313.05,313.05,313.21,313.21,313.21,313.21,313.16,313.16,313.16,313.16,316.737,316.508,316.508
2003-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.72,313.71,313.21,313.31,313.29,314.43,314.43,314.43,320.99,320.94,320.94,320.94,320.91,319.03,319.03,319.03,319.03,319.71,319.71,319.71,319.71,320.37,320.37,320.43,320.43,320.36,320.36,320.36,320.36,320.44,320.44,320.44,320.40,316.57,316.57,316.58,316.58,316.78,316.78,316.78,316.78,316.73,316.73,316.73,316.73,319.893,319.952,319.952
2003-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.42,311.35,311.59,311.53,314.01,314.01,314.01,321.68,322.42,322.42,322.42,322.23,320.95,320.95,320.95,320.95,321.82,321.82,321.82,321.82,321.36,321.36,321.36,321.36,321.04,321.04,321.04,321.04,320.89,320.92,320.92,320.89,315.74,315.74,315.75,315.75,315.70,315.70,315.70,315.70,315.63,315.63,315.63,315.63,319.218,319.309,319.309
2003-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.32,311.43,311.39,314.01,314.01,314.01,322.16,322.82,322.82,322.82,322.60,321.42,321.42,321.42,321.42,322.76,322.76,322.76,322.76,322.36,322.36,322.20,322.20,322.01,322.01,322.01,322.01,322.14,322.01,322.01,322.14,315.88,315.88,315.89,315.89,315.88,315.88,315.88,315.88,315.97,315.97,315.97,315.97,320.238,320.131,320.131
2003-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.55,312.24,313.55,313.55,313.55,322.48,322.49,322.49,322.49,322.93,321.58,321.58,321.58,321.58,321.55,321.55,321.55,321.55,321.27,321.27,321.38,321.38,322.17,322.17,322.17,322.17,322.17,322.27,322.27,322.21,317.28,317.28,317.25,317.25,317.27,317.27,317.27,317.27,317.28,317.28,317.28,317.28,320.301,320.259,320.259
2004-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.76,315.52,315.37,315.35,322.76,325.08,325.08,325.08,325.03,322.38,322.38,322.38,322.38,323.48,323.48,323.48,323.48,323.26,323.26,323.31,323.31,323.19,323.19,323.19,323.19,323.31,323.28,323.28,323.25,318.46,318.46,318.49,318.49,318.29,318.29,318.29,318.29,318.42,318.42,318.42,318.42,322.916,322.991,322.991
2004-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.88,315.75,315.43,323.77,326.01,326.01,326.01,325.80,324.00,324.00,324.00,324.00,325.45,325.45,325.45,325.45,324.81,324.81,324.83,324.83,324.37,324.37,324.37,324.37,324.14,324.27,324.27,324.21,319.48,319.48,319.48,319.48,319.40,319.40,319.40,319.40,319.40,319.40,319.40,319.40,323.840,323.915,323.915
2004-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.79,317.37,326.02,327.35,327.35,327.35,327.06,325.13,325.13,325.13,325.13,326.54,326.54,326.54,326.54,324.96,324.96,324.76,324.76,324.55,324.55,324.55,324.55,324.71,324.49,324.49,324.68,320.29,320.29,320.26,320.26,320.28,320.28,320.28,320.28,320.28,320.28,320.28,320.28,324.152,323.993,323.993
2004-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.84,328.12,330.52,330.52,330.52,331.07,327.99,327.99,327.99,327.99,328.60,328.60,328.60,328.60,327.50,327.50,327.62,327.62,328.60,328.60,328.60,328.60,328.50,328.63,328.63,328.53,323.60,323.60,323.60,323.60,323.07,323.07,323.07,323.07,323.10,323.10,323.10,323.10,328.051,328.060,328.060
2005-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.30,329.35,329.36,329.55,330.09,327.22,327.22,327.22,327.22,328.49,328.49,328.49,328.49,327.88,327.88,327.96,327.96,328.09,328.09,328.09,328.09,328.39,328.29,328.29,328.26,323.15,323.15,323.14,323.14,323.36,323.36,323.36,323.36,323.34,323.34,323.34,323.34,328.793,328.878,328.878
2005-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.63,330.17,330.63,331.24,328.75,328.75,328.75,328.75,329.75,329.75,329.75,329.75,329.50,329.50,329.52,329.52,329.38,329.38,329.38,329.38,328.97,329.23,329.23,329.13,325.31,325.31,325.30,325.30,325.21,325.21,325.21,325.21,325.22,325.22,325.22,325.22,330.198,330.216,330.216
2005-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.02,334.04,334.53,332.36,332.36,332.36,332.36,334.02,334.02,334.02,334.02,332.97,332.97,332.72,332.72,333.13,333.13,333.13,333.13,333.31,333.02,333.02,333.27,328.70,328.70,328.70,328.70,328.70,328.70,328.70,328.70,328.73,328.73,328.73,328.73,333.596,333.305,333.305
2005-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.24,335.06,331.69,331.69,331.69,331.69,333.15,333.15,333.15,333.15,332.69,332.69,332.83,332.83,333.41,333.41,333.41,333.41,333.33,333.46,333.46,333.35,328.63,328.63,328.66,328.66,328.73,328.73,328.73,328.73,328.76,328.76,328.76,328.76,333.867,334.055,334.055
2006-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.43,336.07,335.76,334.78,334.78,336.36,336.36,336.36,336.36,335.10,335.10,335.17,335.17,335.42,335.42,335.42,335.42,336.07,335.94,335.94,335.86,331.82,331.82,331.85,331.85,332.04,332.04,332.04,332.04,332.07,332.07,332.07,332.07,337.325,337.393,337.393
2006-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.09,336.18,335.53,335.53,337.86,337.86,337.86,337.86,337.45,337.45,337.45,337.45,336.99,336.99,336.99,336.99,336.98,337.34,337.34,337.15,333.86,333.86,333.83,333.83,333.72,333.72,333.72,333.72,333.65,333.65,333.65,333.65,339.244,339.210,339.210
2006-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.64,338.42,338.42,339.92,339.92,339.92,339.92,338.56,338.56,338.29,338.29,338.64,338.64,338.64,338.64,339.18,338.75,338.75,339.19,334.07,334.07,334.07,334.07,334.09,334.09,334.09,334.09,334.09,334.09,334.09,334.09,340.118,339.773,339.773
2006-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.12,341.12,344.39,344.39,344.39,344.39,344.39,344.39,344.59,344.59,345.02,345.02,345.02,345.02,345.33,345.53,345.53,345.35,339.54,339.54,339.54,339.54,339.68,339.68,339.68,339.68,339.73,339.73,339.73,339.73,345.725,346.036,346.036
2007-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.03,339.68,339.33,339.24,339.24,338.51,338.51,338.61,338.61,338.81,338.81,338.81,338.81,340.26,340.10,340.10,340.04,333.76,333.76,333.84,333.84,334.05,334.05,334.05,334.05,334.08,334.08,334.08,334.08,340.972,341.040,341.040
2007-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.66,343.79,343.65,343.65,342.92,342.92,342.92,342.92,342.99,342.99,342.99,342.99,343.49,343.93,343.93,343.71,338.79,338.79,338.73,338.73,338.61,338.61,338.61,338.61,338.55,338.55,338.55,338.55,345.337,345.267,345.267
2007-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.96,346.21,346.21,345.77,345.77,345.43,345.43,346.12,346.12,346.12,346.12,347.37,346.89,346.89,347.34,341.31,341.31,341.29,341.29,341.27,341.27,341.27,341.27,341.21,341.21,341.21,341.21,348.054,347.633,347.633
2007-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.10,346.10,347.55,347.55,347.78,347.78,347.92,347.92,347.92,347.92,348.30,348.49,348.49,348.33,343.05,343.05,343.03,343.03,343.24,343.24,343.24,343.24,343.29,343.29,343.29,343.29,349.571,349.994,349.994
2008-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.42,348.06,348.31,348.56,349.22,351.13,351.13,351.13,351.13,352.46,352.29,352.29,352.17,344.46,344.46,344.60,344.60,344.75,344.75,344.75,344.75,344.93,344.93,344.93,344.93,351.275,351.293,351.293
2008-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.72,348.59,348.88,349.81,351.06,351.06,351.06,351.06,350.64,351.12,351.12,350.83,346.35,346.35,346.31,346.31,346.61,346.61,346.61,346.61,346.55,346.55,346.55,346.55,352.863,352.775,352.775
2008-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.85,352.48,353.16,354.54,354.54,354.54,354.54,355.48,355.00,355.00,355.61,349.39,349.39,349.29,349.29,349.63,349.63,349.63,349.63,349.57,349.57,349.57,349.57,355.611,355.344,355.344
2008-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.31,350.35,351.62,351.62,351.62,351.62,353.27,353.44,353.44,353.23,346.27,346.27,346.27,346.27,347.27,347.27,347.27,347.27,347.42,347.42,347.42,347.42,352.918,353.257,353.257
2009-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.96,351.01,351.87,351.48,350.35,351.41,351.22,351.22,350.98,344.37,344.37,344.54,344.54,346.21,346.21,346.21,346.21,346.41,346.41,346.41,346.41,352.456,352.500,352.500
2009-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.26,356.16,356.72,355.44,354.33,354.88,354.88,354.61,347.96,347.96,347.96,347.96,348.81,348.81,348.81,348.81,348.83,348.83,348.83,348.83,353.491,353.359,353.359
2009-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.27,354.39,351.87,352.20,351.70,351.70,352.36,347.14,347.14,346.94,346.94,347.31,347.31,347.31,347.31,347.59,347.59,347.59,347.59,350.429,350.331,350.331
2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.28,353.35,353.41,353.55,353.55,353.40,348.42,348.42,348.46,348.46,349.93,349.93,349.93,349.93,350.44,350.44,350.44,350.44,352.826,353.013,353.013
2010-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.61,354.68,355.88,356.09,355.18,349.71,349.71,349.90,349.90,352.23,352.23,352.23,352.23,352.70,352.70,352.70,352.70,355.505,355.612,355.612
2010-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.76,359.93,359.90,359.94,354.31,354.31,354.37,354.37,356.84,356.84,356.84,356.84,357.18,357.18,357.18,357.18,360.470,360.434,360.434
2010-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.47,362.81,362.82,357.48,357.48,357.05,357.05,360.04,360.04,360.04,360.04,360.32,360.32,360.32,360.32,362.380,362.380,362.380
2010-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.39,366.55,361.39,361.39,361.55,361.55,363.53,363.53,363.53,363.53,364.44,364.44,364.44,364.44,366.847,366.774,366.774
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.60,365.13,365.53,365.82,365.10,368.50,368.50,368.50,368.50,371.42,371.42,371.42,371.42,373.762,373.937,373.937
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.00,365.21,365.08,364.75,368.62,368.62,368.62,368.62,370.66,370.66,370.66,370.66,373.288,373.353,373.353
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.30,370.43,370.34,374.36,374.36,374.36,374.36,376.72,376.72,376.72,376.72,378.020,377.789,377.789
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.06,371.93,375.48,375.48,375.48,375.48,378.89,378.89,378.89,378.89,381.026,381.018,381.018
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.34,377.36,376.93,377.59,378.43,380.56,380.56,380.56,380.56,382.057,382.336,382.336
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.46,378.18,378.85,379.47,381.28,381.28,381.28,381.28,383.243,383.448,383.448
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.47,380.76,381.70,384.24,384.24,384.24,384.24,385.563,384.833,384.833
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.03,382.73,386.48,386.48,386.48,386.48,387.168,387.413,387.413
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.43,388.70,388.78,388.80,388.73,388.876,389.263,389.263
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.24,392.77,392.78,393.00,392.293,392.566,392.566
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.94,395.27,395.99,396.407,395.128,395.128
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.15,395.95,394.422,395.041,395.041
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.59,398.265,398.029,398.305
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.616,399.426,398.940
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.782,403.232
2014-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.026
