"",2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
2004-01,100.53,100.26,100.26,100.26,100.26,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,95.53,95.53,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,89.77,89.77,89.77
2004-04,103.36,103.01,103.01,103.01,103.01,103.22,103.22,103.22,103.22,103.22,103.22,103.22,103.22,103.22,103.22,103.22,103.22,99.34,99.34,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,92.93,92.93,92.93
2004-07,104.92,104.64,104.64,104.64,104.64,104.72,104.72,104.72,104.72,104.72,104.72,104.72,104.72,104.72,104.72,104.72,104.72,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,94.59,94.59,94.59
2004-10,105.20,104.63,104.63,104.63,104.63,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,93.74,93.74,93.74
2005-01,100.46,100.08,100.08,100.08,100.08,100.15,100.15,100.15,100.15,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,89.58,89.58,89.58
2005-04,106.07,105.30,105.30,105.30,105.30,105.53,105.53,105.53,105.53,105.19,105.19,105.19,105.19,105.19,105.19,105.19,105.19,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,94.48,94.48,94.48
2005-07,106.78,106.40,106.40,106.40,106.40,106.56,106.56,106.56,106.56,106.33,106.33,106.33,106.33,106.33,106.33,106.33,106.33,102.79,102.79,102.79,102.79,102.79,102.79,102.79,102.79,102.79,102.79,102.79,102.79,96.06,96.06,96.06
2005-10,107.00,106.16,106.16,106.16,106.16,106.34,106.34,106.34,106.34,106.26,106.26,106.26,106.26,106.26,106.26,106.26,106.26,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,95.09,95.09,95.09
2006-01,104.51,104.36,104.36,104.36,104.36,104.44,104.44,104.44,104.44,104.40,104.40,104.40,104.40,104.65,104.65,104.65,104.65,100.04,100.04,100.04,100.04,100.04,100.04,100.04,100.04,100.04,100.04,100.04,100.04,94.24,94.24,94.24
2006-04,107.95,107.35,107.35,107.35,107.35,107.47,107.47,107.47,107.47,107.32,107.32,107.32,107.32,107.63,107.63,107.63,107.63,103.61,103.61,103.61,103.61,103.61,103.61,103.61,103.61,103.61,103.61,103.61,103.61,97.23,97.23,97.23
2006-07,110.73,110.43,110.43,110.43,110.43,110.52,110.52,110.52,110.52,110.56,110.56,110.56,110.56,110.90,110.90,110.90,110.90,107.53,107.53,107.53,107.53,107.53,107.53,107.53,107.53,107.53,107.53,107.53,107.53,100.74,100.74,100.74
2006-10,111.58,111.23,111.23,111.23,111.23,111.41,111.41,111.41,111.41,111.45,111.45,111.45,111.45,111.80,111.80,111.80,111.80,107.13,107.13,107.12,107.12,107.12,107.12,107.12,107.12,107.12,107.12,107.12,107.12,100.71,100.71,100.71
2007-01,108.96,109.03,108.94,109.07,109.06,109.18,109.18,109.18,109.18,108.94,108.94,108.94,108.94,109.95,109.95,109.95,109.95,105.50,105.50,105.50,105.50,105.50,105.50,105.50,105.50,105.50,105.50,105.50,105.50,99.53,99.53,99.53
2007-04,,111.24,111.18,111.23,111.20,111.29,111.29,111.29,111.29,110.91,110.91,110.91,110.91,111.84,111.84,111.84,111.84,108.25,108.25,108.25,108.25,108.25,108.25,108.25,108.25,108.25,108.25,108.25,108.25,101.71,101.71,101.71
2007-07,,,114.17,114.10,114.06,113.91,113.91,113.91,113.91,113.79,113.79,113.79,113.79,114.74,114.74,114.74,114.74,111.98,111.98,111.98,111.98,111.98,111.98,111.98,111.98,111.98,111.98,111.98,111.98,104.95,104.95,104.95
2007-10,,,,114.22,114.22,114.07,114.07,114.07,114.07,113.77,113.77,113.77,113.77,114.78,114.78,114.78,114.78,110.66,110.66,110.65,110.65,110.65,110.65,110.65,110.65,110.65,110.65,110.65,110.65,103.96,103.96,103.96
2008-01,,,,,111.70,111.76,111.82,112.00,112.04,111.66,111.66,111.66,111.66,112.49,112.49,112.49,112.49,108.08,108.08,108.08,108.08,107.95,107.95,107.95,107.95,107.95,107.95,107.95,107.95,101.63,101.63,101.63
2008-04,,,,,,115.84,116.12,116.22,116.27,115.62,115.62,115.62,115.62,116.01,116.01,116.01,116.01,112.22,112.22,112.22,112.22,112.18,112.18,112.18,112.18,112.18,112.18,112.18,112.18,105.15,105.15,105.15
2008-07,,,,,,,115.80,115.75,115.82,115.27,115.27,115.27,115.27,115.64,115.64,115.64,115.64,112.91,112.91,112.91,112.91,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,105.56,105.56,105.56
2008-10,,,,,,,,111.12,111.03,110.19,110.19,110.19,110.19,110.71,110.71,110.71,110.71,106.75,106.75,106.75,106.75,106.53,106.53,106.53,106.53,106.53,106.53,106.53,106.53,100.05,100.05,100.05
2009-01,,,,,,,,,101.75,101.58,101.56,101.58,101.39,102.13,102.13,102.13,102.13,98.01,98.01,98.00,98.00,98.06,98.06,98.06,98.06,98.07,98.07,98.07,98.07,92.40,92.40,92.40
2009-04,,,,,,,,,,103.52,103.68,103.66,103.37,104.02,104.02,104.02,104.02,100.14,100.14,100.14,100.14,100.29,100.29,100.29,100.29,100.25,100.25,100.25,100.25,93.56,93.56,93.56
2009-07,,,,,,,,,,,107.09,107.01,106.76,107.52,107.52,107.52,107.52,104.49,104.49,104.49,104.49,104.61,104.61,104.61,104.61,104.67,104.67,104.67,104.67,97.09,97.09,97.09
2009-10,,,,,,,,,,,,106.34,106.40,107.08,107.08,107.08,107.08,103.37,103.37,103.37,103.37,103.40,103.40,103.40,103.40,103.43,103.43,103.43,103.43,96.23,96.23,96.23
2010-01,,,,,,,,,,,,,103.56,104.77,104.88,105.05,105.22,101.27,101.27,101.27,101.27,102.08,102.08,102.08,102.08,101.81,101.81,101.81,101.81,95.85,95.85,95.85
2010-04,,,,,,,,,,,,,,109.51,109.87,109.89,109.84,105.79,105.79,105.78,105.78,107.27,107.27,107.27,107.27,106.66,106.66,106.66,106.66,99.41,99.41,99.41
2010-07,,,,,,,,,,,,,,,112.65,112.52,112.65,109.58,109.58,109.58,109.58,110.95,110.95,110.95,110.95,110.69,110.69,110.69,110.69,102.86,102.86,102.86
2010-10,,,,,,,,,,,,,,,,112.74,112.78,108.65,108.65,108.65,108.65,109.64,109.64,109.64,109.64,109.47,109.47,109.47,109.47,101.89,101.89,101.89
2011-01,,,,,,,,,,,,,,,,,111.57,107.30,107.24,107.19,107.17,108.43,108.43,108.43,108.43,108.76,108.76,108.76,108.76,102.55,102.55,102.55
2011-04,,,,,,,,,,,,,,,,,,109.81,110.14,109.75,109.74,111.49,111.49,111.49,111.49,111.36,111.36,111.36,111.36,103.94,103.94,103.94
2011-07,,,,,,,,,,,,,,,,,,,113.25,113.33,113.29,114.81,114.81,114.81,114.81,114.92,114.92,114.92,114.92,107.05,107.05,107.05
2011-10,,,,,,,,,,,,,,,,,,,,110.70,110.61,111.56,111.56,111.56,111.56,111.56,111.56,111.56,111.56,104.24,104.24,104.24
2012-01,,,,,,,,,,,,,,,,,,,,,109.38,110.72,110.67,110.69,110.89,111.12,111.12,111.12,111.12,104.30,104.30,104.30
2012-04,,,,,,,,,,,,,,,,,,,,,,112.32,112.24,112.26,112.29,112.06,112.06,112.06,112.06,104.19,104.19,104.19
2012-07,,,,,,,,,,,,,,,,,,,,,,,115.05,115.03,115.07,115.11,115.11,115.11,115.11,106.74,106.74,106.74
2012-10,,,,,,,,,,,,,,,,,,,,,,,,111.54,111.46,111.40,111.40,111.40,111.40,103.43,103.43,103.43
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,108.96,108.93,109.00,109.03,109.07,102.24,102.24,102.24
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,113.10,113.15,113.16,113.18,104.70,104.70,104.70
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,116.75,116.76,116.74,107.79,107.79,107.79
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.51,113.47,104.99,104.99,104.99
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.38,105.17,105.19,105.16
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.42,105.62,105.59
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.31,109.22
2014-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.31
