"",2005-11-22,2006-01-24,2006-02-20,2006-03-20,2006-04-24,2006-05-24,2006-06-21,2006-07-21,2006-08-22,2006-09-20,2006-10-20,2006-11-22,2006-12-20,2007-01-22,2007-02-23,2007-03-23,2007-04-23,2007-05-23,2007-06-21,2007-07-20,2007-08-21,2007-09-21,2007-10-23,2007-11-21,2007-12-19,2008-01-21,2008-02-20,2008-03-25,2008-04-21,2008-05-21,2008-06-25,2008-07-21,2008-08-22,2008-09-24,2008-10-21,2008-11-25,2008-12-19,2009-01-23,2009-02-25,2009-03-31,2009-04-24,2009-05-25,2009-06-25,2009-07-24,2009-08-25,2009-09-25,2009-10-23,2009-11-25,2009-12-21,2010-01-25,2010-02-25,2010-03-24,2010-04-23,2010-05-25,2010-06-25,2010-07-23,2010-08-25,2010-09-23,2010-10-22,2010-11-25,2010-12-21,2011-01-25,2011-02-24,2011-03-24,2011-04-21,2011-05-24,2011-06-21,2011-07-21,2011-08-25,2011-09-21,2011-10-25,2011-11-23,2011-12-20,2012-01-24,2012-02-22,2012-03-23,2012-04-23,2012-05-25,2012-06-25,2012-07-25,2012-08-24,2012-09-25,2012-10-25,2012-11-23,2012-12-21,2013-01-25,2013-02-25,2013-03-25,2013-04-25,2013-05-23,2013-06-25,2013-07-25,2013-08-23,2013-09-26,2013-10-25,2013-11-25,2013-12-20,2014-01-23,2014-02-24,2014-03-24,2014-04-25,2014-05-22,2014-06-25,2014-07-25,2014-08-25,2014-09-25,2014-10-23,2014-11-24,2014-12-19,2015-01-23,2015-02-25
1991-07,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,4188310,2174633,4253212,4253212,4253212,4253212,4253212,4253212,4253212,4253212,4239564,4239564,4239564,4239564,4239564,4239564,4239564,4239564,4239564,4239564,4239564,4239564,4250852,4250852,4250852,4250852,4250852,4250852,4250852,4250852,4250852,4250852,4250852,4256158,4256158,4256158,4256158,4256158,4256158,4256158,4256158,4256158,4256158,4246947,4246947,4246947,4246947,4246947,4246947,4246947,4246947,4246947,4246947,4246947,4245137,4245137,4245137,4245137,4238702,4238702,4238702,4238702,4238464,4238464,4238464,4244444,4244444,4244444,4244444,4244444,4245229,4245229,4245229
1991-08,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,4192658,2165249,4234860,4234860,4234860,4234860,4234860,4234860,4234860,4234860,4234444,4234444,4234444,4234444,4234444,4234444,4234444,4234444,4234444,4234444,4234444,4234444,4234208,4234208,4234208,4234208,4234208,4234208,4234208,4234208,4234208,4234208,4234208,4220790,4220790,4220790,4220790,4220790,4220790,4220790,4220790,4220790,4220790,4246367,4246367,4246367,4246367,4246367,4246367,4246367,4246367,4246367,4246367,4246367,4219847,4219847,4219847,4219847,4244361,4244361,4244361,4244361,4244168,4244168,4244168,4249148,4249148,4249148,4249148,4249148,4219939,4219939,4219939
1991-09,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,4288382,2212322,4326925,4326925,4326925,4326925,4326925,4326925,4326925,4326925,4331947,4331947,4331947,4331947,4331947,4331947,4331947,4331947,4331947,4331947,4331947,4331947,4335935,4335935,4335935,4335935,4335935,4335935,4335935,4335935,4335935,4335935,4335935,4331200,4331200,4331200,4331200,4331200,4331200,4331200,4331200,4331200,4331200,4323568,4323568,4323568,4323568,4323568,4323568,4323568,4323568,4323568,4323568,4323568,4326937,4326937,4326937,4326937,4328821,4328821,4328821,4328821,4328881,4328881,4328881,4315589,4315589,4315589,4315589,4315589,4327376,4327376,4327376
1991-10,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,4360359,2274680,4448886,4448886,4448886,4448886,4448886,4448886,4448886,4448886,4430795,4430795,4430795,4430795,4430795,4430795,4430795,4430795,4430795,4430795,4430795,4430795,4431891,4431891,4431891,4431891,4431891,4431891,4431891,4431891,4431891,4431891,4431891,4428217,4428217,4428217,4428217,4428217,4428217,4428217,4428217,4428217,4428217,4432615,4432615,4432615,4432615,4432615,4432615,4432615,4432615,4432615,4432615,4432615,4419261,4419261,4419261,4419261,4396820,4396820,4396820,4396820,4396857,4396857,4396857,4397066,4397066,4397066,4397066,4397066,4420505,4420505,4420505
1991-11,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,4431550,2261921,4423932,4423932,4423932,4423932,4423932,4423932,4423932,4423932,4427730,4427730,4427730,4427730,4427730,4427730,4427730,4427730,4427730,4427730,4427730,4427730,4430526,4430526,4430526,4430526,4430526,4430526,4430526,4430526,4430526,4430526,4430526,4481446,4481446,4481446,4481446,4481446,4481446,4481446,4481446,4481446,4481446,4444014,4444014,4444014,4444014,4444014,4444014,4444014,4444014,4444014,4444014,4444014,4495558,4495558,4495558,4495558,4424680,4424680,4424680,4424680,4425074,4425074,4425074,4420759,4420759,4420759,4420759,4420759,4497335,4497335,4497335
1991-12,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,4436969,2223258,4348315,4348315,4348315,4348315,4348315,4348315,4348315,4348315,4351390,4351390,4351390,4351390,4351390,4351390,4351390,4351390,4351390,4351390,4351390,4351390,4355925,4355925,4355925,4355925,4355925,4355925,4355925,4355925,4355925,4355925,4355925,4344481,4344481,4344481,4344481,4344481,4344481,4344481,4344481,4344481,4344481,4329004,4329004,4329004,4329004,4329004,4329004,4329004,4329004,4329004,4329004,4329004,4338867,4338867,4338867,4338867,4407570,4407570,4407570,4407570,4407839,4407839,4407839,4349701,4349701,4349701,4349701,4349701,4338846,4338846,4338846
1992-01,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,4443131,2243943,4388772,4388772,4388772,4388772,4388772,4388772,4388772,4388772,4393536,4393536,4393536,4393536,4393536,4393536,4393536,4393536,4393536,4393536,4393536,4393536,4394842,4394842,4394842,4394842,4394842,4394842,4394842,4394842,4394842,4394842,4394842,4386799,4386799,4386799,4386799,4386799,4386799,4386799,4386799,4386799,4386799,4439886,4439886,4439886,4439886,4439886,4439886,4439886,4439886,4439886,4439886,4439886,4386192,4386192,4386192,4386192,4511176,4511176,4511176,4511176,4511609,4511609,4511609,4473974,4473974,4473974,4473974,4473974,4386738,4386738,4386738
1992-02,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,4736564,2388433,4671369,4671369,4671369,4671369,4671369,4671369,4671369,4671369,4678131,4678131,4678131,4678131,4678131,4678131,4678131,4678131,4678131,4678131,4678131,4678131,4641658,4641658,4641658,4641658,4641658,4641658,4641658,4641658,4641658,4641658,4641658,4634701,4634701,4634701,4634701,4634701,4634701,4634701,4634701,4634701,4634701,4693115,4693115,4693115,4693115,4693115,4693115,4693115,4693115,4693115,4693115,4693115,4647689,4647689,4647689,4647689,4598238,4598238,4598238,4598238,4598136,4598136,4598136,4658299,4658299,4658299,4658299,4658299,4620369,4620369,4620369
1992-03,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,4825099,2399921,4693838,4693838,4693838,4693838,4693838,4693838,4693838,4693838,4695571,4695571,4695571,4695571,4695571,4695571,4695571,4695571,4695571,4695571,4695571,4695571,4699739,4699739,4699739,4699739,4699739,4699739,4699739,4699739,4699739,4699739,4699739,4693165,4693165,4693165,4693165,4693165,4693165,4693165,4693165,4693165,4693165,4694670,4694670,4694670,4694670,4694670,4694670,4694670,4694670,4694670,4694670,4694670,4713480,4713480,4713480,4713480,4746252,4746252,4746252,4746252,4746106,4746106,4746106,4723378,4723378,4723378,4723378,4723378,4712834,4712834,4712834
1992-04,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,4529285,2322930,4543256,4543256,4543256,4543256,4543256,4543256,4543256,4543256,4544680,4544680,4544680,4544680,4544680,4544680,4544680,4544680,4544680,4544680,4544680,4544680,4551248,4551248,4551248,4551248,4551248,4551248,4551248,4551248,4551248,4551248,4551248,4549315,4549315,4549315,4549315,4549315,4549315,4549315,4549315,4549315,4549315,4486547,4486547,4486547,4486547,4486547,4486547,4486547,4486547,4486547,4486547,4486547,4493481,4493481,4493481,4493481,4466525,4466525,4466525,4466525,4466367,4466367,4466367,4516000,4516000,4516000,4516000,4516000,4514906,4514906,4514906
1992-05,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,4775446,2448153,4788170,4788170,4788170,4788170,4788170,4788170,4788170,4788170,4791503,4791503,4791503,4791503,4791503,4791503,4791503,4791503,4791503,4791503,4791503,4791503,4785550,4785550,4785550,4785550,4785550,4785550,4785550,4785550,4785550,4785550,4785550,4773520,4773520,4773520,4773520,4773520,4773520,4773520,4773520,4773520,4773520,4786517,4786517,4786517,4786517,4786517,4786517,4786517,4786517,4786517,4786517,4786517,4790591,4790591,4790591,4790591,4775556,4775556,4775556,4775556,4775292,4775292,4775292,4789758,4789758,4789758,4789758,4789758,4790671,4790671,4790671
1992-06,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,4720854,2426828,4746461,4746461,4746461,4746461,4746461,4746461,4746461,4746461,4749836,4749836,4749836,4749836,4749836,4749836,4749836,4749836,4749836,4749836,4749836,4749836,4743342,4743342,4743342,4743342,4743342,4743342,4743342,4743342,4743342,4743342,4743342,4738412,4738412,4738412,4738412,4738412,4738412,4738412,4738412,4738412,4738412,4739736,4739736,4739736,4739736,4739736,4739736,4739736,4739736,4739736,4739736,4739736,4754471,4754471,4754471,4754471,4720055,4720055,4720055,4720055,4719883,4719883,4719883,4734640,4734640,4734640,4734640,4734640,4747862,4747862,4747862
1992-07,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,4756977,2453765,4799146,4799146,4799146,4799146,4799146,4799146,4799146,4799146,4785660,4785660,4785660,4785660,4785660,4785660,4785660,4785660,4785660,4785660,4785660,4785660,4797951,4797951,4797951,4797951,4797951,4797951,4797951,4797951,4797951,4797951,4797951,4804682,4804682,4804682,4804682,4804682,4804682,4804682,4804682,4804682,4804682,4792661,4792661,4792661,4792661,4792661,4792661,4792661,4792661,4792661,4792661,4792661,4790914,4790914,4790914,4790914,4782997,4782997,4782997,4782997,4782730,4782730,4782730,4790150,4790150,4790150,4790150,4790150,4791328,4791328,4791328
1992-08,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,4708947,2425541,4743947,4743947,4743947,4743947,4743947,4743947,4743947,4743947,4743956,4743956,4743956,4743956,4743956,4743956,4743956,4743956,4743956,4743956,4743956,4743956,4744244,4744244,4744244,4744244,4744244,4744244,4744244,4744244,4744244,4744244,4744244,4727874,4727874,4727874,4727874,4727874,4727874,4727874,4727874,4727874,4727874,4757000,4757000,4757000,4757000,4757000,4757000,4757000,4757000,4757000,4757000,4757000,4727595,4727595,4727595,4727595,4756557,4756557,4756557,4756557,4756344,4756344,4756344,4757344,4757344,4757344,4757344,4757344,4727800,4727800,4727800
1992-09,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,4798293,2463237,4817674,4817674,4817674,4817674,4817674,4817674,4817674,4817674,4822379,4822379,4822379,4822379,4822379,4822379,4822379,4822379,4822379,4822379,4822379,4822379,4826303,4826303,4826303,4826303,4826303,4826303,4826303,4826303,4826303,4826303,4826303,4825297,4825297,4825297,4825297,4825297,4825297,4825297,4825297,4825297,4825297,4811097,4811097,4811097,4811097,4811097,4811097,4811097,4811097,4811097,4811097,4811097,4817918,4817918,4817918,4817918,4812153,4812153,4812153,4812153,4812206,4812206,4812206,4803005,4803005,4803005,4803005,4803005,4818216,4818216,4818216
1992-10,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,4756337,2462327,4815894,4815894,4815894,4815894,4815894,4815894,4815894,4815894,4799265,4799265,4799265,4799265,4799265,4799265,4799265,4799265,4799265,4799265,4799265,4799265,4800583,4800583,4800583,4800583,4800583,4800583,4800583,4800583,4800583,4800583,4800583,4794200,4794200,4794200,4794200,4794200,4794200,4794200,4794200,4794200,4794200,4805762,4805762,4805762,4805762,4805762,4805762,4805762,4805762,4805762,4805762,4805762,4789403,4789403,4789403,4789403,4773047,4773047,4773047,4773047,4773038,4773038,4773038,4767897,4767897,4767897,4767897,4767897,4790708,4790708,4790708
1992-11,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,4983289,2588807,5063266,5063266,5063266,5063266,5063266,5063266,5063266,5063266,5067025,5067025,5067025,5067025,5067025,5067025,5067025,5067025,5067025,5067025,5067025,5067025,5069761,5069761,5069761,5069761,5069761,5069761,5069761,5069761,5069761,5069761,5069761,5122828,5122828,5122828,5122828,5122828,5122828,5122828,5122828,5122828,5122828,5083314,5083314,5083314,5083314,5083314,5083314,5083314,5083314,5083314,5083314,5083314,5136626,5136626,5136626,5136626,5061652,5061652,5061652,5061652,5062132,5062132,5062132,5059657,5059657,5059657,5059657,5059657,5138833,5138833,5138833
