"",2005-05-19,2005-08-18,2005-11-17,2006-02-16,2006-05-18,2006-08-17,2006-11-16,2007-02-20,2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1992-07,108.86,108.86,108.86,108.86,108.86,108.89,108.89,108.89,108.89,108.89,108.89,108.89,108.89,108.89,108.89,108.89,108.89,108.89,108.89,108.89,108.89,108.89,108.89,108.89,108.89,110.18,110.18,110.18,110.18,110.18,110.18,110.18,110.18,110.18,110.18,110.18,110.18,107.29,107.29
1992-10,104.75,104.75,104.75,104.75,104.75,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.78,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,103.80,103.80
1993-01,98.97,98.97,98.97,98.97,98.97,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,98.69,98.69
1993-04,99.68,99.68,99.68,99.68,99.68,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,97.43,97.43
1993-07,107.48,107.48,107.48,107.48,107.48,107.50,107.50,107.50,107.50,107.50,107.50,107.50,107.50,107.50,107.50,107.50,107.50,107.50,107.50,107.50,107.50,107.50,107.50,107.50,107.50,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,104.86,104.86
1993-10,101.94,101.94,101.94,101.94,101.94,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,103.58,103.58,103.58,103.58,103.58,103.58,103.58,103.58,103.58,103.58,103.58,103.58,100.90,100.90
1994-01,100.67,100.67,100.67,100.67,100.67,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,102.46,102.46,102.46,102.46,102.46,102.46,102.46,102.46,102.46,102.46,102.46,102.46,100.64,100.64
1994-04,98.36,98.36,98.36,98.36,98.36,98.39,98.39,98.39,98.39,98.39,98.39,98.39,98.39,98.39,98.39,98.39,98.39,98.39,98.39,98.39,98.39,98.39,98.39,98.39,98.39,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,96.67,96.67
1994-07,105.68,105.68,105.68,105.68,105.68,105.71,105.71,105.71,105.71,105.71,105.71,105.71,105.71,105.71,105.71,105.71,105.71,105.71,105.71,105.71,105.71,105.71,105.71,105.71,105.71,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.94,103.91,103.91
1994-10,102.08,102.08,102.08,102.08,102.08,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,101.58,101.58
1995-01,100.20,100.20,100.20,100.20,100.20,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,101.52,101.52
1995-04,95.71,95.71,95.71,95.71,95.71,95.73,95.73,95.73,95.73,95.73,95.73,95.73,95.73,95.73,95.73,95.73,95.73,95.73,95.73,95.73,95.73,95.73,95.73,95.73,95.73,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,94.72,94.72
1995-07,103.27,103.27,103.27,103.27,103.27,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,104.53,104.53,104.53,104.53,104.53,104.53,104.53,104.53,104.53,104.53,104.53,104.53,102.54,102.54
1995-10,99.82,99.82,99.82,99.82,99.82,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,101.29,101.29,101.29,101.29,101.29,101.29,101.29,101.29,101.29,101.29,101.29,101.29,100.28,100.28
1996-01,94.64,94.64,94.64,94.64,94.64,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,93.16,93.16,93.16,93.16,93.16,93.16,93.16,93.16,93.16,93.16,93.16,93.16,93.84,93.84
1996-04,95.06,95.06,95.06,95.06,95.06,95.08,95.08,95.08,95.08,95.08,95.08,95.08,95.08,95.08,95.08,95.08,95.08,95.08,95.08,95.08,95.08,95.08,95.08,95.08,95.08,98.35,98.35,98.35,98.35,98.35,98.35,98.35,98.35,98.35,98.35,98.35,98.35,97.17,97.17
1996-07,103.21,103.21,103.21,103.21,103.21,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,107.19,107.19,107.19,107.19,107.19,107.19,107.19,107.19,107.19,107.19,107.19,107.19,106.00,106.00
1996-10,99.99,99.99,99.99,99.99,99.99,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.02,100.02,100.02,100.02,100.02,100.02,100.02,100.02,97.72,97.72,97.72,97.72,97.72,97.72,97.72,97.72,97.72,97.72,97.72,97.72,92.39,92.39
1997-01,96.00,96.00,96.00,96.00,96.00,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.81,93.81
1997-04,97.17,97.17,97.17,97.17,97.17,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,101.07,101.07,101.07,101.07,101.07,101.07,101.07,101.07,101.07,101.07,101.07,101.07,99.60,99.60
1997-07,103.07,103.07,103.07,103.07,103.07,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,106.91,106.91,106.91,106.91,106.91,106.91,106.91,106.91,106.91,106.91,106.91,106.91,106.07,106.07
1997-10,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,101.40,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,93.55,93.55
1998-01,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,100.14,98.11,98.11,98.11,98.11,98.11,98.11,98.11,98.11,98.11,98.11,98.11,98.11,98.10,98.10
1998-04,95.20,95.20,95.20,95.20,95.20,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,97.33,97.33
1998-07,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,105.60,105.60
1998-10,102.36,102.36,102.36,102.36,102.36,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,100.54,100.54,100.54,100.54,100.54,100.54,100.54,100.54,100.54,100.54,100.54,100.54,94.83,94.83
1999-01,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,96.84,96.84
1999-04,97.12,97.12,97.12,97.12,97.12,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,98.75,98.75
1999-07,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,104.36,107.71,107.71,107.71,107.71,107.71,107.71,107.71,107.71,107.71,107.71,107.71,107.71,106.01,106.01
1999-10,103.73,103.73,103.73,103.73,103.73,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,95.58,95.58
2000-01,101.08,101.08,101.08,101.08,101.08,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,98.68,98.68
2000-04,95.61,95.61,95.61,95.61,95.61,95.58,95.58,95.58,95.58,95.58,95.58,95.58,95.58,95.58,95.58,95.58,95.58,95.58,95.58,95.58,95.58,95.58,95.58,95.58,95.58,98.42,98.42,98.42,98.42,98.42,98.42,98.42,98.42,98.42,98.42,98.42,98.42,96.70,96.70
2000-07,102.39,102.39,102.39,102.39,102.39,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,105.58,105.58,105.58,105.58,105.58,105.58,105.58,105.58,105.58,105.58,105.58,105.58,104.23,104.23
2000-10,100.91,100.91,100.91,100.91,100.91,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,92.90,92.90
2001-01,98.85,98.85,98.85,98.85,98.85,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,97.32,97.32,97.32,97.32,97.32,97.32,97.32,97.32,97.32,97.32,97.32,97.32,97.01,97.01
2001-04,94.45,94.43,94.43,94.43,94.43,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,96.20,96.20
2001-07,102.24,102.24,102.24,102.24,102.24,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,105.59,105.59,105.59,105.59,105.59,105.59,105.59,105.59,105.59,105.59,105.59,105.59,104.00,104.00
2001-10,100.73,100.71,100.71,100.71,100.71,100.73,100.73,100.73,100.73,100.73,100.73,100.73,100.73,100.73,100.73,100.73,100.73,100.73,100.73,100.73,100.73,100.73,100.73,100.73,100.73,97.89,97.89,97.89,97.89,97.89,97.89,97.89,97.89,97.89,97.89,97.89,97.89,92.06,92.06
2002-01,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,94.69,94.69,94.69,94.69,94.69,94.69,94.69,94.69,94.69,94.69,94.69,94.69,94.84,94.84
2002-04,94.63,94.59,94.59,94.59,94.59,94.57,94.57,94.57,94.57,94.57,94.57,94.57,94.57,94.57,94.57,94.57,94.57,94.57,94.57,94.57,94.57,94.57,94.57,94.57,94.57,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,96.85,96.85
2002-07,102.27,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,104.43,104.43
2002-10,99.93,99.89,99.89,99.89,99.89,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,97.26,97.26,97.26,97.26,97.26,97.26,97.26,97.26,97.26,97.26,97.26,97.26,92.02,92.02
2003-01,96.40,96.12,96.12,96.12,96.12,95.98,95.98,95.98,95.98,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.59,94.59
2003-04,94.20,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,96.96,96.96,96.96,96.96,96.96,96.96,96.96,96.96,96.96,96.96,96.96,96.96,96.04,96.04
2003-07,102.71,101.88,101.88,101.88,101.88,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,105.84,105.84,105.84,105.84,105.84,105.84,105.84,105.84,105.84,105.84,105.84,105.84,104.81,104.81
2003-10,100.25,99.99,99.99,99.99,99.99,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,97.69,92.53,92.53
2004-01,98.31,98.18,98.18,98.18,98.18,97.80,97.80,97.80,97.80,97.77,97.77,97.77,97.77,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.65,96.47,96.47,96.47,96.47,96.47,96.47,96.47,96.47,96.47,96.47,96.47,96.47,96.22,96.22
2004-04,94.21,93.77,93.77,93.77,93.77,93.56,93.56,93.56,93.56,93.56,93.56,93.56,93.56,93.44,93.44,93.44,93.44,93.44,93.44,93.44,93.44,93.44,93.44,93.44,93.44,97.07,97.07,97.07,97.07,97.07,97.07,97.07,97.07,97.07,97.07,97.07,97.07,95.97,95.97
2004-07,102.46,101.45,101.45,101.45,101.45,101.72,101.72,101.72,101.72,101.70,101.70,101.70,101.70,101.56,101.56,101.56,101.56,101.56,101.56,101.56,101.56,101.56,101.56,101.56,101.56,105.15,105.15,105.15,105.15,105.15,105.15,105.15,105.15,105.15,105.15,105.15,105.15,103.75,103.75
2004-10,102.15,101.86,101.86,101.86,101.86,101.61,101.61,101.61,101.61,101.61,101.61,101.61,101.61,101.49,101.49,101.49,101.49,101.49,101.49,101.49,101.49,101.49,101.49,101.49,101.49,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,94.75,94.75
2005-01,95.41,95.06,95.22,95.24,95.24,95.27,95.27,95.27,95.27,95.47,95.47,95.47,95.47,95.54,95.54,95.54,95.54,95.42,95.42,95.42,95.42,95.42,95.42,95.42,95.42,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,92.45,92.45
2005-04,,95.16,95.61,95.72,95.72,96.03,96.03,96.03,96.03,95.81,95.81,95.81,95.81,95.95,95.95,95.95,95.95,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,100.31,100.31,100.31,100.31,100.31,100.31,100.31,100.31,100.31,100.31,100.31,100.31,98.51,98.51
2005-07,,,101.71,102.02,102.02,102.26,102.26,102.26,102.26,102.08,102.08,102.08,102.08,102.33,102.33,102.33,102.33,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,105.65,105.65,105.65,105.65,105.65,105.65,105.65,105.65,105.65,105.65,105.65,105.65,104.09,104.09
2005-10,,,,101.66,101.72,101.33,101.33,101.33,101.33,101.10,101.10,101.10,101.10,101.28,101.28,101.28,101.28,101.23,101.23,101.23,101.23,101.23,101.23,101.23,101.23,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,93.81,93.81
2006-01,,,,,96.58,96.57,97.05,97.05,97.05,96.86,96.86,96.86,96.86,97.44,97.44,97.44,97.44,97.25,97.25,97.25,97.25,97.28,97.28,97.28,97.28,97.95,97.95,97.95,97.95,97.95,97.95,97.95,97.95,97.95,97.95,97.95,97.95,98.02,98.02
2006-04,,,,,,97.68,97.49,97.53,97.53,97.42,97.42,97.42,97.42,97.99,97.99,97.99,97.99,97.82,97.82,97.82,97.82,97.85,97.85,97.85,97.85,98.63,98.63,98.63,98.63,98.63,98.63,98.63,98.63,98.63,98.63,98.63,98.63,97.72,97.72
2006-07,,,,,,,105.27,104.95,104.96,104.90,104.90,104.90,104.90,105.48,105.48,105.48,105.48,105.29,105.29,105.29,105.29,105.31,105.31,105.31,105.31,106.35,106.35,106.35,106.35,106.35,106.35,106.35,106.35,106.35,106.35,106.35,106.35,105.62,105.62
2006-10,,,,,,,,101.31,101.45,101.33,101.33,101.33,101.33,101.62,101.62,101.62,101.62,101.37,101.37,101.37,101.37,101.40,101.40,101.40,101.40,100.20,100.20,100.20,100.20,100.20,100.20,100.20,100.20,100.20,100.20,100.20,100.20,95.76,95.76
2007-01,,,,,,,,,99.75,100.39,100.52,100.55,100.55,101.52,101.52,101.52,101.52,101.24,101.24,101.24,101.24,101.24,101.24,101.24,101.24,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,100.91,100.91
2007-04,,,,,,,,,,97.68,97.80,97.79,97.89,98.15,98.15,98.15,98.15,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.07,98.33,98.33
2007-07,,,,,,,,,,,104.87,104.86,104.85,104.93,104.93,104.93,104.93,104.62,104.62,104.62,104.62,104.67,104.67,104.67,104.67,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,105.53,105.53
2007-10,,,,,,,,,,,,101.05,100.95,101.25,101.25,101.25,101.25,100.96,100.96,100.96,100.96,101.05,101.05,101.05,101.05,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,94.96,94.96
2008-01,,,,,,,,,,,,,99.51,100.30,100.47,100.51,100.51,100.18,100.18,100.18,100.18,100.84,100.84,100.84,100.84,99.82,99.82,99.82,99.82,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.40,99.40
2008-04,,,,,,,,,,,,,,100.30,100.08,100.08,100.08,99.82,99.82,99.82,99.82,100.44,100.44,100.44,100.44,102.89,102.89,102.89,102.89,102.99,102.99,102.99,102.99,102.99,102.99,102.99,102.99,101.92,101.92
2008-07,,,,,,,,,,,,,,,105.11,105.17,105.17,105.12,105.12,105.12,105.12,105.75,105.75,105.75,105.75,107.08,107.08,107.08,107.08,107.14,107.14,107.14,107.14,107.14,107.14,107.14,107.14,106.21,106.21
2008-10,,,,,,,,,,,,,,,,100.45,100.98,100.87,100.87,100.87,100.87,101.45,101.45,101.45,101.45,100.31,100.31,100.31,100.31,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,95.10,95.10
2009-01,,,,,,,,,,,,,,,,,99.19,98.92,98.40,98.39,98.39,99.04,99.04,99.04,99.04,99.37,99.37,99.37,99.37,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.02,99.02
2009-04,,,,,,,,,,,,,,,,,,94.24,96.29,96.17,96.17,96.97,96.97,96.97,96.97,97.90,97.90,97.90,97.90,97.90,97.90,97.90,97.90,97.78,97.78,97.78,97.78,96.58,96.58
2009-07,,,,,,,,,,,,,,,,,,,103.61,103.51,103.51,104.51,104.51,104.51,104.51,105.91,105.91,105.91,105.91,105.93,105.93,105.93,105.93,105.73,105.73,105.73,105.73,104.86,104.86
2009-10,,,,,,,,,,,,,,,,,,,,101.45,101.24,102.14,102.14,102.14,102.14,102.31,102.31,102.31,102.31,102.30,102.30,102.30,102.30,102.07,102.07,102.07,102.07,95.92,95.92
2010-01,,,,,,,,,,,,,,,,,,,,,99.48,99.86,99.71,99.79,99.82,99.54,99.54,99.54,99.54,99.42,99.42,99.42,99.42,99.18,99.18,99.18,99.18,97.99,97.99
2010-04,,,,,,,,,,,,,,,,,,,,,,98.89,98.53,98.51,98.53,99.91,99.91,99.91,99.91,99.83,99.83,99.83,99.83,99.67,99.67,99.67,99.67,98.40,98.40
2010-07,,,,,,,,,,,,,,,,,,,,,,,105.94,105.96,105.90,107.13,107.13,107.13,107.13,106.92,106.92,106.92,106.92,106.82,106.82,106.82,106.82,105.71,105.71
2010-10,,,,,,,,,,,,,,,,,,,,,,,,102.76,102.76,103.22,103.22,103.22,103.22,102.90,102.90,102.90,102.90,102.80,102.80,102.80,102.80,97.67,97.67
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,101.39,101.28,101.74,101.67,101.85,101.36,101.36,101.36,101.36,101.39,101.39,101.39,101.39,100.61,100.61
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,99.86,100.31,100.13,99.87,99.31,99.31,99.31,99.31,99.38,99.38,99.38,99.38,98.12,98.12
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,107.14,107.11,107.03,106.35,106.35,106.35,106.35,106.49,106.49,106.49,106.49,105.08,105.08
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.39,101.29,100.87,100.87,100.87,100.87,100.93,100.93,100.93,100.93,94.98,94.98
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.99,103.33,102.37,102.36,102.35,102.20,102.20,102.20,102.20,100.59,100.59
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.71,98.48,98.46,98.43,98.33,98.33,98.33,98.33,96.18,96.18
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.81,105.82,105.79,105.87,105.87,105.87,105.87,103.46,103.46
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.24,99.29,99.21,99.21,99.21,99.21,92.40,92.40
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.21,98.98,98.61,98.52,98.58,95.81,95.81
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.31,99.47,99.57,99.63,96.17,96.17
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.94,106.94,106.97,103.37,103.37
