"",2005-05-12,2005-08-11,2005-11-15,2006-02-14,2006-05-11,2006-08-14,2006-11-14,2007-02-13,2007-05-15,2007-08-14,2007-11-14,2008-02-14,2008-05-15,2008-08-14,2008-11-13,2009-02-13,2009-05-15,2009-08-13,2009-11-13,2010-02-12,2010-05-12,2010-08-13,2010-11-12,2011-02-15,2011-05-13,2011-08-16,2011-11-15,2012-02-15,2012-05-15,2012-08-14,2012-11-15,2013-02-14,2013-05-15,2013-08-14,2013-11-14,2014-02-14,2014-05-15,2014-08-14,2014-11-14,2015-02-13,2015-05-13
1992-07,86.98,86.97,86.97,86.97,86.97,86.97,86.97,86.97,86.97,86.91,86.91,86.91,86.91,86.98,86.98,86.98,86.98,86.99,86.99,86.99,86.99,86.98,86.93,86.93,86.98,85.40,85.40,85.40,85.40,85.40,85.40,85.40,85.40,85.44,85.44,85.44,85.44,80.34,80.34,80.34,80.34
1992-10,86.99,86.99,86.99,86.99,86.99,86.99,86.99,86.99,86.99,86.97,86.97,86.97,86.97,86.98,86.98,86.98,86.98,87.01,87.01,87.01,87.01,86.99,87.00,87.00,86.99,85.38,85.38,85.38,85.38,85.39,85.39,85.39,85.39,85.40,85.40,85.40,85.40,80.13,80.13,80.13,80.13
1993-01,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,86.03,86.03,86.03,86.03,85.97,85.97,85.97,85.97,85.96,85.96,85.96,85.96,86.02,86.03,86.03,86.02,84.62,84.62,84.62,84.62,84.59,84.59,84.59,84.59,84.57,84.57,84.57,84.57,79.47,79.47,79.47,79.47
1993-04,86.13,86.13,86.13,86.13,86.13,86.15,86.15,86.15,86.15,86.14,86.14,86.14,86.14,86.14,86.14,86.14,86.14,86.15,86.15,86.15,86.15,86.13,86.14,86.14,86.13,84.60,84.60,84.60,84.60,84.62,84.62,84.62,84.62,84.60,84.60,84.60,84.60,79.48,79.48,79.48,79.48
1993-07,86.80,86.80,86.80,86.80,86.80,86.82,86.82,86.82,86.82,86.76,86.76,86.76,86.76,86.78,86.78,86.78,86.78,86.79,86.79,86.79,86.79,86.78,86.75,86.75,86.78,85.20,85.20,85.20,85.20,85.21,85.21,85.21,85.21,85.24,85.24,85.24,85.24,80.06,80.06,80.06,80.06
1993-10,86.92,86.92,86.92,86.92,86.92,86.96,86.96,86.96,86.96,86.93,86.93,86.93,86.93,86.95,86.95,86.95,86.95,86.98,86.98,86.98,86.98,86.97,86.98,86.98,86.97,85.04,85.04,85.04,85.04,85.06,85.06,85.06,85.06,85.06,85.06,85.06,85.06,79.97,79.97,79.97,79.97
1994-01,87.97,87.97,87.97,87.97,87.97,88.04,88.04,88.04,88.04,88.08,88.08,88.08,88.08,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,88.03,88.04,88.04,88.03,86.23,86.23,86.23,86.23,86.21,86.21,86.21,86.21,86.19,86.19,86.19,86.19,81.02,81.02,81.02,81.02
1994-04,88.37,88.37,88.37,88.37,88.37,88.38,88.38,88.38,88.38,88.37,88.37,88.37,88.37,88.34,88.34,88.34,88.34,88.35,88.35,88.35,88.35,88.33,88.34,88.34,88.33,86.50,86.50,86.50,86.50,86.52,86.52,86.52,86.52,86.51,86.51,86.51,86.51,81.23,81.23,81.23,81.23
1994-07,89.09,89.09,89.09,89.09,89.09,89.10,89.10,89.10,89.10,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.07,89.07,89.07,89.07,89.07,89.04,89.04,89.07,87.17,87.17,87.17,87.17,87.17,87.17,87.17,87.17,87.20,87.20,87.20,87.20,81.89,81.89,81.89,81.89
1994-10,89.76,89.76,89.76,89.76,89.76,89.79,89.79,89.79,89.79,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.78,89.78,89.78,89.78,89.78,89.78,89.78,89.78,88.15,88.15,88.15,88.15,88.18,88.18,88.18,88.18,88.17,88.17,88.17,88.17,82.89,82.89,82.89,82.89
1995-01,89.77,89.77,89.77,89.77,89.77,89.88,89.88,89.88,89.88,89.91,89.91,89.91,89.91,89.82,89.82,89.82,89.82,89.81,89.81,89.81,89.81,89.85,89.85,89.85,89.85,87.86,87.86,87.86,87.86,87.85,87.85,87.85,87.85,87.83,87.83,87.83,87.83,82.57,82.57,82.57,82.57
1995-04,90.77,90.77,90.77,90.77,90.77,90.78,90.78,90.78,90.78,90.78,90.78,90.78,90.78,90.73,90.73,90.73,90.73,90.73,90.73,90.73,90.73,90.72,90.73,90.73,90.72,88.68,88.68,88.68,88.68,88.70,88.70,88.70,88.70,88.69,88.69,88.69,88.69,83.28,83.28,83.28,83.28
1995-07,90.92,90.92,90.92,90.92,90.92,90.93,90.93,90.93,90.93,90.90,90.90,90.90,90.90,90.86,90.86,90.86,90.86,90.87,90.87,90.87,90.87,90.86,90.84,90.84,90.86,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.92,88.92,88.92,88.92,83.52,83.52,83.52,83.52
1995-10,90.67,90.67,90.67,90.67,90.67,90.72,90.72,90.72,90.72,90.73,90.73,90.73,90.73,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,88.79,88.79,88.79,88.79,88.81,88.81,88.81,88.81,88.80,88.80,88.80,88.80,83.47,83.47,83.47,83.47
1996-01,90.10,90.09,90.09,90.09,90.09,90.09,90.09,90.09,90.09,90.12,90.12,90.12,90.12,90.06,90.06,90.06,90.06,90.10,90.10,90.10,90.10,90.13,90.14,90.14,90.13,87.97,87.97,87.97,87.97,87.95,87.95,87.95,87.95,87.93,87.93,87.93,87.93,82.67,82.67,82.67,82.67
1996-04,91.53,91.53,91.53,91.53,91.53,91.54,91.54,91.54,91.54,91.53,91.53,91.53,91.53,91.50,91.50,91.50,91.50,91.51,91.51,91.51,91.51,91.51,91.50,91.50,91.51,89.26,89.26,89.26,89.26,89.29,89.29,89.29,89.29,89.28,89.28,89.28,89.28,83.80,83.80,83.80,83.80
1996-07,91.95,91.96,91.96,91.96,91.96,91.97,91.97,91.97,91.97,91.95,91.95,91.95,91.95,91.95,91.95,91.95,91.95,91.96,91.96,91.96,91.96,91.96,91.95,91.95,91.96,89.82,89.82,89.82,89.82,89.82,89.82,89.82,89.82,89.82,89.82,89.82,89.82,84.33,84.33,84.33,84.33
1996-10,92.31,92.31,92.31,92.31,92.31,92.29,92.29,92.29,92.29,92.31,92.31,92.31,92.31,92.40,92.40,92.40,92.40,92.39,92.39,92.39,92.39,92.39,92.38,92.38,92.39,90.09,90.09,90.09,90.09,90.10,90.10,90.10,90.10,90.10,90.10,90.10,90.10,84.75,84.75,84.75,84.75
1997-01,92.13,92.12,92.12,92.12,92.12,91.98,91.98,91.98,91.98,91.99,91.99,91.99,91.99,91.96,91.96,91.96,91.96,91.95,91.95,91.95,91.95,91.96,91.96,91.96,91.96,89.59,89.59,89.59,89.59,89.57,89.57,89.57,89.57,89.59,89.59,89.59,89.59,84.31,84.31,84.31,84.31
1997-04,93.07,93.08,93.08,93.08,93.08,93.11,93.11,93.11,93.11,93.11,93.11,93.11,93.11,93.12,93.12,93.12,93.12,93.14,93.14,93.14,93.14,93.13,93.13,93.13,93.13,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.90,90.90,90.90,90.90,85.47,85.47,85.47,85.47
1997-07,93.42,93.43,93.43,93.43,93.43,93.44,93.44,93.44,93.44,93.42,93.42,93.42,93.42,93.45,93.45,93.45,93.45,93.46,93.46,93.46,93.46,93.47,93.47,93.47,93.47,91.22,91.22,91.22,91.22,91.22,91.22,91.22,91.22,91.20,91.20,91.20,91.20,85.78,85.78,85.78,85.78
1997-10,94.22,94.21,94.21,94.21,94.21,94.16,94.16,94.16,94.16,94.16,94.16,94.16,94.16,94.17,94.17,94.17,94.17,94.17,94.17,94.17,94.17,94.18,94.19,94.19,94.19,91.82,91.82,91.82,91.82,91.83,91.83,91.83,91.83,91.84,91.84,91.84,91.84,86.35,86.35,86.35,86.35
1998-01,95.11,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.11,95.11,95.11,95.11,95.09,95.09,95.09,95.09,95.10,95.10,95.10,95.10,92.51,92.51,92.51,92.51,92.50,92.50,92.50,92.50,92.52,92.52,92.52,92.52,87.10,87.10,87.10,87.10
1998-04,94.65,94.66,94.66,94.66,94.66,94.66,94.66,94.66,94.66,94.67,94.67,94.67,94.67,94.65,94.65,94.65,94.65,94.66,94.66,94.66,94.66,94.66,94.66,94.66,94.66,92.14,92.14,92.14,92.14,92.16,92.16,92.16,92.16,92.17,92.17,92.17,92.17,86.78,86.78,86.78,86.78
1998-07,94.88,94.90,94.90,94.90,94.90,94.92,94.92,94.92,94.92,94.90,94.90,94.90,94.90,94.96,94.96,94.96,94.96,94.97,94.97,94.97,94.97,94.98,94.98,94.98,94.98,92.47,92.47,92.47,92.47,92.48,92.48,92.48,92.48,92.44,92.44,92.44,92.44,87.03,87.03,87.03,87.03
1998-10,94.85,94.84,94.84,94.84,94.84,94.86,94.86,94.86,94.86,94.83,94.83,94.83,94.83,94.78,94.78,94.78,94.78,94.79,94.79,94.79,94.79,94.80,94.80,94.80,94.80,92.40,92.40,92.40,92.40,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,86.97,86.97,86.97,86.97
1999-01,95.84,95.80,95.80,95.80,95.80,95.83,95.83,95.83,95.83,95.84,95.84,95.84,95.84,95.83,95.83,95.83,95.83,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,93.13,93.13,93.13,93.13,93.11,93.11,93.11,93.11,93.13,93.13,93.13,93.13,87.74,87.74,87.74,87.74
1999-04,95.71,95.71,95.71,95.71,95.71,95.72,95.72,95.72,95.72,95.74,95.74,95.74,95.74,95.78,95.78,95.78,95.78,95.78,95.78,95.78,95.78,95.78,95.78,95.78,95.78,93.23,93.23,93.23,93.23,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,87.88,87.88,87.88,87.88
1999-07,96.89,96.92,96.92,96.92,96.92,96.93,96.93,96.93,96.93,96.92,96.92,96.92,96.92,97.00,97.00,97.00,97.00,97.01,97.01,97.01,97.01,97.01,97.01,97.01,97.01,94.30,94.30,94.30,94.30,94.31,94.31,94.31,94.31,94.27,94.27,94.27,94.27,88.82,88.82,88.82,88.82
1999-10,98.13,98.13,98.13,98.13,98.13,98.20,98.20,98.20,98.20,98.14,98.14,98.14,98.14,98.03,98.03,98.03,98.03,98.04,98.04,98.04,98.04,98.06,98.06,98.06,98.06,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.34,95.34,95.34,95.34,89.90,89.90,89.90,89.90
2000-01,99.08,99.02,99.02,99.02,99.02,99.11,99.11,99.11,99.11,99.15,99.15,99.15,99.15,99.14,99.14,99.14,99.14,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,96.38,96.38,96.38,96.38,96.36,96.36,96.36,96.36,96.37,96.37,96.37,96.37,90.80,90.80,90.80,90.80
2000-04,100.25,100.27,100.27,100.27,100.27,100.27,100.27,100.27,100.27,100.30,100.30,100.30,100.30,100.29,100.29,100.29,100.29,100.30,100.30,100.30,100.30,100.30,100.30,100.30,100.30,97.41,97.41,97.41,97.41,97.43,97.43,97.43,97.43,97.42,97.42,97.42,97.42,91.71,91.71,91.71,91.71
2000-07,100.21,100.25,100.25,100.25,100.25,100.25,100.25,100.25,100.25,100.23,100.23,100.23,100.23,100.24,100.24,100.24,100.24,100.25,100.25,100.25,100.25,100.26,100.26,100.26,100.26,97.32,97.32,97.32,97.32,97.33,97.33,97.33,97.33,97.30,97.30,97.30,97.30,91.57,91.57,91.57,91.57
2000-10,100.36,100.36,100.36,100.36,100.36,100.42,100.42,100.42,100.42,100.40,100.40,100.40,100.40,100.32,100.32,100.32,100.32,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,97.26,97.26,97.26,97.26,97.27,97.27,97.27,97.27,97.28,97.28,97.28,97.28,91.66,91.66,91.66,91.66
2001-01,101.33,101.31,101.31,101.31,101.31,101.36,101.36,101.36,101.36,101.39,101.39,101.39,101.39,101.38,101.38,101.38,101.38,101.35,101.35,101.35,101.35,101.36,101.36,101.36,101.36,98.71,98.71,98.71,98.71,98.70,98.70,98.70,98.70,98.71,98.71,98.71,98.71,93.15,93.15,93.15,93.15
2001-04,101.36,101.42,101.42,101.42,101.42,101.40,101.40,101.40,101.40,101.44,101.44,101.44,101.44,101.41,101.41,101.41,101.41,101.43,101.43,101.43,101.43,101.42,101.42,101.42,101.42,98.82,98.82,98.82,98.82,98.83,98.83,98.83,98.83,98.82,98.82,98.82,98.82,93.23,93.23,93.23,93.23
2001-07,101.23,101.26,101.26,101.26,101.26,101.24,101.24,101.24,101.24,101.24,101.24,101.24,101.24,101.24,101.24,101.24,101.24,101.25,101.25,101.25,101.25,101.26,101.26,101.26,101.26,98.51,98.51,98.51,98.51,98.52,98.52,98.52,98.52,98.51,98.51,98.51,98.51,92.95,92.95,92.95,92.95
2001-10,101.32,101.46,101.46,101.46,101.46,101.51,101.51,101.51,101.51,101.48,101.48,101.48,101.48,101.49,101.49,101.49,101.49,101.50,101.50,101.50,101.50,101.50,101.50,101.50,101.50,98.71,98.71,98.71,98.71,98.71,98.71,98.71,98.71,98.70,98.70,98.70,98.70,93.11,93.11,93.11,93.11
2002-01,101.18,101.12,101.12,101.12,101.12,101.12,101.12,101.12,101.12,101.17,101.17,101.17,101.17,101.12,101.12,101.12,101.12,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,98.35,98.35,98.35,98.35,98.36,98.36,98.36,98.36,98.36,98.36,98.36,98.36,92.82,92.82,92.82,92.82
2002-04,101.29,101.26,101.26,101.26,101.26,101.22,101.22,101.22,101.22,101.28,101.28,101.28,101.28,101.29,101.29,101.29,101.29,101.31,101.31,101.31,101.31,101.30,101.30,101.30,101.30,98.66,98.66,98.66,98.66,98.65,98.65,98.65,98.65,98.64,98.64,98.64,98.64,93.01,93.01,93.01,93.01
2002-07,101.85,101.78,101.78,101.78,101.78,101.65,101.65,101.65,101.65,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.68,101.68,101.68,101.68,101.69,101.69,101.69,101.70,99.01,99.01,99.01,99.01,99.03,99.03,99.03,99.03,99.02,99.02,99.02,99.02,93.44,93.44,93.44,93.44
2002-10,101.71,101.67,101.67,101.67,101.67,101.54,101.54,101.54,101.54,101.45,101.45,101.45,101.45,101.49,101.49,101.49,101.49,101.49,101.49,101.49,101.49,101.52,101.52,101.52,101.52,98.82,98.82,98.82,98.82,98.84,98.84,98.84,98.84,98.83,98.83,98.83,98.83,93.26,93.26,93.26,93.26
2003-01,101.33,101.07,101.07,101.07,101.07,101.11,101.11,101.11,101.11,101.05,101.05,101.05,101.05,100.97,100.97,100.97,100.97,100.93,100.93,100.93,100.93,100.92,100.92,100.92,100.92,98.05,98.05,98.05,98.05,98.07,98.07,98.07,98.07,98.06,98.06,98.06,98.06,92.11,92.11,92.11,92.11
2003-04,101.25,100.91,100.91,100.91,100.91,100.75,100.75,100.75,100.75,100.78,100.78,100.78,100.78,100.76,100.76,100.76,100.76,100.78,100.78,100.78,100.78,100.77,100.77,100.77,100.76,97.99,97.99,97.99,97.99,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,92.16,92.16,92.16,92.16
2003-07,101.41,101.24,101.24,101.24,101.24,101.14,101.14,101.14,101.14,101.21,101.21,101.21,101.21,101.24,101.24,101.24,101.24,101.27,101.27,101.27,101.27,101.26,101.26,101.26,101.27,98.45,98.45,98.45,98.45,98.45,98.45,98.45,98.45,98.44,98.44,98.44,98.44,92.62,92.62,92.62,92.62
2003-10,102.02,101.85,101.85,101.85,101.85,101.72,101.72,101.72,101.72,101.59,101.59,101.59,101.59,101.65,101.65,101.65,101.65,101.64,101.64,101.64,101.64,101.69,101.69,101.69,101.71,98.83,98.83,98.83,98.83,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,92.94,92.94,92.94,92.94
2004-01,102.45,102.31,102.31,102.31,102.31,102.11,102.11,102.11,102.11,101.86,101.86,101.86,101.86,101.91,101.91,101.91,101.91,101.92,101.92,101.92,101.92,101.91,101.91,101.91,101.90,98.86,98.86,98.86,98.86,98.85,98.85,98.85,98.85,98.85,98.85,98.85,98.85,92.93,92.93,92.93,92.93
2004-04,102.66,102.48,102.48,102.48,102.48,102.00,102.00,102.00,102.00,101.78,101.78,101.78,101.78,101.98,101.98,101.98,101.98,102.00,102.00,102.00,102.00,102.00,102.00,102.00,101.98,99.17,99.17,99.17,99.17,99.17,99.17,99.17,99.17,99.17,99.17,99.17,99.17,93.27,93.27,93.27,93.27
2004-07,102.62,102.40,102.40,102.40,102.40,101.85,101.85,101.85,101.85,101.61,101.61,101.61,101.61,101.80,101.80,101.80,101.80,101.85,101.85,101.85,101.85,101.82,101.82,101.82,101.83,99.02,99.02,99.02,99.02,99.02,99.02,99.02,99.02,99.00,99.00,99.00,99.00,93.11,93.11,93.11,93.11
2004-10,102.48,102.31,102.31,102.31,102.31,101.88,101.88,101.88,101.88,101.69,101.69,101.69,101.69,101.83,101.83,101.83,101.83,101.84,101.84,101.84,101.84,101.90,101.90,101.90,101.93,99.02,99.02,99.02,99.02,99.03,99.03,99.03,99.03,99.03,99.03,99.03,99.03,93.17,93.17,93.17,93.17
2005-01,103.55,103.08,102.92,102.93,102.91,102.54,102.54,102.54,102.54,102.05,102.05,102.05,102.05,102.00,102.00,102.00,102.00,101.98,101.98,101.98,101.98,101.95,101.95,101.95,101.92,98.90,98.90,98.90,98.90,98.91,98.91,98.91,98.91,98.91,98.91,98.91,98.91,93.00,93.00,93.00,93.00
2005-04,,103.09,103.15,103.25,103.35,102.81,102.81,102.81,102.81,102.46,102.46,102.46,102.46,102.72,102.72,102.72,102.72,102.57,102.57,102.57,102.57,102.58,102.58,102.58,102.54,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,93.63,93.63,93.63,93.63
2005-07,,,103.79,103.89,104.00,103.34,103.34,103.34,103.34,103.04,103.04,103.04,103.04,103.25,103.25,103.25,103.25,103.28,103.28,103.28,103.28,103.25,103.25,103.25,103.25,100.33,100.33,100.33,100.33,100.32,100.32,100.32,100.32,100.31,100.31,100.31,100.31,94.39,94.39,94.39,94.39
2005-10,,,,103.90,104.01,103.62,103.62,103.62,103.62,103.33,103.33,103.33,103.33,103.43,103.43,103.43,103.43,103.50,103.50,103.50,103.50,103.58,103.58,103.58,103.63,100.59,100.59,100.59,100.59,100.64,100.64,100.64,100.64,100.65,100.65,100.65,100.65,94.71,94.71,94.71,94.71
2006-01,,,,,104.39,104.32,104.45,104.49,104.49,104.21,104.21,104.21,104.21,104.29,104.29,104.29,104.29,104.38,104.38,104.38,104.38,104.55,104.55,104.55,104.50,101.76,101.76,101.76,101.76,101.78,101.78,101.78,101.78,101.75,101.75,101.75,101.75,95.64,95.64,95.64,95.64
2006-04,,,,,,105.26,105.57,105.72,105.78,105.58,105.58,105.58,105.58,105.85,105.85,105.85,105.85,105.92,105.92,105.92,105.92,106.16,106.17,106.17,106.13,103.30,103.30,103.30,103.30,103.28,103.28,103.28,103.28,103.27,103.27,103.27,103.27,97.17,97.17,97.17,97.17
2006-07,,,,,,,106.24,106.55,106.65,106.36,106.36,106.36,106.36,106.59,106.59,106.59,106.59,106.89,106.89,106.89,106.89,107.06,107.05,107.05,107.05,104.29,104.29,104.29,104.29,104.28,104.28,104.28,104.28,104.27,104.27,104.27,104.27,98.12,98.12,98.12,98.12
2006-10,,,,,,,,107.48,107.70,107.41,107.41,107.41,107.41,107.71,107.71,107.71,107.71,107.96,107.96,107.96,107.96,108.25,108.25,108.25,108.34,105.56,105.56,105.56,105.56,105.62,105.62,105.62,105.62,105.63,105.63,105.63,105.63,99.40,99.40,99.40,99.40
2007-01,,,,,,,,,108.25,107.99,107.99,108.10,108.10,108.15,108.15,108.15,108.15,108.31,108.31,108.31,108.31,108.75,108.75,108.75,108.66,106.25,106.25,106.25,106.25,106.28,106.28,106.28,106.28,106.25,106.25,106.25,106.25,99.85,99.85,99.85,99.85
2007-04,,,,,,,,,,108.27,108.27,108.28,108.28,108.53,108.53,108.53,108.53,108.66,108.66,108.66,108.66,109.08,109.10,109.10,109.05,106.87,106.87,106.87,106.87,106.84,106.84,106.84,106.84,106.86,106.86,106.86,106.86,100.58,100.58,100.58,100.58
2007-07,,,,,,,,,,,109.01,109.00,109.00,109.18,109.18,109.18,109.18,109.53,109.53,109.53,109.53,109.90,109.88,109.88,109.87,107.80,107.80,107.80,107.80,107.76,107.76,107.76,107.76,107.75,107.75,107.75,107.75,101.41,101.41,101.41,101.41
2007-10,,,,,,,,,,,,109.29,109.29,109.55,109.55,109.55,109.55,109.68,109.68,109.68,109.68,110.16,110.16,110.16,110.29,108.07,108.07,108.07,108.07,108.15,108.15,108.15,108.15,108.13,108.13,108.13,108.13,101.73,101.73,101.73,101.73
2008-01,,,,,,,,,,,,,110.96,110.94,111.07,111.22,111.22,111.42,111.42,111.42,111.42,111.66,111.66,111.66,111.55,109.23,109.23,109.23,109.23,109.24,109.24,109.24,109.24,109.21,109.21,109.21,109.21,102.54,102.54,102.54,102.54
2008-04,,,,,,,,,,,,,,110.39,110.60,110.66,110.66,110.79,110.79,110.79,110.79,110.88,110.90,110.90,110.85,108.81,108.81,108.81,108.81,108.76,108.76,108.76,108.76,108.79,108.79,108.79,108.79,102.32,102.32,102.32,102.32
2008-07,,,,,,,,,,,,,,,110.02,110.06,110.06,110.44,110.44,110.44,110.44,110.42,110.40,110.40,110.41,108.38,108.38,108.38,108.38,108.33,108.33,108.33,108.33,108.30,108.30,108.30,108.30,101.91,101.91,101.91,101.91
2008-10,,,,,,,,,,,,,,,,107.74,107.61,107.74,107.74,107.74,107.74,107.99,107.99,107.99,108.15,106.03,106.03,106.03,106.03,106.13,106.13,106.13,106.13,106.16,106.16,106.16,106.16,99.92,99.92,99.92,99.92
2009-01,,,,,,,,,,,,,,,,,103.52,103.93,103.93,103.95,103.95,104.27,104.27,104.27,104.14,101.78,101.78,101.78,101.78,101.80,101.80,101.80,101.80,101.78,101.78,101.78,101.78,95.44,95.44,95.44,95.44
2009-04,,,,,,,,,,,,,,,,,,104.26,104.39,104.41,104.41,104.74,104.77,104.77,104.71,102.10,102.10,102.10,102.10,102.05,102.05,102.05,102.05,102.03,102.03,102.03,102.03,95.56,95.56,95.56,95.56
2009-07,,,,,,,,,,,,,,,,,,,105.15,105.17,105.17,105.52,105.49,105.49,105.50,102.93,102.93,102.93,102.93,102.86,102.86,102.86,102.86,102.79,102.79,102.79,102.79,96.08,96.08,96.08,96.08
2009-10,,,,,,,,,,,,,,,,,,,,105.18,105.36,105.83,105.83,105.83,106.02,103.68,103.68,103.68,103.68,103.80,103.80,103.80,103.80,103.85,103.85,103.85,103.85,96.92,96.92,96.92,96.92
2010-01,,,,,,,,,,,,,,,,,,,,,105.53,106.32,106.43,106.51,106.56,104.21,104.21,104.21,104.21,104.49,104.49,104.49,104.49,104.35,104.35,104.35,104.35,97.67,97.67,97.67,97.67
2010-04,,,,,,,,,,,,,,,,,,,,,,108.64,108.88,108.89,108.81,106.24,106.24,106.24,106.24,106.80,106.80,106.80,106.80,106.44,106.44,106.44,106.44,99.73,99.73,99.73,99.73
2010-07,,,,,,,,,,,,,,,,,,,,,,,109.64,109.65,109.66,107.08,107.08,107.08,107.08,107.55,107.55,107.55,107.55,107.30,107.30,107.30,107.30,100.49,100.49,100.49,100.49
2010-10,,,,,,,,,,,,,,,,,,,,,,,,110.05,110.06,107.59,107.59,107.59,107.59,108.20,108.20,108.20,108.20,108.20,108.20,108.20,108.20,101.23,101.23,101.23,101.23
