"",2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1996-10,3048.4029,3048.4029,3048.4029,3047.7336,3047.7336,3047.7336,3047.7336,3047.5973,3047.5973,3047.5973,3047.4727,3048.9556,3048.9556,3048.9556,3048.8592,2887.3300,2887.3260,2887.3300,2887.3300,2886.7500,2886.7500,2886.7548,2886.7548,2886.6674,2886.6674,2887.5753,2886.6980,2924.3371,2924.3371
1997-01,3042.3553,3042.3553,3042.3553,3039.9859,3039.9859,3039.9859,3039.9859,3039.4951,3039.4951,3039.4951,3040.2804,3040.9848,3040.9848,3040.9848,3040.9588,2830.5100,2830.5130,2830.5100,2830.5100,2831.0900,2831.0900,2831.0854,2831.0854,2831.1517,2831.1517,2830.5485,2830.9729,2853.6696,2853.6696
1997-04,3044.3431,3044.3431,3044.3431,3042.3720,3042.3720,3042.3720,3042.3720,3042.8503,3042.8503,3042.8503,3042.5829,3043.8648,3043.8648,3043.8648,3043.8898,2935.7000,2935.7040,2935.7000,2935.7000,2936.4000,2936.4000,2936.4018,2936.4018,2936.4312,2936.4312,2935.7552,2936.3272,2961.3348,2961.3348
1997-07,3043.2991,3043.2991,3043.2991,3045.0176,3045.0176,3045.0176,3045.0176,3045.5432,3045.5432,3045.5432,3045.0665,3046.6520,3046.6520,3046.6520,3046.6978,2905.7300,2905.7264,2905.7300,2905.7300,2906.4000,2906.4000,2906.3986,2906.3986,2905.7363,2905.7363,2905.5850,2906.2423,2932.6030,2932.6030
1997-10,3046.5117,3046.5117,3046.5117,3045.8836,3045.8836,3045.8836,3045.8836,3046.4285,3046.4285,3046.4285,3046.3873,3047.7874,3047.7874,3047.7874,3047.7429,2898.8500,2898.8456,2898.8500,2898.8500,2897.3100,2897.3100,2897.3057,2897.3057,2897.4626,2897.4626,2898.8929,2897.2393,2921.7194,2921.7194
1998-01,3057.4683,3057.4683,3057.4683,3056.0553,3056.0553,3056.0553,3056.0553,3055.7330,3055.7330,3055.7330,3056.3022,3057.0137,3057.0137,3057.0137,3057.0042,2888.6100,2888.6051,2888.6100,2888.6100,2889.4900,2889.4900,2889.4866,2889.4866,2889.6956,2889.6956,2888.7278,2889.4430,2913.2568,2913.2568
1998-04,3059.8592,3059.8592,3059.8592,3057.6194,3057.6194,3057.6194,3057.6194,3057.8972,3057.8972,3057.8972,3057.7490,3059.1277,3059.1277,3059.1277,3059.0731,2905.2800,2905.2785,2905.2800,2905.2800,2906.2000,2906.2000,2906.2000,2906.2000,2906.3847,2906.3847,2905.3225,2906.1109,2940.2950,2940.2950
1998-07,3043.7073,3043.7073,3043.7073,3044.7213,3044.7213,3044.7213,3044.7213,3045.1627,3045.1627,3045.1627,3044.7527,3043.2307,3043.2307,3043.2307,3043.3220,2907.9100,2907.9110,2907.9100,2907.9100,2908.8400,2908.8400,2908.8432,2908.8432,2907.6510,2907.6510,2907.8112,2908.6632,2948.5810,2948.5810
1998-10,3042.7352,3042.7352,3042.7352,3042.1060,3042.1060,3042.1060,3042.1060,3042.9175,3042.9175,3042.9175,3042.9067,3044.2001,3044.2001,3044.2001,3044.1728,2938.3100,2938.3095,2938.3100,2938.3100,2935.9800,2935.9800,2935.9792,2935.9792,2936.3729,2936.3729,2938.2428,2935.8871,2975.1270,2975.1270
1999-01,3019.8069,3019.8069,3019.8069,3019.1251,3019.1251,3019.1251,3019.1251,3018.8522,3018.8522,3018.8522,3019.2397,3020.1167,3020.1167,3020.1167,3020.1655,2870.3700,2870.3667,2870.3700,2870.3700,2871.4100,2871.4100,2871.4091,2871.4091,2871.7198,2871.7198,2870.5470,2871.4278,2904.8454,2904.8454
1999-04,2983.3018,2983.3018,2983.3018,2981.1581,2981.1581,2981.1581,2981.1581,2981.3171,2981.3171,2981.3171,2981.2645,2982.5766,2982.5766,2982.5766,2982.4564,2868.1400,2868.1436,2868.1400,2868.1400,2869.0900,2869.0900,2869.0913,2869.0913,2869.1221,2869.1221,2868.1769,2868.9845,2914.5920,2914.5920
1999-07,2986.9558,2986.9558,2986.9558,2986.9372,2986.9372,2986.9372,2986.9372,2987.2801,2987.2801,2987.2801,2986.9479,2985.3114,2985.3114,2985.3114,2985.3686,2867.6000,2867.6029,2867.6000,2867.6000,2868.5200,2868.5200,2868.5199,2868.5199,2867.3209,2867.3209,2867.5560,2868.3402,2898.8066,2898.8066
1999-10,2997.5216,2997.5216,2997.5216,2997.1774,2997.1774,2997.1774,2997.1774,2998.0580,2998.0580,2998.0580,2998.0552,2996.4264,2996.4264,2996.4264,2996.4407,2918.4000,2918.4033,2918.4000,2918.4000,2915.9000,2915.9000,2915.8982,2915.8982,2916.3587,2916.3587,2918.2416,2915.7690,2948.3101,2948.3101
2000-01,3005.0160,3005.0160,3005.0160,3004.5680,3004.5680,3004.5680,3004.5680,3004.2512,3004.2512,3004.2512,3004.5417,3005.6065,3005.6065,3005.6065,3005.7179,2898.9900,2898.9905,2898.9900,2898.9900,2900.0000,2900.0000,2899.9972,2899.9972,2900.4209,2900.4209,2899.2232,2900.1097,2936.3790,2936.3790
2000-04,3017.5338,3017.5338,3017.5338,3015.3585,3015.3585,3015.3585,3015.3585,3015.3668,3015.3668,3015.3668,3015.3003,3016.5870,3016.5870,3016.5870,3016.4707,2880.4300,2880.4280,2880.4300,2880.4300,2881.3900,2881.3900,2881.3929,2881.3929,2881.1246,2881.1246,2880.4730,2881.2333,2908.6855,2908.6855
2000-07,3015.5730,3015.5730,3015.5730,3015.3542,3015.3542,3015.3542,3015.3542,3016.1815,3016.1815,3016.1815,3015.9423,3017.1017,3017.1017,3017.1017,3017.0733,2872.5900,2872.5873,2872.5900,2872.5900,2873.4100,2873.4100,2873.4138,2873.4138,2872.4282,2872.4282,2872.4972,2873.2068,2909.5214,2909.5214
2000-10,3021.5307,3021.5307,3021.5307,3021.0469,3021.0469,3021.0469,3021.0469,3021.7850,3021.7850,3021.7850,3021.8003,3023.2386,3023.2386,3023.2386,3023.2719,2874.5200,2874.5198,2874.5200,2874.5200,2872.1300,2872.1300,2872.1261,2872.1261,2872.5580,2872.5580,2874.3384,2871.9819,2912.5447,2912.5447
2001-01,3017.4823,3017.4823,3017.4823,3017.1236,3017.1236,3017.1236,3017.1236,3016.5002,3016.5002,3016.5002,3016.7835,3018.0782,3018.0782,3018.0782,3018.3396,2893.2400,2893.2444,2893.2400,2893.2400,2894.0900,2894.0900,2894.0929,2894.0929,2894.5419,2894.5419,2893.5323,2894.3061,2934.7400,2934.7400
2001-04,3008.6518,3008.6518,3008.6518,3006.9600,3006.9600,3006.9600,3006.9600,3006.6780,3006.6780,3006.6780,3006.5619,3007.6556,3007.6556,3007.6556,3007.5051,2871.7200,2871.7191,2871.7200,2871.7200,2872.5000,2872.5000,2872.5035,2872.5035,2871.7753,2871.7753,2871.7541,2872.2686,2911.5194,2911.5194
2001-07,2986.5096,2986.5096,2986.5096,2985.9399,2985.9399,2985.9399,2985.9399,2987.4996,2987.4996,2987.4996,2987.3204,2988.3818,2988.3818,2988.3818,2988.2269,2847.5000,2847.5039,2847.5000,2847.5000,2847.9300,2847.9300,2847.9337,2847.9337,2847.5200,2847.5200,2847.3359,2847.6854,2887.8014,2887.8014
2001-10,2958.8089,2958.8089,2958.8089,2958.1612,2958.1612,2958.1612,2958.1612,2958.7248,2958.7248,2958.7248,2958.7367,2960.1541,2960.1541,2960.1541,2960.1981,2816.2900,2816.2945,2816.2900,2816.2900,2814.6400,2814.6400,2814.6368,2814.6368,2814.9457,2814.9457,2816.1607,2814.5229,2862.3756,2862.3756
2002-01,2929.5689,2929.5689,2929.5689,2929.4123,2929.4123,2929.4123,2929.4123,2928.5671,2928.5671,2928.5671,2928.9022,2930.5051,2930.5051,2930.5051,2930.9337,2775.0200,2775.0206,2775.0200,2775.0200,2775.5400,2775.5400,2775.5355,2775.5355,2776.0672,2776.0672,2775.3669,2775.8716,2831.9778,2831.9778
2002-04,2920.2894,2920.2894,2920.2894,2919.1602,2919.1602,2919.1602,2919.1602,2918.5037,2918.5037,2918.5037,2918.3313,2919.2351,2919.2351,2919.2351,2919.0522,2816.1000,2816.0971,2816.1000,2816.1000,2816.7000,2816.7000,2816.6962,2816.6962,2815.3232,2815.3232,2816.0933,2816.3371,2871.4610,2871.4610
2002-07,2898.7046,2898.7046,2898.7046,2897.8218,2897.8218,2897.8218,2897.8218,2900.0803,2900.0803,2900.0803,2899.8947,2900.8139,2900.8139,2900.8139,2900.4863,2789.6100,2789.6086,2789.6100,2789.6100,2789.8200,2789.8200,2789.8168,2789.8168,2789.9207,2789.9207,2789.3750,2789.4791,2838.0668,2838.0668
2002-10,2867.8784,2867.8784,2867.8784,2866.9191,2866.9191,2866.9191,2866.9191,2867.2518,2867.2518,2867.2518,2867.2746,2868.5731,2868.5731,2868.5731,2868.6550,2734.8000,2734.8008,2734.8000,2734.8000,2733.8700,2733.8700,2733.8711,2733.8711,2734.2287,2734.2287,2734.7046,2733.8519,2784.8706,2784.8706
2003-01,2842.5867,2842.5867,2842.5867,2842.8239,2842.8239,2842.8239,2842.8239,2841.9519,2841.9519,2841.9519,2842.4248,2844.5943,2844.5943,2844.5943,2845.2806,2713.1200,2713.1180,2713.1200,2713.1200,2713.3300,2713.3300,2713.3255,2713.3255,2713.9010,2713.9010,2713.5657,2713.8130,2769.4735,2769.4735
2003-04,2818.0489,2818.0489,2818.0489,2817.5422,2817.5422,2817.5422,2817.5422,2816.8641,2816.8641,2816.8641,2816.6297,2817.1227,2817.1227,2817.1227,2816.8339,2703.9800,2703.9846,2703.9800,2703.9800,2704.4300,2704.4300,2704.4285,2704.4285,2702.5590,2702.5590,2703.9107,2703.9232,2753.3786,2753.3786
2003-07,2817.5784,2817.5784,2817.5784,2816.4586,2816.4586,2816.4586,2816.4586,2818.7928,2818.7928,2818.7928,2818.5072,2819.3924,2819.3924,2819.3924,2818.8305,2711.5500,2711.5465,2711.5500,2711.5500,2711.6500,2711.6500,2711.6460,2711.6460,2712.0999,2712.0999,2711.2179,2711.1556,2764.3972,2764.3972
2003-10,2805.2711,2805.2711,2805.2711,2803.6140,2803.6140,2803.6140,2803.6140,2803.9219,2803.9219,2803.9219,2803.9692,2804.9977,2804.9977,2804.9977,2805.1623,2688.5400,2688.5425,2688.5400,2688.5400,2688.1700,2688.1700,2688.1728,2688.1728,2688.6440,2688.6440,2688.5095,2688.3122,2735.6706,2735.6706
2004-01,2800.0054,2800.0054,2800.0054,2800.8282,2800.8282,2800.8282,2800.8282,2800.0016,2800.0016,2800.0016,2800.8287,2803.5746,2803.5746,2803.5746,2804.6851,2692.9500,2692.9499,2692.9500,2692.9500,2692.9000,2692.9000,2692.8967,2692.8967,2693.6130,2693.6130,2693.5959,2693.6531,2733.8803,2733.8803
2004-04,2783.7083,2783.7083,2783.7083,2781.2408,2781.2408,2781.2408,2781.2408,2780.5966,2780.5966,2780.5966,2780.2630,2780.2781,2780.2781,2780.2781,2779.8629,2685.3800,2685.3840,2685.3800,2685.3800,2685.9100,2685.9100,2685.9102,2685.9102,2683.8303,2683.8303,2685.2470,2685.2128,2724.3992,2724.3992
2004-07,2787.6818,2787.6818,2787.6818,2784.7826,2784.7826,2784.7826,2784.7826,2787.0699,2787.0699,2787.0699,2786.5021,2784.7100,2784.7100,2784.7100,2783.7431,2685.4100,2685.4058,2685.4100,2685.4100,2685.7800,2685.7800,2685.7812,2685.7812,2686.0557,2686.0557,2684.9528,2684.9893,2720.4122,2720.4122
2004-10,2776.0968,2776.0968,2776.0968,2772.3806,2772.3806,2772.3806,2772.3806,2772.6414,2772.6414,2772.6414,2772.7157,2770.7310,2770.7310,2770.7310,2771.0026,2709.6900,2709.6896,2709.6900,2709.6900,2709.2200,2709.2200,2709.2178,2709.2178,2709.9387,2709.9387,2709.6419,2709.5825,2745.3687,2745.3687
2005-01,2752.5204,2752.5204,2752.5204,2751.1295,2751.1295,2751.1295,2751.1295,2750.9914,2750.9914,2750.9914,2752.3898,2755.6673,2755.6673,2755.6673,2757.4630,2600.9000,2600.8995,2600.9000,2600.9000,2600.7800,2600.7800,2600.7832,2600.7832,2601.5656,2601.5656,2601.9987,2601.9507,2610.7386,2610.7386
2005-04,2746.6885,2746.6885,2746.6885,2743.1969,2743.1969,2743.1969,2743.1969,2742.1476,2742.1476,2742.1476,2741.6407,2740.9250,2740.9250,2740.9250,2740.3258,2683.6300,2683.6254,2683.6300,2683.6300,2684.2400,2684.2400,2684.2448,2684.2448,2682.4653,2682.4653,2683.2947,2683.2498,2718.4655,2718.4655
2005-07,2731.1227,2731.1227,2731.1227,2729.5506,2729.5506,2729.5506,2729.5506,2731.6111,2731.6111,2731.6111,2730.7080,2731.8457,2731.8457,2731.8457,2730.3061,2624.2000,2624.1996,2624.2000,2624.2000,2624.6300,2624.6300,2624.6311,2624.6311,2624.4905,2624.4905,2623.4576,2623.5255,2669.8324,2669.8324
2005-10,2735.1284,2735.1284,2735.1284,2733.6223,2733.6223,2733.6223,2733.6223,2736.6229,2736.6229,2736.6229,2736.6346,2737.3819,2737.3819,2737.3819,2737.7251,2627.2300,2627.2260,2627.2300,2627.2300,2626.6600,2626.6600,2626.6589,2626.6589,2627.4304,2627.4304,2627.2007,2627.2257,2669.7740,2669.7740
2006-01,2697.4324,2697.4324,2697.4324,2703.1504,2703.1504,2703.1504,2703.1504,2701.8827,2701.8827,2701.8827,2704.0861,2707.5818,2707.5818,2707.5818,2710.3142,2626.1500,2626.1539,2626.1500,2626.1500,2625.9800,2625.9800,2625.9751,2625.9751,2626.8596,2626.8596,2627.8711,2627.6627,2680.4220,2680.4220
2006-04,2720.0365,2720.0365,2720.0365,2720.4488,2720.4488,2720.4488,2720.4488,2719.3520,2719.3520,2719.3520,2718.5845,2717.7941,2717.7941,2717.7941,2716.9282,2611.7000,2611.7007,2611.7000,2611.7000,2612.5300,2612.5300,2612.5305,2612.5305,2611.1421,2611.1421,2611.0651,2611.0236,2663.2903,2663.2903
2006-07,2721.0169,2721.0169,2721.0169,2720.8397,2720.8397,2720.8397,2720.8397,2721.8981,2721.8981,2721.8981,2720.6142,2722.3449,2722.3449,2722.3449,2720.1560,2605.3100,2605.3148,2605.3100,2605.3100,2605.5700,2605.5700,2605.5711,2605.5711,2605.3079,2605.3079,2604.2882,2604.4798,2663.0726,2663.0726
2006-10,2744.1479,2744.1479,2744.1479,2743.3080,2743.3080,2743.3080,2743.3080,2743.4420,2743.4420,2743.4420,2743.2900,2745.5613,2745.5613,2745.5613,2745.8836,2614.1200,2614.1185,2614.1200,2614.1200,2613.5800,2613.5800,2613.5762,2613.5762,2613.9811,2613.9811,2614.0663,2614.1246,2671.7751,2671.7751
2007-01,2768.5334,2769.6301,2767.4558,2752.8251,2752.8251,2752.8251,2752.8251,2747.6802,2747.6802,2747.6802,2750.8698,2743.8133,2743.8133,2743.8133,2747.7920,2644.1000,2644.1047,2644.1000,2644.1000,2643.4600,2643.4600,2643.4643,2643.4643,2644.8756,2644.8756,2646.6690,2646.2282,2700.9142,2700.9142
2007-04,2768.7472,2767.9995,2761.5939,2756.9293,2756.9293,2756.9293,2756.9293,2753.7571,2753.7571,2753.7571,2752.7048,2749.3118,2749.3118,2749.3118,2748.1271,2648.1600,2648.1636,2648.1600,2648.1600,2649.1200,2649.1200,2649.1202,2649.1202,2648.4837,2648.4837,2646.8787,2646.8142,2703.6675,2703.6675
2007-07,2777.0463,2783.8228,2770.9589,2759.5168,2759.5168,2759.5168,2759.5168,2757.7062,2757.7062,2757.7062,2756.0265,2755.6985,2755.6985,2755.6985,2752.5658,2646.2500,2646.2535,2646.2500,2646.2500,2645.8600,2645.8600,2645.8620,2645.8620,2645.6173,2645.6173,2644.5617,2644.9745,2706.0629,2706.0629
2007-10,,2814.7442,2806.9387,2774.2795,2774.2795,2774.2795,2774.2795,2772.6234,2772.6234,2772.6234,2772.1658,2774.3138,2774.3138,2774.3138,2774.6526,2648.1600,2648.1628,2648.1600,2648.1600,2648.6100,2648.6100,2648.6085,2648.6085,2647.7053,2647.7053,2648.5724,2648.6650,2715.6369,2715.6369
2008-01,,,2805.6930,2798.9931,2802.3840,2806.4070,2806.3447,2799.5590,2799.5590,2799.5590,2803.7824,2793.3623,2793.3623,2793.3623,2798.7152,2668.9700,2668.9697,2668.9700,2668.9700,2665.7700,2665.7700,2665.7741,2665.7741,2668.3250,2668.3250,2670.6887,2669.9075,2733.1091,2733.1091
2008-04,,,,2817.5786,2811.5676,2815.7976,2815.7351,2814.2180,2814.2180,2814.2180,2812.9445,2807.6473,2807.6473,2807.6473,2806.2362,2790.7100,2790.7097,2790.7100,2790.7100,2790.5600,2790.5600,2790.5624,2790.5624,2790.4735,2790.4735,2787.2433,2787.0482,2858.6651,2858.6651
2008-07,,,,,2795.2658,2797.4831,2797.4209,2801.6576,2801.6576,2801.6576,2799.5275,2796.3512,2796.3512,2796.3512,2792.1030,2722.6900,2722.6912,2722.6900,2722.6900,2720.2100,2720.2100,2720.2130,2720.2130,2720.2370,2720.2370,2718.8185,2719.6006,2782.1336,2782.1336
2008-10,,,,,,2636.9569,2626.3252,2624.7511,2624.7511,2624.7511,2623.9313,2621.1698,2621.1698,2621.1698,2621.4763,2506.2700,2506.2714,2506.2700,2506.2700,2510.8200,2510.8200,2510.8208,2510.8208,2507.9735,2507.9735,2510.2585,2510.4529,2669.6877,2669.6877
2009-01,,,,,,,2490.2832,2489.0933,2480.7629,2540.3531,2545.0551,2537.0960,2537.0960,2537.0960,2543.0987,2465.5800,2465.5849,2465.5800,2465.5800,2469.0100,2469.0100,2469.0128,2469.0128,2473.4509,2473.4509,2476.1901,2474.8622,2561.4076,2561.4076
2009-04,,,,,,,,2452.1645,2410.6896,2464.7195,2463.6032,2454.7083,2454.7083,2454.7083,2453.3661,2402.5400,2402.5357,2402.5400,2402.5400,2413.7800,2413.7800,2413.7769,2413.7769,2413.6991,2413.6991,2409.1883,2408.8545,2485.1634,2485.1634
