"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19
1999-01,3981.8097,3981.8097,3981.8097,3981.8097,3981.8097,3981.8097,3981.8097,3981.8097,3981.8097,3981.8097,3981.8097,3981.8097,3981.8097,3981.8097,3981.8097,3981.8097,3981.8097
1999-04,3668.0475,3668.0475,3668.0475,3668.0475,3668.0475,3668.0475,3668.0475,3668.0475,3668.0475,3668.0475,3668.0475,3668.0475,3668.0475,3668.0475,3668.0475,3668.0475,3668.0475
1999-07,3928.2900,3928.2900,3928.2900,3928.2900,3928.2900,3928.2900,3928.2900,3928.2900,3928.2900,3928.2900,3928.2900,3928.2900,3928.2900,3928.2900,3928.2900,3928.2900,3928.2900
1999-10,3987.8921,3987.8921,3987.8921,3987.8921,3987.8921,3987.8921,3987.8921,3987.8921,3987.8921,3987.8921,3987.8921,3987.8921,3987.8921,3987.8921,3987.8921,3987.8921,3987.8921
2000-01,4024.6833,4024.6833,4024.6833,4024.6833,4024.6833,4024.6833,4024.6833,4024.6833,4024.6833,4024.6833,4024.6833,4024.6833,4024.6833,4024.6833,4024.6833,4024.6833,4024.6833
2000-04,3695.7609,3695.7609,3695.7609,3695.7609,3695.7609,3695.7609,3695.7609,3695.7609,3695.7609,3695.7609,3695.7609,3695.7609,3695.7609,3695.7609,3695.7609,3695.7609,3695.7609
2000-07,3924.5050,3924.5050,3924.5050,3924.5050,3924.5050,3924.5050,3924.5050,3924.5050,3924.5050,3924.5050,3924.5050,3924.5050,3924.5050,3924.5050,3924.5050,3924.5050,3924.5050
2000-10,3964.1814,3964.1814,3964.1814,3964.1814,3964.1814,3964.1814,3964.1814,3964.1814,3964.1814,3964.1814,3964.1814,3964.1814,3964.1814,3964.1814,3964.1814,3964.1814,3964.1814
2001-01,4006.7564,4006.7564,4006.7564,4006.7564,4006.7564,4006.7564,4006.7564,4006.7564,4006.7564,4006.7564,4006.7564,4006.7564,4006.7564,4006.7564,4006.7564,4006.7564,4006.7564
2001-04,3692.3250,3692.3250,3692.3250,3692.3250,3692.3250,3692.3250,3692.3250,3692.3250,3692.3250,3692.3250,3692.3250,3692.3250,3692.3250,3692.3250,3692.3250,3692.3250,3692.3250
2001-07,3940.9218,3940.9218,3940.9218,3940.9218,3940.9218,3940.9218,3940.9218,3940.9218,3940.9218,3940.9218,3940.9218,3940.9218,3940.9218,3940.9218,3940.9218,3940.9218,3940.9218
2001-10,3993.4020,3993.4020,3993.4020,3993.4020,3993.4020,3993.4020,3993.4020,3993.4020,3993.4020,3993.4020,3993.4020,3993.4020,3993.4020,3993.4020,3993.4020,3993.4020,3993.4020
2002-01,4012.5415,4012.5415,4012.5415,4012.5415,4012.5415,4012.5415,4012.5415,4012.5415,4012.5415,4012.5415,4012.5415,4012.5415,4012.5415,4012.5415,4012.5415,4012.5415,4012.5415
2002-04,3723.5849,3723.5849,3723.5849,3723.5849,3723.5849,3723.5849,3723.5849,3723.5849,3723.5849,3723.5849,3723.5849,3723.5849,3723.5849,3723.5849,3723.5849,3723.5849,3723.5849
2002-07,3984.7446,3984.7446,3984.7446,3984.7446,3984.7446,3984.7446,3984.7446,3984.7446,3984.7446,3984.7446,3984.7446,3984.7446,3984.7446,3984.7446,3984.7446,3984.7446,3984.7446
2002-10,4020.1740,4020.1740,4020.1740,4020.1740,4020.1740,4020.1740,4020.1740,4020.1740,4020.1740,4020.1740,4020.1740,4020.1740,4020.1740,4020.1740,4020.1740,4020.1740,4020.1740
2003-01,4054.6392,4054.6392,4054.6392,4054.6392,4054.6392,4054.6392,4054.6392,4054.6392,4054.6392,4054.6392,4054.6392,4054.6392,4054.6392,4054.6392,4054.6392,4054.6392,4054.6392
2003-04,3727.1424,3724.8360,3724.8360,3724.8360,3724.8360,3724.8360,3724.8360,3724.8360,3724.8360,3724.8360,3724.8360,3724.8360,3724.8360,3724.8360,3724.8360,3724.8360,3724.8360
2003-07,3985.6148,3984.4672,3984.4672,3984.4672,3984.4672,3984.4672,3984.4672,3984.4672,3984.4672,3984.4672,3984.4672,3984.4672,3984.4672,3984.4672,3984.4672,3984.4672,3984.4672
2003-10,4040.2200,4040.2200,4040.2200,4040.2200,4040.2200,4037.8900,4037.8900,4037.8900,4037.8900,4037.8900,4037.8900,4037.8900,4037.8900,4037.8900,4037.8900,4037.8900,4037.8900
2004-01,4120.5216,4119.3648,4119.3648,4119.3648,4119.3648,4119.3648,4119.3648,4119.3648,4119.3648,4119.3648,4119.3648,4119.3648,4119.3648,4119.3648,4119.3648,4119.3648,4119.3648
2004-04,3771.3905,3769.0675,3769.0675,3769.0675,3769.0675,3770.2290,3770.2290,3770.2290,3770.2290,3770.2290,3770.2290,3770.2290,3770.2290,3770.2290,3770.2290,3770.2290,3770.2290
2004-07,4032.1560,4029.8400,4029.8400,4029.8400,4029.8400,4029.8400,4029.8400,4029.8400,4029.8400,4029.8400,4029.8400,4029.8400,4029.8400,4029.8400,4029.8400,4029.8400,4029.8400
2004-10,4117.8456,4116.3187,4116.3187,4116.3187,4116.3187,4117.4958,4117.4958,4117.4958,4117.4958,4117.4958,4117.4958,4117.4958,4117.4958,4117.4958,4117.4958,4117.4958,4117.4958
2005-01,4101.4140,4103.9873,4103.9873,4103.9873,4103.9873,4100.2475,4100.2475,4100.2475,4100.2475,4098.1385,4098.1385,4098.1385,4098.1385,4098.1385,4098.1385,4098.1385,4098.1385
2005-04,3824.6320,3814.9003,3814.9003,3814.9003,3814.9003,3809.7536,3809.7536,3809.7536,3809.7536,3808.1316,3808.1316,3808.1316,3808.1316,3808.1316,3808.1316,3808.1316,3808.1316
2005-07,4059.7530,4053.1240,4053.1240,4053.1240,4053.1240,4044.8364,4044.8364,4044.8364,4044.8364,4047.7332,4047.7332,4047.7332,4047.7332,4047.7332,4047.7332,4047.7332,4047.7332
2005-10,4141.6540,4134.6666,4134.6666,4134.6666,4134.6666,4128.6624,4128.6624,4128.6624,4128.6624,4130.5480,4130.5480,4130.5480,4130.5480,4130.5480,4130.5480,4130.5480,4130.5480
2006-01,4170.9388,4163.0400,4163.0400,4163.0400,4163.0400,4147.9680,4147.9680,4147.9680,4147.9680,4141.1448,4141.1448,4141.1448,4141.1448,4141.1448,4141.1448,4141.1448,4141.1448
2006-04,3833.3533,3827.6348,3827.6348,3827.6348,3827.6348,3816.6488,3816.6488,3816.6488,3816.6488,3805.8988,3805.8988,3805.8988,3805.8988,3805.8988,3805.8988,3805.8988,3805.8988
2006-07,4073.1887,4064.3626,4064.3626,4064.3626,4064.3626,4051.6192,4051.6192,4051.6192,4051.6192,4037.8390,4037.8390,4037.8390,4037.8390,4037.8390,4037.8390,4037.8390,4037.8390
2006-10,4160.2854,4148.0889,4148.0889,4148.0889,4148.0889,4142.4000,4142.4000,4142.4000,4142.4000,4127.7825,4127.7825,4127.7825,4127.7825,4127.7825,4127.7825,4127.7825,4127.7825
2007-01,4203.3024,4201.0416,4195.5668,4195.5668,4196.7594,4195.9757,4195.9757,4195.9757,4195.9757,4183.2538,4183.2538,4183.2538,4183.2538,4166.6064,4166.6064,4166.6064,4166.6064
2007-04,,3860.9564,3859.2000,3852.4728,3857.2704,3857.7384,3857.7384,3857.7384,3857.7384,3846.7475,3846.7475,3846.7475,3846.7475,3829.9965,3829.9965,3829.9965,3829.9965
2007-07,,,4082.6325,4086.2190,4090.3206,4088.9534,4088.9534,4088.9534,4088.9534,4075.6332,4075.6332,4075.6332,4075.6332,4057.7262,4057.7262,4057.7262,4057.7262
2007-10,,,,4154.2094,4170.6927,4168.1360,4168.1360,4168.1360,4168.1360,4156.6083,4156.6083,4156.6083,4156.6083,4137.2019,4137.2019,4137.2019,4137.2019
2008-01,,,,,4205.2586,4201.4185,4211.8245,4211.6676,4211.6676,4196.0270,4196.0270,4196.0270,4196.0270,4167.1718,4167.1718,4167.1718,4167.1718
2008-04,,,,,,3919.6654,3923.0028,3930.6082,3930.6082,3915.0804,3915.0804,3915.0804,3915.0804,3885.7050,3885.7050,3885.7050,3885.7050
2008-07,,,,,,,4137.9212,4154.1203,4151.6917,4141.8047,4141.8047,4141.8047,4141.8047,4110.3265,4110.3265,4110.3265,4110.3265
2008-10,,,,,,,,4227.4096,4218.7772,4213.7820,4213.7820,4213.7820,4213.7820,4185.5700,4185.5700,4185.5700,4185.5700
2009-01,,,,,,,,,4229.1976,4229.3193,4223.0190,4214.4580,4214.4580,4192.0536,4192.0536,4192.0536,4192.0536
2009-04,,,,,,,,,,3923.1078,3920.1003,3916.4339,3916.4339,3895.1630,3895.1630,3895.1630,3895.1630
2009-07,,,,,,,,,,,4196.3416,4197.4803,4196.0234,4178.4724,4178.4724,4178.4724,4178.4724
2009-10,,,,,,,,,,,,4309.9080,4310.0244,4288.0188,4288.0188,4288.0188,4288.0188
2010-01,,,,,,,,,,,,,4333.3851,4326.6078,4329.1044,4324.2492,4333.9567
2010-04,,,,,,,,,,,,,,3996.2738,4010.4080,4001.8761,4006.8957
2010-07,,,,,,,,,,,,,,,4284.3389,4286.0552,4265.7936
2010-10,,,,,,,,,,,,,,,,4381.3218,4350.8511
2011-01,,,,,,,,,,,,,,,,,4347.0856
