,DE.INDU,DE.SERV,DE.CONS,DE.RETA,DE.BUIL,DE.ESI,INDU.DE.TOT.2.BS.M,INDU.DE.TOT.3.BS.M,INDU.DE.TOT.4.BS.M,INDU.DE.TOT.5.BS.M,INDU.DE.TOT.6.BS.M,INDU.DE.TOT.7.BS.M,CONS.DE.TOT.COF.BS.M,CONS.DE.TOT.1.BS.M,CONS.DE.TOT.2.BS.M,CONS.DE.TOT.3.BS.M,CONS.DE.TOT.4.BS.M,CONS.DE.TOT.5.BS.M,CONS.DE.TOT.6.BS.M,CONS.DE.TOT.7.BS.M,CONS.DE.TOT.8.BS.M,CONS.DE.TOT.9.BS.M,CONS.DE.TOT.10.BS.M,CONS.DE.TOT.11.BS.M,CONS.DE.TOT.12.BS.M
1990-09,12.2,,-4.7,19.4,-0.8,119.1,12.8,-10.5,-9,14.8,17,4,-4.7,0.9,0.3,0.1,-6.5,29.3,50.1,33.3,-8.7,-17.1,46.2,20.7,20.8
1990-10,11,,-5.1,21.6,-1.4,117.4,13.4,-12.7,-7.9,11.6,18.4,4.1,-5.1,-0.9,-1.5,0,-6.8,30.3,51.6,28.4,-11.1,-17.4,43.7,16.2,19.6
1990-11,10.9,,-4.1,21.5,1.4,118.6,12.5,-16.4,-7.8,12.5,14.9,4.3,-4.1,0.8,0.8,-1.8,-6.4,29.3,49.5,32.3,-8.9,-15.5,51.4,21.3,20.8
1990-12,10,,-2.9,22.3,0.1,118.6,8.3,-23,-7.2,14.3,15.5,0.2,-2.9,0.6,0.6,2.2,-3.8,26.7,43.6,30.8,-12.3,-17.6,52.7,22.6,21
1991-01,9.4,,-5.9,19.4,1.2,117.3,8.4,-24.6,-8.2,11.7,17.6,0.2,-5.9,0.4,-0.8,-1.5,-10.8,26.9,52.7,31.4,-13.5,-17.6,46.9,19.6,20.2
1991-02,6.6,,-8.3,15.6,-1.7,114.2,3.4,-26.9,-6.1,10.4,17.4,0.2,-8.3,0.3,-2.1,-4.5,-15.5,25.3,55.5,36.3,-12,-16.1,49.8,20.6,20.6
1991-03,3.8,,-12.1,17.8,-5.3,110.8,-1.4,-34.1,-3.8,8.9,18.5,-1.2,-12.1,-2.9,-7.2,-10.5,-15.8,28.7,57.9,43.1,-6.9,-19.3,51.5,17.9,20.5
1991-04,2.2,,-10.6,12.6,-10.9,109.4,-3.8,-33.5,-1.3,9.2,17.2,-6.2,-10.6,-2,-3.6,-10.2,-14.7,29,50,39,-9.8,-20.2,48.6,14.9,19.1
1991-05,1.1,,-9.4,11.6,-12.9,109,-5.4,-35.3,0.9,9.7,18.3,-6.4,-9.4,-1.4,-2.9,-13.4,-12.5,31.4,53.5,39.4,-8.6,-17.7,47.6,17.4,18.6
1991-06,-1.2,,-8.4,12.9,-13.3,107.2,-6.9,-37.4,3,6.2,15.6,-6.3,-8.4,-3.1,-4.7,-15.9,-14.9,32.2,53.5,30.2,-10.2,-17.8,44.5,16.4,20.6
1991-07,-3.2,,-14.7,14.2,-14.2,102.8,-9.8,-40.1,4.4,4.6,13.5,-8.9,-14.7,-11.2,-11.6,-26.1,-21.4,45.4,57.5,33.5,-15.6,-19.7,34.2,7.7,15.8
1991-08,-4.4,,-15.3,4.7,-16.1,101.6,-13.7,-40.1,4.9,5.4,12.2,-9,-15.3,-13.4,-10.7,-27.6,-21.7,50.1,57.4,35.9,-13.5,-21,34.8,7.1,14.4
1991-09,-6,,-9.9,0.9,-17.3,101.7,-14.2,-40.3,5.8,2.1,12.4,-10.4,-9.9,-13,-8.9,-30,-17.8,48,53.2,22.3,-15.6,-20.4,32.4,9.2,15.5
1991-10,-6.4,,-9.1,2.2,-17.7,101.7,-17,-39.8,5.5,3.4,11.5,-13,-9.1,-13.4,-8.3,-26.4,-15.3,45.7,48.3,20.1,-16.9,-20,35.9,7.3,15.5
1991-11,-7.4,,-9.3,3.4,-14.8,101.5,-19,-39.4,7,3.7,13.4,-13.2,-9.3,-13.4,-7.6,-25.2,-13.1,45.7,48.1,23.6,-17,-23.5,36.1,7.3,14.7
1991-12,-7.8,,-9.8,-0.4,-6.6,101.5,-18.1,-37.8,7.8,2.7,14.1,-13.6,-9.8,-12.6,-6.6,-26.6,-15.2,46.9,48.9,26.3,-12,-19.1,37.5,9.1,16.6
1992-01,-7.5,,-10.6,-1.7,-3.7,101.7,-17.6,-38,7.7,2.9,13.9,-17.8,-10.6,-12.4,-6.8,-25.7,-17.1,46.9,44.8,27.4,-15,-22,40,8.9,15.9
1992-02,-8.6,,-9.4,-1.1,-10.4,101.4,-21.1,-39.8,7.6,2.8,13.6,-18,-9.4,-10.9,-5.7,-22.7,-12.2,49.4,45.9,30.8,-13.6,-20.9,40.2,11.1,15.6
1992-03,-10,,-11.8,-13.2,-14,98.2,-21.7,-40.5,10.6,2.4,15.2,-19,-11.8,-12.9,-7,-24.3,-15.9,50.7,44.3,33.2,-15.8,-22.4,40.8,8.7,14.9
1992-04,-11.2,,-15.1,-8.5,-18,96.1,-23.6,-40.7,10,0.1,14.3,-20.5,-15.1,-16.9,-10.5,-31.4,-23.3,52.7,47.4,30.9,-17.2,-22.3,36.2,4.2,12.1
1992-05,-12.6,,-16.8,-7.7,-17.7,94.8,-25.8,-39.6,12.1,0.2,14.6,-20.8,-16.8,-18,-11.6,-38.1,-27.2,55.4,47.9,33.1,-18.6,-22.6,35.4,4.7,11.6
1992-06,-13.3,,-13.8,-12.4,-16.5,95.1,-28.7,-40.7,12.6,1.6,11.8,-21.1,-13.8,-17.6,-9.4,-36.5,-24.1,53,45.8,25.4,-18.2,-21.9,33.6,3.7,12.4
1992-07,-14.1,,-12.6,-10.9,-16.2,95.5,-30.4,-41.4,13.9,2,13.1,-23.9,-12.6,-13.7,-6.9,-33.7,-21.3,50.8,42.7,27.3,-15.9,-20.3,35.1,5.2,13.2
1992-08,-18.2,,-12.9,-16.6,-20.6,92.3,-34.8,-41.9,16.3,-3.5,7.6,-24.2,-12.9,-11.9,-7.3,-32.9,-21.3,50.9,42.7,29.7,-13.9,-20.5,33.8,6.7,12.7
1992-09,-23.1,,-15.8,-13.7,-24.9,88.1,-37.4,-45.8,17.9,-14,4,-25.4,-15.8,-13.7,-8.3,-37,-23.9,49.8,44.2,35.6,-15.7,-23.8,32.1,4.7,13.3
1992-10,-28,,-18.1,-15.5,-24.2,84.4,-43.3,-48.8,19.5,-21.2,2.7,-37.4,-18.1,-14.3,-9.9,-41.4,-28.5,47.9,46.7,37.6,-14.7,-22.1,31.9,3.7,12.7
1992-11,-32,,-22.6,-19.8,-23.5,79.8,-47,-50.5,24.2,-24.7,1.4,-38.4,-22.6,-15.9,-12.7,-44.4,-34.6,48.9,50.7,43.4,-16.7,-24.4,28.5,0.3,13.6
1992-12,-31.2,,-26.2,-17.3,-19.8,79.8,-48.5,-51.3,21.8,-23.3,3.9,-39.4,-26.2,-17.6,-14.1,-50.4,-40.8,49.6,51.5,50.3,-12.8,-26.2,31.5,0.4,11.7
1993-01,-30.5,,-25.7,-23.4,-16.8,80.3,-49.8,-54.5,23.7,-18,-2.4,-45.9,-25.7,-17.6,-14.6,-51.4,-39.7,50.2,51,50.1,-20.2,-26.2,34.8,1.5,12.8
1993-02,-32,,-24.5,-20.4,-21.6,80.5,-53.7,-53.4,22.1,-20.1,-2.2,-47,-24.5,-18,-13.5,-50.5,-37.6,51.7,48.7,50.4,-19.6,-24,33.8,3.7,11.1
1993-03,-33.1,,-27.5,-13.4,-22.7,79.2,-55.6,-54.9,23.8,-19.9,-1.4,-48.3,-27.5,-18.6,-13.2,-52.7,-41.1,51.2,47.2,57.9,-18.1,-25.4,32.4,2,12.1
1993-04,-33.6,,-22.9,-14.4,-22.8,80.4,-57.8,-55.8,24.2,-19,-2.6,-49.8,-22.9,-17.1,-11.4,-50.4,-34.7,50.5,46.1,47.9,-16.1,-26.2,33.9,2.5,11.9
1993-05,-32.5,,-23.7,-15.1,-24,80.7,-56.9,-57.4,24.2,-16.5,-1.6,-50.9,-23.7,-17.6,-11.3,-50.3,-36.5,49.3,43.1,49.5,-15.8,-25.4,34.6,2.3,11.6
1993-06,-32.1,,-23.6,-18.5,-26.5,79.9,-55.5,-58,24.6,-16.1,-1.2,-52.1,-23.6,-18.4,-13.1,-54.4,-38.6,46.2,44.6,44.5,-17.6,-27.7,34.3,1.7,11.2
1993-07,-32.7,,-26.2,-10.9,-27.3,79.7,-59.1,-58.5,24.9,-14.1,-0.2,-49.9,-26.2,-18.2,-14.1,-57.4,-40.1,48.9,48.1,51.4,-20.2,-29.2,33.9,1,11.1
1993-08,-30.3,,-25.3,-10.2,-27.6,81.6,-56.9,-59,24.5,-9.4,-1.9,-50.7,-25.3,-17.8,-12.3,-55,-36,46.1,45.6,52.8,-20,-28,31.3,-0.3,11.6
1993-09,-29.4,,-23.4,-15.2,-29.1,82.5,-56,-56.5,22.6,-9.6,-2.3,-51.7,-23.4,-17.8,-11.8,-55.4,-33.9,47,45.3,50.1,-14.3,-24.3,31.8,2.2,12.3
1993-10,-26.5,,-26.7,-20.6,-27.4,82.8,-53.9,-54.9,21.2,-4.2,-5,-46,-26.7,-20.2,-14.3,-58.6,-39.8,43.9,46.2,53.4,-16,-28.5,30.1,0.8,11
1993-11,-25.5,,-27,-15.4,-29,83.8,-51.8,-54.3,20.3,-4.5,-8.5,-46.6,-27,-18.3,-13.8,-57.7,-38.2,44.9,43.7,57.9,-16.2,-27.3,32.1,1.7,12.2
1993-12,-24.6,,-25.6,-15.9,-27.1,84.8,-51.7,-52.8,19.2,-2.8,-8.9,-47,-25.6,-20.2,-14.3,-59.9,-36.3,41.5,43.5,53,-15.9,-27.2,34.3,1,12.5
1994-01,-22.1,,-24.6,-22,-23.5,86.3,-49.5,-50.9,17.4,0.5,-7.3,-39.1,-24.6,-21.3,-14.4,-60.2,-34.1,47.1,41.7,50.9,-17.3,-28.4,34.4,1.1,10.8
1994-02,-18.1,,-24.5,-15.2,-24.8,88.8,-44.1,-48.7,14.3,4.1,-4.5,-39.4,-24.5,-22.6,-15.1,-56.9,-31.3,44,37.4,50.2,-19.1,-28.7,32.7,-1.2,10
1994-03,-17.2,,-18.9,-11,-22.1,92,-43,-45.1,14.7,5.9,-3.2,-39.6,-18.9,-18.9,-11,-50,-23.3,40.9,35.1,44.2,-17.9,-27.4,34,2.7,12.2
1994-04,-14.5,,-15.7,-19.3,-20.6,94,-39.7,-43.8,12.2,8.4,0.2,-29.1,-15.7,-18,-10.8,-45.7,-19.2,35.9,33.9,36,-15.8,-25.4,35.9,3.1,13.1
1994-05,-12.1,,-10.9,-14.2,-18.8,97.2,-34.8,-42.1,10.7,9.2,5.8,-28.9,-10.9,-16,-8.7,-35.8,-11.7,35,34.2,27.7,-13.8,-24.3,33.8,4.7,13.3
1994-06,-9.9,,-6.6,-14.1,-19.5,100.2,-32.8,-38.6,8.6,11.8,7.9,-29.1,-6.6,-12.7,-5.2,-25.8,-5.5,32.2,32.9,21.5,-12,-25.6,39.4,5.7,13.4
1994-07,-8.3,,-5.6,-20.3,-18.9,101.3,-29.6,-36.4,6.6,11.3,10.1,-26.4,-5.6,-10.2,-4.1,-19.1,-5,27.1,32.4,18.7,-11.9,-22.8,39.2,5.5,13.5
1994-08,-6.7,,-6.5,-15.6,-19.3,102.2,-25,-35.1,6.8,11.8,12.5,-26.4,-6.5,-8.4,-3.4,-17.6,-5.7,25.6,31.8,23.3,-12.1,-22.8,40.3,6.4,14.5
1994-09,-3,,-4.7,-15.2,-20.6,104.8,-20.8,-31.5,4.5,16.3,14.5,-26.4,-4.7,-9,-4.2,-11.5,-2.4,25.2,34.1,19.1,-13.2,-24.1,41.7,6.9,14.2
1994-10,0.1,,0.2,-16.8,-20.6,108.9,-18,-27.7,1.8,20.1,17.5,-18.3,0.2,-5.6,-1,-6.9,3.1,23.5,31.5,12.6,-8.9,-22.8,43.5,11.5,15.4
1994-11,1,,-1.2,-18.9,-21.9,107.9,-12.7,-23.7,2.8,18.7,20.9,-18.3,-1.2,-7.2,-2.6,-5.6,4,24,31.8,14.6,-12.8,-23.5,42.1,8.6,16.1
1994-12,3.3,,-4.3,-21.6,-23,107.3,-10.1,-19.3,2.2,22.2,20.7,-18.1,-4.3,-8.3,-5.7,-5.4,1,25.2,32.5,15.8,-12.8,-24.9,40.1,3.3,13
1995-01,2.6,,-4.1,-17.9,-26.6,107.5,-12,-18.5,2.3,21.9,20.3,-8.6,-4.1,-8.6,-5.3,-4.7,3.5,24.1,32.4,21,-11.8,-23.2,41.4,6.4,15.2
1995-02,2.9,,-5.9,-16.1,-28.1,106.7,-7.7,-17.2,2.4,18.8,21.8,-8.4,-5.9,-12,-5.4,-5.8,1.7,24.3,32.4,23.5,-12.5,-25.8,40.4,3.6,13.9
1995-03,1.1,,-0.4,-21.6,-27.7,107.7,-10.6,-20.5,2.8,16.7,18.7,-8.2,-0.4,-9.4,-1.5,1.2,5.5,20.8,32.1,14.9,-11.2,-23.3,41.3,9.3,14
1995-04,-1.7,32,-3.2,-16.3,-32.2,106.2,-9.6,-20.3,4.3,8.9,16.3,-13.4,-3.2,-8.4,-3.7,-0.6,2.7,23,32.8,16.3,-13.8,-24.6,38.1,4.4,13.9
1995-05,-2.4,32.4,-3,-15.2,-32.1,106.2,-10.1,-21.3,5,7.8,15.3,-13.6,-3,-9.1,-3.4,-3,-0.1,20.6,31.1,15.4,-14.6,-25.7,43.6,6.8,14.8
1995-06,-3.5,32.7,-3.8,-16.9,-34.9,105.8,-11.3,-22.8,4.7,5.5,15.9,-14,-3.8,-8.7,-3,-8.4,-4.3,22.7,33,18.3,-12.3,-25.1,41.9,10.4,15.3
1995-07,-5.3,34.6,-4.6,-17.9,-35.8,105.3,-14,-22.1,5.9,4,12.9,-14.9,-4.6,-8.7,-2,-6.4,-4.3,21.4,33.1,21.3,-9.1,-22.6,43.2,9.1,15.2
1995-08,-6.6,34.8,-8.6,-15.4,-43,103.6,-15.2,-23.1,7,2.5,11.3,-15.4,-8.6,-9.2,-3.4,-10.8,-9.5,21,33.8,27.6,-11.4,-24.4,44,6.1,15.2
1995-09,-9.2,35.1,-8.9,-14.4,-44.4,102.6,-22.1,-24,9.6,4,7.4,-15.9,-8.9,-8.1,-3.7,-10.3,-10.6,18.4,32.1,27.5,-11.9,-26.6,43.1,6.1,14.1
1995-10,-9.4,35.1,-10.9,-13.2,-45.3,101.8,-20.9,-25.9,9.6,2.2,4.9,-19,-10.9,-8.5,-4,-13.7,-12,21.7,35.3,30.1,-14,-25,40.6,2.7,13.6
1995-11,-11,35.3,-11.6,-15.6,-46.5,101.2,-23.8,-28.8,8.8,-0.5,3.1,-19.6,-11.6,-8.3,-4.4,-17.3,-13.7,20.9,32.4,33.7,-13.3,-23.2,40.6,5.3,13.8
1995-12,-12.9,35.6,-13.4,-15,-50.9,100.3,-27.3,-29.9,10.4,-0.9,-1.3,-19.9,-13.4,-9.1,-3.9,-22.3,-17.4,21.2,33.5,37.4,-11.9,-24.6,40,5.1,12.8
1996-01,-15.7,34.9,-17.5,-13.8,-52.8,97.9,-30.8,-31.8,11.6,-4.8,-0.4,-25.2,-17.5,-12.3,-6.2,-29.5,-21.4,21.8,34.3,46.6,-12.6,-25.2,37.8,4.2,12.6
1996-02,-19.4,35.3,-18.7,-12.7,-51.6,96.1,-35.8,-32.3,15.1,-7.2,-4.6,-25.9,-18.7,-12,-6.6,-34.6,-25.5,20.2,32.5,45.9,-12.6,-27.5,41.2,3.3,13.3
1996-03,-20.8,35.6,-17.5,-9.2,-48.3,96.1,-36.4,-33.9,16.3,-9.7,-3.6,-26.7,-17.5,-10.7,-6,-35.5,-23.5,17.3,30.5,43.7,-14.1,-25.3,40.2,3.2,14.1
1996-04,-20.3,33.4,-18.9,-9.3,-44.1,95.4,-35.3,-34.8,16.3,-9.1,-2.6,-26.5,-18.9,-13.4,-8.5,-39.6,-26.6,20,34.3,41.8,-14.4,-25.8,38.7,1.3,13
1996-05,-22.2,33.4,-18.8,-10,-44.2,94.4,-39.3,-33.8,17,-10.3,-2.8,-26.6,-18.8,-14.5,-9.2,-41.1,-29.8,18.7,33.9,36.2,-14.6,-27.6,36.4,-0.2,13
1996-06,-23.2,33.6,-20.7,-12.3,-47,93.6,-41.9,-36.1,17.2,-10.6,-3,-27,-20.7,-15,-10.4,-46.2,-33.1,21,33.4,39.7,-14.1,-28,37.2,0.3,10.9
1996-07,-21.5,35.8,-19.8,-0.5,-47.4,95.5,-39.3,-36,17.4,-7.8,-2.4,-27.4,-19.8,-16.1,-10.9,-44,-30.7,18,32.4,39.4,-14.6,-28.6,40.1,1.8,11.8
1996-08,-20.4,36,-19.4,-8.6,-48.7,95.8,-37.6,-35.1,18.1,-5.5,-0.2,-27.8,-19.4,-15.3,-9,-42.8,-30.8,17.9,32.8,41.7,-11.6,-28,43.8,3.7,10.8
1996-09,-18.9,36.4,-20.1,-6.1,-48,96.5,-37.7,-32.7,16.9,-2.2,-0.2,-28.2,-20.1,-14.6,-8.8,-44.6,-31.2,15.8,31.3,41.7,-11.3,-28.2,39.6,1.4,12.3
1996-10,-17.3,36.1,-19.5,-8.7,-49.7,96.9,-35,-31.6,16.8,-0.2,-0.8,-26.8,-19.5,-16.7,-9.9,-42.5,-30.1,17.7,32.1,42.2,-13.2,-26.7,42.7,4.2,10.8
1996-11,-17,36.4,-19.4,-7.4,-52.6,97.3,-36.1,-30.2,16,1.1,-2.5,-26.9,-19.4,-16.5,-8.8,-41.3,-28.4,16.8,32.4,42.6,-13.2,-27.5,42.5,2.3,10.3
1996-12,-16.8,36.7,-20.6,-8.4,-52.1,97.2,-36.4,-31.5,15.3,1.3,-4.8,-26.4,-20.6,-16.1,-9.4,-39.1,-27.9,18.3,33.7,47.2,-12.4,-28.6,42.4,2.2,12
1997-01,-13.9,34.7,-19.1,-0.9,-47.9,99.2,-33.3,-28.2,12.6,4.2,-2.1,-23.2,-19.1,-13.1,-6.3,-40,-27.5,11.2,30.1,47.2,-9.3,-25.1,39.7,4.4,12.8
1997-02,-11.9,35.1,-20.7,-10.4,-44.8,99,-30,-26.6,12.5,6.8,1.7,-22.5,-20.7,-14.5,-9.3,-44.8,-30,14.8,31.3,45.4,-10.2,-26,37.3,1.8,11.9
1997-03,-10.3,35.6,-20.3,-9.9,-44.1,100.2,-27.8,-27.1,10.4,7.2,1.6,-21.8,-20.3,-12.9,-7.8,-43.6,-29.5,15.7,31,46.5,-11.5,-27.6,41.3,2.5,11.2
1997-04,-8.4,37.7,-17.2,-13.3,-46,101.8,-24,-25.5,9.1,7.8,5.2,-20.1,-17.2,-14.2,-7.1,-40.5,-28.4,14.2,31.1,38.9,-8.7,-28,41.4,5.6,10.9
1997-05,-8.7,37.7,-16.9,-9.4,-48.9,101.8,-24.5,-24.1,8.5,6.7,4,-19.6,-16.9,-12.8,-7.9,-39.4,-27.5,13.4,32.1,37.1,-9.3,-26.3,39.8,5,11.1
1997-06,-7.3,37.8,-19.6,-13.5,-46,101.4,-22.1,-23.4,8.2,8.5,4.2,-19,-19.6,-14.6,-10.4,-44.1,-31.4,16.6,34.2,40.2,-9,-26.7,40.1,3.6,11.7
1997-07,-5,36,-18.9,-11.4,-47.6,102.1,-17.1,-18.6,8,10.2,7,-12.5,-18.9,-14.5,-8.7,-45.6,-31.5,16.1,33.5,40,-10.1,-28.5,38,4.4,12.1
1997-08,-2.6,36.3,-17.7,-16.4,-47.2,103.3,-16.4,-17.9,6.4,14.8,7.3,-11.7,-17.7,-15.6,-8,-43.2,-27.2,13.9,32.2,39.5,-8,-28.1,38.8,3.9,12.4
1997-09,-1.9,36.7,-17.5,-14.1,-47.1,103.9,-13.4,-15.4,4,11.7,5.7,-11.5,-17.5,-15.2,-7.4,-40.5,-25.9,18.2,34.3,39.7,-9.5,-27.9,38,3,11.5
1997-10,-3.6,36.9,-14.7,-13,-50.7,104.1,-13,-13,5.5,7.7,7.4,-12.2,-14.7,-12.6,-4.6,-34.8,-22.5,20.5,34.1,42.3,-5.8,-27.6,47.1,10.5,13.4
1997-11,-1.6,37.2,-15.1,-15.1,-48.6,105,-11.5,-14.2,3.8,10.5,6.3,-10.9,-15.1,-13.8,-4.7,-32.6,-20.4,19.4,34.9,42.6,-5.3,-26.9,46.8,7.3,11.5
1997-12,0,37.5,-14.5,-15.9,-45.9,106.2,-8.2,-10.7,2.9,11.2,5.8,-6.9,-14.5,-11.9,-2.7,-32.7,-19.6,19.6,33.8,46.8,-7,-26.3,45.8,11.1,12
1998-01,1.1,39.4,-13.8,-13.4,-48.4,107.2,-6.2,-10.4,4,13.5,6.1,-9.4,-13.8,-12,-1.5,-28.9,-17.4,18.3,36.5,45.7,-5.4,-26.2,46.7,9.3,10.9
1998-02,0.4,39.8,-13.7,-12.7,-46.8,107.2,-7.6,-12.7,3.4,12.3,6.7,-8.1,-13.7,-9.8,-1.8,-26.7,-16.1,15.8,36.4,46,-1.2,-26.4,47.7,8.9,12.9
1998-03,2.2,40.1,-9.7,-17.7,-48.7,108.2,-3.4,-10.8,1.7,11.6,5.8,-4,-9.7,-9.9,-1.3,-23.6,-11.4,14.5,34.8,35.6,0.9,-25.7,47,9.6,12.9
1998-04,2.1,45.2,-9.4,-15.3,-44.3,109.5,-3.9,-10.1,3.9,14.1,6.9,-2.7,-9.4,-9.3,-1.6,-23.8,-13.2,14.6,40.1,33.5,-2,-27,46.3,10.5,12.3
1998-05,1.8,45.4,-7.6,-13.6,-42.7,109.8,-3.7,-8.9,3.4,12.6,5.5,-1.8,-7.6,-10.9,-1.8,-21,-11.3,15.6,32,26.4,-4.5,-27.3,43.6,9.1,11.7
1998-06,0.3,45.9,-6.5,-14.2,-41.3,109.7,-3.9,-9.8,4.1,9.1,4.1,-5.2,-6.5,-10.8,-1.6,-18.2,-9.3,15.7,30.6,26.2,-1.7,-24.4,47.8,11.1,12.9
1998-07,-1.8,46.2,0.4,-16.2,-36.8,110,-5.5,-10.5,7.4,7.6,2.3,-5.1,0.4,-7.6,1.1,-11.4,-2.2,12.5,26.6,10,1.3,-22.6,50.2,12.6,12.8
1998-08,-1.9,46.5,-2.2,-13.3,-37.3,109.7,-8,-13.6,7.4,9.5,1,-3.8,-2.2,-8.2,-0.5,-12.6,-3.2,11.7,25.4,17.2,-3.3,-24.7,45.5,12,12.6
1998-09,-4.9,47.1,-2.6,-16.5,-37.8,108.5,-11,-17.4,7.7,4.1,-1.2,-8,-2.6,-7.9,0.8,-14.1,-5.3,8.3,24,17.7,0.4,-23.8,48.4,11.7,12.3
1998-10,-9.4,46.3,1.8,-18.4,-37.2,106.9,-14.7,-22.1,10,-3.4,-3.2,-12.2,1.8,-8.3,2.1,-14.5,1.5,7.5,23.4,6.6,0.1,-23.4,48.3,10.1,11.2
1998-11,-10.1,46.6,3,-17.3,-37.2,107.1,-16.2,-24.3,9.4,-4.6,-1.7,-15.8,3,-6.1,1.4,-7,2.1,4.4,25,4.1,2.5,-21.1,46.9,12.7,13.2
1998-12,-12.9,46.8,1.5,-16.1,-35.2,105.7,-19.7,-26.5,12.5,-6.7,-4.3,-13.6,1.5,-5.7,1.9,-6.2,1.7,2.7,24.9,9.9,3.3,-22.7,48.2,12.3,13.4
1999-01,-14.4,49.7,2.3,-18,-31.4,106.3,-21.9,-27.1,13.2,-8.2,-3.2,-14.1,2.3,-4.8,3.7,0.3,2.1,-2.3,18.8,10.3,1.5,-23.6,51.9,13.5,14.7
1999-02,-15.8,49.9,3.7,-16,-30.1,106.2,-24.5,-31,14.7,-8.2,-0.7,-16.8,3.7,-3.3,4,3.4,6.1,-2.2,19.4,8.5,4.6,-20.4,49.6,13.1,12.7
1999-03,-15.5,50.1,0.3,-9.8,-30.5,105.9,-25,-31.9,15.7,-5.7,-2.5,-16.3,0.3,-5,2.8,-0.7,-0.4,-2.5,22.8,14.8,4.5,-24,48.5,13.5,12.8
1999-04,-15.3,46.1,-2.6,-17.1,-29.2,104.6,-26.5,-29.7,14.4,-4.9,-1.6,-17.5,-2.6,-4.4,1.6,-6.4,-7.8,6.1,34.3,18.9,5.5,-21.7,54.1,14.7,14.1
1999-05,-16.1,46.1,-2.2,-20.3,-29.2,103.8,-28.2,-34.6,15,-5.3,1,-18.5,-2.2,-5.3,1.1,-7.7,-8.3,7.2,31,13.3,2.2,-23.7,53.7,11.8,14.3
