"wort","wert","stem","form"
"bitteren",-0.3394,"bitter","ADJX"
"bittrerer",-0.3394,"bitter","ADJX"
"bittrere",-0.3394,"bitter","ADJX"
"bittrer",-0.3394,"bitter","ADJX"
"bitterere",-0.3394,"bitter","ADJX"
"bittreres",-0.3394,"bitter","ADJX"
"bittreren",-0.3394,"bitter","ADJX"
"bitterst",-0.3394,"bitter","ADJX"
"bittrerem",-0.3394,"bitter","ADJX"
"bizarr",-0.0486,"bizarr","ADJX"
"bizarrstem",-0.0486,"bizarr","ADJX"
"bizarrst",-0.0486,"bizarr","ADJX"
"bizarrster",-0.0486,"bizarr","ADJX"
"bizarrste",-0.0486,"bizarr","ADJX"
"bizarrstes",-0.0486,"bizarr","ADJX"
"bizarre",-0.0486,"bizarr","ADJX"
"bizarrsten",-0.0486,"bizarr","ADJX"
"bizarrere",-0.0486,"bizarr","ADJX"
"bizarreren",-0.0486,"bizarr","ADJX"
"bizarres",-0.0486,"bizarr","ADJX"
"bizarrer",-0.0486,"bizarr","ADJX"
"bizarrerem",-0.0486,"bizarr","ADJX"
"bizarrem",-0.0486,"bizarr","ADJX"
"bizarren",-0.0486,"bizarr","ADJX"
"bizarreres",-0.0486,"bizarr","ADJX"
"bizarrerer",-0.0486,"bizarr","ADJX"
"blauäugig",-0.0445,"blauäugig","ADJX"
"blauäugigere",-0.0445,"blauäugig","ADJX"
"blauäugigst",-0.0445,"blauäugig","ADJX"
"blauäugigstem",-0.0445,"blauäugig","ADJX"
"blauäugiger",-0.0445,"blauäugig","ADJX"
"blauäugigeren",-0.0445,"blauäugig","ADJX"
"blauäugigem",-0.0445,"blauäugig","ADJX"
"blauäugigerem",-0.0445,"blauäugig","ADJX"
"blauäugigen",-0.0445,"blauäugig","ADJX"
"blauäugiges",-0.0445,"blauäugig","ADJX"
"blauäugigster",-0.0445,"blauäugig","ADJX"
"blauäugigstes",-0.0445,"blauäugig","ADJX"
"blauäugigsten",-0.0445,"blauäugig","ADJX"
"blauäugigste",-0.0445,"blauäugig","ADJX"
"blauäugigerer",-0.0445,"blauäugig","ADJX"
"blauäugigeres",-0.0445,"blauäugig","ADJX"
"blauäugige",-0.0445,"blauäugig","ADJX"
"blind",-0.1978,"blind","ADJX"
"blinderes",-0.1978,"blind","ADJX"
"blinde",-0.1978,"blind","ADJX"
"blindes",-0.1978,"blind","ADJX"
"blinder",-0.1978,"blind","ADJX"
"blinden",-0.1978,"blind","ADJX"
"blindestem",-0.1978,"blind","ADJX"
"blindere",-0.1978,"blind","ADJX"
"blindesten",-0.1978,"blind","ADJX"
"blindem",-0.1978,"blind","ADJX"
"blindestes",-0.1978,"blind","ADJX"
"blindester",-0.1978,"blind","ADJX"
"blinderer",-0.1978,"blind","ADJX"
"blindest",-0.1978,"blind","ADJX"
"blinderen",-0.1978,"blind","ADJX"
"blindeste",-0.1978,"blind","ADJX"
"blinderem",-0.1978,"blind","ADJX"
"blockieren",-0.3459,"blockieren","VVINF"
"blutig",-0.0491,"blutig","ADJX"
"blutigstem",-0.0491,"blutig","ADJX"
"blutigsten",-0.0491,"blutig","ADJX"
"blutigst",-0.0491,"blutig","ADJX"
"blutiges",-0.0491,"blutig","ADJX"
"blutiger",-0.0491,"blutig","ADJX"
"blutigster",-0.0491,"blutig","ADJX"
"blutigere",-0.0491,"blutig","ADJX"
"blutigstes",-0.0491,"blutig","ADJX"
"blutigen",-0.0491,"blutig","ADJX"
"blutigeren",-0.0491,"blutig","ADJX"
"blutigerem",-0.0491,"blutig","ADJX"
"blutigerer",-0.0491,"blutig","ADJX"
"blutige",-0.0491,"blutig","ADJX"
"blutigeres",-0.0491,"blutig","ADJX"
"blutigem",-0.0491,"blutig","ADJX"
"blutigste",-0.0491,"blutig","ADJX"
"blöd",-0.1593,"blöd","ADJX"
"blöderen",-0.1593,"blöd","ADJX"
"blöderem",-0.1593,"blöd","ADJX"
"blödere",-0.1593,"blöd","ADJX"
"blöden",-0.1593,"blöd","ADJX"
"blödem",-0.1593,"blöd","ADJX"
"blöder",-0.1593,"blöd","ADJX"
"blöderer",-0.1593,"blöd","ADJX"
"blöderes",-0.1593,"blöd","ADJX"
"blödes",-0.1593,"blöd","ADJX"
"blödee",-0.3145,"blöde","ADJX"
"blödees",-0.3145,"blöde","ADJX"
"blödeer",-0.3145,"blöde","ADJX"
"blödeem",-0.3145,"blöde","ADJX"
"blödeen",-0.3145,"blöde","ADJX"
"blödeerer",-0.3145,"blöde","ADJX"
"blödeeren",-0.3145,"blöde","ADJX"
"blödeere",-0.3145,"blöde","ADJX"
"blödeerem",-0.3145,"blöde","ADJX"
"blödeeres",-0.3145,"blöde","ADJX"
"bombardieren",-0.0048,"bombardieren","VVINF"
"bombardieret",-0.0048,"bombardieren","VVINF"
"bombardiere",-0.0048,"bombardieren","VVINF"
"bombardiert",-0.0048,"bombardieren","VVINF"
"bombardiertet",-0.0048,"bombardieren","VVINF"
"bombardiertest",-0.0048,"bombardieren","VVINF"
"bombardierest",-0.0048,"bombardieren","VVINF"
"bombardierst",-0.0048,"bombardieren","VVINF"
"bombardier",-0.0048,"bombardieren","VVINF"
"bombardierte",-0.0048,"bombardieren","VVINF"
"bombardierten",-0.0048,"bombardieren","VVINF"
"borniert",-0.0048,"borniert","ADJX"
"borniertere",-0.0048,"borniert","ADJX"
"bornierten",-0.0048,"borniert","ADJX"
"borniertestem",-0.0048,"borniert","ADJX"
"bornierter",-0.0048,"borniert","ADJX"
"borniertes",-0.0048,"borniert","ADJX"
"bornierteres",-0.0048,"borniert","ADJX"
"bornierte",-0.0048,"borniert","ADJX"
"bornierteste",-0.0048,"borniert","ADJX"
"borniertesten",-0.0048,"borniert","ADJX"
"bornierterer",-0.0048,"borniert","ADJX"
"borniertest",-0.0048,"borniert","ADJX"
"borniertestes",-0.0048,"borniert","ADJX"
"borniertester",-0.0048,"borniert","ADJX"
"bornierteren",-0.0048,"borniert","ADJX"
"bornierterem",-0.0048,"borniert","ADJX"
"borniertem",-0.0048,"borniert","ADJX"
"boshaft",-0.3187,"boshaft","ADJX"
"boshaftester",-0.3187,"boshaft","ADJX"
"boshaftestes",-0.3187,"boshaft","ADJX"
"boshafteres",-0.3187,"boshaft","ADJX"
"boshaftestem",-0.3187,"boshaft","ADJX"
"boshaftesten",-0.3187,"boshaft","ADJX"
"boshafteren",-0.3187,"boshaft","ADJX"
"boshafterem",-0.3187,"boshaft","ADJX"
"boshafterer",-0.3187,"boshaft","ADJX"
"boshaftest",-0.3187,"boshaft","ADJX"
"boshafteste",-0.3187,"boshaft","ADJX"
"boshafte",-0.3187,"boshaft","ADJX"
"boshafter",-0.3187,"boshaft","ADJX"
"boshaftes",-0.3187,"boshaft","ADJX"
"boshaften",-0.3187,"boshaft","ADJX"
"boshaftem",-0.3187,"boshaft","ADJX"
"boshaftere",-0.3187,"boshaft","ADJX"
"brechen",-0.7991,"brechen","VVINF"
"brennen",-0.0048,"brennen","VVINF"
"brisant",-0.0048,"brisant","ADJX"
"brisantester",-0.0048,"brisant","ADJX"
"brisantestes",-0.0048,"brisant","ADJX"
"brisanterem",-0.0048,"brisant","ADJX"
"brisanteren",-0.0048,"brisant","ADJX"
"brisantesten",-0.0048,"brisant","ADJX"
"brisanterer",-0.0048,"brisant","ADJX"
"brisantestem",-0.0048,"brisant","ADJX"
"brisanteres",-0.0048,"brisant","ADJX"
"brisantere",-0.0048,"brisant","ADJX"
"brisanter",-0.0048,"brisant","ADJX"
"brisante",-0.0048,"brisant","ADJX"
"brisantes",-0.0048,"brisant","ADJX"
"brisantest",-0.0048,"brisant","ADJX"
"brisanteste",-0.0048,"brisant","ADJX"
"brisantem",-0.0048,"brisant","ADJX"
"brisanten",-0.0048,"brisant","ADJX"
"brutal",-0.0048,"brutal","ADJX"
"brutaleren",-0.0048,"brutal","ADJX"
"brutalst",-0.0048,"brutal","ADJX"
"brutalste",-0.0048,"brutal","ADJX"
"brutaleres",-0.0048,"brutal","ADJX"
"brutalerer",-0.0048,"brutal","ADJX"
"brutalere",-0.0048,"brutal","ADJX"
"brutalen",-0.0048,"brutal","ADJX"
"brutalem",-0.0048,"brutal","ADJX"
"brutalstes",-0.0048,"brutal","ADJX"
"brutalster",-0.0048,"brutal","ADJX"
"brutaler",-0.0048,"brutal","ADJX"
"brutalsten",-0.0048,"brutal","ADJX"
"brutales",-0.0048,"brutal","ADJX"
"brutale",-0.0048,"brutal","ADJX"
"brutalerem",-0.0048,"brutal","ADJX"
"brutalstem",-0.0048,"brutal","ADJX"
"brüchig",-0.3331,"brüchig","ADJX"
"brüchigstes",-0.3331,"brüchig","ADJX"
"brüchigst",-0.3331,"brüchig","ADJX"
"brüchigster",-0.3331,"brüchig","ADJX"
"brüchige",-0.3331,"brüchig","ADJX"
"brüchigem",-0.3331,"brüchig","ADJX"
"brüchigstem",-0.3331,"brüchig","ADJX"
"brüchigsten",-0.3331,"brüchig","ADJX"
"brüchigen",-0.3331,"brüchig","ADJX"
"brüchiges",-0.3331,"brüchig","ADJX"
"brüchiger",-0.3331,"brüchig","ADJX"
"brüchigerem",-0.3331,"brüchig","ADJX"
"brüchigste",-0.3331,"brüchig","ADJX"
"brüchigeren",-0.3331,"brüchig","ADJX"
"brüchigeres",-0.3331,"brüchig","ADJX"
"brüchigerer",-0.3331,"brüchig","ADJX"
"brüchigere",-0.3331,"brüchig","ADJX"
"bösartig",-0.4715,"bösartig","ADJX"
"bösartigere",-0.4715,"bösartig","ADJX"
"bösartigerer",-0.4715,"bösartig","ADJX"
"bösartigeres",-0.4715,"bösartig","ADJX"
"bösartigstem",-0.4715,"bösartig","ADJX"
"bösartigsten",-0.4715,"bösartig","ADJX"
"bösartigeren",-0.4715,"bösartig","ADJX"
"bösartiger",-0.4715,"bösartig","ADJX"
"bösartigerem",-0.4715,"bösartig","ADJX"
"bösartigen",-0.4715,"bösartig","ADJX"
"bösartigem",-0.4715,"bösartig","ADJX"
"bösartige",-0.4715,"bösartig","ADJX"
"bösartigste",-0.4715,"bösartig","ADJX"
"bösartiges",-0.4715,"bösartig","ADJX"
"bösartigstes",-0.4715,"bösartig","ADJX"
"bösartigster",-0.4715,"bösartig","ADJX"
"bösartigst",-0.4715,"bösartig","ADJX"
"böse",-0.4183,"böse","ADJX"
"böseeres",-0.4183,"böse","ADJX"
"böseste",-0.4183,"böse","ADJX"
"böseerer",-0.4183,"böse","ADJX"
"böseem",-0.4183,"böse","ADJX"
"böseen",-0.4183,"böse","ADJX"
"böseere",-0.4183,"böse","ADJX"
"bösest",-0.4183,"böse","ADJX"
"bösestem",-0.4183,"böse","ADJX"
"bösee",-0.4183,"böse","ADJX"
"bösesten",-0.4183,"böse","ADJX"
"bösestes",-0.4183,"böse","ADJX"
"bösester",-0.4183,"böse","ADJX"
"böseer",-0.4183,"böse","ADJX"
"böseeren",-0.4183,"böse","ADJX"
"böseerem",-0.4183,"böse","ADJX"
"bösees",-0.4183,"böse","ADJX"
"chaotisch",-0.0426,"chaotisch","ADJX"
"chaotischere",-0.0426,"chaotisch","ADJX"
"chaotische",-0.0426,"chaotisch","ADJX"
"chaotisches",-0.0426,"chaotisch","ADJX"
"chaotischer",-0.0426,"chaotisch","ADJX"
"chaotischen",-0.0426,"chaotisch","ADJX"
"chaotischem",-0.0426,"chaotisch","ADJX"
"chaotischste",-0.0426,"chaotisch","ADJX"
"chaotischerem",-0.0426,"chaotisch","ADJX"
"chaotischstem",-0.0426,"chaotisch","ADJX"
"chaotischsten",-0.0426,"chaotisch","ADJX"
"chaotischeren",-0.0426,"chaotisch","ADJX"
"chaotischster",-0.0426,"chaotisch","ADJX"
"chaotischst",-0.0426,"chaotisch","ADJX"
"chaotischstes",-0.0426,"chaotisch","ADJX"
"chaotischeres",-0.0426,"chaotisch","ADJX"
"chaotischerer",-0.0426,"chaotisch","ADJX"
"charakterschwach",-0.0048,"charakterschwach","ADJX"
"dahinschwinden",-0.0048,"dahinschwinden","VVINF"
"debil",-0.306,"debil","ADJX"
"debilstem",-0.306,"debil","ADJX"
"debilsten",-0.306,"debil","ADJX"
"debiles",-0.306,"debil","ADJX"
"debiler",-0.306,"debil","ADJX"
"debileren",-0.306,"debil","ADJX"
"debilste",-0.306,"debil","ADJX"
"debilem",-0.306,"debil","ADJX"
"debilerem",-0.306,"debil","ADJX"
"debilst",-0.306,"debil","ADJX"
"debilen",-0.306,"debil","ADJX"
"debileres",-0.306,"debil","ADJX"
"debilerer",-0.306,"debil","ADJX"
"debilster",-0.306,"debil","ADJX"
"debilstes",-0.306,"debil","ADJX"
"debilere",-0.306,"debil","ADJX"
"debile",-0.306,"debil","ADJX"
"defekt",-0.346,"defekt","ADJX"
"defektere",-0.346,"defekt","ADJX"
"defekterer",-0.346,"defekt","ADJX"
"defekteres",-0.346,"defekt","ADJX"
"defekteste",-0.346,"defekt","ADJX"
"defektem",-0.346,"defekt","ADJX"
"defektest",-0.346,"defekt","ADJX"
"defekte",-0.346,"defekt","ADJX"
"defekten",-0.346,"defekt","ADJX"
"defekterem",-0.346,"defekt","ADJX"
"defektesten",-0.346,"defekt","ADJX"
"defekteren",-0.346,"defekt","ADJX"
"defekter",-0.346,"defekt","ADJX"
"defektestem",-0.346,"defekt","ADJX"
"defektes",-0.346,"defekt","ADJX"
"defektestes",-0.346,"defekt","ADJX"
"defektester",-0.346,"defekt","ADJX"
"defizitär",-0.4535,"defizitär","ADJX"
"defizitärem",-0.4535,"defizitär","ADJX"
"defizitäreres",-0.4535,"defizitär","ADJX"
"defizitärst",-0.4535,"defizitär","ADJX"
"defizitärerer",-0.4535,"defizitär","ADJX"
"defizitärster",-0.4535,"defizitär","ADJX"
"defizitäres",-0.4535,"defizitär","ADJX"
"defizitärer",-0.4535,"defizitär","ADJX"
"defizitärerem",-0.4535,"defizitär","ADJX"
"defizitärstes",-0.4535,"defizitär","ADJX"
"defizitäreren",-0.4535,"defizitär","ADJX"
"defizitärsten",-0.4535,"defizitär","ADJX"
"defizitären",-0.4535,"defizitär","ADJX"
"defizitärstem",-0.4535,"defizitär","ADJX"
"defizitärere",-0.4535,"defizitär","ADJX"
"defizitäre",-0.4535,"defizitär","ADJX"
"defizitärste",-0.4535,"defizitär","ADJX"
"deformieren",-0.0048,"deformieren","VVINF"
"deformiertet",-0.0048,"deformieren","VVINF"
"deformierest",-0.0048,"deformieren","VVINF"
"deformiertest",-0.0048,"deformieren","VVINF"
"deformierte",-0.0048,"deformieren","VVINF"
"deformierst",-0.0048,"deformieren","VVINF"
"deformieret",-0.0048,"deformieren","VVINF"
"deformier",-0.0048,"deformieren","VVINF"
"deformiert",-0.0048,"deformieren","VVINF"
"deformierten",-0.0048,"deformieren","VVINF"
"deformiere",-0.0048,"deformieren","VVINF"
"degradieren",-0.0048,"degradieren","VVINF"
"degradiertest",-0.0048,"degradieren","VVINF"
"degradier",-0.0048,"degradieren","VVINF"
"degradierten",-0.0048,"degradieren","VVINF"
"degradierte",-0.0048,"degradieren","VVINF"
"degradierst",-0.0048,"degradieren","VVINF"
"degradiertet",-0.0048,"degradieren","VVINF"
"degradiere",-0.0048,"degradieren","VVINF"
"degradiert",-0.0048,"degradieren","VVINF"
"degradieret",-0.0048,"degradieren","VVINF"
"degradierest",-0.0048,"degradieren","VVINF"
"deinstallieren",-0.0048,"deinstallieren","VVINF"
"deinstalliert",-0.0048,"deinstalliert","ADJX"
"deinstallierterem",-0.0048,"deinstalliert","ADJX"
"deinstalliertste",-0.0048,"deinstalliert","ADJX"
"deinstallierteren",-0.0048,"deinstalliert","ADJX"
"deinstalliertem",-0.0048,"deinstalliert","ADJX"
"deinstalliertere",-0.0048,"deinstalliert","ADJX"
"deinstallierte",-0.0048,"deinstalliert","ADJX"
"deinstallierten",-0.0048,"deinstalliert","ADJX"
"deinstalliertst",-0.0048,"deinstalliert","ADJX"
"deinstallierter",-0.0048,"deinstalliert","ADJX"
"deinstalliertes",-0.0048,"deinstalliert","ADJX"
"deinstalliertstes",-0.0048,"deinstalliert","ADJX"
"deinstalliertster",-0.0048,"deinstalliert","ADJX"
"deinstallierterer",-0.0048,"deinstalliert","ADJX"
"deinstallierteres",-0.0048,"deinstalliert","ADJX"
"deinstalliertsten",-0.0048,"deinstalliert","ADJX"
"deinstalliertstem",-0.0048,"deinstalliert","ADJX"
"dekadent",-0.1769,"dekadent","ADJX"
"dekadenter",-0.1769,"dekadent","ADJX"
"dekadentes",-0.1769,"dekadent","ADJX"
"dekadentere",-0.1769,"dekadent","ADJX"
"dekadenten",-0.1769,"dekadent","ADJX"
"dekadentem",-0.1769,"dekadent","ADJX"
"dekadenterer",-0.1769,"dekadent","ADJX"
"dekadenteres",-0.1769,"dekadent","ADJX"
"dekadentest",-0.1769,"dekadent","ADJX"
"dekadenterem",-0.1769,"dekadent","ADJX"
"dekadentesten",-0.1769,"dekadent","ADJX"
"dekadentestem",-0.1769,"dekadent","ADJX"
"dekadentestes",-0.1769,"dekadent","ADJX"
"dekadente",-0.1769,"dekadent","ADJX"
"dekadentester",-0.1769,"dekadent","ADJX"
"dekadenteren",-0.1769,"dekadent","ADJX"
"dekadenteste",-0.1769,"dekadent","ADJX"
"demütigen",-0.0048,"demütigen","VVINF"
"demütigest",-0.0048,"demütigen","VVINF"
"demütiget",-0.0048,"demütigen","VVINF"
"demütig",-0.0048,"demütigen","VVINF"
"demütigst",-0.0048,"demütigen","VVINF"
"demütigte",-0.0048,"demütigen","VVINF"
"gedemütigt",-0.0048,"demütigen","VVINF"
"demütigten",-0.0048,"demütigen","VVINF"
"demütigtet",-0.0048,"demütigen","VVINF"
"demütigt",-0.0048,"demütigen","VVINF"
"demütige",-0.0048,"demütigen","VVINF"
"demütigtest",-0.0048,"demütigen","VVINF"
"denkfaul",-0.0048,"denkfaul","ADJX"
"denkfaulerem",-0.0048,"denkfaul","ADJX"
"denkfaulster",-0.0048,"denkfaul","ADJX"
"denkfaulstes",-0.0048,"denkfaul","ADJX"
"denkfauleren",-0.0048,"denkfaul","ADJX"
"denkfaulstem",-0.0048,"denkfaul","ADJX"
"denkfaulsten",-0.0048,"denkfaul","ADJX"
"denkfaulere",-0.0048,"denkfaul","ADJX"
"denkfaulste",-0.0048,"denkfaul","ADJX"
"denkfaulem",-0.0048,"denkfaul","ADJX"
"denkfaulen",-0.0048,"denkfaul","ADJX"
"denkfaule",-0.0048,"denkfaul","ADJX"
"denkfaules",-0.0048,"denkfaul","ADJX"
"denkfauleres",-0.0048,"denkfaul","ADJX"
"denkfauler",-0.0048,"denkfaul","ADJX"
"denkfaulerer",-0.0048,"denkfaul","ADJX"
"denkfaulst",-0.0048,"denkfaul","ADJX"
"depressiv",-0.4715,"depressiv","ADJX"
"depressivster",-0.4715,"depressiv","ADJX"
"depressivstes",-0.4715,"depressiv","ADJX"
"depressivst",-0.4715,"depressiv","ADJX"
"depressivere",-0.4715,"depressiv","ADJX"
"depressivstem",-0.4715,"depressiv","ADJX"
"depressivsten",-0.4715,"depressiv","ADJX"
"depressivem",-0.4715,"depressiv","ADJX"
"depressive",-0.4715,"depressiv","ADJX"
"depressiven",-0.4715,"depressiv","ADJX"
"depressiver",-0.4715,"depressiv","ADJX"
"depressives",-0.4715,"depressiv","ADJX"
"depressiverem",-0.4715,"depressiv","ADJX"
"depressiveren",-0.4715,"depressiv","ADJX"
"depressiveres",-0.4715,"depressiv","ADJX"
"depressiverer",-0.4715,"depressiv","ADJX"
"depressivste",-0.4715,"depressiv","ADJX"
"desinteressiert",-0.0048,"desinteressiert","ADJX"
"desinteressiertes",-0.0048,"desinteressiert","ADJX"
"desinteressiertstes",-0.0048,"desinteressiert","ADJX"
"desinteressierter",-0.0048,"desinteressiert","ADJX"
"desinteressierten",-0.0048,"desinteressiert","ADJX"
"desinteressiertem",-0.0048,"desinteressiert","ADJX"
"desinteressiertere",-0.0048,"desinteressiert","ADJX"
"desinteressiertsten",-0.0048,"desinteressiert","ADJX"
"desinteressiertstem",-0.0048,"desinteressiert","ADJX"
"desinteressierteren",-0.0048,"desinteressiert","ADJX"
"desinteressierterem",-0.0048,"desinteressiert","ADJX"
"desinteressiertster",-0.0048,"desinteressiert","ADJX"
"desinteressierterer",-0.0048,"desinteressiert","ADJX"
"desinteressierteres",-0.0048,"desinteressiert","ADJX"
"desinteressiertst",-0.0048,"desinteressiert","ADJX"
"desinteressierte",-0.0048,"desinteressiert","ADJX"
"desinteressiertste",-0.0048,"desinteressiert","ADJX"
"desolat",-0.0048,"desolat","ADJX"
"desolatesten",-0.0048,"desolat","ADJX"
"desolatestem",-0.0048,"desolat","ADJX"
"desolate",-0.0048,"desolat","ADJX"
"desolates",-0.0048,"desolat","ADJX"
"desolatere",-0.0048,"desolat","ADJX"
"desolatem",-0.0048,"desolat","ADJX"
"desolaten",-0.0048,"desolat","ADJX"
"desolateren",-0.0048,"desolat","ADJX"
"desolateres",-0.0048,"desolat","ADJX"
"desolater",-0.0048,"desolat","ADJX"
"desolaterer",-0.0048,"desolat","ADJX"
"desolateste",-0.0048,"desolat","ADJX"
"desolatestes",-0.0048,"desolat","ADJX"
"desolaterem",-0.0048,"desolat","ADJX"
"desolatest",-0.0048,"desolat","ADJX"
"desolatester",-0.0048,"desolat","ADJX"
"destruktiv",-0.1936,"destruktiv","ADJX"
"destruktive",-0.1936,"destruktiv","ADJX"
"destruktivere",-0.1936,"destruktiv","ADJX"
"destruktiven",-0.1936,"destruktiv","ADJX"
"destruktivst",-0.1936,"destruktiv","ADJX"
"destruktivsten",-0.1936,"destruktiv","ADJX"
"destruktivem",-0.1936,"destruktiv","ADJX"
"destruktivstem",-0.1936,"destruktiv","ADJX"
"destruktiverer",-0.1936,"destruktiv","ADJX"
"destruktivste",-0.1936,"destruktiv","ADJX"
"destruktivstes",-0.1936,"destruktiv","ADJX"
"destruktivster",-0.1936,"destruktiv","ADJX"
"destruktiveres",-0.1936,"destruktiv","ADJX"
"destruktiveren",-0.1936,"destruktiv","ADJX"
"destruktives",-0.1936,"destruktiv","ADJX"
"destruktiver",-0.1936,"destruktiv","ADJX"
"destruktiverem",-0.1936,"destruktiv","ADJX"
"dezimieren",-0.0048,"dezimieren","VVINF"
"dezimierte",-0.0048,"dezimieren","VVINF"
"dezimiertet",-0.0048,"dezimieren","VVINF"
"dezimiert",-0.0048,"dezimieren","VVINF"
"dezimierst",-0.0048,"dezimieren","VVINF"
"dezimiere",-0.0048,"dezimieren","VVINF"
"dezimierest",-0.0048,"dezimieren","VVINF"
"dezimieret",-0.0048,"dezimieren","VVINF"
"dezimiertest",-0.0048,"dezimieren","VVINF"
"dezimier",-0.0048,"dezimieren","VVINF"
"dezimierten",-0.0048,"dezimieren","VVINF"
"diffamieren",-0.0048,"diffamieren","VVINF"
"diffizil",-0.0048,"diffizil","ADJX"
"diffizilstes",-0.0048,"diffizil","ADJX"
"diffizilste",-0.0048,"diffizil","ADJX"
"diffizilster",-0.0048,"diffizil","ADJX"
"diffizilerer",-0.0048,"diffizil","ADJX"
"diffizilstem",-0.0048,"diffizil","ADJX"
"diffizilsten",-0.0048,"diffizil","ADJX"
"diffizileres",-0.0048,"diffizil","ADJX"
"diffizilem",-0.0048,"diffizil","ADJX"
"diffizilere",-0.0048,"diffizil","ADJX"
"diffizilen",-0.0048,"diffizil","ADJX"
"diffizilst",-0.0048,"diffizil","ADJX"
"diffizileren",-0.0048,"diffizil","ADJX"
"diffizilerem",-0.0048,"diffizil","ADJX"
"diffiziles",-0.0048,"diffizil","ADJX"
"diffiziler",-0.0048,"diffizil","ADJX"
"diffizile",-0.0048,"diffizil","ADJX"
"diffus",-0.331,"diffus","ADJX"
"diffusest",-0.331,"diffus","ADJX"
"diffuse",-0.331,"diffus","ADJX"
"diffusestes",-0.331,"diffus","ADJX"
"diffusester",-0.331,"diffus","ADJX"
"diffusen",-0.331,"diffus","ADJX"
"diffusem",-0.331,"diffus","ADJX"
"diffusestem",-0.331,"diffus","ADJX"
"diffuserem",-0.331,"diffus","ADJX"
"diffuseren",-0.331,"diffus","ADJX"
"diffuseste",-0.331,"diffus","ADJX"
"diffuseres",-0.331,"diffus","ADJX"
"diffusere",-0.331,"diffus","ADJX"
"diffusesten",-0.331,"diffus","ADJX"
"diffuser",-0.331,"diffus","ADJX"
"diffuserer",-0.331,"diffus","ADJX"
"diffuses",-0.331,"diffus","ADJX"
"diktatorisch",-0.0048,"diktatorisch","ADJX"
"diktatorischster",-0.0048,"diktatorisch","ADJX"
"diktatorischstes",-0.0048,"diktatorisch","ADJX"
"diktatorischst",-0.0048,"diktatorisch","ADJX"
"diktatorischste",-0.0048,"diktatorisch","ADJX"
"diktatorischere",-0.0048,"diktatorisch","ADJX"
"diktatorischer",-0.0048,"diktatorisch","ADJX"
"diktatorisches",-0.0048,"diktatorisch","ADJX"
"diktatorischeren",-0.0048,"diktatorisch","ADJX"
"diktatorischerem",-0.0048,"diktatorisch","ADJX"
"diktatorische",-0.0048,"diktatorisch","ADJX"
"diktatorischen",-0.0048,"diktatorisch","ADJX"
"diktatorischerer",-0.0048,"diktatorisch","ADJX"
"diktatorischem",-0.0048,"diktatorisch","ADJX"
"diktatorischeres",-0.0048,"diktatorisch","ADJX"
"diktatorischsten",-0.0048,"diktatorisch","ADJX"
"diktatorischstem",-0.0048,"diktatorisch","ADJX"
"dilettantisch",-0.0048,"dilettantisch","ADJX"
"dilettantischeren",-0.0048,"dilettantisch","ADJX"
"dilettantisches",-0.0048,"dilettantisch","ADJX"
"dilettantischer",-0.0048,"dilettantisch","ADJX"
"dilettantischere",-0.0048,"dilettantisch","ADJX"
"dilettantischerem",-0.0048,"dilettantisch","ADJX"
"dilettantischste",-0.0048,"dilettantisch","ADJX"
"dilettantischen",-0.0048,"dilettantisch","ADJX"
"dilettantischem",-0.0048,"dilettantisch","ADJX"
"dilettantischst",-0.0048,"dilettantisch","ADJX"
"dilettantischster",-0.0048,"dilettantisch","ADJX"
"dilettantischstes",-0.0048,"dilettantisch","ADJX"
"dilettantische",-0.0048,"dilettantisch","ADJX"
"dilettantischsten",-0.0048,"dilettantisch","ADJX"
"dilettantischstem",-0.0048,"dilettantisch","ADJX"
"dilettantischeres",-0.0048,"dilettantisch","ADJX"
